negatives
"('P19838', 'P12235')"
"('P19784', 'Q86TI2')"
"('P50222', 'Q8WUE5')"
"('P62891', 'Q6ZN18')"
"('Q00005', 'P07437')"
"('Q9H9B4', 'Q5S007')"
"('P62191', 'Q8TBB1')"
"('Q8IVT5', 'Q3ZCM7')"
"('Q9NZT1', 'P01116')"
"('P28288', 'Q8NFA0')"
"('P31274', 'P26367')"
"('Q6STE5', 'P51531')"
"('P36578', 'Q13620')"
"('P46108', 'Q9NZQ3')"
"('Q6A162', 'Q9H6L4')"
"('P50222', 'Q3SY00')"
"('Q15637', 'O75554')"
"('Q14839', 'P22736')"
"('Q96BJ8', 'Q14185')"
"('P27540', 'P09601')"
"('Q9UKT9', 'Q9NZD8')"
"('Q14498', 'P08621')"
"('Q8IYF1', 'O75031')"
"('Q9UPN9', 'P61077')"
"('Q9UN86', 'Q13526')"
"('P49286', 'O60337')"
"('P19320', 'Q15154')"
"('Q93050', 'Q9UHK0')"
"('P78364', 'P62136')"
"('P67809', 'O75937')"
"('O96014', 'Q9ULW2')"
"('Q9UBF6', 'Q8WXK3')"
"('Q96RT7', 'Q96SN8')"
"('O75676', 'Q04206')"
"('O15162', 'Q8TAU3')"
"('P51532', 'P04792')"
"('Q12874', 'Q99836')"
"('Q92917', 'P23193')"
"('P61086', 'Q13404')"
"('O60664', 'P33316')"
"('O00303', 'Q9BSF4')"
"('O00443', 'Q9H492')"
"('P61244', 'P62140')"
"('P62241', 'P60520')"
"('Q92905', 'Q96EF6')"
"('P24928', 'Q8N201')"
"('Q9Y3E0', 'Q9NVH2')"
"('Q8NGP2', 'P38405')"
"('Q5TB80', 'O75665')"
"('P35754', 'Q14653')"
"('Q9P253', 'Q9NRX5')"
"('O15263', 'Q04206')"
"('Q14141', 'Q9UH03')"
"('Q96SW2', 'P10599')"
"('P60033', 'Q01844')"
"('O75147', 'Q7L2E3')"
"('Q13362', 'P62140')"
"('Q86VP1', 'O00214')"
"('P20963', 'Q8NET4')"
"('P68400', 'Q15084')"
"('Q96A65', 'Q13496')"
"('P61160', 'Q9GZT8')"
"('Q9UNF1', 'Q00839')"
"('O43913', 'P49736')"
"('Q9HAV5', 'P04183')"
"('P22612', 'Q9UKL2')"
"('P14373', 'Q969U6')"
"('Q12913', 'P49023')"
"('P35270', 'Q96AE4')"
"('P51813', 'P56945')"
"('Q9H0N5', 'Q9BS16')"
"('Q15910', 'P21246')"
"('P80404', 'P30566')"
"('Q9GZM5', 'Q9BYR7')"
"('Q567U6', 'Q9NNX1')"
"('Q9BRQ6', 'Q16891')"
"('Q9UQM7', 'Q9Y496')"
"('Q9Y224', 'P15927')"
"('Q9UQ80', 'P63279')"
"('P06241', 'Q08499')"
"('P10276', 'P04155')"
"('Q8NCE0', 'Q9BVA1')"
"('P16989', 'Q9Y224')"
"('Q9BTK6', 'Q15788')"
"('P10275', 'O96028')"
"('Q4G0X4', 'O60437')"
"('P52797', 'P60369')"
"('P23284', 'P04629')"
"('Q8NI38', 'Q92966')"
"('P27361', 'O15409')"
"('P05198', 'P62495')"
"('Q14315', 'Q969P0')"
"('P40337', 'P28074')"
"('P04629', 'P28838')"
"('Q07890', 'Q9Y5S8')"
"('P09471', 'Q96MG2')"
"('Q96BZ8', 'Q8N6L0')"
"('P62979', 'P46777')"
"('P48436', 'Q15751')"
"('Q05469', 'O60240')"
"('P35348', 'P50148')"
"('P49795', 'Q16659')"
"('Q9BYG3', 'O00567')"
"('Q86UT5', 'P43119')"
"('P05067', 'P14859')"
"('P18564', 'P21333')"
"('Q08209', 'Q9NYG5')"
"('Q14671', 'Q9C009')"
"('Q08211', 'Q00403')"
"('Q5FBB7', 'Q8TDY2')"
"('O15287', 'Q13813')"
"('P04155', 'P15622')"
"('Q8IVT5', 'P00491')"
"('A6NMZ7', 'Q13683')"
"('P50990', 'A6NHQ4')"
"('P29597', 'P31943')"
"('O14578', 'P24844')"
"('Q01860', 'Q5M775')"
"('Q92688', 'P10644')"
"('Q9BQB6', 'Q9UJX2')"
"('Q9NRC8', 'Q8NI27')"
"('P49916', 'P61289')"
"('Q07627', 'P57739')"
"('P36543', 'P04216')"
"('P08138', 'O43353')"
"('P43250', 'P34998')"
"('Q92769', 'O43638')"
"('Q15750', 'Q9Y6K9')"
"('P68431', 'P62899')"
"('P26373', 'P01106')"
"('Q96CS3', 'P22695')"
"('Q14847', 'Q8IUH5')"
"('P01106', 'P15291')"
"('Q9Y2I6', 'Q8IZD4')"
"('Q13315', 'Q96B23')"
"('P38398', 'Q7Z5K2')"
"('P60369', 'Q15973')"
"('P04637', 'P61081')"
"('Q02539', 'P05412')"
"('Q9H944', 'A0JLT2')"
"('Q13501', 'P19784')"
"('Q8WUM4', 'P09619')"
"('Q9HAU0', 'P54259')"
"('Q5T6S3', 'Q15022')"
"('Q99959', 'P52799')"
"('Q7Z3K3', 'P14859')"
"('Q01813', 'P49736')"
"('Q8N5N7', 'Q9Y5Q9')"
"('Q9H0E9', 'P37231')"
"('P27658', 'P32242')"
"('P13612', 'Q9Y3D9')"
"('Q9Y6K1', 'P61244')"
"('Q9Y305', 'Q5TGZ0')"
"('P82979', 'P67870')"
"('P31040', 'Q99643')"
"('P11233', 'O75052')"
"('Q13885', 'Q7Z6Z7')"
"('Q13200', 'P62195')"
"('P17612', 'P15735')"
"('Q86VW2', 'P63000')"
"('P27540', 'P53041')"
"('P17612', 'Q70SY1')"
"('Q9Y3D0', 'P09543')"
"('Q16666', 'Q9UHA3')"
"('P80075', 'P51679')"
"('P17931', 'Q7Z3C6')"
"('P16471', 'P51692')"
"('Q92905', 'Q13216')"
"('O15160', 'P08727')"
"('Q6IQ23', 'Q13283')"
"('Q9UH03', 'Q16659')"
"('P12956', 'Q96KM6')"
"('Q8IXZ2', 'Q8TDN6')"
"('P0DP23', 'Q9UNK0')"
"('Q9UJV3', 'Q8WV60')"
"('Q14151', 'P02647')"
"('Q9UBF2', 'Q13573')"
"('Q96QF0', 'O43166')"
"('Q13573', 'Q9Y383')"
"('Q96D09', 'P30988')"
"('Q13263', 'P04629')"
"('P53708', 'Q9HBI1')"
"('Q6IBS0', 'Q8N543')"
"('P28482', 'Q13127')"
"('Q13547', 'Q9UK53')"
"('P05067', 'P11142')"
"('O95786', 'Q9BYM8')"
"('Q9P287', 'Q16719')"
"('P62993', 'Q92925')"
"('O14512', 'P42224')"
"('Q15003', 'Q9HBR0')"
"('P68400', 'P30622')"
"('O95793', 'P46778')"
"('O60341', 'O75528')"
"('P49715', 'P24941')"
"('P43121', 'P34931')"
"('O75486', 'O00268')"
"('P21802', 'P35222')"
"('O75964', 'O14949')"
"('P34947', 'Q96K76')"
"('P17612', 'P50151')"
"('Q9UKG1', 'Q8TAI7')"
"('P28340', 'O75365')"
"('P54577', 'Q9C009')"
"('P05388', 'P62888')"
"('Q9UL15', 'P57078')"
"('Q9Y275', 'Q96P70')"
"('O15350', 'Q96EB6')"
"('Q15486', 'O95947')"
"('P05387', 'P60866')"
"('Q8IY34', 'Q9BYQ0')"
"('Q8NC51', 'Q9NR22')"
"('P26599', 'Q92945')"
"('Q9Y2M0', 'P30153')"
"('P61077', 'Q86Y13')"
"('Q9H9Q2', 'Q13617')"
"('P39656', 'P46977')"
"('Q5VTD9', 'Q9ULT6')"
"('P30084', 'P27348')"
"('O95382', 'P63104')"
"('O95104', 'O75554')"
"('P42568', 'Q9Y4A5')"
"('Q9BSF4', 'P06493')"
"('P42574', 'Q13077')"
"('Q9UHB6', 'P07948')"
"('Q9UNE7', 'P12931')"
"('Q92731', 'Q9Y4L1')"
"('Q9H6Y7', 'Q9P031')"
"('Q99735', 'Q96T60')"
"('Q9NV70', 'Q15051')"
"('Q13315', 'Q6P0N0')"
"('O60783', 'P04637')"
"('Q7L2J0', 'P62310')"
"('Q13625', 'O75886')"
"('P52630', 'P53805')"
"('P62995', 'P38919')"
"('Q9P0W2', 'Q15834')"
"('P50991', 'Q9H7D0')"
"('O15371', 'P60866')"
"('P05412', 'Q96FN4')"
"('P49336', 'P01106')"
"('Q9UIW0', 'Q9Y3E7')"
"('Q9BXB1', 'Q15424')"
"('Q86VP6', 'Q13247')"
"('P0DMV9', 'P32121')"
"('O75147', 'O00571')"
"('O95863', 'P33241')"
"('Q14192', 'Q9NPA5')"
"('O60939', 'Q8TEX9')"
"('Q9H0H5', 'Q9Y3Z3')"
"('Q6UB98', 'P11802')"
"('P78369', 'O95500')"
"('P21741', 'P98164')"
"('P12830', 'Q9UHB6')"
"('O60318', 'Q09472')"
"('Q13148', 'P05141')"
"('Q9Y4F3', 'Q9UKX7')"
"('Q8WVK2', 'Q8NHH9')"
"('P62140', 'Q14684')"
"('Q15717', 'Q9H8W5')"
"('P08238', 'Q08881')"
"('Q9Y4E8', 'P48431')"
"('Q8WTT2', 'Q9UPY3')"
"('P98172', 'P12931')"
"('P83731', 'P62857')"
"('P68371', 'Q9BV73')"
"('Q15424', 'O15260')"
"('P83731', 'O00567')"
"('Q99590', 'Q9NR22')"
"('Q9UBU8', 'Q96B67')"
"('Q99877', 'P20671')"
"('P14373', 'Q9BZY9')"
"('P55072', 'P31943')"
"('Q9BX66', 'O75955')"
"('Q8TD19', 'P33992')"
"('Q07864', 'Q12952')"
"('P51679', 'P52333')"
"('P23381', 'P32320')"
"('Q86XK2', 'P15408')"
"('P17858', 'P30048')"
"('O75752', 'P23490')"
"('P04156', 'Q9NW64')"
"('P60520', 'P62937')"
"('Q9UL15', 'P37840')"
"('P04637', 'O43290')"
"('Q9H1H9', 'Q9NQM4')"
"('P15408', 'P15336')"
"('Q13469', 'Q9Y4A5')"
"('Q8WV44', 'Q9HCK0')"
"('Q9UBX1', 'Q13490')"
"('P42331', 'P60763')"
"('Q13227', 'O15457')"
"('Q8ND90', 'Q92529')"
"('P21108', 'P54274')"
"('P09769', 'P40763')"
"('Q16254', 'Q16875')"
"('O43463', 'Q9P0T4')"
"('Q96JB5', 'Q9BSJ2')"
"('P06746', 'Q8IW19')"
"('Q15910', 'P60660')"
"('Q8IY92', 'P17482')"
"('P08559', 'P19838')"
"('Q8TF66', 'Q92552')"
"('O00178', 'Q96JM3')"
"('Q96SB4', 'P09651')"
"('P15927', 'Q9P2N5')"
"('Q99832', 'P61964')"
"('O00560', 'Q9C0B0')"
"('Q8WW59', 'P34897')"
"('P05166', 'P42566')"
"('Q6NT76', 'Q9Y316')"
"('Q86VP6', 'P62249')"
"('Q99496', 'O15164')"
"('Q16827', 'O14531')"
"('Q9Y5Q9', 'P61457')"
"('Q9NWX5', 'P02679')"
"('P35579', 'Q6IQ23')"
"('Q14653', 'O14730')"
"('Q9NRA0', 'O00505')"
"('P39656', 'Q13286')"
"('O94875', 'O14490')"
"('P41159', 'P16234')"
"('Q13573', 'P55081')"
"('Q9UEU0', 'Q00610')"
"('P27708', 'Q12933')"
"('P01588', 'P42702')"
"('P14618', 'P29692')"
"('P62917', 'O95376')"
"('P07900', 'Q9BUU2')"
"('P23443', 'P68133')"
"('P49662', 'Q14790')"
"('P55196', 'P63261')"
"('Q2M389', 'P35244')"
"('Q9UGL9', 'Q9BYR3')"
"('Q8N6L0', 'Q4LDR2')"
"('Q9HCE1', 'Q12979')"
"('P46108', 'Q70EK8')"
"('O95684', 'Q9HB58')"
"('Q92615', 'P06748')"
"('Q9BXR0', 'Q9NXG2')"
"('Q9H0R8', 'P81605')"
"('O75886', 'P62987')"
"('O00267', 'P07900')"
"('Q96SB4', 'O43865')"
"('O95714', 'Q9UPZ3')"
"('P63172', 'P54132')"
"('P56703', 'O00144')"
"('Q9UPN9', 'P84022')"
"('O43678', 'P09234')"
"('Q9Y2I6', 'Q9P126')"
"('Q16670', 'P10244')"
"('O75362', 'Q13363')"
"('P22694', 'P51828')"
"('O14813', 'P61296')"
"('P0DP24', 'Q9Y6K9')"
"('Q5JRX3', 'Q9Y6E7')"
"('Q9Y6K9', 'O95391')"
"('P58340', 'Q9UHY1')"
"('O00159', 'Q71U36')"
"('P52435', 'Q68E01')"
"('Q13330', 'P21673')"
"('Q01113', 'P52333')"
"('O95298', 'P03891')"
"('P09919', 'P18146')"
"('Q13347', 'P60709')"
"('O95292', 'Q96RL7')"
"('Q15269', 'Q13895')"
"('P49736', 'P33947')"
"('P57076', 'P07948')"
"('Q86W56', 'P18850')"
"('P35498', 'Q15843')"
"('Q8NGS6', 'Q9P2W3')"
"('Q8NHQ1', 'O95391')"
"('Q9UI30', 'O95373')"
"('Q13451', 'Q16543')"
"('Q969P0', 'P13010')"
"('P09661', 'P09914')"
"('O95865', 'P54105')"
"('P52732', 'P84243')"
"('Q01780', 'Q14160')"
"('Q969W3', 'Q14CS0')"
"('Q8IUH5', 'Q8NBJ7')"
"('Q9H3M7', 'P35968')"
"('Q13761', 'P25440')"
"('O14980', 'O95487')"
"('Q9UNM6', 'O60739')"
"('O43463', 'Q9BRK4')"
"('Q09472', 'Q01826')"
"('Q96KV7', 'Q8NI27')"
"('Q9HCP0', 'Q5S007')"
"('Q9NZT2', 'P04629')"
"('P42830', 'P51681')"
"('Q9P015', 'Q9NYK5')"
"('Q15102', 'P68104')"
"('O43264', 'O43542')"
"('P20849', 'P16144')"
"('Q70CQ1', 'Q5H9R7')"
"('Q9BYQ3', 'Q6ZNH5')"
"('P29972', 'Q99750')"
"('P54707', 'P01889')"
"('O95259', 'P0DP25')"
"('P46459', 'Q13573')"
"('Q99958', 'P16220')"
"('Q86Y07', 'Q86X19')"
"('Q969H0', 'Q00613')"
