negatives
"('Q8IWS0', 'Q9NX58')"
"('Q8N129', 'P49703')"
"('O60264', '100008588')"
"('P62750', 'Q9UL18')"
"('P41567', 'Q14152')"
"('P55055', 'Q99750')"
"('P15090', 'P08670')"
"('Q9NRD5', 'P12931')"
"('P13500', 'P50281')"
"('P04626', 'P78314')"
"('Q04912', 'P26927')"
"('P36542', 'Q9HCK5')"
"('P60866', 'P08708')"
"('Q8IVF5', 'P63000')"
"('Q9UKT7', 'Q16526')"
"('P17612', 'Q09428')"
"('P84022', 'P03372')"
"('Q13526', 'P19784')"
"('Q13501', 'Q7Z698')"
"('O75843', 'P61966')"
"('Q9Y3F4', 'Q00613')"
"('Q9UQL6', 'P33778')"
"('Q9Y572', 'P07814')"
"('Q8NEZ4', 'Q16539')"
"('P12830', 'O15143')"
"('P33991', 'Q9UJX2')"
"('Q9UKV8', 'Q15633')"
"('Q13485', 'P61244')"
"('P07910', 'P22626')"
"('P12235', 'P45880')"
"('Q14160', 'Q92796')"
"('Q99598', 'O95257')"
"('P27635', 'Q16659')"
"('O60674', 'Q14765')"
"('Q15427', 'Q14103')"
"('Q9H4E5', 'Q13153')"
"('Q06124', 'P06213')"
"('Q9BUJ2', 'Q15287')"
"('P09651', 'P26368')"
"('Q00839', 'P19174')"
"('Q9C086', 'P25490')"
"('O43752', 'Q9BV40')"
"('Q7LC44', 'Q9GZT8')"
"('O95154', 'O60684')"
"('Q92466', 'P0C0S5')"
"('P22004', 'O00238')"
"('P04183', 'Q05516')"
"('P06400', 'Q8WUA4')"
"('Q92918', 'P06241')"
"('Q13153', 'Q9H1Y0')"
"('P46952', 'Q99259')"
"('Q14749', 'Q6ZVK8')"
"('O00631', 'P26678')"
"('P11597', 'O15145')"
"('P48058', 'Q12840')"
"('P98161', 'Q13233')"
"('P46109', 'Q99704')"
"('O15428', 'P10636')"
"('P22694', 'Q02641')"
"('Q13950', 'Q8WYB5')"
"('Q16666', 'P51532')"
"('Q13393', 'P51812')"
"('Q92830', 'O75528')"
"('P11388', 'P09874')"
"('Q05655', 'P29353')"
"('Q99615', 'Q2TAZ0')"
"('Q14203', 'Q16543')"
"('P10827', 'Q13547')"
"('P08134', 'Q9BST9')"
"('Q96PU5', 'P07949')"
"('Q9Y6X2', 'P35398')"
"('P01133', 'P35916')"
"('P23508', 'P07951')"
"('P05121', 'P04004')"
"('Q9UPR3', 'Q66LE6')"
"('O43921', 'P06213')"
"('P16220', 'Q86XF7')"
"('Q12913', 'P08581')"
"('P05015', 'Q14626')"
"('P00533', 'P40763')"
"('P28749', '28934')"
"('Q13007', 'P15509')"
"('Q9UQC2', 'P46109')"
"('P05387', 'Q9P2G9')"
"('Q969K4', 'Q15796')"
"('P13569', 'Q9BUN8')"
"('Q9Y4K3', 'Q9UQC2')"
"('P45379', 'P09493')"
"('442906', 'P13073')"
"('P01243', 'P10912')"
"('P18206', 'O00571')"
"('Q9HB71', 'Q9UET6')"
"('O15085', 'Q6AI08')"
"('Q9HC24', 'P46060')"
"('O00585', 'P07339')"
"('Q7Z5H3', 'P84095')"
"('Q15596', 'Q09472')"
"('P05121', 'P84022')"
"('P62258', 'P05129')"
"('P31785', 'P48736')"
"('P80098', 'P41597')"
"('Q12959', 'Q96KB5')"
"('P06241', 'Q01362')"
"('O00257', 'Q14781')"
"('Q9H814', 'Q13188')"
"('Q15714', 'P40937')"
"('P29353', 'Q9H5I1')"
"('P03891', 'Q86Y39')"
"('Q9BXR5', 'Q11130')"
"('Q96EZ8', 'O14641')"
"('O14641', 'P15622')"
"('P38936', 'Q9UNN5')"
"('Q8IYS5', 'P31995')"
"('P29590', 'O43463')"
"('P62993', 'P49768')"
"('Q8NDV7', 'Q9HCK5')"
"('Q99816', 'P08631')"
"('Q16695', 'P16104')"
"('P30153', 'P23508')"
"('406982', 'Q14814')"
"('P98095', 'P13861')"
"('O95644', 'P32519')"
"('P27348', 'Q9GZV5')"
"('P52565', 'Q01105')"
"('P56524', 'P27348')"
"('P27694', 'Q9BVW5')"
"('P52209', 'Q04446')"
"('P42331', 'Q96L33')"
"('Q8N5R6', 'Q9UGN5')"
"('P31689', 'P49703')"
"('Q13617', 'Q96L50')"
"('Q96R47', 'P38405')"
"('Q13535', 'Q9BVJ6')"
"('O43521', 'P10644')"
"('P20132', 'P43629')"
"('P68400', 'Q01892')"
"('O15259', 'Q9HBL0')"
"('Q99418', 'Q96HB5')"
"('Q9NPJ4', 'Q13285')"
"('P00519', 'P43699')"
"('Q8IVT5', 'P15056')"
"('P42336', 'P14672')"
"('Q9BVA1', 'P55957')"
"('P06396', 'P63261')"
"('Q9H4B6', 'Q13188')"
"('Q06547', 'Q96M61')"
"('O00442', 'Q9BUJ2')"
"('Q92542', 'Q9UM47')"
"('Q12796', 'P62993')"
"('Q15596', 'P19793')"
"('P06127', 'O60880')"
"('Q9H204', 'Q5TCQ9')"
"('O15226', 'Q04864')"
"('Q9UF11', 'P36897')"
"('A5PL33', 'P49840')"
"('P51149', 'Q71U36')"
"('P20618', 'Q9P2G9')"
"('P20366', 'Q12884')"
"('Q13319', 'P12814')"
"('P04049', 'P05783')"
"('P62937', 'O60674')"
"('P54278', 'P52701')"
"('P15884', 'P14923')"
"('P32969', 'P35268')"
"('P12980', 'P62805')"
"('Q9UN74', 'Q96ID5')"
"('P16066', 'P84996')"
"('P56747', 'O95832')"
"('Q14644', 'Q07890')"
"('P63165', 'Q99666')"
"('P53680', 'P00533')"
"('P23297', 'P14136')"
"('Q8IYX3', 'Q9BQ66')"
"('P08047', 'P35520')"
"('P01106', 'P06748')"
"('P01011', 'Q96KC8')"
"('O75448', 'A0JLT2')"
"('P30281', 'O95967')"
"('Q9H0M0', 'Q15796')"
"('Q16821', 'P46019')"
"('Q9P0J0', 'O75251')"
"('Q9ULV8', 'Q15303')"
"('O75469', 'P28702')"
"('Q5JY77', 'Q9UHF0')"
"('P20226', 'Q13487')"
"('Q9UHY1', 'P04183')"
"('Q13155', 'O75398')"
"('P25787', 'P29372')"
"('O14640', 'P48729')"
"('P30519', 'Q6NUN9')"
"('Q13569', 'Q01831')"
"('Q9BQG0', 'Q9NY93')"
"('Q00005', 'Q8N1N4')"
"('P01106', 'Q01629')"
"('P55773', 'P46092')"
"('P12272', 'Q14974')"
"('Q14204', 'P63167')"
"('Q9HBI1', 'P05106')"
"('P51610', 'P25490')"
"('P56856', 'P56750')"
"('Q13064', 'Q96B02')"
"('Q4VCS5', 'P46937')"
"('Q9UQP3', 'P05106')"
"('Q99963', 'P07333')"
"('P48443', 'Q9Y6Q9')"
"('O15372', 'Q15834')"
"('Q13415', 'Q99741')"
"('Q9Y534', 'O00141')"
"('P51148', 'Q15276')"
"('P62280', 'Q96BK5')"
"('P12814', 'Q16512')"
"('Q13617', 'Q6PID8')"
"('P06899', 'Q7L7L0')"
"('Q7Z6G8', 'P43364')"
"('O00267', 'P19387')"
"('Q9UL18', 'P50914')"
"('O75934', 'Q15428')"
"('O00273', 'Q9NRL3')"
"('Q9HC35', 'O95376')"
"('P00533', 'P62979')"
"('Q05397', 'P26641')"
"('P35244', 'Q9Y605')"
"('Q99704', 'P04626')"
"('P27986', 'Q8IZD9')"
"('Q9NPD8', 'P14373')"
"('Q12778', 'P55273')"
"('Q8TEW6', 'P00533')"
"('Q6IBS0', 'Q9BW60')"
"('Q6UXN9', 'Q13620')"
"('Q93074', 'A0JLT2')"
"('Q13190', 'O75396')"
"('P98174', 'P60953')"
"('P12110', 'P16144')"
"('Q09028', 'P01137')"
"('P48436', 'P10915')"
"('P22626', 'P11387')"
"('P68371', 'P56182')"
"('O15144', 'P63261')"
"('O15067', 'O75815')"
"('P06241', 'Q9UMN6')"
"('P10720', 'P51686')"
"('Q14738', 'P62714')"
"('Q05397', 'Q14451')"
"('Q9UBD3', 'P51679')"
"('Q13555', 'Q13557')"
"('P62910', 'P18077')"
"('Q9H0E9', 'Q13315')"
"('P51878', 'Q14116')"
"('O15116', 'O43776')"
"('Q99459', 'P68104')"
"('J9JIF5', 'O14641')"
"('Q15796', '406955')"
"('P40227', 'Q8NEV4')"
"('P50579', 'P06493')"
"('P62834', 'P27986')"
"('O00198', 'P10415')"
"('Q99966', 'P11142')"
"('P55212', 'Q9H2X6')"
"('O60869', 'P18846')"
"('O95741', 'Q13526')"
"('P09455', 'Q9HCU9')"
"('P62993', 'Q92925')"
"('Q12906', 'Q9UKV8')"
"('Q01629', 'P18146')"
"('P13798', 'P23508')"
"('Q8WWF5', 'P61077')"
"('P62701', 'P62851')"
"('Q96RI1', 'P19793')"
"('P12931', 'Q8IZD9')"
"('P59046', 'Q99558')"
"('Q7Z3B3', 'Q12933')"
"('Q9H0Q3', 'O60383')"
"('Q9HBG4', 'P01137')"
"('P49023', 'Q9HBI0')"
"('P22888', 'Q8IZE3')"
"('Q9BS40', 'Q96KR7')"
"('P50238', 'Q5JY77')"
"('Q8NHQ8', 'Q04917')"
"('P35613', 'Q9UBB4')"
"('Q9Y2K2', 'P63104')"
"('Q9NQX3', 'P48169')"
"('P03372', 'P49815')"
"('Q08211', 'P01889')"
"('Q9UGJ0', 'P04637')"
"('Q9NS73', 'Q96ES7')"
"('P04150', 'P10145')"
"('P17252', 'Q9NR12')"
"('Q99848', 'Q13573')"
"('Q5JVS0', 'Q05655')"
"('Q03164', 'Q8WXI3')"
"('Q13976', 'P54710')"
"('O14561', 'Q9Y6M9')"
"('Q08211', 'Q99873')"
"('P62280', 'P63220')"
"('P10244', 'P0CG47')"
"('P62195', 'O60506')"
"('O14654', 'Q04206')"
"('Q13387', 'Q16658')"
"('P61289', 'P30480')"
"('P01106', 'Q9UKN8')"
"('P38398', 'P42224')"
"('P01889', 'Q9Y5L4')"
"('P14618', 'Q9Y6X8')"
"('P01112', 'Q02750')"
"('O95049', 'P56880')"
"('Q15717', 'Q14103')"
"('Q12805', 'Q16610')"
"('O00329', 'Q8TCU6')"
"('Q9UL26', 'Q15075')"
"('Q13287', 'P50402')"
"('O14974', 'Q6WCQ1')"
"('Q05513', 'Q15334')"
"('P11177', 'O60925')"
"('P29466', 'Q9C000')"
"('O95139', 'P03905')"
"('Q9NWZ3', 'O60602')"
"('Q15418', 'P32004')"
"('Q96ST3', 'Q04206')"
"('Q96JP2', 'Q6IA69')"
"('O15151', 'P48729')"
"('P13051', 'O15297')"
"('O60343', 'Q9NR30')"
"('P14778', 'Q86XR7')"
"('Q8TEL6', 'P19438')"
"('Q9Y6D9', 'Q8TBK6')"
"('P42574', 'Q07820')"
"('P08253', 'P17931')"
"('P43405', 'P48736')"
"('Q9Y6K9', 'P07498')"
"('Q96EP5', 'P11940')"
"('O95477', 'P18146')"
"('P62993', 'Q15427')"
"('P24821', 'P05106')"
"('Q9UJS0', 'Q9UL18')"
"('P07437', 'Q99459')"
"('O15524', 'Q13617')"
"('O00308', 'P26367')"
"('O43516', 'O75554')"
"('P09668', 'P41220')"
"('Q7Z406', 'P63261')"
"('Q00765', 'O75461')"
"('P23443', 'P17480')"
"('Q13546', 'Q8IVM0')"
"('P20333', 'O14654')"
"('Q15287', 'Q15029')"
"('Q9UKL4', 'Q07157')"
"('P09651', 'Q15365')"
"('P08631', 'Q15393')"
"('P18887', 'Q96T60')"
"('Q07325', 'P32248')"
"('P46379', 'P09668')"
"('P84996', 'Q68DD2')"
"('O14920', 'P30048')"
"('Q16537', 'Q86YF9')"
"('Q92974', 'P01106')"
"('P56945', 'Q05397')"
"('Q8TDY2', 'P06400')"
"('Q08211', 'Q14683')"
"('Q15796', 'O60664')"
"('P13942', 'P56199')"
"('Q13137', 'P26599')"
"('P27986', 'P00519')"
"('P01562', 'P38484')"
"('P15531', 'Q9Y3F4')"
"('P55774', 'P51681')"
"('P19438', 'Q03135')"
"('Q9BTT4', 'Q9Y3A3')"
"('P52735', 'P15153')"
"('Q86VW0', 'P20366')"
"('P63096', 'Q01970')"
"('Q04206', 'P43243')"
"('Q9Y4K3', 'Q16836')"
"('O60341', 'Q16695')"
"('O95819', 'O14920')"
"('406923', 'P11831')"
"('Q96EB6', 'Q9UBP5')"
"('P18124', 'P27824')"
"('P20809', 'P10912')"
"('P01375', 'Q13546')"
"('Q06609', 'P54132')"
"('P23508', 'P48556')"
"('Q01469', 'O14965')"
"('P0C0S8', 'Q5QNW6')"
"('P19429', 'P45379')"
"('P46778', 'O95793')"
"('Q6ZUT1', 'P12980')"
"('P08670', 'Q15046')"
"('Q9UPS6', 'P51610')"
"('Q00653', 'P62158')"
"('Q12962', 'Q92831')"
"('O60716', 'P19022')"
"('P19875', 'P49682')"
"('Q13884', 'Q9Y4J8')"
"('Q66K74', 'O14599')"
"('P05496', 'P03928')"
"('P37173', 'P35222')"
"('P60709', 'Q11203')"
"('P07900', 'Q99836')"
"('P08581', 'O00459')"
"('Q96A54', 'Q15831')"
"('Q8WXU2', 'O95166')"
"('Q12873', 'P13727')"
"('Q5T2R2', 'P18146')"
"('Q9NPI8', 'O95897')"
"('Q9Y6I3', 'Q15303')"
"('Q96A32', 'P63261')"
"('P98172', 'O43639')"
"('P03915', 'O43677')"
"('P78344', 'O75822')"
"('Q15149', 'Q9UKW4')"
"('P12931', 'P00519')"
"('Q15139', 'P04792')"
"('O95793', 'P46940')"
"('P46109', 'Q9ULV8')"
"('P51692', 'P46108')"
"('P22392', 'P16152')"
"('P99999', 'Q9UKE5')"
"('Q14790', 'O75618')"
"('Q9Y371', 'P22607')"
"('P51991', 'P61978')"
"('P19438', 'Q7Z3U7')"
"('Q9NQ25', 'P18146')"
"('Q14197', 'P49590')"
"('Q08211', 'Q01081')"
"('P55854', 'Q16644')"
"('Q16637', 'P62312')"
"('Q9Y478', 'P16152')"
"('P40763', 'P78347')"
"('Q6UXL0', 'P23458')"
"('Q5VTD9', 'Q9Y4J8')"
"('Q8WYK2', 'P26641')"
"('26765', 'P49848')"
"('Q14197', 'P30837')"
"('P17931', 'P02751')"
"('Q9C040', 'O14933')"
"('Q13190', 'Q9H9E3')"
"('O60907', 'O75376')"
"('Q9UGN5', 'Q7Z3G6')"
"('P05771', 'Q9NR12')"
"('P51970', 'Q86Y39')"
"('O60504', 'P00519')"
"('Q92831', 'P68431')"
"('O15162', 'Q8WV24')"
"('P13569', 'P07550')"
"('Q86WV6', 'O95573')"
"('Q9NPI6', 'P31483')"
"('Q9P2R6', 'O15162')"
"('Q05516', 'P68104')"
"('Q9BXC0', 'P08754')"
"('Q9GZT5', 'Q9ULV1')"
"('Q14494', 'P18848')"
"('Q99683', 'O60674')"
"('P04626', 'Q99650')"
"('P51946', 'P18074')"
"('O60293', 'Q9Y2I6')"
"('Q9HCK4', 'O43295')"
"('Q9UQ80', 'Q07020')"
"('P55854', 'P29590')"
"('O43353', 'P04406')"
"('Q99759', 'P47756')"
"('Q9BZS1', 'P10914')"
"('P41159', 'P10912')"
"('P07858', 'P07355')"
"('P08581', 'P01116')"
"('Q8WUI4', 'Q71UI9')"
"('O75128', 'Q9BY11')"
"('P04637', 'Q92466')"
"('Q04206', 'P07814')"
"('Q9NS23', 'Q13009')"
"('P01375', 'P53779')"
"('P61296', 'P07199')"
"('P22612', 'Q86W47')"
"('O95398', 'P45984')"
"('Q96EY1', 'P54253')"
"('P01106', 'P17812')"
"('Q16560', 'O14788')"
"('Q15714', 'Q9NVI1')"
"('P47871', 'P50148')"
"('Q16586', 'Q13326')"
"('O95644', 'P01375')"
"('Q15834', 'Q05516')"
"('Q9UMR2', 'P62330')"
"('O95786', 'P46734')"
"('P04406', 'P04083')"
"('Q9Y243', 'O60343')"
"('Q13547', 'Q08999')"
"('P51531', 'P62834')"
"('P43403', 'Q92569')"
"('O15264', 'P19838')"
"('P42702', 'P42338')"
"('P16333', 'P35968')"
"('Q09472', 'Q14653')"
"('P54259', 'Q15323')"
"('P56524', 'P10276')"
"('Q14318', 'Q5T4F4')"
"('Q99496', 'Q969T4')"
"('P20309', 'P84996')"
"('P43405', 'Q6ZUJ8')"
"('Q12872', 'Q15287')"
"('Q9UIV1', 'Q00534')"
"('P08253', 'P16035')"
"('Q07890', 'P48736')"
"('P00403', 'O00459')"
"('P20807', 'Q9H1Y0')"
"('P67870', 'P10914')"
"('Q9NQ25', 'Q15047')"
"('Q9Y5S9', 'P40763')"
"('P26367', 'Q8N474')"
"('P01106', 'Q9UBF2')"
"('Q03135', 'P35354')"
"('O00187', 'P48740')"
"('Q13555', 'O75369')"
"('P20333', 'P62263')"
"('P50991', 'Q04206')"
"('P25942', 'P52294')"
"('Q7Z6J6', 'O60716')"
"('P17844', 'Q99558')"
"('P35626', 'Q9H208')"
"('Q15008', 'O00232')"
"('Q8IWW6', 'P60763')"
"('Q13546', 'P31689')"
"('Q14686', 'P06400')"
"('P62736', 'P24844')"
"('O95251', 'Q5UIP0')"
"('Q63HM2', 'P09467')"
"('Q12988', 'Q5T3J3')"
"('Q96A54', 'Q13131')"
"('P13725', 'Q99665')"
"('O00161', 'O15127')"
"('Q9NX58', 'Q9NZI8')"
"('Q14832', 'O14775')"
"('P25963', 'P49642')"
"('P42224', 'P24385')"
"('Q96EB6', 'Q14526')"
"('Q9H173', 'Q3ZCQ8')"
"('P48357', 'O15243')"
"('P10916', 'P60709')"
"('Q99567', 'P35658')"
"('P62263', 'O15264')"
"('P0CG48', 'P84022')"
"('Q66LE6', 'P78371')"
"('Q14103', 'Q04917')"
"('P42224', 'P52630')"
"('P46940', 'Q9UKW4')"
"('P17844', 'Q9H2G2')"
"('P55060', 'P14866')"
"('Q969R2', 'P13805')"
"('Q12929', 'Q9H7E9')"
"('P51149', 'Q9BUF5')"
"('Q7L2E3', 'Q16254')"
"('P55036', 'P30480')"
"('P51668', 'Q86UW7')"
"('P30050', 'P62987')"
"('P50148', 'P01112')"
"('P01100', 'Q15654')"
"('O00193', 'P19387')"
"('Q8N5C8', 'Q16539')"
"('Q15323', 'P54259')"
"('Q9UI95', 'Q9H1A4')"
"('P46108', 'P15498')"
"('P51679', 'P52333')"
"('Q16539', 'O95644')"
"('O43242', 'P30480')"
"('P49810', 'O00548')"
"('O43150', 'P62330')"
"('Q92890', 'P00488')"
"('P60033', 'Q05516')"
"('P09919', 'Q8N6P7')"
"('O15042', 'P98175')"
"('P68431', 'Q16576')"
"('P01106', 'P30304')"
"('O15520', 'P00533')"
"('P08246', 'P37287')"
"('Q13315', 'Q12906')"
"('Q04637', 'Q14240')"
"('Q13315', 'O14757')"
"('Q00535', 'P61764')"
"('P98164', 'Q15700')"
"('P00505', 'P01241')"
"('O75815', 'Q15631')"
"('Q96PU5', 'P12757')"
"('P31689', 'Q12933')"
"('P51693', 'P42773')"
"('P54257', 'P82933')"
"('P08134', 'Q96BK5')"
"('O15444', 'P32302')"
"('O95819', 'Q969H6')"
"('O96000', 'O95299')"
"('Q14814', 'Q12968')"
"('Q8IWY9', 'O95257')"
"('Q14289', 'Q14511')"
"('Q9H7B4', 'Q96E35')"
"('Q96BR9', 'O95251')"
"('Q99616', 'P25025')"
"('P07948', 'Q8WYR1')"
"('P11171', 'O60493')"
"('P68104', 'Q92561')"
"('P31152', 'P14921')"
"('P19838', 'P78556')"
"('Q07955', 'P52756')"
"('P01106', 'Q6P1M0')"
"('O95760', 'P0C0S8')"
"('P27540', 'P04075')"
"('Q9Y490', 'O75578')"
"('Q9Y6G9', 'Q9BVA1')"
"('P29317', 'P62993')"
"('Q6UXN9', 'P06899')"
"('Q96T58', 'P19174')"
"('O60762', 'O94777')"
"('P05556', 'Q9UL25')"
"('Q9H8W4', 'Q9NQC3')"
"('Q15672', 'P04637')"
"('Q14831', 'Q9UK08')"
"('Q9UJF2', 'P01112')"
"('P60900', 'P62987')"
"('Q14203', 'O14593')"
"('P63104', 'Q14978')"
"('Q9NS23', 'Q12834')"
"('P34903', 'P60520')"
"('A6NHR9', 'Q99459')"
"('P78545', 'Q9NXV2')"
"('P61088', 'Q9H992')"
"('O43678', 'P03901')"
"('P60709', 'P18754')"
"('Q9H3D4', 'Q15796')"
"('P04083', 'O75688')"
"('Q9Y294', 'Q9UKI8')"
"('P31946', 'P30291')"
"('Q8WWY3', 'P55795')"
"('P62140', 'P15336')"
"('O15151', 'P10415')"
"('Q9Y3U8', 'Q92901')"
"('Q99836', 'P62258')"
"('Q8WVC0', 'P63146')"
"('P48551', 'Q13651')"
"('P15311', 'P07384')"
"('O43776', 'P54253')"
"('O43929', 'Q99741')"
"('P78536', 'P46531')"
"('O60503', 'P17612')"
"('P16499', 'P51160')"
"('Q9P0W0', 'Q13261')"
"('P50453', 'Q5UIP0')"
"('O43920', 'O43181')"
"('Q96GX8', 'Q13432')"
"('P01133', 'P36542')"
"('P19174', 'Q9UKW4')"
"('P16152', 'Q9Y478')"
"('P54132', 'Q5UIP0')"
"('Q9Y371', 'P21802')"
"('Q9UNX3', 'Q92901')"
"('P45973', 'P29590')"
"('P05067', 'P29353')"
"('Q15022', 'Q16254')"
"('Q9Y561', 'P35609')"
"('P42574', 'O43521')"
"('P98170', 'P36896')"
"('P15923', 'P10275')"
"('Q00653', 'Q9NR30')"
"('Q9Y2X8', 'Q9BY78')"
"('P08621', 'Q01130')"
"('P31946', 'Q9P0V3')"
"('Q9H2E6', 'Q9NZM3')"
"('Q9NY59', 'Q5UIP0')"
"('P42768', 'P62993')"
"('Q96DG6', 'P31939')"
"('O43639', 'Q15303')"
"('P31946', 'Q9H1K1')"
"('Q9Y2J2', 'Q15788')"
"('Q12906', 'P28562')"
"('P07359', 'P08311')"
"('P54253', 'P62760')"
"('Q99570', 'O14530')"
"('Q9Y4K3', 'P08134')"
"('Q7Z4H7', 'Q9NVX0')"
"('Q13007', 'P48551')"
"('Q9Y2T1', 'P49674')"
"('P31943', 'P67809')"
"('Q9NR31', 'P55735')"
"('Q15834', 'O75909')"
"('P63165', 'P49792')"
"('P42773', 'Q9NXS2')"
"('Q15796', 'Q15326')"
"('Q9BQ83', 'Q92889')"
"('Q9Y2Q3', 'Q29RF7')"
"('P67775', 'Q86XL3')"
"('O14908', 'Q6P996')"
"('Q7Z3G6', 'O14641')"
"('Q9UNN8', 'Q08495')"
"('P08195', 'P01730')"
"('Q8TCJ2', 'P04843')"
"('Q9ULG1', 'Q6P4R8')"
"('Q9UDV7', 'Q8IY92')"
"('P10398', 'Q9UNS2')"
"('O43493', 'P05556')"
"('Q9Y5U9', 'P04183')"
"('P0DJD1', 'O60260')"
"('Q13797', 'P56199')"
"('Q14444', 'P13569')"
"('Q13873', 'Q96RU7')"
"('Q13573', 'Q9UKN8')"
"('P62913', 'Q00005')"
"('P12931', 'Q9NQC3')"
"('O60244', 'Q15648')"
"('Q15811', 'O15126')"
"('Q9Y3C7', 'O15525')"
"('P62906', 'P46776')"
"('Q8TAA9', 'O14640')"
"('O94762', 'P62487')"
"('P36957', 'P68371')"
"('Q9H0M0', 'Q14966')"
"('O75964', 'P56134')"
"('P61353', 'Q15843')"
"('Q96EY1', 'P25963')"
"('Q9Y5P6', 'P26599')"
"('Q13426', 'Q96T60')"
"('P83731', 'Q8TDR0')"
"('Q9NYF5', 'P62258')"
"('Q9Y4K3', 'Q9Y3F4')"
"('P15172', 'P47928')"
"('Q96MT8', 'Q14687')"
"('Q92620', 'Q14103')"
"('P04439', 'Q8N423')"
"('Q9UQC2', 'Q06124')"
"('Q9Y6M9', 'O43674')"
"('Q9Y5W3', 'P18146')"
"('P29597', 'P42226')"
"('Q6IE81', 'P04183')"
"('Q96QV6', 'Q92769')"
"('Q16543', 'P67870')"
"('Q15155', 'Q01780')"
"('P52799', 'P54764')"
"('Q9UHD2', 'Q99832')"
"('Q6PEY2', 'P07437')"
"('Q15370', 'P57737')"
"('Q86UT6', 'P22695')"
"('Q13243', 'Q16629')"
"('P18031', 'O43561')"
"('Q9BWJ5', 'Q7RTV0')"
"('P18077', 'P61353')"
"('Q53ET0', 'P31946')"
"('Q13765', 'P51693')"
"('O14640', 'O14641')"
"('Q6P2Q9', 'Q00653')"
"('P25103', 'O95837')"
"('Q9NXE4', 'Q9NPD3')"
"('Q6PJ69', 'Q05086')"
"('P29074', 'P27986')"
"('Q99717', 'P09012')"
"('Q86YV6', 'P60660')"
"('Q3ZCM7', 'Q13233')"
"('P62158', 'Q04864')"
"('P02766', 'P01857')"
"('P48357', 'Q13131')"
"('P13994', 'P68104')"
"('P49815', 'P31946')"
"('P32881', 'P52333')"
"('P23508', 'Q9NRL3')"
"('P42684', 'P12931')"
"('O00206', 'Q9UMX0')"
"('Q9NXD2', 'Q99717')"
"('Q13315', 'Q14157')"
"('Q8N392', 'Q9H4E5')"
"('P68104', 'O95257')"
"('Q99459', 'Q9UPN3')"
"('Q9NZL4', 'Q13233')"
"('Q9H255', 'P38405')"
"('Q96S21', 'Q93034')"
"('O14735', 'Q86UT6')"
"('Q9H9G7', 'P08238')"
"('P00736', 'P09871')"
"('Q969Q5', 'P46459')"
"('P31943', 'Q01130')"
"('Q14103', 'P09234')"
"('P19438', 'Q12933')"
"('Q3YEC7', 'Q99750')"
"('Q9Y478', 'P13807')"
"('Q9BWD1', 'Q9Y4K3')"
"('P53779', 'Q9Y4H2')"
"('P04637', 'P25208')"
"('P24928', 'P62993')"
"('P31785', 'P42338')"
"('P00533', 'Q9P104')"
"('Q9UKG9', 'O60641')"
"('P06454', 'P31483')"
"('P38936', 'Q8WYH8')"
"('Q07020', 'P61513')"
"('P03886', 'P03897')"
"('Q99873', 'P38432')"
"('P62136', 'P62955')"
"('A8TX70', 'P17301')"
"('Q6P5Z2', 'Q04206')"
"('Q00987', 'P48729')"
"('Q15172', 'O96017')"
"('Q9UBK9', 'Q9HAU4')"
"('Q99962', 'O43426')"
"('P45983', 'P62258')"
"('Q8NHH9', 'P63104')"
"('O00141', 'P56696')"
"('Q99459', 'P31943')"
"('P40337', 'P23284')"
"('P51965', 'Q86Y13')"
"('Q9HBW0', 'P63218')"
"('Q15025', 'Q9NPE3')"
"('P31943', 'Q14164')"
"('P07384', 'P17661')"
"('P55212', 'Q13077')"
"('P06213', 'Q13257')"
"('P49810', 'Q9UMX0')"
"('P49407', 'Q99418')"
"('Q13485', 'Q13887')"
"('Q9NWB1', 'Q15714')"
"('Q86YT6', 'P62837')"
"('P12755', 'O75376')"
"('Q969Q1', 'P63279')"
"('P51636', 'P06241')"
"('Q15287', 'P61326')"
"('O14576', 'O43809')"
"('P23297', 'Q00987')"
"('Q9HC38', 'Q14164')"
"('P31947', 'Q12774')"
"('Q9H3D4', 'O15350')"
"('Q9UL45', 'Q8IYI6')"
"('P05112', 'P23458')"
"('O75530', 'Q9GZQ8')"
"('Q8NHW5', 'Q15653')"
"('P55157', 'O94856')"
"('Q9UBN7', 'Q15717')"
"('Q8NHL6', 'P04439')"
"('Q5VTD9', 'P23142')"
"('Q9P2F6', 'P60953')"
"('P80075', 'P25024')"
"('Q7L5N1', 'Q92905')"
"('Q16543', 'P31751')"
"('Q14164', 'Q9HB71')"
"('P14923', 'P13994')"
"('P03372', 'Q15796')"
"('P49792', 'Q12802')"
"('Q5JSL3', 'P63000')"
"('P62495', 'Q92900')"
"('P16220', 'Q96CH1')"
"('O94832', 'Q9Y5J5')"
"('P23458', 'P42229')"
"('P52434', 'O60739')"
"('P51784', 'Q93009')"
"('Q15029', 'P55769')"
"('P62979', 'P62249')"
"('Q13562', 'P78337')"
"('Q8N6T3', 'P84077')"
"('P40763', 'P42229')"
"('O60566', 'Q9BS18')"
"('O43741', 'Q16526')"
"('P67775', 'P04637')"
"('O43474', 'P12830')"
"('P23284', 'P42229')"
"('P67870', 'Q96EZ8')"
"('Q96A08', 'Q93077')"
"('P52434', '100008588')"
"('P19387', 'P18848')"
"('P18583', 'O75400')"
"('P42677', 'P62854')"
"('P31947', 'P40818')"
"('P28482', 'Q68DD2')"
"('P07550', 'P08754')"
