negatives
"('P62280', 'Q99549')"
"('Q16540', 'O14561')"
"('Q13247', 'P04637')"
"('Q99459', 'Q9UBU8')"
"('P42768', 'Q9BY11')"
"('P52735', 'Q9NV56')"
"('Q86V81', 'Q9UQ35')"
"('O60260', 'Q99497')"
"('P20674', 'Q15323')"
"('Q9BVA0', 'P68366')"
"('Q9Y5Q3', 'Q14164')"
"('P51668', 'P78318')"
"('Q9Y2J2', 'Q96CS3')"
"('Q7Z4H7', 'Q9Y2D8')"
"('Q8N7H5', 'Q68DK7')"
"('P49005', 'Q9BY77')"
"('Q9HCE7', 'Q8NFZ5')"
"('P26368', 'Q15056')"
"('P23381', 'O15067')"
"('P07951', 'Q9NR12')"
"('Q9Y478', 'Q9UBK2')"
"('Q9NX01', 'Q9BVS4')"
"('P13378', 'O60925')"
"('O75489', 'Q96RP9')"
"('O95983', 'P52272')"
"('Q9UHI6', 'P14678')"
"('Q92731', 'Q92841')"
"('Q14145', 'P45381')"
"('Q9C0B0', 'Q14974')"
"('O43663', 'O94972')"
"('Q9UQC2', 'O14980')"
"('Q8NEP3', 'Q8IV38')"
"('Q66GS9', 'Q8IUZ0')"
"('Q8N3V7', 'Q14677')"
"('Q9P2J5', 'Q04206')"
"('Q8IWL3', 'Q7Z4W1')"
"('Q9HC98', 'O00159')"
"('P13674', 'Q16637')"
"('Q9BZE1', 'Q7Z7F7')"
"('Q9BYM8', 'Q9Y6K9')"
"('Q9BUQ8', 'Q56P03')"
"('Q13459', 'O95714')"
"('Q92542', 'O43493')"
"('P61158', 'Q08J23')"
"('P61326', 'P68104')"
"('P07900', 'Q8TBB1')"
"('Q3LI70', 'Q9H1K4')"
"('Q7Z422', 'P49902')"
"('P15172', 'Q96EB6')"
"('Q13753', 'Q13797')"
"('P04004', 'Q6P2Q9')"
"('Q14457', 'P62195')"
"('Q00526', 'Q06710')"
"('Q04724', 'O15379')"
"('P55345', 'Q9Y613')"
"('P04637', 'Q9ULJ6')"
"('Q8N6Y0', 'Q9NP98')"
"('P55072', 'P11802')"
"('P26599', 'P62993')"
"('P35354', 'P34932')"
"('P52630', 'P53805')"
"('Q9Y228', 'Q9GZM8')"
"('P05067', 'Q5T5D7')"
"('P08238', 'Q16659')"
"('Q8NFZ0', 'P15927')"
"('P28838', 'Q9Y4G8')"
"('P61956', 'P0DJD1')"
"('P29966', 'P06493')"
"('Q9H9B4', 'Q15714')"
"('Q5JWF2', 'Q16658')"
"('Q02930', 'Q5JR59')"
"('P12956', 'O75147')"
"('Q9BXB1', 'Q9BX40')"
"('O75448', 'P24863')"
"('P43629', 'Q9BU61')"
"('O00178', 'Q99459')"
"('P62191', 'Q8TAA3')"
"('P14324', 'P32929')"
"('Q96HY6', 'Q6PHW0')"
"('O75915', 'P43005')"
"('O95988', 'Q9NVC6')"
"('Q15005', 'Q9NY93')"
"('Q8TAD8', 'P41223')"
"('P10070', 'O00505')"
"('Q8N137', 'Q13011')"
"('Q96QG7', 'P26045')"
"('Q9H4L7', 'Q96CS4')"
"('Q9H3N1', 'P21796')"
"('Q86WJ1', 'Q13185')"
"('Q86Y13', 'P04908')"
"('Q14966', 'O95544')"
"('Q8N448', 'P49368')"
"('P0CG20', 'Q96C12')"
"('Q9Y608', 'Q92614')"
"('Q9H0W5', 'P13667')"
"('Q08211', 'P04629')"
"('P63104', 'P16083')"
"('P02751', 'O60610')"
"('P05067', 'Q6NT76')"
"('Q9BR84', 'Q9BYR5')"
"('P62875', 'Q9BUI4')"
"('O95758', 'P46531')"
"('Q9H6S0', 'Q9P2K1')"
"('Q9NPI6', 'P54886')"
"('Q15181', 'Q9Y281')"
"('P48039', 'Q01959')"
"('O95400', 'P04629')"
"('Q6VN20', 'P62826')"
"('Q7Z699', 'Q8N8X9')"
"('O75360', 'Q96DX8')"
"('O43896', 'Q6Y7W6')"
"('P25963', 'Q04917')"
"('Q92543', 'Q96GX1')"
"('Q9UBF9', 'Q9Y5B8')"
"('Q9UBE8', 'P46937')"
"('P11940', 'Q6Y7W6')"
"('Q15269', 'Q96LK0')"
"('Q15843', 'P62081')"
"('Q92905', 'O14775')"
"('P50148', 'P63252')"
"('P31321', 'Q9NVN8')"
"('P30876', 'P61218')"
"('P10244', 'Q6MZP7')"
"('Q9BVC6', 'Q96GX1')"
"('Q15714', 'P04844')"
"('O00410', 'Q96FW1')"
"('P00519', 'P46013')"
"('Q13418', 'Q16576')"
"('P20585', 'P38398')"
"('P13010', 'O00505')"
"('P11498', 'O00629')"
"('Q15397', 'O75147')"
"('Q8N4E4', 'Q92805')"
"('P13196', 'O43516')"
"('Q13435', 'Q96NB3')"
"('O75031', 'Q9P127')"
"('Q9UJV3', 'Q96HB5')"
"('Q13200', 'Q8TCJ0')"
"('P26641', 'P24522')"
"('P62701', 'P35240')"
"('P03951', 'P00740')"
"('Q5MJ09', 'P46934')"
"('P60033', 'Q92945')"
"('Q9H4L5', 'Q8N5I2')"
"('Q9Y5K5', 'Q5VTR2')"
"('Q9UBU9', 'O95361')"
"('P28838', 'P52594')"
"('Q9P0M4', 'Q8NFR9')"
"('Q99615', 'Q14103')"
"('P63279', 'Q16514')"
"('Q9Y3I0', 'P31943')"
"('Q01449', 'P35579')"
"('P57086', 'Q3MJ62')"
"('P15927', 'Q01831')"
"('Q15777', 'Q8N1F7')"
"('P49327', 'P32121')"
"('P0DP25', 'Q9UQM7')"
"('O75787', 'Q6NZI2')"
"('Q9Y4E8', 'Q15554')"
"('Q9UHG0', 'Q14761')"
"('Q15287', 'Q9BU76')"
"('Q04760', 'P09972')"
"('Q08170', 'Q13242')"
"('Q02779', 'P42858')"
"('Q02297', 'O60243')"
"('P00558', 'P13639')"
"('P05113', 'P17535')"
"('Q5J8X5', 'Q9NPE6')"
"('P11274', 'P33991')"
"('P05387', 'P62829')"
"('Q9BSM1', 'Q9HC52')"
"('P35590', 'Q16543')"
"('Q13637', 'P57729')"
"('P26641', 'Q9C0J8')"
"('Q9UH99', 'P20339')"
"('Q8NBT0', 'Q7Z5L2')"
"('Q00535', 'Q96AT9')"
"('P31942', 'Q9NXZ2')"
"('Q13162', 'O00299')"
"('P03372', 'Q9Y285')"
"('Q9BZD4', 'Q99598')"
"('P49069', 'O14836')"
"('Q9UPP1', 'P11142')"
"('P0DML3', 'Q01344')"
"('Q9UFB7', 'Q53GI3')"
"('O95727', 'P19838')"
"('Q15404', 'Q9NPH0')"
"('Q9NRD1', 'P14866')"
"('O14908', 'P17252')"
"('Q00839', 'P11387')"
"('P19388', 'Q6EEV4')"
"('Q8WVC0', 'P52434')"
"('P00395', 'P10809')"
"('P22612', 'P30307')"
"('Q16637', 'Q01085')"
"('P15374', 'P31150')"
"('P12830', 'P46109')"
"('P08758', 'Q9NR45')"
"('Q15788', 'P20774')"
"('Q99643', 'O75665')"
"('P04844', 'Q9NXR7')"
"('P98160', 'Q92731')"
"('Q9UNX4', 'P46940')"
"('P61457', 'P33176')"
"('P36957', 'Q8N2Y8')"
"('Q9UJW9', 'Q6IPU0')"
"('Q9H4A9', 'Q9NZ94')"
"('P61201', 'Q14C86')"
"('P60410', 'P18075')"
"('Q01860', 'Q14573')"
"('Q9Y2D8', 'Q86YT6')"
"('Q13573', 'P46734')"
"('P07359', 'P42336')"
"('Q8TDR4', 'Q8TCJ0')"
"('P05067', 'Q96P48')"
"('Q92769', 'P61956')"
"('P17844', 'Q96SB4')"
"('Q9HCJ5', 'P60953')"
"('P25788', 'P29590')"
"('P05362', 'P14678')"
"('P36873', 'P24844')"
"('Q9HAU0', 'Q15717')"
"('P30305', 'O75044')"
"('Q9BQ90', 'O94888')"
"('P07202', 'P08887')"
"('P16333', 'Q9NRR4')"
"('Q9Y2W7', 'P49810')"
"('Q9UHB6', 'Q5TCZ1')"
"('P25815', 'Q9BXS6')"
"('O95166', 'P46976')"
"('P17661', 'Q9HAU0')"
"('Q8TCT9', 'Q8NBM4')"
"('Q9UMR2', 'P13796')"
"('O95872', 'Q9Y5V3')"
"('Q9GZR1', 'Q99759')"
"('P12004', 'P52565')"
"('P67775', 'P49023')"
"('Q9HBE1', 'Q9NXC5')"
"('P49810', 'Q13685')"
"('Q9UBX7', 'Q6PKC3')"
"('P37198', 'Q7Z3B4')"
"('Q8IYX8', 'Q9UK41')"
"('Q13616', 'Q07020')"
"('Q9UBI6', 'Q9UGI9')"
"('Q92598', 'P63104')"
"('P16333', 'Q14677')"
"('Q9NRM7', 'Q8TD10')"
"('Q8WWW0', 'Q9BYR5')"
"('P82932', 'P42229')"
"('Q9H2U1', 'P04629')"
"('P52757', 'P06400')"
"('Q9UKY1', 'P55957')"
"('P19438', 'P07900')"
"('Q14164', 'Q9Y2B0')"
"('P61981', 'P22681')"
"('Q96GM1', 'Q96BA8')"
"('O60573', 'Q9NYF3')"
"('Q9UBM7', 'Q9NPH0')"
"('Q96T55', 'Q9Y2H6')"
"('P54709', 'P62820')"
"('Q8N9N5', 'Q9NYB0')"
"('Q9NVR2', 'P24928')"
"('P19525', 'Q00577')"
"('Q15149', 'P02549')"
"('Q96C92', 'Q15717')"
"('P61981', 'Q13043')"
"('Q9Y2R9', 'Q02878')"
"('P10809', 'P61020')"
"('P40616', 'P12980')"
"('O43149', 'P80370')"
"('Q8TBB1', 'Q9H2G4')"
"('O14610', 'P51828')"
"('Q8IXT1', 'Q9UNE7')"
"('Q96HT8', 'Q8TC20')"
"('Q8WVC0', 'P63146')"
"('Q13485', 'P61244')"
"('P16333', 'Q8IWN7')"
"('Q9UDY2', 'P45983')"
"('P42566', 'P62805')"
"('O96000', 'Q92900')"
"('Q92614', 'Q12792')"
"('P46934', 'Q9BXW4')"
"('Q9H6S1', 'P19438')"
"('Q9P0T4', 'P60411')"
"('O75031', 'Q6P1W5')"
"('Q13618', 'Q969U6')"
"('P60709', 'P05412')"
"('Q9BZH6', 'P30466')"
"('P05067', 'O75618')"
"('P38159', 'Q12986')"
"('O00233', 'Q15008')"
"('P24941', 'P49411')"
"('P49841', 'Q9NS23')"
"('P46934', 'Q14722')"
"('P68104', 'Q96Q83')"
"('Q15102', 'Q7L5N1')"
"('O43242', 'Q99436')"
"('Q9H0I9', 'P37802')"
"('P42331', 'Q9H6R7')"
"('O43929', 'P40692')"
"('P21964', 'Q96SW2')"
"('P56545', 'Q16695')"
"('O75663', 'Q8IY92')"
"('Q8NFA2', 'Q9Y5S8')"
"('Q8IXW5', 'P48643')"
"('Q9UHD9', 'P17612')"
"('Q9UDY2', 'O75147')"
"('Q9BWF2', 'P78317')"
"('Q15831', 'Q9NR45')"
"('Q9HC24', 'P10599')"
"('O43684', 'O75554')"
"('Q8NBF2', 'Q92625')"
"('O75467', 'Q86WV1')"
"('Q9BW61', 'P13804')"
"('P11274', 'P19784')"
"('P50222', 'Q9UHC6')"
"('P27348', 'P09769')"
"('P07900', 'Q9NQU5')"
"('Q15036', 'P98164')"
"('Q6YP21', 'Q92905')"
"('P38398', 'P48730')"
"('P01912', 'P14618')"
"('P37837', 'P32119')"
"('Q9P0K8', 'Q9NSC2')"
"('P01570', 'P32927')"
"('Q8IUX4', 'Q9HC16')"
"('Q9H0W5', 'O15371')"
"('Q9BW71', 'Q15436')"
"('A8K0R7', 'P62258')"
"('P40337', 'Q86SX6')"
"('P62993', 'P43004')"
"('Q7Z7A1', 'P58546')"
"('Q92796', 'Q13002')"
"('Q7Z6Z7', 'Q9NT62')"
"('P11216', 'Q8IUQ4')"
"('Q7Z2G1', 'Q6FI13')"
"('P80723', 'Q9UHB6')"
"('Q7L1Q6', 'P24941')"
"('Q8TF42', 'P16403')"
"('Q9BU76', 'P05412')"
"('Q63HR2', 'P63241')"
"('O75147', 'O43818')"
"('Q9Y2W1', 'P61326')"
"('Q9NV96', 'P16220')"
"('P42574', 'Q86W56')"
"('Q96EL3', 'O43819')"
"('Q9ULV4', 'Q06187')"
"('Q14469', 'Q9NW38')"
"('P62491', 'Q9H0U4')"
"('Q99643', 'Q9Y6C9')"
"('Q969H0', 'Q13887')"
"('O00567', 'P01106')"
"('Q0VDF9', 'Q00613')"
"('P25205', 'P16455')"
"('P05387', 'P02751')"
"('Q52LW3', 'Q8IXI1')"
"('P27361', 'P53816')"
"('Q6UXL0', 'Q9NV92')"
"('Q9BW71', 'P83731')"
"('Q9UQ13', 'P01116')"
"('P62993', 'Q15036')"
"('P08572', 'P0C862')"
"('Q6P1X5', 'Q15543')"
"('Q9Y678', 'P49736')"
"('Q9H0A0', 'Q00839')"
"('Q9HA47', 'O15442')"
"('P43405', 'P52566')"
"('P31749', 'P11142')"
"('Q9UGM6', 'O75360')"
"('Q9H9S0', 'Q9Y305')"
"('P81172', 'Q92908')"
"('O00425', 'Q9UQ80')"
"('P51116', 'Q92731')"
"('P78362', 'Q9Y5B9')"
"('Q96FW1', 'O95757')"
"('Q96JN2', 'Q8TAB5')"
"('P62913', 'Q9H0W5')"
"('Q9H6Z4', 'Q8NF64')"
"('Q96S21', 'A5PKW4')"
"('O95897', 'Q7Z3S9')"
"('Q9Y6Q9', 'P50549')"
"('Q15717', 'Q8N6M0')"
"('O95819', 'P20936')"
"('Q9UBN7', 'P49736')"
"('P07900', 'P54762')"
"('Q13315', 'Q96JI7')"
"('Q9HC16', 'Q8IUX4')"
"('Q9Y6I3', 'Q86TJ2')"
"('P07741', 'P51149')"
"('Q32P51', 'P49736')"
"('P48431', 'O15054')"
"('O95365', 'P14921')"
"('P53671', 'P53667')"
"('P04275', 'P53708')"
"('Q13617', 'Q99729')"
"('Q9NYB0', 'P00533')"
"('Q9BYJ1', 'P22735')"
"('P04406', 'Q13616')"
"('P26885', 'Q16836')"
"('O75604', 'Q9Y6K9')"
"('Q03431', 'Q04917')"
"('P04626', 'Q96KQ4')"
"('P67870', 'P25963')"
"('Q8IZU0', 'Q13895')"
"('P07550', 'Q9UKV5')"
"('P60709', 'P20073')"
"('Q6B0I6', 'Q8TAP6')"
"('Q71U36', 'P31948')"
"('P51532', 'Q4VC05')"
"('Q71U36', 'Q96Q15')"
"('P36954', 'P0CAP2')"
"('Q8TAU3', 'O43597')"
"('Q8IUQ4', 'Q92905')"
"('Q9P2P5', 'P04083')"
"('Q6P5X5', 'Q9BYQ4')"
"('P01563', 'P31785')"
"('Q8TAP6', 'Q8TBB5')"
"('O75444', 'Q92793')"
"('Q9UQE7', 'Q96AZ1')"
"('Q09472', 'P01375')"
"('Q9UJX2', 'Q9Y5V3')"
"('Q15907', 'Q86SJ6')"
"('P51617', 'Q5VVH5')"
"('Q99497', 'O94776')"
"('Q9UMX0', 'Q92575')"
"('Q9NWB7', 'Q9UPT5')"
"('P07948', 'Q9P0K1')"
"('Q8TD86', 'P29474')"
"('Q9BV73', 'Q99733')"
"('Q9Y371', 'Q93052')"
"('P12004', 'Q5VST9')"
"('Q9UHW5', 'Q9Y4D1')"
"('P00533', 'Q86XI2')"
"('P15884', 'Q15973')"
"('P35251', 'Q9NRC8')"
"('Q9Y3C5', 'P05067')"
"('P33552', 'Q13616')"
"('P42166', 'Q96GF1')"
"('P14921', 'P51692')"
"('Q01844', 'O00295')"
"('Q8N3U4', 'Q15306')"
"('P61254', 'P62424')"
"('P41595', 'Q13424')"
"('O15372', 'Q53EL6')"
"('Q53G59', 'Q8N5I2')"
"('P63215', 'P35498')"
"('Q96QD9', 'Q9Y3F4')"
"('Q9Y6Q6', 'Q9Y6K9')"
"('P07919', 'Q9NV92')"
"('Q8N8A6', 'Q9NY12')"
"('Q15796', 'P84022')"
"('Q9HBV2', 'Q9NVH2')"
"('Q96NL6', 'Q8N6L1')"
"('Q66K74', 'Q13315')"
"('P01106', 'Q99943')"
"('Q03112', 'Q15717')"
"('Q9UBQ7', 'Q8IW45')"
"('P51817', 'P35222')"
"('O75914', 'P60953')"
"('P35240', 'P08047')"
"('Q9NY27', 'P09661')"
"('P42226', 'P24385')"
"('P47712', 'Q04206')"
"('Q9NZJ7', 'O00487')"
"('P36873', 'Q7Z5G4')"
"('P31946', 'Q15717')"
"('Q9Y2J2', 'P61981')"
"('P04798', 'P29144')"
"('P61956', 'Q9Y265')"
"('P53007', 'P49736')"
"('P04179', 'P30038')"
"('P25789', 'P04629')"
"('Q5JVL4', 'Q8NCX0')"
"('Q9NZM4', 'P01106')"
"('P0CAP1', 'P62487')"
"('P40337', 'Q9Y3A3')"
"('P60510', 'Q00005')"
"('Q7L804', 'Q9BXF6')"
"('P05089', 'Q9BYE7')"
"('P27824', 'P01130')"
"('Q9C0H5', 'P18031')"
"('Q7L273', 'Q17RB8')"
"('P29353', 'P37173')"
"('P45880', 'P08574')"
"('P03891', 'Q9Y6M9')"
"('Q9NX05', 'P67809')"
"('P10599', 'O14907')"
"('Q13315', 'Q99873')"
"('P17931', 'O00116')"
"('O00626', 'P02511')"
"('P62906', 'Q9UBX2')"
"('Q9Y586', 'P40425')"
"('Q14155', 'Q9Y2K7')"
"('O95433', 'Q13285')"
"('Q9C0C9', 'P04278')"
"('Q96C24', 'Q9H4L5')"
"('Q96S52', 'O95274')"
"('P07814', 'A2RTX5')"
"('Q5EBL8', 'Q14676')"
"('P52799', 'Q6NUM9')"
"('Q92830', 'P07437')"
"('P35548', 'O43711')"
"('P13804', 'P27824')"
"('O15260', 'P55769')"
"('Q9UHP6', 'P15884')"
"('Q6B8I1', 'Q96ED9')"
"('Q9H2C2', 'Q9Y2T5')"
"('Q8IXK0', 'Q9NX04')"
"('O14908', 'Q9Y3T9')"
"('O75084', 'Q9UHD9')"
"('Q13948', 'P78334')"
"('P31749', 'P98177')"
"('Q14839', 'Q13535')"
"('O43776', 'P05412')"
"('P08238', 'Q6J9G0')"
"('P05019', 'P21802')"
"('Q9NRC8', 'Q16658')"
"('P50990', 'Q8TF42')"
"('Q86VQ0', 'Q1ED39')"
"('Q8NBX0', 'Q9NX00')"
"('P49327', 'Q96KQ7')"
"('P21796', 'P08574')"
"('P25098', 'Q8NH83')"
"('Q96HE7', 'Q6UWE0')"
"('Q09161', 'Q9BXP5')"
"('Q99729', 'Q8WXF8')"
"('Q99720', 'P24752')"
"('O95071', 'Q8N6T7')"
"('P35908', 'Q9UBS0')"
"('Q8TAT5', 'P49756')"
"('Q8IYR0', 'Q8N5M1')"
"('P07550', 'Q3ZCQ8')"
"('Q9BYQ4', 'O14633')"
"('O00233', 'Q8IWZ5')"
"('Q9GZR7', 'Q9P2P5')"
"('Q01860', 'Q9H9S0')"
"('P26368', 'Q15796')"
"('P06865', 'Q9BWD1')"
"('Q99459', 'P22670')"
"('P35372', 'P63092')"
"('O43677', 'P03915')"
"('Q8IWL2', 'O00206')"
"('Q96CW5', 'Q99459')"
"('Q13315', 'Q92793')"
"('P51398', 'P0CW24')"
"('Q96CS2', 'Q13561')"
"('Q86V81', 'P62312')"
"('Q9Y617', 'P00491')"
"('P18146', 'P17405')"
"('Q8IWV7', 'P02794')"
"('P18146', 'Q8TDB4')"
"('Q92990', 'P62942')"
"('P04629', 'P52701')"
"('P62750', 'Q14164')"
"('Q9NQ29', 'P08621')"
"('P61019', 'Q8N878')"
"('P62937', 'P19320')"
"('Q49A88', 'Q8IX90')"
"('Q17RB8', 'Q13895')"
"('O43143', 'P78362')"
"('Q96DF8', 'P55072')"
"('P13639', 'P62993')"
"('Q96KC9', 'P0DI82')"
"('Q7Z2G1', 'Q96QV6')"
"('P60370', 'Q13895')"
"('Q06830', 'O43598')"
"('P01889', 'P04080')"
"('Q7L804', 'Q07866')"
"('P35626', 'Q8NGA0')"
"('O00560', 'Q16629')"
"('Q13285', 'Q92922')"
"('Q9Y4W6', 'Q96RS0')"
"('Q9H4A6', 'Q15041')"
"('O94782', 'Q8IZ83')"
"('Q8N1C3', 'P46459')"
"('P51114', 'Q14194')"
"('Q9P209', 'Q9UM82')"
"('P12277', 'Q5W0Q7')"
"('Q8IVD9', 'P51610')"
"('P39019', 'P63173')"
"('P07237', 'Q13162')"
"('Q9NPF5', 'P48431')"
"('Q96QK1', 'Q9BV44')"
"('Q9NPJ6', 'Q9H190')"
"('P57739', 'O95484')"
"('Q86Y33', 'Q9GZZ9')"
"('Q9NZL4', 'Q14CS0')"
"('Q13535', 'Q01831')"
"('O75679', 'O75678')"
"('Q8N9F7', 'P01023')"
"('Q9UBU9', 'Q02388')"
"('Q13610', 'O00541')"
"('P80370', 'Q9Y2H6')"
"('P05067', 'O43897')"
"('Q8N752', 'O15169')"
"('Q9H8Y8', 'Q08379')"
"('P40939', 'Q8WVC0')"
"('Q5T124', 'O94955')"
"('P10415', 'O15151')"
"('P09669', 'Q96H96')"
"('P57772', 'P60866')"
"('P63162', 'P51610')"
"('P67870', 'Q9UBU9')"
"('Q9BYG3', 'Q15025')"
"('P29401', 'P20073')"
"('Q13573', 'Q9UKF6')"
"('Q13613', 'Q96CW5')"
"('Q13620', 'Q9BUJ2')"
"('P05386', 'P06748')"
"('Q9H6R0', 'Q00839')"
"('P35251', 'P54277')"
"('Q16666', 'Q9NY93')"
"('Q9UN37', 'O43633')"
"('A6NKD9', 'Q9Y2D8')"
"('P54253', 'O60828')"
"('Q15560', 'O00291')"
"('Q13118', 'P52943')"
"('Q96T58', 'P54253')"
"('P17252', 'P10588')"
"('Q9NVM4', 'Q9Y2F5')"
"('Q02156', 'P15924')"
"('Q9NQC7', 'P51531')"
"('P01210', 'Q9H1A4')"
"('O00291', 'Q15038')"
"('Q9BQE9', 'Q92925')"
"('P25786', 'Q13561')"
"('Q13111', 'P46781')"
"('Q08J23', 'P07947')"
"('Q14204', 'Q9UHR5')"
"('P10909', 'P51114')"
"('P63104', 'Q00839')"
"('P18031', 'P30519')"
"('Q9NUQ8', 'Q9H0H0')"
"('Q9UKE5', 'Q9Y3F4')"
"('Q96GM5', 'Q2KHM9')"
"('Q15811', 'Q9NZM3')"
"('Q15717', 'Q6ZNW5')"
"('Q96MG2', 'Q9H3K2')"
"('P12830', 'Q99961')"
"('P0DP24', 'P30504')"
"('Q9Y5B0', 'Q96RN5')"
"('Q92624', 'Q96LR4')"
"('Q13177', 'Q15052')"
"('P00167', 'P20815')"
"('Q03188', 'Q9UER7')"
"('Q15758', 'Q9HC98')"
"('Q01955', 'P31431')"
"('P01375', 'P24928')"
"('P04843', 'Q9BUV8')"
"('Q9GZQ8', 'P34896')"
"('Q9UMW8', 'P31948')"
"('P47756', 'O95817')"
"('Q16659', 'P01308')"
"('Q93008', 'Q16526')"
"('Q9BXY8', 'O15297')"
"('Q8IVT5', 'O43252')"
"('Q9UBS0', 'P12004')"
"('O43681', 'Q7L5D6')"
"('Q9NR28', 'Q6Q0C1')"
"('P54646', 'Q06210')"
"('Q9UHB6', 'P08865')"
"('Q15427', 'Q9BWF3')"
"('P23409', 'Q02363')"
"('P19784', 'P61962')"
"('Q9NWT6', 'Q8WWX0')"
"('Q8TF01', 'P04792')"
"('P11940', 'Q86VP6')"
"('O75390', 'Q9UQ80')"
"('P01111', 'P27361')"
"('P00387', 'P10451')"
"('Q86TI0', 'P61026')"
"('P56537', 'Q9BRX5')"
"('Q8NDV7', 'Q66GS9')"
"('P43403', 'P01730')"
"('Q13619', 'Q93034')"
"('P13612', 'P98179')"
"('P11137', 'P12814')"
"('P38919', 'P52272')"
"('P19320', 'P09651')"
"('Q13115', 'Q13077')"
"('P54253', 'Q9BVC4')"
"('Q13868', 'O43933')"
"('P47897', 'Q15691')"
"('P16220', 'Q9UHG2')"
"('Q8NHM5', 'Q9H9S0')"
"('P04275', 'P05106')"
"('P13010', 'P13693')"
"('P68363', 'Q9Y4B5')"
"('Q92633', 'Q96K19')"
"('Q07001', 'P02708')"
"('O60506', 'Q15843')"
"('O14744', 'Q9BRS2')"
"('Q5T2W1', 'O94887')"
"('Q9BWT3', 'P23511')"
"('Q13310', 'Q15554')"
"('Q93034', 'Q13616')"
"('Q969V5', 'Q8N6M8')"
"('Q03405', 'Q7Z4G4')"
"('P07900', 'Q5S007')"
"('P45880', 'P33527')"
"('Q86UA6', 'Q9Y6K9')"
"('P68400', 'P16104')"
"('P29692', 'Q969P0')"
"('O60506', 'Q14204')"
"('Q15084', 'Q96SW2')"
"('P51991', 'P04406')"
"('A4QPH2', 'Q92624')"
"('P56693', 'O43186')"
"('Q96MF7', 'Q8IY18')"
"('Q13263', 'P40337')"
"('O75083', 'P04629')"
"('P55072', 'P01912')"
"('Q504Q3', 'Q9BRL6')"
"('Q13115', 'Q9H8Y8')"
"('Q00987', 'Q8TAA3')"
"('P46777', 'P62854')"
"('P39656', 'P15336')"
"('O95685', 'P61981')"
"('O43598', 'Q8IWV7')"
"('P20226', 'P62899')"
"('Q14683', 'O60216')"
"('Q08999', 'Q14209')"
"('Q02388', 'Q5JRA6')"
"('Q9NSB8', 'P13637')"
"('P42695', 'Q8N490')"
"('Q9BVG8', 'Q5T0F9')"
"('P07355', 'P01106')"
"('Q8IVH8', 'Q7Z6J0')"
"('P02458', 'P08514')"
"('Q00534', 'P06400')"
"('Q13363', 'P35221')"
"('Q9UGJ0', 'P49915')"
"('P62987', 'Q9HAU4')"
"('Q9H307', 'O00422')"
"('Q00987', 'P29590')"
"('Q96SY0', 'P55199')"
"('Q9UQ35', 'P68104')"
"('P22304', 'O94952')"
"('Q9HAT8', 'Q8NDX5')"
"('O43172', 'O75554')"
"('P55036', 'P62195')"
"('Q9Y2Q3', 'P42704')"
"('P19419', 'Q6SJ96')"
"('P04629', 'O15066')"
"('P48047', 'P08574')"
"('P07766', 'Q8N2G8')"
"('Q15648', 'Q6IN85')"
"('P08574', 'O75947')"
"('Q5F1R6', 'Q99496')"
"('Q15648', 'Q13133')"
"('P55773', 'P49682')"
"('P35270', 'P30086')"
"('P04629', 'Q9UQ35')"
"('Q9BWG6', 'Q9UL42')"
"('P53618', 'Q96FW1')"
"('P07948', 'O95573')"
"('P10415', 'Q14145')"
"('O14901', 'Q96BI3')"
"('Q5TD97', 'A0PJY2')"
"('P40939', 'Q9NZC7')"
"('Q6VAB6', 'P35222')"
"('Q99714', 'Q7L0Y3')"
"('O95741', 'Q9Y6K8')"
"('Q8WX93', 'P35968')"
"('Q9UJY4', 'Q9Y3C5')"
"('Q01094', 'Q13490')"
"('P15880', 'P0C0S8')"
"('Q9UKJ1', 'Q9UKJ0')"
"('P17483', 'Q16531')"
"('O95166', 'P23396')"
"('P01023', 'Q15583')"
"('Q15323', 'Q9H5Z6')"
"('Q6PJQ5', 'O75529')"
"('P54132', 'Q13111')"
"('P67775', 'Q5VSL9')"
"('P10599', 'Q99683')"
"('Q9BYD3', 'P09651')"
"('Q14165', 'Q96GX1')"
"('O75533', 'Q9Y3A3')"
"('P55040', 'O15379')"
"('Q06945', 'Q01344')"
"('P16066', 'P49768')"
"('P29034', 'P04271')"
"('O00487', 'O15259')"
"('Q92731', 'O75448')"
"('O43674', 'P03905')"
"('P07195', 'P60174')"
"('Q9BUJ2', 'Q9H4Z3')"
"('Q9NWZ3', 'Q15109')"
"('O15027', 'Q9Y618')"
"('P01571', 'Q01113')"
"('O95292', 'Q9BXB4')"
"('P22102', 'P30520')"
"('P22392', 'P00441')"
"('Q7L5N1', 'Q9NXE8')"
"('P20333', 'Q9Y4K3')"
"('Q9H160', 'Q16695')"
"('Q9Y4E6', 'P15313')"
"('Q9NYF8', 'Q9NQ29')"
"('Q8TBE0', 'O00505')"
"('O14763', 'Q14790')"
"('Q13555', 'Q9UQM7')"
"('P60763', 'Q92558')"
"('P15153', 'Q6P589')"
"('P48741', 'Q13043')"
"('Q8NDH3', 'Q9H0A8')"
"('Q15051', 'P04259')"
"('Q86X59', 'P20839')"
"('P30556', 'P28482')"
"('Q969P0', 'P62851')"
"('P35244', 'Q9NSA3')"
"('Q9H4B4', 'Q99986')"
"('Q53R12', 'Q8N0U8')"
"('Q15717', 'Q6UXB0')"
"('Q12952', 'Q8TAE8')"
