negatives
"frozenset({'Q15038', 'Q96LR5', 'Receptor'})"
"frozenset({'Q96I15', 'Q16773', 'Receptor'})"
"frozenset({'Q9Y2X9', 'Q01860', 'Receptor'})"
"frozenset({'Q9H7F0', 'P17931', 'Receptor'})"
"frozenset({'Q8NH19', 'Receptor', 'P22694'})"
"frozenset({'P34947', 'Q9UBN7', 'Receptor'})"
"frozenset({'P35240', 'Q08188', 'Receptor'})"
"frozenset({'Q06124', 'Q8TBB1', 'Receptor'})"
"frozenset({'Q14202', 'Q92633', 'Receptor'})"
"frozenset({'Q8WVM7', 'Q96DB2', 'Receptor'})"
"frozenset({'Q6IQ23', 'P41252', 'Receptor'})"
"frozenset({'Q9UBU8', 'Q15014', 'Receptor'})"
"frozenset({'Q969T4', 'Q9BVG3', 'Receptor'})"
"frozenset({'P24821', 'P16144', 'Receptor'})"
"frozenset({'P46779', 'P62917', 'Receptor'})"
"frozenset({'P30530', 'P62993', 'Receptor'})"
"frozenset({'Receptor', 'P51788', 'Q8TAD8'})"
"frozenset({'Q9BZW7', 'Receptor', 'Q9BSG1'})"
"frozenset({'Q9BW85', 'Receptor', 'O43660'})"
"frozenset({'P40763', 'Q16666', 'Receptor'})"
"frozenset({'Q16718', 'Receptor', 'P22612'})"
"frozenset({'O95202', 'Q3LI66', 'Receptor'})"
"frozenset({'P13804', 'Q96EQ0', 'Receptor'})"
"frozenset({'P20749', 'Q13363', 'Receptor'})"
"frozenset({'P02042', 'Receptor', 'P09105'})"
"frozenset({'Q9H7H0', 'Q13137', 'Receptor'})"
"frozenset({'Q9NZ94', 'Receptor', 'P68104'})"
"frozenset({'Q16643', 'Receptor', 'O75128'})"
"frozenset({'Q9BQE3', 'Q14204', 'Receptor'})"
"frozenset({'O00308', 'Q08188', 'Receptor'})"
"frozenset({'Q12888', 'O60563', 'Receptor'})"
"frozenset({'P52564', 'Q9ULV5', 'Receptor'})"
"frozenset({'P61960', 'Receptor', 'Q9UK32'})"
"frozenset({'Q8NFM4', 'P16520', 'Receptor'})"
"frozenset({'Q8NHQ1', 'Q15834', 'Receptor'})"
"frozenset({'O43741', 'O43186', 'Receptor'})"
"frozenset({'Q16513', 'O95470', 'Receptor'})"
"frozenset({'Q16665', 'P11274', 'Receptor'})"
"frozenset({'Q13402', 'P58418', 'Receptor'})"
"frozenset({'Q6PJG6', 'Q9UPP1', 'Receptor'})"
"frozenset({'O43255', 'P63279', 'Receptor'})"
"frozenset({'Q15910', 'Q96T88', 'Receptor'})"
"frozenset({'P07288', 'P02768', 'Receptor'})"
"frozenset({'P35221', 'P11532', 'Receptor'})"
"frozenset({'P43034', 'Receptor', 'Q8N157'})"
"frozenset({'Q969P0', 'P16402', 'Receptor'})"
"frozenset({'P35908', 'Q7Z794', 'Receptor'})"
"frozenset({'Q9Y3B7', 'P49411', 'Receptor'})"
"frozenset({'P58340', 'Q9UIM3', 'Receptor'})"
"frozenset({'P27658', 'Q15038', 'Receptor'})"
"frozenset({'P49715', 'P38936', 'Receptor'})"
"frozenset({'P22612', 'Receptor', 'Q8NGS6'})"
"frozenset({'P60228', 'Q9NRC8', 'Receptor'})"
"frozenset({'A6NI79', 'Q13233', 'Receptor'})"
"frozenset({'O94905', 'P04234', 'Receptor'})"
"frozenset({'P35579', 'Receptor', 'P05412'})"
"frozenset({'Q00722', 'P01106', 'Receptor'})"
"frozenset({'P39023', 'Q9Y2K1', 'Receptor'})"
"frozenset({'Q9UHD9', 'Q16186', 'Receptor'})"
"frozenset({'P52272', 'Q9UQ35', 'Receptor'})"
"frozenset({'Q9HC24', 'P10599', 'Receptor'})"
"frozenset({'Q96NB1', 'Receptor', 'Q9P270'})"
"frozenset({'Q9UBI6', 'P05771', 'Receptor'})"
"frozenset({'P21333', 'P47755', 'Receptor'})"
"frozenset({'P10826', 'P23771', 'Receptor'})"
"frozenset({'Q14683', 'Q13242', 'Receptor'})"
"frozenset({'P60900', 'Q5VYK3', 'Receptor'})"
"frozenset({'Q6ZU80', 'Receptor', 'Q15058'})"
"frozenset({'Q13200', 'P08913', 'Receptor'})"
"frozenset({'P16520', 'Receptor', 'P01111'})"
"frozenset({'Q504Q3', 'Q9HAC8', 'Receptor'})"
"frozenset({'Q9UNX3', 'P61326', 'Receptor'})"
"frozenset({'P60673', 'Q7Z5R6', 'Receptor'})"
"frozenset({'Q9NUL3', 'Q8IVT5', 'Receptor'})"
"frozenset({'P10644', 'Q9Y463', 'Receptor'})"
"frozenset({'Q8NH51', 'P62873', 'Receptor'})"
"frozenset({'Q9NWT6', 'Q3KP44', 'Receptor'})"
"frozenset({'Q15796', 'Receptor', 'Q9H3D4'})"
"frozenset({'P12830', 'Receptor', 'P68431'})"
"frozenset({'P13674', 'Q9Y468', 'Receptor'})"
"frozenset({'P0C862', 'Q8IYK4', 'Receptor'})"
"frozenset({'O43684', 'Q92905', 'Receptor'})"
"frozenset({'Q9NRD1', 'Receptor', 'A2VDJ0'})"
"frozenset({'Q92731', 'O43823', 'Receptor'})"
"frozenset({'O00206', 'P01106', 'Receptor'})"
"frozenset({'Q8NI36', 'Receptor', 'Q15269'})"
"frozenset({'Receptor', 'Q2TAY7', 'P04004'})"
"frozenset({'P25786', 'Q8NHQ1', 'Receptor'})"
"frozenset({'Q13618', 'O43175', 'Receptor'})"
"frozenset({'Q9NZJ0', 'P61088', 'Receptor'})"
"frozenset({'P60484', 'P63279', 'Receptor'})"
"frozenset({'Q7Z6G8', 'P00533', 'Receptor'})"
"frozenset({'P14625', 'P51532', 'Receptor'})"
"frozenset({'P56537', 'P63279', 'Receptor'})"
"frozenset({'P20226', 'P09429', 'Receptor'})"
"frozenset({'O75695', 'Q9Y5L0', 'Receptor'})"
"frozenset({'P01857', 'Q9H7N4', 'Receptor'})"
"frozenset({'O00214', 'O00560', 'Receptor'})"
"frozenset({'P40222', 'O43395', 'Receptor'})"
"frozenset({'Q9NRD1', 'Q7Z7M0', 'Receptor'})"
"frozenset({'P50993', 'Receptor', 'Q9GZN7'})"
"frozenset({'Q8N715', 'Q13137', 'Receptor'})"
"frozenset({'Q99816', 'O15554', 'Receptor'})"
"frozenset({'Q11206', 'P22304', 'Receptor'})"
"frozenset({'P61158', 'Q9Y606', 'Receptor'})"
"frozenset({'Receptor', 'P63244', 'P61254'})"
"frozenset({'P01106', 'P13674', 'Receptor'})"
"frozenset({'O43427', 'Receptor', 'P12004'})"
"frozenset({'P62701', 'Q9Y262', 'Receptor'})"
"frozenset({'P42338', 'P61224', 'Receptor'})"
"frozenset({'Q13418', 'Q9P003', 'Receptor'})"
"frozenset({'Q6ZW49', 'P10909', 'Receptor'})"
"frozenset({'Q14314', 'Q9NQC7', 'Receptor'})"
"frozenset({'O75382', 'Q15562', 'Receptor'})"
"frozenset({'Receptor', 'Q16891', 'O14530'})"
"frozenset({'Q15717', 'Q9UBN7', 'Receptor'})"
"frozenset({'Q9Y2J2', 'Q15788', 'Receptor'})"
"frozenset({'P16220', 'Q7Z3K3', 'Receptor'})"
"frozenset({'Q00839', 'P20333', 'Receptor'})"
"frozenset({'Q6IAA8', 'Receptor', 'P68104'})"
"frozenset({'Receptor', 'P55259', 'P04746'})"
"frozenset({'Q8IYR0', 'Receptor', 'Q8IYX7'})"
"frozenset({'Receptor', 'P08047', 'O14813'})"
"frozenset({'Q05516', 'O43504', 'Receptor'})"
"frozenset({'Q9BQ75', 'Q9HCC6', 'Receptor'})"
"frozenset({'Q16531', 'Q9P209', 'Receptor'})"
"frozenset({'Receptor', 'Q5T2T1', 'P29074'})"
"frozenset({'Q13315', 'Q9H7Z6', 'Receptor'})"
"frozenset({'A4D2G3', 'O60262', 'Receptor'})"
"frozenset({'Q8NEP3', 'Receptor', 'Q9NQH7'})"
"frozenset({'P61421', 'Q8NI27', 'Receptor'})"
"frozenset({'Q9Y5M8', 'Q9NPF0', 'Receptor'})"
"frozenset({'P09651', 'Q5QJE6', 'Receptor'})"
"frozenset({'Q9NPJ6', 'Q96RN5', 'Receptor'})"
"frozenset({'Q04837', 'Receptor', 'P68431'})"
"frozenset({'P78369', 'Q8N7P3', 'Receptor'})"
"frozenset({'Q16539', 'Receptor', 'Q8WYK2'})"
"frozenset({'P36507', 'P62714', 'Receptor'})"
"frozenset({'P35711', 'P48431', 'Receptor'})"
"frozenset({'P29372', 'P18887', 'Receptor'})"
"frozenset({'P63151', 'Q9UBN1', 'Receptor'})"
"frozenset({'Q00688', 'Q9UFW8', 'Receptor'})"
"frozenset({'P51812', 'P67870', 'Receptor'})"
"frozenset({'P49736', 'P05388', 'Receptor'})"
"frozenset({'Receptor', 'Q92945', 'P24941'})"
"frozenset({'Q7L2J0', 'P40937', 'Receptor'})"
"frozenset({'O14920', 'Q05513', 'Receptor'})"
"frozenset({'P43243', 'O76011', 'Receptor'})"
"frozenset({'O95477', 'Q8TBB1', 'Receptor'})"
"frozenset({'P27348', 'Q9H9J4', 'Receptor'})"
"frozenset({'P04406', 'Q13315', 'Receptor'})"
"frozenset({'P28482', 'Q9H2K2', 'Receptor'})"
"frozenset({'Q13465', 'Q9ULK4', 'Receptor'})"
"frozenset({'Q96MF2', 'Q8N9E0', 'Receptor'})"
"frozenset({'O75478', 'O14964', 'Receptor'})"
"frozenset({'Receptor', 'Q13620', 'O95678'})"
"frozenset({'Q8NGT1', 'O60262', 'Receptor'})"
"frozenset({'O60331', 'P19022', 'Receptor'})"
"frozenset({'Q99615', 'Q13049', 'Receptor'})"
"frozenset({'Q96MT8', 'P51114', 'Receptor'})"
"frozenset({'O75179', 'P01100', 'Receptor'})"
"frozenset({'P13284', 'Receptor', 'P53355'})"
"frozenset({'P49674', 'P61964', 'Receptor'})"
"frozenset({'Receptor', 'Q14161', 'Q13177'})"
"frozenset({'O43529', 'Receptor', 'Q15818'})"
"frozenset({'Receptor', 'O43715', 'Q9Y255'})"
"frozenset({'P20671', 'P49450', 'Receptor'})"
"frozenset({'P09619', 'P23467', 'Receptor'})"
"frozenset({'Q96DN5', 'Q15691', 'Receptor'})"
"frozenset({'Q6ZW49', 'O75394', 'Receptor'})"
"frozenset({'P63261', 'Receptor', 'P18564'})"
"frozenset({'P52701', 'Q9BV68', 'Receptor'})"
"frozenset({'Q5JSL3', 'P63000', 'Receptor'})"
"frozenset({'P16234', 'O43847', 'Receptor'})"
"frozenset({'Q8N122', 'P31751', 'Receptor'})"
"frozenset({'P31939', 'P61956', 'Receptor'})"
"frozenset({'P61968', 'Q9UKT9', 'Receptor'})"
"frozenset({'Receptor', 'Q9BYR7', 'Q8TCT0'})"
"frozenset({'A6NMZ7', 'P05556', 'Receptor'})"
"frozenset({'P52735', 'Q13573', 'Receptor'})"
"frozenset({'Receptor', 'P18754', 'O00505'})"
"frozenset({'Q5T7P2', 'Q9BYR7', 'Receptor'})"
"frozenset({'Q16665', 'P35227', 'Receptor'})"
"frozenset({'P01591', 'Q13043', 'Receptor'})"
"frozenset({'Q9UQC2', 'O00459', 'Receptor'})"
"frozenset({'Q02539', 'Q9H7H0', 'Receptor'})"
"frozenset({'P27348', 'Q14814', 'Receptor'})"
"frozenset({'Q14764', 'Receptor', 'O43586'})"
"frozenset({'Receptor', 'Q8NBX0', 'P35754'})"
"frozenset({'Receptor', 'P06576', 'Q9Y6M9'})"
"frozenset({'P11940', 'P39023', 'Receptor'})"
"frozenset({'P20823', 'Q8IUE6', 'Receptor'})"
"frozenset({'O00625', 'P49721', 'Receptor'})"
"frozenset({'Q9NZJ5', 'Receptor', 'Q13077'})"
"frozenset({'Q9Y3C7', 'Q03519', 'Receptor'})"
"frozenset({'Q9HCE7', 'Receptor', 'Q96AV8'})"
"frozenset({'Q8NEP3', 'Receptor', 'O76003'})"
"frozenset({'P07948', 'Q8NDB2', 'Receptor'})"
"frozenset({'P08581', 'Receptor', 'Q9ULZ2'})"
"frozenset({'O15259', 'Receptor', 'Q07912'})"
"frozenset({'Q9BR84', 'P60369', 'Receptor'})"
"frozenset({'Q13151', 'Q9GZQ8', 'Receptor'})"
"frozenset({'Q08J23', 'P67809', 'Receptor'})"
"frozenset({'P38117', 'Receptor', 'Q6DD88'})"
"frozenset({'Q9H244', 'Q5U3C3', 'Receptor'})"
"frozenset({'Receptor', 'Q5VWX1', 'Q13882'})"
"frozenset({'Receptor', 'Q9UPR0', 'P62136'})"
"frozenset({'Q9Y2K5', 'Q15323', 'Receptor'})"
"frozenset({'Q9UHF5', 'Receptor', 'Q9NRM6'})"
"frozenset({'P68036', 'Q9BT67', 'Receptor'})"
"frozenset({'Q9UHL9', 'Q13315', 'Receptor'})"
"frozenset({'P13798', 'Q14247', 'Receptor'})"
"frozenset({'Q96C23', 'Q01415', 'Receptor'})"
"frozenset({'P38484', 'Receptor', 'Q13007'})"
"frozenset({'P36941', 'Q9BR77', 'Receptor'})"
"frozenset({'Q96B96', 'Q9UGQ2', 'Receptor'})"
"frozenset({'P29084', 'P50613', 'Receptor'})"
"frozenset({'P0DP23', 'O75592', 'Receptor'})"
"frozenset({'Q15554', 'P28340', 'Receptor'})"
"frozenset({'Q96JB5', 'P62906', 'Receptor'})"
"frozenset({'Receptor', 'P85037', 'P29692'})"
"frozenset({'Q9BWJ2', 'O76015', 'Receptor'})"
"frozenset({'Q92731', 'P01178', 'Receptor'})"
"frozenset({'O95298', 'Q15717', 'Receptor'})"
"frozenset({'Q04864', 'Q96B26', 'Receptor'})"
"frozenset({'P48146', 'O76011', 'Receptor'})"
"frozenset({'P61604', 'Q9UJ68', 'Receptor'})"
"frozenset({'O15379', 'Q7L7L0', 'Receptor'})"
"frozenset({'Q09472', 'P14618', 'Receptor'})"
"frozenset({'Receptor', 'O95425', 'Q14896'})"
"frozenset({'Q68CP9', 'Receptor', 'P24522'})"
"frozenset({'Q13547', 'Q8N680', 'Receptor'})"
"frozenset({'Receptor', 'Q9NPD8', 'Q9NVI1'})"
"frozenset({'Q9Y4P1', 'O75385', 'Receptor'})"
"frozenset({'Q9NRL3', 'Q9BQ95', 'Receptor'})"
"frozenset({'Q9P015', 'Q9HD33', 'Receptor'})"
"frozenset({'P62875', 'Q9NQT4', 'Receptor'})"
"frozenset({'P25963', 'P63208', 'Receptor'})"
"frozenset({'Q05639', 'Q99759', 'Receptor'})"
"frozenset({'Q13309', 'P17542', 'Receptor'})"
"frozenset({'P04406', 'P04075', 'Receptor'})"
"frozenset({'Q9NRD1', 'Receptor', 'Q16643'})"
"frozenset({'P27540', 'P12931', 'Receptor'})"
"frozenset({'P11940', 'P26368', 'Receptor'})"
"frozenset({'P11308', 'O15393', 'Receptor'})"
"frozenset({'O43741', 'Receptor', 'Q12933'})"
"frozenset({'P24928', 'Receptor', 'Q00403'})"
"frozenset({'Receptor', 'Q86YR5', 'Q63ZY3'})"
"frozenset({'Q8N108', 'Receptor', 'O95785'})"
"frozenset({'Q4V328', 'Receptor', 'Q9UNL4'})"
"frozenset({'O95793', 'P14635', 'Receptor'})"
"frozenset({'Q96CX2', 'P22059', 'Receptor'})"
"frozenset({'P35249', 'P47897', 'Receptor'})"
"frozenset({'Q9BXT2', 'Q9UQM7', 'Receptor'})"
"frozenset({'Q9Y6H1', 'Receptor', 'Q12933'})"
"frozenset({'Q9ULK4', 'Q8N5D0', 'Receptor'})"
"frozenset({'O95793', 'P26641', 'Receptor'})"
"frozenset({'Q92993', 'O60684', 'Receptor'})"
"frozenset({'O43463', 'A6NEM1', 'Receptor'})"
"frozenset({'P46934', 'Q9H930', 'Receptor'})"
"frozenset({'Q00005', 'Receptor', 'Q9Y5Z7'})"
"frozenset({'O95274', 'Q9BTX1', 'Receptor'})"
"frozenset({'P49588', 'Receptor', 'P08238'})"
"frozenset({'Q9BWN1', 'O14595', 'Receptor'})"
"frozenset({'Q12756', 'O94986', 'Receptor'})"
"frozenset({'O75841', 'Q12982', 'Receptor'})"
"frozenset({'P05423', 'Q99729', 'Receptor'})"
"frozenset({'P0DPB3', 'P11137', 'Receptor'})"
"frozenset({'Q13616', 'O43474', 'Receptor'})"
"frozenset({'Q9Y6C9', 'Q99643', 'Receptor'})"
"frozenset({'O00567', 'Q14011', 'Receptor'})"
"frozenset({'P37058', 'Q15796', 'Receptor'})"
"frozenset({'Q9H9V9', 'Q9UBU9', 'Receptor'})"
"frozenset({'O95865', 'Q9H5J8', 'Receptor'})"
"frozenset({'Q9H2G2', 'Q15427', 'Receptor'})"
"frozenset({'P22304', 'Q5VSG8', 'Receptor'})"
"frozenset({'Receptor', 'Q8TAD4', 'P63027'})"
"frozenset({'Q9Y6Q9', 'O15264', 'Receptor'})"
"frozenset({'Receptor', 'Q4G0M1', 'Q86YD3'})"
"frozenset({'Q4V328', 'Q99598', 'Receptor'})"
"frozenset({'Q16658', 'Q9UKE5', 'Receptor'})"
"frozenset({'Q9Y5N1', 'Q99962', 'Receptor'})"
"frozenset({'Receptor', 'Q13829', 'Q9UHB6'})"
"frozenset({'Q9H040', 'P42166', 'Receptor'})"
"frozenset({'Q14008', 'Q9H2G2', 'Receptor'})"
"frozenset({'O75821', 'P20042', 'Receptor'})"
"frozenset({'Q9BVS5', 'Receptor', 'Q8NI37'})"
"frozenset({'Receptor', 'P00568', 'Q6Y288'})"
"frozenset({'Q15717', 'P01584', 'Receptor'})"
"frozenset({'O75717', 'Q9BPZ2', 'Receptor'})"
"frozenset({'Q8IWZ5', 'Receptor', 'O76003'})"
"frozenset({'Q13033', 'P49917', 'Receptor'})"
"frozenset({'Q13618', 'P33076', 'Receptor'})"
"frozenset({'P49810', 'Q6PIL6', 'Receptor'})"
"frozenset({'Receptor', 'O43399', 'P46060'})"
"frozenset({'P17181', 'P01563', 'Receptor'})"
"frozenset({'P16104', 'Q9Y4L1', 'Receptor'})"
"frozenset({'Q96KC2', 'Q9BU64', 'Receptor'})"
"frozenset({'Receptor', 'P49759', 'O76083'})"
"frozenset({'Q9BXW9', 'Q9ULX7', 'Receptor'})"
"frozenset({'P12830', 'Q7Z2W4', 'Receptor'})"
"frozenset({'P49736', 'O94826', 'Receptor'})"
"frozenset({'P07355', 'Q8N6T7', 'Receptor'})"
"frozenset({'Q5W0B1', 'Q96DB2', 'Receptor'})"
"frozenset({'P19320', 'Q9Y262', 'Receptor'})"
"frozenset({'Q08380', 'P29353', 'Receptor'})"
"frozenset({'P78424', 'Q13541', 'Receptor'})"
"frozenset({'Q9NZM5', 'O14958', 'Receptor'})"
"frozenset({'Q9UI15', 'Receptor', 'P13929'})"
"frozenset({'P60228', 'Receptor', 'P62330'})"
"frozenset({'P19320', 'P46776', 'Receptor'})"
"frozenset({'Q96T51', 'P51813', 'Receptor'})"
"frozenset({'Q13627', 'P05067', 'Receptor'})"
"frozenset({'P17612', 'Q8NH19', 'Receptor'})"
"frozenset({'Q99466', 'Receptor', 'Q9NYJ7'})"
"frozenset({'O00499', 'Receptor', 'P48380'})"
"frozenset({'O60518', 'P62826', 'Receptor'})"
"frozenset({'Receptor', 'Q96GY3', 'P24941'})"
"frozenset({'Q9NY65', 'Receptor', 'Q96AH8'})"
"frozenset({'O15162', 'Q9BVI4', 'Receptor'})"
"frozenset({'P47897', 'P26373', 'Receptor'})"
"frozenset({'Receptor', 'O75147', 'Q9NVI7'})"
"frozenset({'Q8NFA0', 'P61224', 'Receptor'})"
"frozenset({'Q9NT62', 'Q9GZQ8', 'Receptor'})"
"frozenset({'P55795', 'Receptor', 'Q9BRJ7'})"
"frozenset({'P12830', 'P17900', 'Receptor'})"
"frozenset({'P36941', 'Receptor', 'Q9NUQ6'})"
"frozenset({'P07949', 'P83876', 'Receptor'})"
"frozenset({'Receptor', 'Q9BPZ7', 'Q9BVC4'})"
"frozenset({'Q13206', 'O75530', 'Receptor'})"
"frozenset({'Receptor', 'P16104', 'P25440'})"
"frozenset({'Q06787', 'Receptor', 'O95817'})"
"frozenset({'Q6PJT7', 'Q9UPT5', 'Receptor'})"
"frozenset({'Q13347', 'Q7L2H7', 'Receptor'})"
"frozenset({'O43521', 'Receptor', 'O95817'})"
"frozenset({'Q9BT78', 'Q9BX70', 'Receptor'})"
"frozenset({'Q96C57', 'P61218', 'Receptor'})"
"frozenset({'Q7Z478', 'Receptor', 'O60869'})"
"frozenset({'P52803', 'P22607', 'Receptor'})"
"frozenset({'Q86X27', 'Receptor', 'Q12923'})"
"frozenset({'Q13625', 'Q66GS9', 'Receptor'})"
"frozenset({'Q96PU4', 'P62837', 'Receptor'})"
"frozenset({'O15297', 'O15264', 'Receptor'})"
"frozenset({'Receptor', 'O94822', 'O43493'})"
"frozenset({'P63279', 'P01100', 'Receptor'})"
"frozenset({'Q8TDX9', 'P49759', 'Receptor'})"
"frozenset({'P56945', 'Q9H1H9', 'Receptor'})"
"frozenset({'Q14D33', 'Q8ND90', 'Receptor'})"
"frozenset({'Q96FV9', 'Receptor', 'Q09161'})"
"frozenset({'O75496', 'Q8NDP4', 'Receptor'})"
"frozenset({'Q9H8W4', 'Q99719', 'Receptor'})"
"frozenset({'P49286', 'Q07960', 'Receptor'})"
"frozenset({'P0DMV9', 'Q13464', 'Receptor'})"
"frozenset({'Q96CW1', 'Receptor', 'Q16643'})"
"frozenset({'Receptor', 'P18754', 'P43487'})"
"frozenset({'Q7L590', 'P11831', 'Receptor'})"
"frozenset({'P18124', 'Q00653', 'Receptor'})"
"frozenset({'P49760', 'P17844', 'Receptor'})"
"frozenset({'Q96NL8', 'Receptor', 'Q9NQH7'})"
"frozenset({'P08648', 'P49023', 'Receptor'})"
"frozenset({'P05556', 'Q03135', 'Receptor'})"
"frozenset({'P39656', 'P22695', 'Receptor'})"
"frozenset({'Q14653', 'Q9Y3B3', 'Receptor'})"
"frozenset({'Q15047', 'P21673', 'Receptor'})"
"frozenset({'Q00839', 'Q00688', 'Receptor'})"
"frozenset({'P15391', 'P27701', 'Receptor'})"
"frozenset({'Q9H944', 'O75586', 'Receptor'})"
"frozenset({'Q8WV44', 'P05771', 'Receptor'})"
"frozenset({'O14976', 'O75146', 'Receptor'})"
"frozenset({'Q15327', 'O75190', 'Receptor'})"
"frozenset({'Q92930', 'P60709', 'Receptor'})"
"frozenset({'O60907', 'P50402', 'Receptor'})"
"frozenset({'P07305', 'Q9Y6K9', 'Receptor'})"
"frozenset({'P06213', 'P49771', 'Receptor'})"
"frozenset({'Receptor', 'Q92905', 'P08779'})"
"frozenset({'Q8NF50', 'P61586', 'Receptor'})"
"frozenset({'P31150', 'O43765', 'Receptor'})"
"frozenset({'Q9P2H0', 'O75569', 'Receptor'})"
"frozenset({'P10070', 'Q15915', 'Receptor'})"
"frozenset({'Q92731', 'Q14160', 'Receptor'})"
"frozenset({'P27797', 'Q15185', 'Receptor'})"
"frozenset({'P40692', 'Q96NE9', 'Receptor'})"
"frozenset({'Q13573', 'Q08211', 'Receptor'})"
"frozenset({'P11940', 'P07237', 'Receptor'})"
"frozenset({'Receptor', 'P62857', 'P78330'})"
"frozenset({'Receptor', 'Q3KQU3', 'Q13509'})"
"frozenset({'P67936', 'P08047', 'Receptor'})"
"frozenset({'Receptor', 'O60941', 'Q12933'})"
"frozenset({'Q15459', 'Receptor', 'Q07955'})"
"frozenset({'Q12986', 'P18621', 'Receptor'})"
"frozenset({'P49736', 'Q9BYR7', 'Receptor'})"
"frozenset({'Q9Y4K3', 'Q15365', 'Receptor'})"
"frozenset({'P01700', 'Receptor', 'P01871'})"
"frozenset({'Q9NRI5', 'Q8TF61', 'Receptor'})"
"frozenset({'P54274', 'Q96H79', 'Receptor'})"
"frozenset({'Q04721', 'Q96T58', 'Receptor'})"
"frozenset({'Q92841', 'P13612', 'Receptor'})"
"frozenset({'P62256', 'O94972', 'Receptor'})"
"frozenset({'Q9Y3C5', 'P08575', 'Receptor'})"
"frozenset({'P16284', 'P50148', 'Receptor'})"
"frozenset({'Q96RK4', 'Q9Y613', 'Receptor'})"
"frozenset({'O43674', 'P03886', 'Receptor'})"
"frozenset({'O43251', 'Q9BRS2', 'Receptor'})"
"frozenset({'P11310', 'Q13547', 'Receptor'})"
"frozenset({'O95453', 'Receptor', 'Q09161'})"
"frozenset({'P22301', 'Q13568', 'Receptor'})"
"frozenset({'Q9UKC9', 'P27986', 'Receptor'})"
"frozenset({'Q8NC26', 'O95198', 'Receptor'})"
"frozenset({'P55884', 'Receptor', 'P19784'})"
"frozenset({'Q12929', 'P62993', 'Receptor'})"
"frozenset({'O15169', 'Q99873', 'Receptor'})"
"frozenset({'Receptor', 'O00625', 'P25963'})"
"frozenset({'P47914', 'Receptor', 'P05412'})"
"frozenset({'P31153', 'Q9HCE7', 'Receptor'})"
"frozenset({'Q8HWS3', 'Q7L576', 'Receptor'})"
"frozenset({'P01912', 'Receptor', 'P08238'})"
"frozenset({'Receptor', 'P09110', 'Q9Y3A5'})"
"frozenset({'P13667', 'P16104', 'Receptor'})"
"frozenset({'P43005', 'O75915', 'Receptor'})"
"frozenset({'P78362', 'P12259', 'Receptor'})"
"frozenset({'O75147', 'Q96DI7', 'Receptor'})"
"frozenset({'P08123', 'P28300', 'Receptor'})"
"frozenset({'Q8NGP6', 'O60262', 'Receptor'})"
"frozenset({'P62701', 'P46781', 'Receptor'})"
"frozenset({'P17612', 'Q96R28', 'Receptor'})"
"frozenset({'Q00610', 'Q6ZW49', 'Receptor'})"
"frozenset({'P60411', 'Q5HYJ3', 'Receptor'})"
"frozenset({'O95793', 'P18124', 'Receptor'})"
"frozenset({'Receptor', 'P04637', 'P61247'})"
"frozenset({'Q5BKU9', 'Receptor', 'Q96EY8'})"
"frozenset({'Q8NDV3', 'Receptor', 'O60216'})"
"frozenset({'Q96FZ2', 'Q8IX90', 'Receptor'})"
"frozenset({'P50281', 'Q07021', 'Receptor'})"
"frozenset({'P00338', 'Q9C0B0', 'Receptor'})"
"frozenset({'O14807', 'P00540', 'Receptor'})"
"frozenset({'Q9Y597', 'Q08AD1', 'Receptor'})"
"frozenset({'O00308', 'Receptor', 'Q8N8A2'})"
"frozenset({'O14979', 'Q13148', 'Receptor'})"
"frozenset({'Q13616', 'Q92841', 'Receptor'})"
"frozenset({'P04629', 'O43148', 'Receptor'})"
"frozenset({'Q86XK2', 'Q92905', 'Receptor'})"
"frozenset({'Q9NRD1', 'P62258', 'Receptor'})"
"frozenset({'Q99436', 'P62191', 'Receptor'})"
"frozenset({'Receptor', 'Q16527', 'P54259'})"
"frozenset({'Q6IBS0', 'Q13885', 'Receptor'})"
"frozenset({'Q16543', 'Q9BVI4', 'Receptor'})"
"frozenset({'Receptor', 'P14373', 'O95817'})"
"frozenset({'Q9Y5E8', 'Q9HC21', 'Receptor'})"
"frozenset({'Receptor', 'O95760', 'P08246'})"
"frozenset({'Receptor', 'P49023', 'P0DPB5'})"
"frozenset({'P13667', 'O75147', 'Receptor'})"
"frozenset({'Receptor', 'Q9NRH3', 'P68366'})"
"frozenset({'Q05209', 'P42680', 'Receptor'})"
"frozenset({'P26651', 'P25490', 'Receptor'})"
"frozenset({'Receptor', 'Q8TCJ0', 'Q9UMX0'})"
"frozenset({'Q8TCU5', 'P62140', 'Receptor'})"
"frozenset({'P04629', 'Q9P2B4', 'Receptor'})"
"frozenset({'P19320', 'Receptor', 'Q9HAV4'})"
"frozenset({'Receptor', 'Q9Y5P1', 'Q8NFW5'})"
"frozenset({'Q9NXR8', 'Q96Q83', 'Receptor'})"
"frozenset({'P61981', 'Q92764', 'Receptor'})"
"frozenset({'Receptor', 'O75208', 'Q9Y3A0'})"
"frozenset({'O43290', 'Receptor', 'Q13243'})"
"frozenset({'Q13185', 'P16402', 'Receptor'})"
"frozenset({'Receptor', 'Q7LG56', 'P52739'})"
"frozenset({'Receptor', 'P62993', 'Q99952'})"
"frozenset({'Receptor', 'P04075', 'Q8IZH2'})"
"frozenset({'Q5EBL8', 'Q9Y2I6', 'Receptor'})"
