negatives
"('P62993', 'P08133')"
"('Q07157', 'O95049')"
"('P46940', 'Q9UKW4')"
"('P22694', 'O75582')"
"('O75365', 'Q96T76')"
"('Q92925', 'O15360')"
"('Q9NS69', 'Q9P0U1')"
"('P02786', 'P01889')"
"('P03905', 'O95182')"
"('P63151', 'Q9UBS0')"
"('Q16555', 'Q14194')"
"('O43639', 'Q9NYB9')"
"('Q8TBB1', 'P49757')"
"('Q3ZCM7', 'Q9Y6G9')"
"('P48059', 'Q8N806')"
"('Q9H1J7', 'O96014')"
"('Q9H244', 'P08754')"
"('O14908', 'Q01995')"
"('P50151', 'O00459')"
"('Q13573', 'O14686')"
"('O60921', 'O60671')"
"('Q15572', 'P16104')"
"('P0C0S8', 'Q5QNW6')"
"('P06241', 'Q9ULD4')"
"('Q68DV7', 'P51668')"
"('P52209', 'O95777')"
"('P56937', 'P48023')"
"('P06239', 'P06127')"
"('Q13541', 'P0CG13')"
"('P06746', 'P54257')"
"('O15230', 'P17301')"
"('Q9UK33', 'Q9Y620')"
"('O95433', 'Q96T58')"
"('P08107', 'P00533')"
"('Q9UPT5', 'Q8IY31')"
"('P31749', 'Q13153')"
"('Q14686', 'Q8NEZ4')"
"('O00182', 'Q15758')"
"('Q13573', 'P62195')"
"('P50570', 'P16471')"
"('Q15008', 'Q9UKE5')"
"('Q9Y478', 'Q9UKK6')"
"('Q96RT1', 'P12814')"
"('P53539', 'Q13547')"
"('P68104', 'Q6IAA8')"
"('Q96RG2', 'P16118')"
"('Q15428', 'P38159')"
"('Q00987', 'P46777')"
"('P84098', 'P62424')"
"('O75347', 'P23508')"
"('P05013', 'Q13651')"
"('Q14CB8', 'P17081')"
"('Q14994', 'Q15648')"
"('P11229', 'P84996')"
"('P27986', 'Q96T58')"
"('Q99500', 'Q03113')"
"('O95500', 'P56746')"
"('Q13761', 'P36402')"
"('O43561', 'Q13094')"
"('Q93009', 'O00308')"
"('P01106', 'Q8NBJ4')"
"('P28482', 'P35568')"
"('P62714', 'Q9GZV5')"
"('Q9BQA1', 'Q96FV9')"
"('Q13227', 'Q96KB5')"
"('Q14164', 'P14373')"
"('P62857', 'P46782')"
"('P35609', 'Q13224')"
"('Q93098', 'O75581')"
"('P62195', 'Q92731')"
"('P51610', 'O15245')"
"('Q99459', 'O75334')"
"('Q92963', 'Q12967')"
"('Q8NFD5', 'Q01201')"
"('Q92542', 'P16066')"
"('P23528', 'Q92598')"
"('Q8IUC6', 'Q13114')"
"('P23528', 'P12081')"
"('P11142', 'Q99836')"
"('Q13158', 'Q6WCQ1')"
"('Q8WYB5', 'P33993')"
"('P46937', 'Q13485')"
"('P55075', 'P35916')"
"('P42768', 'Q07960')"
"('Q9Y6W5', 'P06241')"
"('P51812', 'P23508')"
"('P48643', 'P16104')"
"('Q14457', 'Q96EE3')"
"('P15923', 'Q15672')"
"('O15145', 'O00401')"
"('O60244', 'P55157')"
"('P10244', 'P49427')"
"('Q14240', 'Q9GZR7')"
"('Q13362', 'P54289')"
"('Q9NRR5', 'Q99932')"
"('P30542', 'P00813')"
"('Q9UQ13', 'Q13573')"
"('P16520', 'Q9HBW0')"
"('P17813', 'P18075')"
"('Q15024', 'Q9NPD3')"
"('Q6P3X3', 'P36897')"
"('Q969H8', 'Q16553')"
"('P62910', 'Q9UNX3')"
"('Q13501', 'P10636')"
"('406984', 'Q92560')"
"('P43686', 'O00233')"
"('P12236', 'O15162')"
"('P01700', 'P01857')"
"('P49642', 'P07900')"
"('O14493', 'P57739')"
"('P25490', 'O96019')"
"('Q13315', 'P38398')"
"('Q13191', 'P42702')"
"('P60520', 'P11473')"
"('Q9BPY3', 'Q7Z699')"
"('P08708', 'P60866')"
"('P13612', 'O00182')"
"('P23229', 'P46108')"
"('Q12923', 'Q15654')"
"('O96000', 'O95178')"
"('P30281', 'O94921')"
"('Q9NWS9', 'O15535')"
"('P48729', 'Q9Y2T1')"
"('O95782', 'O60331')"
"('P18074', 'Q13216')"
"('Q13216', 'Q13889')"
"('Q12789', 'Q13573')"
"('Q13315', 'Q5SW79')"
"('P22612', 'Q15746')"
"('Q9H4H8', 'O14576')"
"('P30050', 'P61254')"
"('P01568', 'Q14626')"
"('P62993', 'P34931')"
"('P16885', 'O94842')"
"('P51116', 'A7MCY6')"
"('P51668', 'Q05086')"
"('Q96J02', 'P17948')"
"('P04062', 'P07602')"
"('O95295', 'P11047')"
"('Q9Y3A5', 'Q7Z2Z2')"
"('P24043', 'P55268')"
"('Q9NPF5', 'P0C0S5')"
"('Q96BY6', 'Q92730')"
"('Q12913', 'P10912')"
"('P61289', 'O00221')"
"('P0CG48', 'O75113')"
"('Q13748', 'Q04206')"
"('Q13573', 'Q9UKK3')"
"('Q9UHW5', 'Q8IY92')"
"('P01023', 'P61224')"
"('P98066', 'P02751')"
"('Q6I9Y2', 'Q12873')"
"('P18084', 'Q03135')"
"('P61978', 'P49863')"
"('P25963', 'Q15653')"
"('Q9H840', 'Q16637')"
"('Q99459', 'Q9Y580')"
"('Q15544', 'Q15543')"
"('Q92753', 'Q96JE9')"
"('Q9BPX5', 'O15145')"
"('Q92620', 'P52756')"
"('Q06323', 'Q16637')"
"('Q16627', 'P49407')"
"('Q6WCQ1', 'P05787')"
"('P21854', 'P29350')"
"('P10644', 'P35250')"
"('Q96MT8', 'P08621')"
"('Q9UQ26', 'P06241')"
"('O75955', 'Q9BX66')"
"('P17302', 'A6NHL2')"
"('Q8NEB9', 'Q99570')"
"('Q14197', 'Q9BYD1')"
"('P10914', 'P02778')"
"('P61586', 'Q92888')"
"('P08047', 'Q92793')"
"('P07741', 'P40337')"
"('P52756', 'Q8IYB3')"
"('Q9H444', 'Q70EL1')"
"('Q14181', 'P56537')"
"('Q9UMY4', 'P16333')"
"('Q01094', 'P62910')"
"('P0CG47', 'Q93008')"
"('Q9UI36', 'Q96ST3')"
"('Q96EY7', 'Q01629')"
"('Q15024', 'Q8TF46')"
"('P47871', 'P50148')"
"('P28072', 'P60900')"
"('P68104', 'Q15843')"
"('Q15796', 'P21980')"
"('P08138', 'P46109')"
"('P63104', 'P27797')"
"('Q01094', 'Q14188')"
"('Q8WVM7', 'Q9BSI4')"
"('Q09472', 'Q53ET0')"
"('O43493', 'P19174')"
"('Q9NZC7', 'Q16630')"
"('Q9UNH5', 'Q9NYG5')"
"('Q9UM07', 'P68431')"
"('Q9UKK9', 'Q16659')"
"('P13805', 'Q9Y2Y6')"
"('Q9H7D0', 'Q9H4E5')"
"('P18146', 'Q9Y5W3')"
"('O14979', 'P31939')"
"('Q5QNW6', 'Q96QV6')"
"('P0C1H6', 'Q96KK5')"
"('O95295', 'Q15796')"
"('Q92945', '406882')"
"('P83881', 'P61353')"
"('Q9UBN6', 'P42704')"
"('P21802', 'Q07889')"
"('P61970', 'P62826')"
"('P36406', 'P62330')"
"('P01563', 'Q99665')"
"('Q9H7Z6', 'P04637')"
"('A7XYQ1', 'Q13363')"
"('Q9UPT9', 'Q06323')"
"('Q8N5J2', 'O95777')"
"('P61513', 'Q92901')"
"('P43405', 'Q6PI73')"
"('Q04206', 'O14625')"
"('Q969G9', 'Q92997')"
"('Q15257', 'Q13315')"
"('O75937', 'Q08211')"
"('O00257', 'O95503')"
"('O14610', 'Q9NQ66')"
"('P17275', 'P15407')"
"('Q9BV73', 'Q92831')"
"('Q08117', 'P09429')"
"('Q8TDV5', 'P84996')"
"('Q9H5I1', 'O60318')"
"('P01106', 'Q9UQE7')"
"('P63165', 'O14647')"
"('Q9BTM1', 'Q8WUI4')"
"('P46940', 'Q9H0W8')"
"('P20618', 'O14730')"
"('P00533', 'Q92529')"
"('Q9H0H5', 'P05787')"
"('P62807', 'P0C5Z0')"
"('Q96BD5', 'P84243')"
"('P23771', 'P17542')"
"('Q9NP84', 'Q13077')"
"('P09038', 'P08138')"
"('Q96SN8', 'Q9NRP7')"
"('P46060', 'P61956')"
"('P01889', 'Q13241')"
"('Q86YW9', 'Q15648')"
"('Q9BZ23', 'Q9BS40')"
"('Q96G25', 'Q12988')"
"('P78527', 'Q12905')"
"('P0CG47', 'P31749')"
"('P20618', 'P28074')"
"('Q06323', 'Q99460')"
"('P98164', 'P48764')"
"('P19174', 'Q07666')"
"('Q02790', 'P04150')"
"('Q9NR30', 'Q04206')"
"('P35249', 'P40937')"
"('P45973', 'Q92793')"
"('P62333', 'P48556')"
"('O75528', 'Q9NRF9')"
"('Q9UN74', 'Q15047')"
"('P23508', 'P61247')"
"('Q13247', 'P38159')"
"('Q9BZG8', 'Q9Y5S9')"
"('P40937', 'P51681')"
"('Q99459', 'P49915')"
"('P08631', 'P00519')"
"('P14618', 'P04183')"
"('P11387', 'P07910')"
"('P41743', 'P62834')"
"('P57739', 'P56880')"
"('Q9UKX5', 'P06756')"
"('Q02878', 'P62913')"
"('Q86Y39', 'P03905')"
"('Q9NZJ5', 'P18848')"
"('P42224', 'O60684')"
"('Q9P2W3', 'Q00975')"
"('Q04900', 'Q9ULV0')"
"('P06241', 'O15360')"
"('Q9P0L9', 'Q7Z443')"
"('P62745', 'Q13177')"
"('P00519', 'P27986')"
"('Q9HCT0', 'Q14512')"
"('P21453', 'P63096')"
"('Q92993', 'Q9NRX3')"
"('P18621', 'P61927')"
"('Q96SB4', 'Q13247')"
"('P35606', 'P49798')"
"('P42226', 'Q9Y6Q9')"
"('P68431', 'O95503')"
"('P12956', 'O95466')"
"('P20963', 'P10144')"
"('P12956', 'P46783')"
"('Q13114', 'Q9NP84')"
"('Q8TF01', 'P25054')"
"('P01106', 'Q13309')"
"('P27361', 'Q9UK32')"
"('Q13155', 'Q13643')"
"('O00463', 'Q93009')"
"('A0JLT2', 'Q9UJX2')"
"('O14786', 'P35968')"
"('P20671', 'P06899')"
"('P60568', 'P23396')"
"('P19388', 'P05060')"
"('P01106', 'Q96CV9')"
"('Q9BVJ6', 'P67870')"
"('Q07889', 'Q15811')"
"('Q13137', 'Q9Y4Z0')"
"('Q92769', 'Q96KK5')"
"('P48039', 'P63211')"
"('Q8WXH5', 'P15260')"
"('Q9BQ87', 'Q9Y618')"
"('P61981', 'Q9UBF8')"
"('Q9BVI4', 'P49902')"
"('Q6ZMZ0', 'O14933')"
"('P61077', 'P05386')"
"('O60264', 'Q10586')"
"('P07355', 'P18206')"
"('Q9UK22', 'Q96QV1')"
"('Q9HCK5', 'P50402')"
"('Q9BUJ2', 'P35637')"
"('P30559', 'P29992')"
"('Q96BI3', 'P49810')"
"('Q96AC6', 'P00519')"
"('Q9BX70', 'P68104')"
"('P36507', 'P31152')"
"('Q96B33', 'P78369')"
"('P35713', 'P18146')"
"('Q9UPN7', 'O00221')"
"('P27361', 'Q9Y508')"
"('P05154', 'Q7L5N1')"
"('P78543', 'Q4VXU2')"
"('P48551', 'P01571')"
"('P10276', 'O95257')"
"('P50281', 'Q13308')"
"('P09769', 'Q92608')"
"('P60520', 'P47870')"
"('Q969T4', 'Q8N9I9')"
"('P22492', 'P49916')"
"('P78369', 'Q8NI35')"
"('Q13753', 'P26006')"
"('Q7Z3B3', 'P84022')"
"('Q9UHI6', 'Q96T60')"
"('Q07955', 'P55795')"
"('P05019', 'P09619')"
"('Q9P2H0', 'P30519')"
"('P13693', 'Q9UNH7')"
"('P62258', 'P16233')"
"('O95793', 'Q09161')"
"('Q6UB35', 'Q9P2S5')"
"('P04183', 'Q93063')"
"('P06734', 'P20702')"
"('Q8N9N5', 'P04637')"
"('P01106', 'Q7Z4H7')"
"('Q13257', 'Q6XUX3')"
"('O14896', 'P36952')"
"('Q16363', 'Q13683')"
"('Q13873', 'P16070')"
"('P42771', 'P36873')"
"('P32121', 'Q8NH64')"
"('O60258', 'P22607')"
"('P19338', 'O95793')"
"('Q8N5I3', 'O75909')"
"('P43403', 'Q9BXL7')"
"('P55210', 'Q14203')"
"('P00533', 'O00443')"
"('P12931', 'P08253')"
"('Q13535', 'O00469')"
"('O75446', 'P24385')"
"('P62258', 'O60269')"
"('P49642', 'P62333')"
"('Q969H4', 'Q15669')"
"('Q9UM13', 'P06493')"
"('O94966', 'P13569')"
"('Q01081', 'Q8TBK6')"
"('P17066', 'Q00653')"
"('Q9NUL3', 'P19525')"
"('P22612', 'Q05397')"
"('P63104', 'P16403')"
"('P19544', 'O95201')"
"('Q13526', 'P24385')"
"('P08134', 'P40337')"
"('P18146', 'P13807')"
"('P29459', 'Q969J5')"
"('P10070', 'P18146')"
"('Q9HAU5', 'Q04637')"
"('Q99435', 'Q5VTD9')"
"('Q07955', 'Q99590')"
"('O14920', 'Q92922')"
"('P51610', 'P10914')"
"('Q9H0R8', 'P47869')"
"('Q99700', 'Q9P1U0')"
"('O14681', 'P62837')"
"('P62888', 'P05388')"
"('Q14181', 'Q8IU60')"
"('Q99541', 'P53779')"
"('O14818', 'P23508')"
"('Q15459', 'Q13573')"
"('P54826', 'Q15465')"
"('Q99873', 'Q9HC24')"
"('Q14185', 'P52198')"
"('Q14164', 'Q9BRT2')"
"('P01106', 'Q9NV70')"
"('P51817', 'P50150')"
"('P02786', 'P23508')"
"('P43364', 'P42330')"
"('Q9Y228', 'Q5VSL9')"
"('P06241', 'P78314')"
"('Q13748', 'Q96NA2')"
"('P49848', 'P21675')"
"('Q13287', 'P04198')"
"('Q99832', 'P63104')"
"('Q9Y5J5', 'Q86XI2')"
"('Q01844', 'P17096')"
"('O75569', 'Q03701')"
"('O75925', 'Q13426')"
"('P30968', 'P60880')"
"('P04275', 'Q96KM6')"
"('P46937', 'Q99594')"
"('Q9BTK6', 'Q9BQ83')"
"('O14775', 'P63096')"
"('P01106', 'P15924')"
"('P02741', 'Q92496')"
"('Q13616', 'Q99618')"
"('Q92527', 'P27448')"
"('Q99741', 'Q9H211')"
"('P50148', 'P32302')"
"('Q8WVD3', 'Q8IY92')"
"('Q15029', 'Q96DI7')"
"('Q9BW60', 'Q6IBS0')"
"('Q7Z699', 'P38936')"
"('P62306', 'O15527')"
"('O75159', 'P42702')"
"('P38398', 'P18887')"
"('P51149', 'Q13885')"
"('Q99728', 'P46736')"
"('O75190', 'P01243')"
"('Q14919', 'Q9HCE6')"
"('O75581', 'Q9ULV1')"
"('P35268', 'Q9Y3U8')"
"('Q9NRI5', 'Q01082')"
"('P32745', 'P08107')"
"('P63165', 'P09874')"
"('P10242', 'P42229')"
"('Q00534', 'P30279')"
"('P49411', 'O00141')"
"('P35626', 'Q9NZP0')"
"('Q16773', 'O75420')"
"('Q13432', 'P17540')"
"('P61513', 'P62913')"
"('Q9UIF7', 'Q9UGP5')"
"('Q04206', 'P23396')"
"('Q01201', 'P11142')"
"('Q13557', 'Q9NY47')"
"('O95139', 'P03923')"
"('O14508', 'Q01113')"
"('P49368', 'Q7Z6L1')"
"('P78545', 'Q7RTR2')"
"('P61513', 'P35268')"
"('P49767', 'P09619')"
"('Q13315', 'Q66K89')"
"('Q96AG4', 'P56537')"
"('Q6RFH5', 'P41220')"
"('P51970', 'Q9NX14')"
"('O43678', 'O95182')"
"('Q05519', 'Q07955')"
"('P18077', 'P49207')"
"('P63096', 'O43306')"
"('Q13554', 'Q14315')"
"('O15111', 'P03372')"
"('P19474', 'P63104')"
"('P52790', 'P28799')"
"('P16220', 'P08235')"
"('Q9Y2W2', 'Q15365')"
"('O15550', 'Q8NEZ4')"
"('P62487', 'P49842')"
"('Q8WXE1', 'P38398')"
"('P19525', 'O95793')"
"('Q13009', 'P08134')"
"('O60934', 'O94762')"
"('Q96L91', 'Q9Y4A5')"
"('Q01113', 'O60674')"
"('Q8N6T7', 'Q04206')"
"('Q66PJ3', 'Q9H0F7')"
"('P42229', 'P10914')"
"('P01106', '407011')"
"('Q5T5P2', 'O43639')"
"('P51668', 'Q99496')"
"('P05019', 'P07585')"
"('Q9NXR8', 'Q9Y230')"
"('O14807', 'P10398')"
"('P11362', 'Q00722')"
"('Q14919', 'Q9UBS4')"
"('O95602', 'Q9Y2S0')"
"('Q9H2G2', 'P31995')"
"('Q13315', 'Q6ZUT1')"
"('Q13309', 'P06400')"
"('Q86YH6', 'P27986')"
"('Q8WZA9', 'P60520')"
"('P11912', 'P06127')"
"('Q9NQN1', 'P38405')"
"('Q9NXV2', 'Q15654')"
"('P36894', 'Q99717')"
"('Q9NYF0', 'Q9ULK5')"
"('Q9NRI5', 'P12110')"
"('Q6UUV7', 'P18846')"
"('Q8N9B8', 'P01112')"
"('P13569', 'O95831')"
"('P10912', 'P18031')"
"('Q13573', 'Q68E01')"
"('P22612', 'P48544')"
"('P19012', 'Q14966')"
"('O15372', 'P41091')"
"('Q96QZ7', 'Q8TEU7')"
"('P25445', 'P06241')"
"('Q9H5J8', 'Q8N5V2')"
"('P54257', 'Q9Y6V7')"
"('P57078', 'Q13077')"
"('P05107', 'P27701')"
"('P63096', 'P42338')"
"('Q13153', 'O94875')"
"('P62316', 'O00459')"
"('Q07817', 'Q9NQC3')"
"('Q9Y4E8', 'Q9UBW8')"
"('O75159', 'P52630')"
"('P08621', 'O15198')"
"('O15047', 'O43521')"
"('Q13017', 'P60763')"
"('Q5T5U3', 'O00212')"
"('P78537', 'Q8IYH5')"
"('Q99759', 'O00165')"
"('Q13418', 'P05106')"
"('Q6UXH1', 'P04183')"
"('P07996', 'P13612')"
"('Q15428', 'Q12972')"
"('Q9H173', 'P11171')"
"('Q16623', 'P08670')"
"('Q14790', 'Q9H3D4')"
"('Q8IYB3', 'Q13247')"
"('Q9H4M9', 'Q8WXE9')"
"('Q96SB3', 'P36873')"
"('Q96CW1', 'Q92609')"
"('Q8NHZ8', 'Q9NZH5')"
"('P36542', 'P06576')"
"('Q16665', 'O60224')"
"('Q96QV1', 'Q99759')"
"('Q15370', 'P40337')"
"('Q13362', 'P31749')"
"('Q96EQ8', 'Q9Y2X8')"
"('Q9NRG4', 'O75122')"
"('P05129', 'P56945')"
"('P60763', 'P46940')"
"('P02778', 'P13611')"
"('P33176', 'P42261')"
"('Q4VCS5', 'P51784')"
"('P20827', 'P26641')"
"('O00213', 'P48023')"
"('Q96HP0', 'P52198')"
"('Q9GZQ8', 'P78559')"
"('P02654', 'P02647')"
"('Q9NWA0', 'P49368')"
"('P43897', 'P63104')"
"('P61313', 'Q92901')"
"('Q969H0', 'Q6ZRQ5')"
"('O95832', 'P08253')"
"('Q8N264', 'P61586')"
"('Q16537', 'Q02641')"
"('P12004', 'P12956')"
"('P01100', 'Q03060')"
"('P51812', 'P48740')"
"('Q6PCE3', 'P41182')"
"('P36956', 'P25490')"
"('P07437', 'P17844')"
"('Q02156', 'P49006')"
"('P63208', 'Q8NI29')"
"('P48634', 'Q14157')"
"('Q96GX9', 'Q13077')"
"('P26599', 'P52272')"
"('P25786', 'Q3ZCQ8')"
"('Q8N5A5', 'Q16576')"
"('O95704', 'Q8NEU8')"
"('Q12933', 'P43489')"
"('P05231', 'P40238')"
"('P09012', 'P23246')"
"('Q15291', 'Q99459')"
"('P53350', 'Q9Y266')"
"('Q9C0C2', 'P51679')"
"('Q7L4P6', 'O75604')"
"('Q7Z406', 'P10916')"
"('Q13188', 'Q9H814')"
"('P12034', 'P21802')"
"('Q9Y3E5', 'Q14164')"
"('P03901', 'O95299')"
"('Q16659', 'P18146')"
"('P40337', 'O95267')"
"('Q9UKA9', 'Q99459')"
"('P63211', 'O00555')"
"('P07437', 'P49642')"
"('Q96AW1', 'Q9H7E9')"
"('Q9HBI1', 'P18564')"
"('Q96PB7', 'Q99972')"
"('P32121', 'Q5JQS5')"
"('P16333', 'Q8NFW9')"
"('Q92985', 'P01567')"
"('Q9ULH1', 'P12931')"
"('Q92925', 'Q68CP9')"
"('Q14155', 'O14936')"
"('P12980', 'Q9NQ66')"
"('P13569', 'O14980')"
"('P30480', 'Q9H9B4')"
"('P49459', 'Q8N726')"
"('P55157', 'Q86SG6')"
"('P39748', 'P09651')"
"('Q9H1Q7', 'Q92956')"
"('Q9Y2H0', 'Q04941')"
"('Q9BT78', 'O95199')"
"('Q16659', 'P62987')"
"('P37173', 'Q15796')"
"('Q92731', 'Q9NPJ4')"
"('P54727', 'Q14203')"
"('O14686', 'P03372')"
"('Q9NVI1', 'Q9HC98')"
"('P14678', 'P17931')"
"('P15509', 'P27986')"
"('Q13214', 'O14786')"
"('P22681', 'Q9HC73')"
"('P32121', 'Q8N127')"
"('P62714', 'Q9Y570')"
"('P49763', 'P16234')"
"('P51948', 'P13631')"
"('P55040', 'P36406')"
"('Q9Y6Q6', 'O00459')"
"('O75084', 'Q92997')"
"('Q16695', 'P24385')"
"('Q8WVC0', 'P30876')"
"('P18621', 'P62917')"
"('Q92905', 'Q9H9Q2')"
"('P62829', 'P61313')"
"('Q9NQ66', 'Q05655')"
"('P30480', 'O95347')"
"('Q14457', 'O15392')"
"('O15169', 'Q15172')"
"('Q96B02', 'Q9BZR9')"
"('P01011', 'P20151')"
"('Q6PD62', 'P19387')"
"('Q14790', 'P27361')"
"('P49642', 'Q00653')"
"('Q96A72', 'Q9Y5S9')"
"('O95149', 'Q9P2G9')"
"('Q9H832', 'Q9H8W4')"
"('P47928', 'P62993')"
"('P52701', 'Q10586')"
"('O43541', 'Q9HAU4')"
"('P21127', 'P10275')"
"('Q6PJT7', 'Q9UPT5')"
"('Q96KQ4', 'Q9H3D4')"
"('P43403', 'O43516')"
"('P63208', 'P62877')"
"('P46940', 'P63010')"
"('P28222', 'Q9UK08')"
"('P31689', 'Q99558')"
"('Q06124', 'Q16620')"
"('Q9P0M6', 'Q5QNW6')"
"('Q13418', 'Q14558')"
"('Q9NRD5', 'Q96B18')"
"('Q9NWF9', 'P12236')"
"('P08670', 'Q14203')"
"('P04183', 'Q9HB58')"
"('Q9UBY5', 'P61952')"
"('Q9Y5I7', 'Q8NI35')"
"('Q9UL17', 'P42224')"
"('Q13535', 'P16070')"
"('Q13191', 'Q06124')"
"('P06401', 'P53778')"
"('P52272', 'P67809')"
"('P17948', 'Q92529')"
"('P84022', 'A6ND36')"
"('Q9HBI1', 'O75578')"
"('P09455', 'P24385')"
"('P48023', 'Q6XZF7')"
"('P53007', 'P18206')"
"('P63167', 'P61925')"
"('Q14209', 'Q99856')"
"('Q969H0', 'O14965')"
"('O43474', 'P04637')"
"('P05109', 'P38936')"
"('Q9P2H0', 'Q13155')"
"('Q16363', 'Q9UKY1')"
"('P62136', 'Q5SWA1')"
"('Q9UBI6', 'P45983')"
"('Q9UQ90', 'Q13263')"
"('P50150', 'O60840')"
"('P14770', 'P46108')"
"('P16333', 'Q15036')"
"('Q9HBM6', 'O94864')"
"('Q9NVU0', 'P19388')"
"('P45983', 'P62736')"
"('Q13554', 'Q07699')"
"('P50053', 'P31025')"
"('Q9UBQ0', 'Q92609')"
"('O60508', 'Q15366')"
"('P01571', 'P08887')"
"('O60934', 'Q99459')"
"('Q9NSE2', 'P23458')"
"('Q8WTQ7', 'P25024')"
"('Q9UGJ0', 'P36956')"
"('O00144', 'P35222')"
"('P17544', 'O14867')"
"('P09603', 'P17948')"
"('Q08209', 'P55157')"
"('O15260', 'Q9H1C4')"
"('P42330', 'Q9UKV3')"
"('Q8NHW4', 'P32246')"
"('Q9UM73', 'P01243')"
"('P18827', 'O75056')"
"('P32881', 'P40238')"
"('P78356', 'Q9Y6U3')"
"('O75251', 'Q9UI09')"
"('P78368', 'Q96NL0')"
"('P10242', 'P18146')"
"('Q02156', 'P19883')"
"('P61077', 'Q9H6Y7')"
"('Q7L014', 'Q15428')"
"('P45984', 'P53539')"
"('P10914', 'P09912')"
"('Q9H0R8', 'Q16445')"
"('Q9HC16', 'P17612')"
"('O00159', 'Q96JQ0')"
"('Q5T2W1', 'P35346')"
"('Q13191', 'Q9NR46')"
"('P54727', 'Q9H4G4')"
"('P17174', 'P30480')"
"('Q9HAU4', 'P61224')"
"('Q8NI27', 'Q13573')"
"('Q9H2G2', 'O76039')"
"('P18146', 'O94817')"
"('P49759', 'Q13247')"
"('Q14209', 'Q8N488')"
"('P78364', 'O00257')"
"('Q9NPF7', 'Q9HC73')"
"('O95999', 'P0CG48')"
"('P29992', 'Q9BX93')"
"('P42224', 'Q13158')"
"('P42224', 'P31749')"
"('Q00653', 'P62424')"
"('Q8WTQ7', 'P08588')"
"('Q9UQK1', 'O95685')"
"('Q16595', 'Q96RG2')"
"('P04406', 'P24522')"
"('Q16718', 'P28331')"
"('Q9UBN7', 'Q7L7L0')"
"('Q9H213', 'Q96BY2')"
"('P45984', 'P06400')"
"('Q9UKV8', 'A7MCY6')"
"('P13010', 'O43918')"
"('O76071', 'Q13263')"
"('Q8WVB3', 'Q9BPX7')"
"('P23258', 'P49841')"
"('P52630', 'P09913')"
"('P00519', 'P54274')"
"('P29353', 'Q07890')"
"('Q9NW38', 'Q9UBZ9')"
"('Q8N766', 'Q9H3R5')"
"('P27348', 'Q15276')"
"('Q86YW9', 'P10828')"
"('Q14997', 'P01106')"
"('P14210', 'P08581')"
"('Q9NPH3', 'P14778')"
"('P36578', 'Q9UL18')"
"('P07550', 'Q5JWF2')"
"('O43567', 'P51668')"
"('Q9UNX3', 'P42766')"
"('P62857', 'P46781')"
"('Q9GZV5', 'O15350')"
"('P15498', 'P60953')"
"('Q9Y6K9', 'Q13557')"
"('P09429', 'Q15109')"
"('P17676', 'P07900')"
"('Q14CB8', 'P62745')"
"('P14778', 'P18510')"
"('P16333', 'O60674')"
"('P51149', 'P68371')"
"('Q5TAQ9', 'O14980')"
"('Q14773', 'P20702')"
"('P22455', 'P42338')"
"('P07099', 'P49715')"
"('Q16828', 'P27361')"
"('Q13438', 'Q9UBV2')"
"('Q15915', 'Q92858')"
"('Q9Y294', 'P68431')"
"('P21246', 'P49841')"
"('P05455', 'P22392')"
"('O95201', 'Q5EB52')"
"('P35222', 'P49023')"
"('Q96I34', 'Q15654')"
"('Q6WCQ1', 'P00533')"
"('P54257', 'Q5T7V8')"
"('O75478', 'O14964')"
"('P61289', 'Q9UET6')"
"('Q9Y2T4', 'P52630')"
"('Q8N668', 'Q92830')"
"('O75554', 'Q8IWX8')"
"('Q13164', 'P51812')"
"('P31946', 'P16144')"
"('P19525', 'Q08211')"
"('Q9UQL6', 'P33778')"
"('P05783', 'P05787')"
"('Q8NG27', 'P51617')"
"('P05387', 'P42766')"
"('Q99459', 'Q14160')"
"('P04843', 'P39656')"
"('Q96QB1', 'Q07890')"
"('Q06323', 'Q92979')"
"('Q9NSV4', 'P01106')"
"('P62308', 'P18206')"
"('O60861', 'P42768')"
"('P05771', 'Q9NYF0')"
"('Q7Z7G0', 'P62993')"
"('Q09161', 'Q9Y2Q3')"
"('P23560', 'Q16620')"
"('Q9UMN6', 'P16333')"
"('P23246', 'P62979')"
"('P31946', 'Q13164')"
"('Q04771', 'Q9NYS0')"
"('Q9BX70', 'Q13432')"
"('P32121', 'P28482')"
"('O75970', 'Q9Y5I7')"
"('Q13573', 'P36507')"
"('Q93008', 'P49642')"
"('Q6NYC1', 'Q92560')"
"('Q13526', 'Q8IZ69')"
"('P00533', 'P58876')"
"('P98170', 'P02771')"
"('Q8WVC0', 'Q6PD62')"
"('P33241', 'Q8IVT5')"
"('P20073', 'Q09028')"
"('P78352', 'Q15334')"
"('P24723', 'Q9NRA0')"
"('P51681', 'P43307')"
"('P15248', 'P42702')"
"('P03928', 'P18859')"
"('P62191', 'P06400')"
"('P01241', 'P16871')"
"('P10321', 'P26715')"
"('Q16630', 'P01889')"
"('Q96S55', 'Q14191')"
"('O95747', 'Q99459')"
"('O43678', 'O43676')"
"('Q96DU7', 'Q9NZT1')"
"('Q9Y6J0', 'Q14814')"
"('Q09428', 'O00555')"
"('Q92597', 'P19438')"
"('Q8NBE8', 'P38936')"
"('P04626', 'P09769')"
"('P51151', 'O60664')"
"('Q13573', 'Q16659')"
"('Q02078', 'Q12968')"
"('Q15648', 'P10275')"
"('P09382', 'P18206')"
