negatives
"('Q96PE2', 'P31947')"
"('Q96KK5', 'Q16778')"
"('P39656', 'P23508')"
"('P57088', 'Q9UET6')"
"('P48454', 'O94916')"
"('Q6VMQ6', 'Q9Y222')"
"('P50750', 'P40189')"
"('Q8WYK2', 'P26641')"
"('Q07890', 'P01112')"
"('P31749', 'Q96S96')"
"('Q02543', 'P35268')"
"('P19338', 'P27694')"
"('P49662', 'O95347')"
"('Q14197', 'Q96E29')"
"('P17252', 'Q9NYA1')"
"('Q96BY6', 'P61587')"
"('Q03405', 'P68104')"
"('O43181', 'Q16718')"
"('Q04637', 'Q13283')"
"('P00491', 'P01889')"
"('P42568', 'Q5RL73')"
"('P00734', 'Q8TEW0')"
"('P35244', 'P30480')"
"('P78324', 'P43405')"
"('Q8TDF6', 'P01111')"
"('Q13501', 'Q15797')"
"('Q9Y4K3', 'P0CG47')"
"('Q9NZ52', 'Q9Y3C5')"
"('P05387', 'Q9UNX3')"
"('P12004', 'Q9UET6')"
"('P11362', 'P46109')"
"('P62714', 'Q02641')"
"('P46108', 'Q92608')"
"('Q96GM5', 'O15360')"
"('P54259', 'Q06455')"
"('P10636', 'P31946')"
"('Q99747', 'Q9BXF6')"
"('P28482', 'Q9UK32')"
"('P01236', 'P14784')"
"('Q13573', 'P40937')"
"('P10636', 'Q9UQF2')"
"('O75164', 'O43521')"
"('Q5XKP0', 'P40337')"
"('O14678', 'Q96BY9')"
"('O00193', 'P23508')"
"('P52948', 'O15504')"
"('Q9NRL3', 'P23508')"
"('P07948', 'Q92835')"
"('P62316', 'P0CG47')"
"('P50914', 'P62424')"
"('P43364', 'Q8N131')"
"('P98160', 'P28300')"
"('Q9H5I1', 'P06241')"
"('Q9H4E5', 'Q13485')"
"('Q9NYS7', 'P04843')"
"('P55769', 'P42773')"
"('P09619', 'P06241')"
"('P06493', 'P24385')"
"('P17568', 'O43674')"
"('P05556', 'P35609')"
"('Q5VVX9', 'Q99496')"
"('P01241', 'P32927')"
"('Q9UGU5', 'P06132')"
"('Q9UNM6', 'P25788')"
"('Q5T3J3', 'P51948')"
"('Q99558', 'P53805')"
"('O95870', 'Q9UKJ0')"
"('Q01094', 'Q14680')"
"('Q9Y6K1', 'P63279')"
"('Q9UI14', 'Q00765')"
"('Q92890', 'Q15572')"
"('Q99816', 'Q9UPQ4')"
"('O75970', 'P78369')"
"('O14497', 'Q01201')"
"('O43242', 'Q9Y4K3')"
"('O94916', 'P01375')"
"('Q9Y6Q6', 'Q15750')"
"('Q7Z6L1', 'Q9BTE3')"
"('P19174', 'Q9H5I1')"
"('P35346', 'P50542')"
"('P25398', 'P62851')"
"('Q92561', 'O95568')"
"('Q13332', 'Q16849')"
"('P04637', 'Q6AZY7')"
"('P08246', 'Q08117')"
"('P26951', 'O00459')"
"('P30084', 'Q9Y478')"
"('343477', 'O75815')"
"('Q9NPF5', 'P16104')"
"('Q04206', 'P01584')"
"('P40763', 'Q16666')"
"('Q9UKK3', 'Q13573')"
"('P61421', 'Q9UPZ9')"
"('P58876', 'Q15291')"
"('P06241', 'P27986')"
"('P27361', 'Q8WWQ8')"
"('P05198', 'P55884')"
"('P22392', 'P35398')"
"('P0CG48', 'P10636')"
"('Q15323', 'O94817')"
"('Q7Z6B7', 'P17081')"
"('Q9Y4K3', 'Q4G148')"
"('P51532', 'P33076')"
"('Q99728', 'Q92993')"
"('P06400', 'O75884')"
"('O43353', 'P07900')"
"('Q9NRA1', 'P17948')"
"('O15151', 'P10415')"
"('O95983', 'Q92769')"
"('P48729', 'P08151')"
"('O43242', 'P33076')"
"('Q13404', 'Q8N5U6')"
"('Q12905', 'P49736')"
"('P25774', 'P23511')"
"('Q14192', 'Q8IZL8')"
"('Q9NV70', 'Q9C026')"
"('Q14165', 'Q14164')"
"('Q7Z4I7', 'Q9H422')"
"('Q9Y3B2', 'Q9HAU5')"
"('P83105', 'P98170')"
"('Q8NGA6', 'P38405')"
"('Q8IWV7', 'P36405')"
"('Q8WW35', 'P04183')"
"('O14933', 'P41227')"
"('Q92956', 'O75306')"
"('Q12929', 'Q9H7E9')"
"('Q08170', 'P51991')"
"('Q9BVA1', 'Q99759')"
"('P63092', 'P61952')"
"('Q9Y4X0', 'P49841')"
"('Q92633', 'Q9UK08')"
"('Q68CP9', 'P04637')"
"('P04637', 'Q9Y6P5')"
"('Q9H9D4', 'Q13868')"
"('P00533', 'Q9NR50')"
"('Q155Q3', 'Q9Y6R4')"
"('O75970', 'Q9Y624')"
"('Q9UBU7', 'O00311')"
"('P50148', 'Q99614')"
"('Q15796', 'Q15326')"
"('P04049', 'P30556')"
"('P28472', 'P54257')"
"('P35638', 'O43791')"
"('O15514', 'Q9NWA0')"
"('Q9UIW2', 'P30101')"
"('Q16539', 'Q5JSJ4')"
"('Q00005', 'Q9BXT2')"
"('Q92945', 'P10145')"
"('P60763', 'Q9UHY1')"
"('Q8IWV7', 'P24522')"
"('Q8IZD9', 'P61587')"
"('Q13546', 'Q13077')"
"('P01112', 'P30305')"
"('P09874', 'Q00653')"
"('Q96BK5', 'Q9NW61')"
"('P29590', 'Q16254')"
"('P01019', 'P13727')"
"('P19387', 'Q6P1J9')"
"('P04632', 'P20936')"
"('P01106', 'P62136')"
"('Q9Y4A5', 'Q96L91')"
"('P36542', 'P27986')"
"('O95819', 'P27635')"
"('Q9Y2Q3', 'P33991')"
"('Q9Y6K9', 'P27824')"
"('P78527', 'P62993')"
"('P16220', 'Q9NZN1')"
"('Q9NTJ3', 'P49662')"
"('P28482', 'O14654')"
"('P61978', 'Q9BUJ2')"
"('Q9Y6Q6', 'O43914')"
"('O14641', 'Q9BQY4')"
"('Q9UKF6', 'Q12996')"
"('P61962', 'Q8TEW0')"
"('P0CG48', 'Q9Y2H0')"
"('P19838', 'O00629')"
"('Q9BYB0', 'P12931')"
"('Q08209', 'Q96LZ3')"
"('Q9Y2G2', 'Q04206')"
"('Q14166', 'Q14164')"
"('O95782', 'Q6WCQ1')"
"('Q96ID5', 'P84090')"
"('Q06210', 'P30480')"
"('P06734', 'Q04864')"
"('P54253', 'Q5TGY3')"
"('Q9NQP4', 'Q99759')"
"('Q8TD86', 'P01116')"
"('P16871', 'P48643')"
"('Q9UKG1', 'Q9UL26')"
"('P40424', 'P15172')"
"('Q6VMQ6', 'P61247')"
"('P62993', 'P15391')"
"('P35222', 'Q9NZI8')"
"('Q14192', 'Q8WZ42')"
"('Q9NR12', 'Q15326')"
"('P25685', 'P13569')"
"('P63104', 'P15924')"
"('Q05086', 'Q16611')"
"('P00558', 'P16104')"
"('Q9Y675', 'Q6P2Q9')"
"('Q13485', 'Q13887')"
"('Q15047', 'P02766')"
"('P47914', 'P63173')"
"('P36542', 'Q99832')"
"('O60290', 'P54259')"
"('Q13315', 'Q8TD55')"
"('Q9UK08', 'O95467')"
"('Q9Y6F1', 'P13995')"
"('Q9NX76', 'Q9Y6W6')"
"('Q92956', 'P25788')"
"('Q14031', 'P08514')"
"('P15927', 'Q96E14')"
"('Q86SE5', 'P07910')"
"('P42677', 'P62269')"
"('P34947', 'P25116')"
"('Q13315', 'Q5TZA2')"
"('Q13480', 'Q8WYR1')"
"('Q9HCM9', 'P62993')"
"('Q7KZF4', 'P01889')"
"('Q9UK53', 'Q13547')"
"('P14210', 'P35968')"
"('P13725', 'P01589')"
"('Q9Y2Q3', 'P40616')"
"('P05230', 'P08069')"
"('Q9H6S1', 'Q86YT6')"
"('O15530', 'O15111')"
"('Q13362', 'O00305')"
"('O95793', 'P46778')"
"('Q03135', 'P18564')"
"('O95295', 'P04278')"
"('Q8NFD5', 'P06400')"
"('Q16236', 'P04156')"
"('Q9UHD2', 'P07900')"
"('P54252', 'Q14CB8')"
"('P61586', 'Q9UKX3')"
"('Q13574', 'P06400')"
"('Q9NYL9', 'Q99759')"
"('Q15796', 'P08621')"
"('P49792', 'P78406')"
"('Q92844', 'Q7Z434')"
"('P56282', 'Q9NR33')"
"('P11021', 'Q13233')"
"('Q13485', 'P20337')"
"('P34932', 'Q9Y2Z0')"
"('Q5TCZ1', 'Q13444')"
"('P04899', 'O00329')"
"('Q9Y4E8', 'Q92905')"
"('P08572', 'P04183')"
"('P31939', 'O14979')"
"('P62241', 'P62854')"
"('P06241', 'Q96B97')"
"('P01243', 'P15924')"
"('P21675', 'P20226')"
"('Q9Y5P8', 'O00305')"
"('Q13315', 'P55957')"
"('O75665', 'P56537')"
"('O00422', 'Q13422')"
"('O96019', 'Q9NPF5')"
"('P51686', 'P32121')"
"('P62330', 'P63000')"
"('Q92600', 'P50616')"
"('P54762', 'Q8N806')"
"('Q9HCU9', 'P21675')"
"('Q9UKK9', 'Q16659')"
"('Q13177', 'P01236')"
"('P54259', 'Q99973')"
"('O75694', 'Q96HA1')"
"('P27986', 'P15498')"
"('O43242', 'P61289')"
"('O95157', 'P46108')"
"('Q00987', 'P0CG48')"
"('Q9Y3A3', 'P22234')"
"('Q96GF1', 'Q13404')"
"('O95793', 'Q15435')"
"('Q92786', 'Q99684')"
"('Q9HBY0', 'P14780')"
"('P50502', 'O95897')"
"('P25024', 'P52333')"
"('P32121', 'Q8NGS7')"
"('P14780', 'P80188')"
"('Q13315', 'Q12789')"
"('Q9P0M6', 'P06899')"
"('P78337', 'Q92985')"
"('P04278', 'O14493')"
"('P84243', 'P45973')"
"('Q15906', 'O95619')"
"('Q8WZ42', 'P21333')"
"('Q00005', 'Q15717')"
"('Q15648', 'Q99576')"
"('Q9HBI1', 'P08648')"
"('P18146', 'O14649')"
"('P21980', 'O00505')"
"('O43251', 'P09234')"
"('Q49AN0', 'O15055')"
"('O75962', 'Q9NRI5')"
"('Q01201', 'P46782')"
"('Q96CW1', 'Q9UHP6')"
"('P54646', 'O95822')"
"('P30480', 'P62263')"
"('P12004', 'Q04206')"
"('P15336', 'Q96RU7')"
"('P62979', 'Q96KM6')"
"('P62277', 'P62753')"
"('P63173', 'P46778')"
"('Q14831', 'P62879')"
"('P42681', 'P15498')"
"('O75478', 'Q16514')"
"('Q9UGI9', 'O00763')"
"('P30504', 'Q13526')"
"('Q15034', 'P0CG48')"
"('Q14209', 'Q75NE6')"
"('Q8WTQ7', 'P08588')"
"('O15264', 'P67775')"
"('O14798', 'P50591')"
"('O15260', 'Q8IUQ4')"
"('O00574', 'O60674')"
"('P49840', 'Q12879')"
"('Q14919', 'Q9HBM6')"
"('Q15291', 'Q13620')"
"('Q9UM73', 'P52945')"
"('Q13330', 'P04628')"
"('Q16777', 'Q99877')"
"('Q9NY93', 'P46781')"
"('7503', 'Q15022')"
"('Q8N3Y1', 'P01106')"
"('P48023', 'A1X283')"
"('Q14296', 'Q99750')"
"('P27986', 'Q13087')"
"('P62714', 'Q00005')"
"('P24928', 'Q9Y5B0')"
"('P41240', 'P04626')"
"('Q92611', 'Q7L1Q6')"
"('Q14469', 'Q02535')"
"('P04083', 'Q92796')"
"('P84103', 'Q14103')"
"('Q14318', 'Q07817')"
"('Q12981', 'Q9NZ43')"
"('O75030', 'Q9Y6X2')"
"('O60291', 'Q8WVN8')"
"('Q6NUQ1', 'Q01082')"
"('A8TX70', 'Q13797')"
"('Q14164', 'Q9NYU2')"
"('O75340', 'Q96B97')"
"('P56537', 'P01241')"
"('P32121', 'Q8NGD2')"
"('P78556', 'P41597')"
"('Q9NSA1', 'P08581')"
"('P18124', 'P83881')"
"('Q9Y5P8', 'O60359')"
"('O43567', 'P61077')"
"('P78352', 'Q9BTT6')"
"('P23229', 'P18084')"
"('P40763', 'P03372')"
"('P25787', 'P40306')"
"('P30291', 'Q58FF6')"
"('Q9H7E9', 'Q8NHY6')"
"('Q15287', 'P26368')"
"('Q9P0V3', 'P63104')"
"('Q16570', 'P09341')"
"('O15144', 'O15511')"
"('Q9UNQ2', 'P01106')"
"('P59768', 'O95622')"
"('Q13315', 'Q9Y6J0')"
"('P33981', 'O43663')"
"('P51452', 'Q15759')"
"('P29400', 'Q13797')"
"('P45973', 'Q9H081')"
"('P22681', 'P08631')"
"('Q8IUQ4', 'O15260')"
"('P05121', 'P28300')"
"('Q6VMQ6', 'Q9Y6X2')"
"('Q9P2G9', 'P20618')"
"('P32745', 'Q8N3R9')"
"('Q5VWG9', 'Q15542')"
"('Q14197', 'P82673')"
"('O75674', 'Q92879')"
"('Q14653', 'Q9HAU4')"
"('O43502', 'O43543')"
"('Q07666', 'P07948')"
"('O95299', 'O00483')"
"('Q13409', 'Q96AH8')"
"('P14784', 'P40763')"
"('P17948', 'Q8WYR1')"
"('Q92985', 'P63146')"
"('P15927', 'P49736')"
"('P10589', 'Q15777')"
"('P61604', 'Q5UIP0')"
"('Q92630', 'Q9Y2V2')"
"('P60709', 'P50281')"
"('P16144', 'Q9HBI1')"
"('P38936', 'Q9NPI5')"
"('P35626', 'O95221')"
"('P56706', 'Q9H461')"
"('Q15714', 'Q96P70')"
"('Q01085', 'P06576')"
"('Q9NXR7', 'Q9NWV8')"
"('P40337', 'P20290')"
"('Q9Y5J3', 'P12757')"
"('P14625', 'O60603')"
"('P08588', 'O95467')"
"('Q9H7B4', 'P39656')"
"('O75940', 'P49137')"
"('Q13153', 'P52564')"
"('Q8IZI9', 'Q92985')"
"('P20645', 'Q9UJY5')"
"('2310', 'P35222')"
"('P27797', 'Q5T3J3')"
"('Q7Z6B7', 'P52198')"
"('P0C0S8', 'P0C1H6')"
"('554213', 'Q00534')"
"('P18621', 'P50914')"
"('P10600', 'P53779')"
"('P05455', 'Q15126')"
"('Q9P2I0', 'Q13573')"
"('Q9ULV4', 'Q9Y572')"
"('Q01780', 'Q9Y2L1')"
"('Q9Y2X8', 'P26442')"
"('Q92797', 'Q05048')"
"('P54253', 'Q86UW1')"
"('Q99466', 'Q9Y2E6')"
"('P52803', 'Q9UF33')"
"('Q9UQF2', 'Q9BY84')"
"('P63218', 'Q08828')"
"('Q15334', 'Q96AP0')"
"('P01137', 'Q09472')"
"('Q9H840', 'Q9P2H0')"
"('Q15366', 'O43390')"
"('Q92905', 'Q7L5N1')"
"('P08134', 'O75116')"
"('O00233', 'Q99460')"
"('P49767', 'P08138')"
"('P11802', 'P20073')"
"('P00533', 'Q00722')"
"('P22694', 'Q9NY47')"
"('Q9P2I0', 'Q99459')"
"('Q15788', 'O43900')"
"('Q16539', 'Q86TA1')"
"('P30291', 'P06493')"
"('P29353', 'Q13191')"
"('P10114', 'O43818')"
"('P10275', 'P41235')"
"('Q9NZC7', 'Q5VT52')"
"('Q9BRQ5', 'Q96D31')"
"('Q13191', 'P78552')"
"('P35268', 'Q02878')"
"('P0CG48', 'Q5MJ70')"
"('P13232', 'Q13651')"
"('Q13077', 'P42338')"
"('P24941', 'Q14209')"
"('P49840', 'O15169')"
"('P50914', 'P18077')"
"('O75674', 'O14832')"
"('406885', 'P01112')"
"('P18146', 'Q13163')"
"('P59541', 'A8MTJ3')"
"('Q15717', 'P38936')"
"('Q9Y2H0', 'P62979')"
"('P01571', 'Q08334')"
"('Q03164', 'Q99958')"
"('O14640', 'Q92837')"
"('P27986', 'Q9Y534')"
"('P05014', 'P14784')"
"('Q04771', 'Q9H0T7')"
"('O75448', 'Q15648')"
"('Q12857', 'O00625')"
"('Q92922', 'O00716')"
"('P02768', 'P12829')"
"('P60891', 'Q14558')"
"('Q92629', 'Q13326')"
"('Q9H7J1', 'P54840')"
"('O43927', 'Q9NPB9')"
"('P22001', 'Q12959')"
"('Q07021', 'Q7Z6M2')"
"('Q9Y2Q3', 'P24941')"
"('P62945', 'P62917')"
"('P01584', 'P09429')"
"('Q9H1B4', 'P78406')"
"('Q13233', 'P34931')"
"('Q9Y4K3', 'P12931')"
"('Q14653', 'Q92985')"
"('P05155', 'O00182')"
"('P11172', 'Q9UKI2')"
"('P67870', 'P54840')"
"('P51610', 'Q9C005')"
"('Q07869', 'P24522')"
"('P35968', 'Q96CV9')"
"('Q9H0E9', 'P37231')"
"('P19438', 'Q9NXW2')"
"('P49642', 'Q13748')"
"('Q9Y5P8', 'Q9Y698')"
"('P61978', 'Q15637')"
"('O96000', 'O95182')"
"('Q9UBI6', 'O96013')"
"('Q04695', 'Q15834')"
"('Q13164', 'P40763')"
"('Q07890', 'O15145')"
"('Q96AQ6', 'P40424')"
"('P42574', 'P49023')"
"('P12931', 'Q68CZ2')"
"('O43353', 'P35579')"
"('Q8IY92', 'Q92889')"
"('Q16520', 'P80217')"
"('P06493', 'Q7Z5Q1')"
"('P09651', 'Q14683')"
"('P01225', 'P08588')"
"('P30559', 'Q9UBN1')"
"('P62140', 'Q9BXT2')"
"('P50552', 'O15117')"
"('Q8TF21', 'Q5T3J3')"
"('P09234', 'Q86XP3')"
"('P30084', 'Q15399')"
"('O15144', 'P61160')"
"('Q96L14', 'Q9BQD3')"
"('Q13596', 'Q92890')"
"('P00519', 'P08631')"
"('P10114', 'P27986')"
"('P18146', 'P09629')"
"('P49765', 'P08069')"
"('P12830', 'P04626')"
"('P25205', 'P42224')"
"('Q13797', 'Q9HBI0')"
"('P62140', 'Q14957')"
"('P23508', 'Q96GG9')"
"('P11171', 'O75694')"
"('O60739', 'P61158')"
"('P32969', 'P62888')"
"('B5ME96', 'P43405')"
"('P30466', 'Q14954')"
"('O60885', 'P27986')"
"('P10275', 'P12235')"
"('P51808', 'Q96BS2')"
"('P49407', 'Q00610')"
"('P02768', 'Q9NZJ4')"
"('P28908', 'O00463')"
"('A6NIX2', 'P10276')"
"('Q16555', 'Q14194')"
"('P62195', 'P61289')"
"('P0CG48', 'Q96S82')"
"('P27348', 'P50990')"
"('Q9NX00', 'Q9H492')"
"('Q9UBI6', 'Q99677')"
"('P05107', 'Q14773')"
"('P78352', 'P04626')"
"('Q15173', 'Q86US8')"
"('P20701', 'Q14289')"
"('Q15047', 'P20073')"
"('P38646', 'Q96EY1')"
"('P35442', 'P05556')"
"('Q9Y4K3', 'P30153')"
"('P24071', 'Q9UKJ1')"
"('Q92769', 'Q5QNW6')"
"('Q96GM8', 'Q99963')"
"('P35244', 'Q86WJ1')"
"('O95819', 'Q9BQ67')"
"('O15145', 'Q86YJ6')"
"('P01106', 'Q8IWK6')"
"('Q9Y243', 'P04049')"
"('O95503', 'Q71DI3')"
"('Q8NHZ8', 'Q9NYG5')"
"('P21860', 'Q8IZW8')"
"('Q8IY92', 'P49790')"
"('O14686', 'Q86VZ2')"
"('P45379', 'P09493')"
"('P63165', 'P51617')"
"('Q9Y3A3', 'Q14BN4')"
"('P19174', 'Q9UP65')"
"('P12757', 'O43318')"
"('Q71U36', 'P25963')"
"('O43184', 'Q5HYK7')"
"('P58876', 'Q96QV6')"
"('P58876', 'P0C0S8')"
"('Q00653', 'Q9Y265')"
"('Q99759', 'P36776')"
"('O43432', 'O60573')"
"('406903', 'P28358')"
"('O95628', 'O75800')"
"('Q06587', 'P51784')"
"('Q9Y3B4', 'Q15428')"
"('O95990', 'Q12933')"
"('P84090', 'Q7L5N1')"
"('Q96SB3', 'O96017')"
"('O95751', 'Q9Y247')"
"('Q9UHX1', 'Q8TCT6')"
"('Q8TEQ6', 'P35222')"
"('Q8TF42', 'O60260')"
"('P42336', 'Q13393')"
"('Q03060', 'P05112')"
"('Q8WYA6', 'Q13123')"
"('P12980', 'Q9UHG2')"
"('P35637', 'O15264')"
"('P0CG48', 'Q01201')"
"('P05106', 'Q9BRC7')"
"('O15360', 'P51531')"
"('O60494', 'P98164')"
"('Q9UKV8', 'P11940')"
"('O95997', 'P04637')"
"('Q9NVI1', 'P01106')"
"('Q13315', 'P54274')"
"('P18146', 'Q15910')"
"('O15372', 'P01889')"
"('P60510', 'Q13322')"
"('Q99962', 'P60709')"
"('P62314', 'Q9Y333')"
"('Q9H2G2', 'Q9UK85')"
"('Q12873', 'Q8N2W9')"
"('Q9H2U1', 'Q9UKV8')"
"('P37108', 'Q9NX58')"
"('P28074', 'Q9BQ83')"
"('P35609', 'P26010')"
"('Q13077', 'O43791')"
"('P60709', 'P24534')"
"('O75438', 'O95298')"
"('P34931', 'Q9Y4K3')"
"('Q08945', 'P62826')"
"('Q96T60', 'O94972')"
"('Q9NWV4', 'P04083')"
"('P12109', 'Q9UBS4')"
"('P14210', 'P08069')"
"('P16333', 'O00329')"
"('P04899', 'P01116')"
"('P47736', 'Q6ZN04')"
"('P16471', 'Q9UKB1')"
"('Q16629', 'P09651')"
"('O75676', 'P68431')"
"('Q12873', 'Q13332')"
"('Q969Q1', 'P48788')"
"('Q9NY65', 'Q3ZCM7')"
"('P16444', 'Q96EK5')"
"('Q92624', 'Q8WWW0')"
"('Q06546', 'P43629')"
"('P09661', 'P08579')"
"('P60709', 'P61601')"
"('Q02156', 'Q8TAA9')"
"('P98164', 'P18146')"
"('O75419', 'P49736')"
"('Q13573', 'Q92797')"
"('Q13535', 'P25205')"
"('O15304', 'Q01453')"
"('P62750', 'Q13573')"
"('Q9UM13', 'P84022')"
"('P30480', 'Q9NRN7')"
"('P47900', 'Q5JWF2')"
"('B1A4H9', 'Q14627')"
"('Q9H1R2', 'P00519')"
"('Q09472', 'Q13625')"
"('P01574', 'Q01113')"
"('P22612', 'Q8NER1')"
"('Q9UMX0', 'O95967')"
"('P01579', 'P40238')"
"('O95786', 'Q7Z434')"
"('P32121', 'Q8NH49')"
"('O43264', 'O95229')"
"('O96019', 'P0C0S5')"
"('Q96JQ0', 'Q96RG2')"
"('Q14164', 'Q16576')"
"('Q15819', 'P61088')"
"('P19883', 'P58166')"
"('Q8NEY8', 'Q13625')"
"('Q00653', 'P34931')"
"('Q08380', 'P08571')"
"('O00221', 'P41252')"
"('Q04206', 'P02778')"
"('P02768', 'P02787')"
"('Q9H4L4', 'P62241')"
"('P13725', 'Q8IU57')"
"('P25116', 'Q5JY77')"
"('O60603', 'P54652')"
"('Q14498', 'Q8TBK6')"
"('P24941', 'P98177')"
"('O00303', 'P04278')"
"('P61313', 'P62829')"
"('Q14165', 'P23508')"
"('Q9P2H0', 'P42858')"
"('Q15653', 'O60356')"
"('P28482', 'Q13501')"
"('Q9UHC7', 'P0CG48')"
"('P18564', 'P17252')"
"('Q969Q1', 'O76041')"
"('P02768', 'P02775')"
"('Q8TEW0', 'Q9H2G2')"
"('Q99873', 'O43837')"
"('P21980', 'P61586')"
"('P04271', 'Q92597')"
"('P10586', 'Q96KM6')"
"('Q9H2G2', 'Q9ULH1')"
"('Q92841', 'Q01844')"
"('P40337', 'P24539')"
"('P20671', 'Q13111')"
"('Q15345', 'Q15370')"
"('P03928', 'O75964')"
"('P14678', 'P50053')"
"('P14136', 'Q96HL8')"
"('Q9UNE7', 'Q9Y2U5')"
"('O15264', 'Q15181')"
"('Q16629', 'P38159')"
"('P10275', 'P34932')"
"('Q16254', 'P12004')"
"('Q9Y547', 'P40337')"
"('Q9UBX3', 'Q15714')"
"('Q9C035', 'P51668')"
"('O00299', 'P62330')"
"('Q8IVF6', 'P63104')"
"('Q9UKW4', 'Q13191')"
"('P19022', 'Q12913')"
"('Q12809', 'P11142')"
"('P03886', 'P03923')"
"('P22362', 'P25024')"
"('Q9BYB0', 'P62993')"
"('Q9UL18', 'P23396')"
"('P62993', 'Q9UBF6')"
"('P05556', 'P21333')"
"('Q00610', 'P11274')"
"('P08069', 'Q9NZN5')"
"('Q9Y3U8', 'P61513')"
"('P57081', 'Q9P2G9')"
"('O43524', 'Q08999')"
"('P46663', 'P50148')"
"('P19793', 'Q15466')"
"('P61254', 'P05387')"
"('P62854', 'P62280')"
"('Q6ZVK8', 'O75525')"
"('O95084', 'Q99081')"
"('P61077', 'Q9HCM9')"
"('P29353', 'Q9BPY3')"
"('O75159', 'P52333')"
"('O43242', 'P62191')"
"('Q9BVM2', 'Q9Y230')"
"('Q14192', 'P23246')"
"('P08107', 'Q00005')"
"('Q9HCQ7', 'Q9H2G2')"
"('Q8IWA4', 'Q9HC24')"
"('O14493', 'P56880')"
"('Q05513', 'O60603')"
"('Q12982', 'O43889')"
"('P11142', 'O43353')"
"('P43405', 'P20138')"
"('P09529', 'P27037')"
"('Q13332', 'P26641')"
"('P15941', 'P07948')"
"('O60331', 'O00401')"
"('O94832', 'Q6WCQ1')"
"('P62906', 'P83731')"
"('P21802', 'P46108')"
"('Q9Y4G6', 'P26012')"
"('P01100', 'P53567')"
"('Q9H2H0', 'O14640')"
"('P27361', 'P01112')"
"('Q9NQ50', 'P30480')"
"('Q9BVW5', 'P33991')"
"('P62805', 'P33993')"
"('Q9H0H0', 'P19387')"
"('Q14644', 'Q15628')"
"('Q13315', 'Q5SSJ5')"
"('Q16659', 'Q9BQQ3')"
"('Q9UHD2', 'O15111')"
"('O43674', 'Q9Y6M9')"
"('O60814', 'Q96QV6')"
"('P19532', 'Q96KN7')"
"('Q9UBU9', 'Q13769')"
"('Q15811', 'P60953')"
"('Q96FW1', 'P62837')"
"('O15085', 'Q9ULL4')"
"('P01023', 'P05067')"
"('Q8NGH8', 'P38405')"
"('O43379', 'O14733')"
"('Q9HBE4', 'P15509')"
"('Q9NRL3', 'O00273')"
"('P62277', 'P23396')"
"('P38432', 'Q9NSK0')"
"('P25440', 'P0C0S5')"
"('O60861', 'O00401')"
"('P04085', 'P11362')"
"('Q9UKX5', 'P26010')"
"('P01889', 'P63173')"
"('Q09472', 'P20594')"
"('Q86TJ2', 'O94864')"
"('P42684', 'P16333')"
"('P11940', 'Q96DH6')"
"('P40225', 'P42701')"
"('P08047', 'P07864')"
"('Q9P2H0', 'Q9H8T0')"
"('P62854', 'Q92597')"
"('Q13315', 'O94880')"
"('P35555', 'O76061')"
"('Q9H2X6', 'Q9Y463')"
"('Q9NPH3', 'Q86XR7')"
"('P13010', 'O00629')"
"('Q9H3M7', 'Q9HAU4')"
"('Q13573', 'O75400')"
"('Q8TBB1', 'Q9UJ70')"
"('P49810', 'P05067')"
"('Q9NPH0', 'Q13418')"
"('P31946', 'P55851')"
"('Q9NQB0', 'P41134')"
"('O15160', 'P52434')"
"('P07602', 'Q3MII6')"
"('Q13642', 'P11171')"
"('Q12866', 'Q14393')"
"('P25391', 'P18564')"
"('Q7Z699', 'P18754')"
"('P19235', 'P52333')"
"('Q16288', 'P35568')"
"('P52272', 'Q01844')"
"('P49716', 'P37231')"
"('P63261', 'P12882')"
"('O43374', 'Q9H910')"
"('P46108', 'Q9UBS5')"
"('Q9P2G9', 'Q96FW1')"
"('P62993', 'P09493')"
"('P51532', 'Q9UKL0')"
"('P01023', 'Q8IXA5')"
"('P46976', 'Q96HA1')"
"('P22612', 'P14415')"
"('Q14194', 'Q03518')"
"('Q8WZ92', 'P38405')"
"('O43741', 'Q9NQR9')"
"('Q9Y6E0', 'P31942')"
"('Q9UJ70', 'P14618')"
"('O60921', 'P06746')"
"('P40337', 'Q9H257')"
"('P10600', 'Q04771')"
"('P00519', 'O15117')"
"('O60641', 'Q9Y6K9')"
"('Q03135', 'Q96JH8')"
"('P20702', 'P46108')"
"('Q99558', 'P83731')"
"('O75569', 'P02749')"
"('P04629', 'O00459')"
"('Q9Y478', 'Q86TI0')"
"('P61764', 'Q00535')"
"('O00144', 'Q99750')"
"('P63104', 'P08238')"
"('Q15843', 'P18124')"
"('Q6P3X3', 'O00238')"
"('Q6P2I7', 'O94817')"
"('O00410', 'Q12933')"
"('Q96FW1', 'Q9Y478')"
"('Q96I34', 'Q9UHX1')"
"('Q9Y4G8', 'P62070')"
"('O43918', 'P13010')"
"('P51571', 'O60739')"
"('P05060', 'P27448')"
"('P07359', 'P08311')"
"('P35244', 'P46063')"
"('O75306', 'Q16718')"
"('Q13432', 'P18754')"
"('Q9NY61', 'Q13526')"
"('O75376', 'P10826')"
"('Q96HA7', 'Q14566')"
"('P46781', 'P62851')"
"('Q9UK32', 'P49815')"
"('P55157', 'Q9UN72')"
"('P98170', 'Q9H0E2')"
"('O76054', 'Q08211')"
