negatives
"('P62158', 'Q9Y375')"
"('P12004', 'P28340')"
"('Q9BPZ7', 'Q15366')"
"('Q13535', 'Q9P0K8')"
"('Q15365', 'Q15714')"
"('Q5VVX9', 'Q96BH1')"
"('Q99496', 'Q969T4')"
"('P62158', 'Q9H2S1')"
"('Q66LE6', 'Q9Y570')"
"('Q7Z333', 'P02768')"
"('P32121', 'Q8NGA5')"
"('P20073', 'Q9HB58')"
"('Q13573', 'P54198')"
"('Q8N6Y0', 'Q9UPT5')"
"('P28482', 'Q08050')"
"('Q09472', 'P03372')"
"('Q96PB7', 'Q99972')"
"('Q15027', 'P14672')"
"('O15264', 'Q13485')"
"('P62993', 'Q9H400')"
"('P52907', 'P23508')"
"('P13489', 'P25705')"
"('P08575', 'Q15118')"
"('O75896', 'Q6P2I7')"
"('O43294', 'P62942')"
"('P06239', 'Q13588')"
"('P40337', 'Q15286')"
"('O15379', 'Q969S8')"
"('O15230', 'P26010')"
"('Q05513', 'Q9Y4H2')"
"('407035', 'Q9NPG1')"
"('P83731', 'Q9NX58')"
"('P60953', 'Q15811')"
"('P01106', 'P45983')"
"('P26022', 'P02747')"
"('Q8IXH7', 'Q96DB2')"
"('P05556', 'P05129')"
"('P18146', 'Q6H8Q1')"
"('P27701', 'Q8TAA9')"
"('P84022', 'P35658')"
"('P42858', 'O00291')"
"('P02458', 'P09486')"
"('P51116', 'P09467')"
"('P29274', 'P00813')"
"('P05997', 'Q9HCN6')"
"('Q5VTD9', 'P38936')"
"('Q16836', 'Q14164')"
"('P35968', 'P19174')"
"('O95644', 'P32519')"
"('O14512', 'Q9HBE5')"
"('P09429', 'Q5UIP0')"
"('O14645', 'Q9NX70')"
"('P28223', 'P29992')"
"('P18206', 'P09012')"
"('A7E2Y1', 'P60709')"
"('Q92633', 'P48736')"
"('Q13009', 'Q05513')"
"('Q9BQA1', 'P52756')"
"('O75962', 'O14964')"
"('P49736', 'Q99741')"
"('Q13617', 'Q9Y371')"
"('O15145', 'P46379')"
"('P68366', 'Q96BD8')"
"('P26022', 'Q15485')"
"('O95985', 'Q9UKJ5')"
"('O76081', 'O15269')"
"('P62266', 'P60866')"
"('P07196', 'Q12988')"
"('P78527', 'Q86WJ1')"
"('P04406', 'P62807')"
"('Q13573', 'P39748')"
"('Q9HC52', 'P35226')"
"('P20809', 'Q13261')"
"('Q15428', 'P61978')"
"('O15198', 'Q9H3U1')"
"('Q5HYK7', 'P62993')"
"('Q6I9Y2', 'Q99816')"
"('Q9UL18', 'P09651')"
"('P13747', 'P43632')"
"('Q02156', 'P49006')"
"('P30480', 'P52907')"
"('Q9C005', 'Q9Y5Z7')"
"('Q92794', 'Q8WYH8')"
"('Q9NZQ3', 'Q96MA1')"
"('O96019', 'Q9UPN9')"
"('P27361', 'P15336')"
"('Q92835', 'P36888')"
"('P62136', 'P60484')"
"('Q9NYQ7', 'Q96RY7')"
"('Q7Z2E3', 'Q5VT06')"
"('P22681', 'P46109')"
"('P07332', 'P20936')"
"('O95182', 'O95169')"
"('P62495', 'P48729')"
"('P38159', 'P07910')"
"('P00403', 'P36542')"
"('P36578', 'Q9UL18')"
"('P49747', 'O75578')"
"('P05387', 'P61927')"
"('Q9HBE4', 'Q99062')"
"('O15479', 'P62263')"
"('P61981', 'Q15287')"
"('P43686', 'P62191')"
"('P43628', 'Q13761')"
"('P18146', 'P60002')"
"('407042', 'P01106')"
"('Q8IYB3', 'Q14103')"
"('P21283', 'Q96G23')"
"('Q03135', 'P11021')"
"('P04899', 'P29474')"
"('Q04917', 'O94921')"
"('P22676', 'P68366')"
"('Q16619', 'P17181')"
"('P25788', 'P28074')"
"('O75438', 'P03886')"
"('Q99877', 'Q9NVP2')"
"('Q9H2X0', 'Q7Z5Y6')"
"('Q8N684', 'O75554')"
"('P78364', 'Q99496')"
"('P24666', 'Q13177')"
"('P30281', 'Q08999')"
"('P17544', 'P53567')"
"('O95988', 'P31749')"
"('P42766', 'P05388')"
"('P36897', 'Q6P3X3')"
"('O14610', 'O60503')"
"('Q5UIP0', 'Q13472')"
"('P37840', 'P45983')"
"('P13746', 'Q8N423')"
"('O14775', 'Q8TCU6')"
"('Q96Q15', 'Q9Y4R8')"
"('P40616', 'Q9HAW0')"
"('Q9UHC3', 'P78352')"
"('P50395', 'Q9H1Y0')"
"('P20936', 'P01112')"
"('O14493', 'O95049')"
"('P28562', 'Q13164')"
"('Q08380', 'Q00653')"
"('O95759', 'Q9NZJ7')"
"('Q01094', 'Q14207')"
"('Q9P1W9', 'P46778')"
"('P17948', 'Q6S5L8')"
"('Q09472', 'Q12906')"
"('P53539', 'P84022')"
"('Q08379', 'Q96JF6')"
"('Q9BVP2', 'Q9NX58')"
"('P01106', 'P56270')"
"('Q9NWM3', 'Q9HAU4')"
"('P80098', 'P51686')"
"('P84077', 'Q9Y2W2')"
"('P19012', 'Q6ZU52')"
"('P52294', 'Q13568')"
"('P62917', 'Q9BVJ7')"
"('P52272', 'Q92844')"
"('Q5EB52', 'Q8WYH8')"
"('Q16539', 'Q9Y463')"
"('Q15147', 'Q9NPB6')"
"('Q9NX58', 'Q9NZI8')"
"('O15357', 'Q06190')"
"('O75150', 'Q5VTR2')"
"('Q15796', 'Q99717')"
"('P24522', 'P14635')"
"('P09958', 'Q96CW1')"
"('Q99933', 'O75376')"
"('Q96HF1', 'Q14332')"
"('Q9C0C9', 'P43121')"
"('P05113', 'P19235')"
"('P54253', 'Q14157')"
"('Q9UPT9', 'Q9BRQ0')"
"('Q9Y478', 'P16671')"
"('P22392', 'Q12972')"
"('P15813', 'P61769')"
"('Q99877', 'Q96DB2')"
"('Q12967', 'Q92963')"
"('Q13445', 'P84022')"
"('P33681', 'P10747')"
"('P15622', 'P13805')"
"('Q9BYV6', 'P26641')"
"('P41279', 'P11021')"
"('O15105', 'Q9ULH7')"
"('P04632', 'Q9Y295')"
"('O15264', 'P07196')"
"('Q9Y6R4', 'P12270')"
"('Q5QNW6', 'P20671')"
"('P05423', 'P62875')"
"('P16860', 'Q01844')"
"('Q03014', 'P20226')"
"('P01298', 'Q14164')"
"('Q9Y572', 'P06737')"
"('Q9Y4K3', 'Q9BV68')"
"('Q15008', 'O43242')"
"('Q9Y272', 'P63096')"
"('O00459', 'P31749')"
"('Q92945', 'Q13868')"
"('O60641', 'Q9GZR1')"
"('P20339', 'Q9UI14')"
"('P62851', 'P39019')"
"('P62140', 'Q15717')"
"('P56539', 'P06241')"
"('P62136', 'Q10570')"
"('Q9NR97', 'Q99836')"
"('P30084', 'P01241')"
"('P11597', 'Q01844')"
"('O95149', 'Q9P2G9')"
"('O76061', 'Q8TER5')"
"('P04406', 'P00533')"
"('P61077', 'Q13489')"
"('P16070', 'Q92888')"
"('P56537', 'P19525')"
"('O75376', 'P35228')"
"('P01106', 'O75822')"
"('O60264', 'Q01826')"
"('Q9UET6', 'P23921')"
"('Q9UFF9', 'A5YKK6')"
"('P62258', 'Q9NR30')"
"('P18146', 'Q08945')"
"('P17931', 'P01023')"
"('Q9NY33', 'P11142')"
"('O75369', 'Q6VMQ6')"
"('Q969J3', 'Q9UHX1')"
"('A6NIT4', 'P14784')"
"('Q92796', 'Q99250')"
"('Q16539', 'O75030')"
"('P30480', 'Q9Y3F4')"
"('O95967', 'P27658')"
"('P46734', 'Q16512')"
"('P19387', 'Q9NX70')"
"('Q8IZI9', 'P14784')"
"('O14610', 'O00329')"
"('Q9BUJ2', 'Q15366')"
"('Q99750', 'Q8TC90')"
"('P61254', 'P18077')"
"('Q9NVV9', 'Q96PU8')"
"('P50453', 'Q13885')"
"('O15484', 'Q9H1Y0')"
"('P28482', 'P42226')"
"('Q6P2C8', 'Q9BWU1')"
"('Q9Y620', 'Q8N5R6')"
"('Q15723', 'P18146')"
"('P10275', 'Q15648')"
"('Q96GM8', 'P62136')"
"('P01225', 'P50406')"
"('P51965', 'Q6ZSG1')"
"('P17987', 'Q9Y2T4')"
"('P18146', 'P08779')"
"('Q12933', 'P38646')"
"('Q8NFZ8', 'O14576')"
"('O00470', 'P26367')"
"('Q14164', 'Q12792')"
"('Q99527', 'P84996')"
"('Q9UQM7', 'Q02641')"
"('O00144', 'O75197')"
"('P04637', 'Q8TDN4')"
"('P16220', 'P16157')"
"('Q9UJW3', 'P68431')"
"('O43502', 'O43542')"
"('Q9Y6J8', 'P20929')"
"('P49356', 'O75365')"
"('Q9UKS6', 'P48023')"
"('P60520', 'O43379')"
"('P84103', 'Q99590')"
"('P26010', 'P56539')"
"('Q96QR1', 'Q9HAW0')"
"('Q96BK5', 'P04745')"
"('P58062', 'P80294')"
"('Q06587', 'P51965')"
"('P37231', 'Q9H0E9')"
"('P21333', 'Q15646')"
"('Q13243', 'P61978')"
"('Q14966', 'P31947')"
"('Q99879', 'Q9UBN7')"
"('Q9H3D4', 'P46937')"
"('P08581', 'P48736')"
"('P51681', 'P05386')"
"('P40763', 'P26358')"
"('P01563', 'P15260')"
"('P16871', 'P68366')"
"('P15927', 'P05386')"
"('P01876', 'P02751')"
"('P35249', 'P40937')"
"('Q9BYG4', 'Q00722')"
"('Q8NGK0', 'P38405')"
"('Q96R09', 'P38405')"
"('P09544', 'P04628')"
"('P04899', 'Q16539')"
"('Q9BUP0', 'O00264')"
"('Q9Y6Q5', 'P63010')"
"('P62993', 'P12268')"
"('Q99767', 'Q16659')"
"('Q969F2', 'P62979')"
"('Q15366', 'Q96PU8')"
"('Q01130', 'Q9UK58')"
"('Q9H832', 'Q8WU17')"
"('Q99459', 'Q9BTT6')"
"('P26641', 'P31942')"
"('P06241', 'P23469')"
"('Q8WYA6', 'P61978')"
"('Q9NZT1', 'Q13555')"
"('Q92616', 'Q15843')"
"('P0C5Y9', 'P62875')"
"('P36542', 'P00403')"
"('P62993', 'P12956')"
"('P50750', 'Q9Y5B9')"
"('O94818', 'Q99873')"
"('P62993', 'Q14118')"
"('P22694', 'P63211')"
"('Q9HCK5', 'Q9UBS4')"
"('O95757', 'P16035')"
"('P09471', 'O00329')"
"('O95376', 'P68036')"
"('P42771', 'P23508')"
"('Q15648', 'Q9NX70')"
"('Q9HCU4', 'O95433')"
"('P15336', 'Q9NRI5')"
"('P12931', 'P61586')"
"('O75478', 'Q92830')"
"('Q9H788', 'Q9Y286')"
"('P52435', 'P61218')"
"('P52565', 'P60953')"
"('P63165', 'Q99666')"
"('P05129', 'P16220')"
"('Q99459', 'P09661')"
"('Q92622', 'Q8NEB9')"
"('O00410', 'Q96EV8')"
"('Q9H6X2', 'P38398')"
"('Q14697', 'P56537')"
"('P46108', 'Q9UBS5')"
"('Q16531', 'P16104')"
"('P07359', 'P42338')"
"('Q9UHD0', 'Q14627')"
"('P42574', 'Q14980')"
"('P01023', 'P01138')"
"('Q9H816', 'Q96NY9')"
"('P11473', 'P18146')"
"('Q9UKY1', 'P00491')"
"('P29474', 'P23634')"
"('P01106', 'Q16718')"
"('Q15691', 'Q5JR59')"
"('Q9UM47', 'Q86Y01')"
"('Q96BQ3', 'Q9Y2X8')"
"('Q8N1F7', 'Q9HC98')"
"('Q8WUM4', 'Q96B97')"
"('P78317', 'Q96B02')"
"('Q8ND25', 'P51965')"
"('P01308', 'P35916')"
"('494336', 'P11362')"
"('Q99962', 'P60709')"
"('P20618', 'Q9P2S5')"
"('Q16891', 'Q9Y6M9')"
"('Q96HS1', 'O00429')"
"('P51668', 'P46779')"
"('Q9H1Y0', 'P00505')"
"('P59768', 'O00555')"
"('P19878', 'Q15759')"
"('Q14103', 'P60709')"
"('Q13418', 'Q9H3U1')"
"('Q0VAM2', 'P01112')"
"('P25208', 'P02008')"
"('P51946', 'P10276')"
"('Q16659', 'P42025')"
"('P49841', 'Q07820')"
"('P08567', 'O95810')"
"('O15264', 'Q16082')"
"('Q7Z401', 'Q9NPI1')"
"('Q13243', 'Q13151')"
"('Q08050', 'Q00403')"
"('P62273', 'P46781')"
"('Q9BTM1', 'P62875')"
"('Q96A54', 'P54619')"
"('P09471', 'Q13936')"
"('Q13233', 'O60641')"
"('O15162', 'Q96RN5')"
"('Q13114', 'P48736')"
"('P60953', 'Q07960')"
"('P18146', 'O75947')"
"('O14896', 'Q6ZN30')"
"('Q92620', 'O60231')"
"('P62263', 'P08865')"
"('Q14392', 'P01137')"
"('Q9Y2M5', 'Q13618')"
"('Q9NWA0', 'Q16637')"
"('Q16619', 'P38484')"
"('P19484', 'O75030')"
"('Q14653', 'P05013')"
"('P29350', 'P14784')"
"('Q9Y4K3', 'Q16620')"
"('Q03060', 'Q6UUV9')"
"('P35227', 'Q06587')"
"('Q05397', 'Q7L0Q8')"
"('Q9UNW9', 'P61978')"
"('O00626', 'P61073')"
"('P26447', 'O94916')"
"('Q14191', 'Q9HCU8')"
"('P35226', 'Q9HC52')"
"('P05771', 'Q96KS0')"
"('Q15078', 'P62987')"
"('P61218', 'Q9NX70')"
"('Q15672', 'Q02078')"
"('Q9Y5K5', 'P62191')"
"('P19022', 'P35236')"
"('Q13151', 'P52597')"
"('P00533', 'Q96B97')"
"('P09486', 'P02458')"
"('O95544', 'P26641')"
"('P42858', 'Q13011')"
"('Q16630', 'Q9BSL1')"
"('P11802', 'Q15047')"
"('Q96SB4', 'Q08170')"
"('Q15149', 'O15198')"
"('P38398', 'P16104')"
"('P49768', 'Q15011')"
"('Q6NUN9', 'P07332')"
"('P16403', 'P11387')"
"('P50552', 'Q9C026')"
"('Q01844', 'Q15011')"
"('P18146', 'P21926')"
"('Q8N474', 'Q9GZT5')"
"('O43524', 'P03372')"
"('P42338', 'P15153')"
"('Q96HA1', 'Q5SRE5')"
"('P42224', 'Q9NR97')"
"('O60861', 'P42768')"
"('P01303', 'P43115')"
"('Q9UD71', 'P62140')"
"('P01569', 'P08887')"
"('P53350', 'Q8IV63')"
"('O75886', 'P40818')"
"('P62191', 'P01889')"
"('P15311', 'P30480')"
"('P36402', 'P24385')"
"('P10144', 'P20963')"
"('P16871', 'Q14289')"
"('O15530', 'Q9UBS0')"
"('Q9Y6X8', 'P11021')"
"('O14920', 'P25963')"
"('406892', 'P42345')"
"('Q9UQC2', 'Q04917')"
"('P22105', 'P16144')"
"('P09603', 'P08581')"
"('406991', 'O95980')"
"('O15198', 'Q01543')"
"('Q96EY1', 'P54253')"
"('O96024', 'O95568')"
"('Q08209', 'Q96EV8')"
"('P05161', 'Q9UMW8')"
"('Q9BX67', 'P55196')"
"('Q9NWA0', 'Q71F56')"
"('P04222', 'Q8NHL6')"
"('Q13761', 'P35222')"
"('Q92769', 'Q9NYJ8')"
"('P14635', 'Q96PU8')"
"('O43295', 'Q8IXI1')"
"('Q13439', 'Q9UPN3')"
"('Q13315', 'Q99426')"
"('Q96RS0', 'Q9Y2X3')"
"('P62081', 'P62244')"
"('Q96HA8', 'P49247')"
"('P46781', 'P23396')"
"('P51149', 'Q9UI14')"
"('Q8N2W9', 'Q14653')"
"('Q92543', 'P28749')"
"('O75431', 'Q13505')"
"('P60866', 'P62847')"
"('Q15796', 'Q14974')"
"('Q01658', 'O43318')"
"('Q15459', 'O43251')"
"('P27797', 'P78545')"
"('Q9Y478', 'P34897')"
"('P61421', 'P39748')"
"('P40424', 'P40425')"
"('Q9NZ43', 'Q96G97')"
"('P27448', 'P31947')"
"('Q3ZCM7', 'P51149')"
"('Q96FW1', 'P61077')"
"('P05014', 'P31785')"
"('10984', 'Q15022')"
"('P32298', 'O00574')"
"('P98175', 'Q06055')"
"('Q00653', 'P40939')"
"('P43360', 'Q9NRZ9')"
"('O00255', 'O14686')"
"('Q9Y478', 'O43175')"
"('O14727', 'P62136')"
"('P24158', 'P18146')"
"('Q01094', 'P42773')"
"('P10275', 'Q9UBS8')"
"('Q15788', 'Q92753')"
"('P05019', 'P08833')"
"('Q9NPH9', 'P15509')"
"('P01106', 'Q9UK22')"
"('Q96GM8', 'O95782')"
"('P19404', 'Q14194')"
"('P27986', 'P41970')"
"('Q01469', 'Q9Y478')"
"('Q9Y6Y9', 'Q8IWL2')"
"('Q9NVV9', 'P37198')"
"('P17301', 'P12931')"
"('P00742', 'P16403')"
"('Q9H5K3', 'O00238')"
"('Q04206', 'P40763')"
"('P41279', 'Q12933')"
"('P06241', 'P16144')"
"('Q13315', 'Q8IX21')"
"('P07949', 'Q8WU20')"
"('P04156', 'Q9NPF8')"
"('P16104', 'P06733')"
"('P45880', 'Q13268')"
"('P61247', 'Q9NX58')"
"('Q9Y5X1', 'P13569')"
"('Q16656', 'P05198')"
"('Q15435', 'Q13263')"
"('O00410', 'Q13573')"
"('P12318', 'O75019')"
"('P23528', 'O14939')"
"('O15504', 'P49792')"
"('P01566', 'Q9UHF4')"
"('P07947', 'O60716')"
"('Q9UPN3', 'P45984')"
"('Q02410', 'Q9HBG4')"
"('P62318', 'P62316')"
"('Q96A54', 'Q96RR4')"
"('Q96BQ3', 'P62837')"
"('O14640', 'Q05655')"
"('P35626', 'Q8NGX6')"
"('Q9Y6N9', 'Q96QU1')"
"('Q13107', 'P18754')"
"('P29692', 'Q14194')"
"('P52272', 'Q99459')"
"('Q13464', 'P62136')"
"('P11473', 'P48552')"
"('Q13315', 'O14965')"
"('P61927', 'P62891')"
"('Q9Y4K3', 'O43809')"
"('P25445', 'O00220')"
"('Q9Y4G6', 'P05362')"
"('O75438', 'O95168')"
"('Q13573', 'P42166')"
"('O60506', 'Q16637')"
"('P78537', 'Q6QNY1')"
"('406905', 'P78411')"
"('Q9Y2M5', 'Q13526')"
"('Q13424', 'P12956')"
"('O95166', 'Q99928')"
"('O75365', 'O95831')"
"('Q13547', 'Q6FI13')"
"('Q8N474', 'Q9UP38')"
"('Q13315', 'Q659A1')"
"('P05556', 'P48736')"
"('O14818', 'Q9UNM6')"
"('Q9P0W0', 'P40238')"
"('P17275', 'P32519')"
"('Q14582', 'Q8TDR4')"
"('P01106', 'P08243')"
"('O43290', 'Q99459')"
"('Q9P031', 'O75618')"
"('Q16206', 'Q8TC92')"
"('Q16534', 'Q9NR55')"
"('P50542', 'P35346')"
"('P30304', 'Q00534')"
"('406952', 'P15692')"
"('O43781', 'Q92993')"
"('P62266', 'P46782')"
"('Q14155', 'Q15052')"
"('Q15759', 'P98177')"
"('P61353', 'P62993')"
"('P61769', 'P30481')"
"('P06241', 'P42167')"
"('Q9NPP4', 'Q9Y2Z0')"
"('Q9UM13', 'O95997')"
"('Q13242', 'Q15365')"
"('Q9P2K9', 'Q99750')"
"('Q9H1I8', 'Q9NTM9')"
"('P78537', 'Q9NRF9')"
"('Q9H1Y0', 'Q07817')"
"('Q06190', 'P62955')"
"('P05108', 'Q15796')"
"('O95810', 'Q9H8W4')"
"('P08047', 'P53007')"
"('Q9BUF5', 'P68363')"
"('P56746', 'P56748')"
"('O14920', 'P07814')"
"('Q9UKA4', 'Q9NRG4')"
"('O75112', 'Q16630')"
"('Q9HAV4', 'Q9HC98')"
"('P49841', 'P15692')"
"('P63104', 'O95373')"
"('Q96K62', 'P63279')"
"('P16220', 'Q99952')"
"('Q9UPY3', 'Q9UL18')"
"('Q9BXI6', 'Q15599')"
"('Q9H2G2', 'Q15078')"
"('P10275', 'Q9HBE1')"
"('P04637', 'P42345')"
"('O95471', 'Q9Y5I7')"
"('Q9NR46', 'Q15303')"
"('P54619', 'P35575')"
"('Q9NQ25', 'P18146')"
"('Q9H1C4', 'O96005')"
"('O95696', 'P33991')"
"('P13051', 'O15297')"
"('P55072', 'O95155')"
"('P00519', 'O75326')"
"('P24539', 'O75964')"
"('P10275', 'P03372')"
"('P58876', 'O95999')"
"('Q96KS0', 'Q99814')"
"('P24752', 'P29372')"
"('P10145', 'O15111')"
"('P54259', 'O95674')"
"('O15379', 'P29374')"
"('Q15628', 'Q9Y297')"
"('O43150', 'P62330')"
"('P51956', 'P15498')"
"('Q96B97', 'Q13153')"
"('Q9UMN6', 'P16333')"
"('P17948', 'Q01970')"
"('P35544', 'P39019')"
"('Q9HBY0', 'P14780')"
"('Q16849', 'Q9H254')"
"('P02778', 'P32246')"
"('O14512', 'P31785')"
"('O15524', 'Q14627')"
"('P31946', 'Q9P244')"
"('Q9H4H8', 'P24522')"
"('O14777', 'O43264')"
"('Q9Y617', 'Q9UKE5')"
"('Q15173', 'Q13522')"
"('O15198', 'Q96SQ5')"
"('P62380', 'P17947')"
"('O95865', 'P11802')"
"('Q5VTR2', 'Q9UNS2')"
"('Q9BQ66', 'Q16526')"
"('P18146', 'O14776')"
"('P17980', 'P28566')"
"('O15530', 'Q9H6R7')"
"('P35222', 'P23470')"
"('Q8N3R9', 'Q9BYG5')"
"('P62987', 'Q9NVI1')"
"('P21583', 'P35968')"
"('Q04864', 'P41279')"
"('Q14164', 'P11142')"
"('Q9H2G2', 'Q02846')"
"('P51817', 'P19838')"
"('P14373', 'Q9Y6B2')"
"('P30443', 'Q99706')"
"('Q13885', 'Q15102')"
"('P62993', 'P48357')"
"('P83731', 'Q92597')"
"('Q9P0V3', 'Q5VSY0')"
"('Q04206', 'Q13489')"
"('Q99877', 'P0C0S8')"
"('P98170', 'Q9H0E2')"
"('P62316', 'Q13191')"
"('Q92833', 'P02768')"
"('Q96PV0', 'P01111')"
"('P06400', 'P20226')"
"('Q9GZX6', 'P15509')"
"('O60739', 'P12532')"
"('P14316', 'Q7Z5L9')"
"('Q53TS8', 'P18206')"
"('Q8TAP4', 'Q8IXK0')"
"('P62266', 'P62753')"
"('Q15012', 'P07437')"
"('Q14191', 'P02730')"
"('P10301', 'P55196')"
"('P62277', 'P62273')"
"('P21673', 'Q9Y383')"
"('Q96QR1', 'Q9HC24')"
"('Q86V81', 'Q03518')"
"('O75030', 'P19484')"
"('P34903', 'P54257')"
"('Q9BTY7', 'Q5JY77')"
"('P13987', 'P46940')"
"('Q9NX00', 'Q9H0R8')"
"('Q96MA1', 'Q9NZQ3')"
"('P55000', 'Q00987')"
"('P35251', 'Q9HCU8')"
"('O15344', 'Q96B02')"
"('P16220', 'O95977')"
"('Q5VVX9', 'Q86UV6')"
"('Q12986', 'Q00839')"
"('Q92844', 'Q15046')"
"('P56856', 'O00501')"
"('Q9Y4K3', 'P15121')"
"('P07949', 'O95208')"
"('Q96QK1', 'P23508')"
"('P19838', 'P52272')"
"('P27482', 'P06737')"
"('O75791', 'P61978')"
"('P53803', 'Q9H9Y6')"
"('P10276', 'P05164')"
"('Q9UGI9', 'P13569')"
"('Q8IUH5', 'P60880')"
"('Q969Q6', 'P62955')"
"('P05106', 'P02679')"
"('P54652', 'Q00613')"
"('Q96G30', 'Q8TCY5')"
"('Q9Y6I3', 'P07333')"
"('Q96N46', 'Q13123')"
"('O43175', 'Q96EY1')"
"('P24522', 'Q04724')"
"('Q9NRH1', 'Q9BSK2')"
"('Q9UHD2', 'Q86YT6')"
"('Q9P2I0', 'Q92797')"
"('P56524', 'Q71UI9')"
"('P19367', 'P30613')"
"('P0CG48', 'Q15750')"
"('P61586', 'P35580')"
"('P62333', 'P49642')"
"('O15198', 'Q9UIS9')"
"('P62993', 'P26599')"
"('Q3MHD2', 'Q6XUX3')"
"('P46781', 'Q9HCK5')"
"('O00217', 'Q14197')"
"('P05387', 'P62917')"
"('P17813', 'P36897')"
"('P67775', 'Q8WXS5')"
"('Q53EL6', 'P62277')"
"('Q8NCU4', 'Q13137')"
"('P19429', 'P07951')"
"('P52948', 'Q8N1F7')"
"('O00506', 'Q9BUL8')"
"('P21580', 'Q14457')"
"('Q9P086', 'Q9BTT4')"
"('P42224', 'O60684')"
"('P01106', 'P12956')"
"('Q13237', 'P54710')"
"('Q92769', 'Q13363')"
"('Q96SI1', 'O43768')"
"('Q13535', 'P49959')"
"('O15259', 'Q14289')"
"('Q96JG8', 'Q9NQG6')"
"('P55010', 'O15371')"
"('Q92837', 'P49841')"
"('P42677', 'Q9Y328')"
"('P07949', 'P56159')"
"('O43318', 'Q8IYH5')"
"('P22736', 'Q8NAF0')"
"('P31946', 'Q9GZV5')"
"('O15047', 'Q93079')"
"('P13805', 'P13725')"
"('O14492', 'P09619')"
"('P61254', 'P62910')"
"('Q92597', 'P35998')"
"('Q13557', 'P27815')"
"('P51172', 'Q8N668')"
"('P35626', 'Q8NH67')"
"('P36575', 'Q96IT1')"
"('O96000', 'O00217')"
"('P38936', 'O94921')"
"('O94759', 'P49716')"
"('P04843', 'Q92782')"
"('P61353', 'P26373')"
"('Q7Z6G3', 'Q96HA8')"
"('P46092', 'O60674')"
"('P78396', 'P62714')"
"('406913', 'O60784')"
"('P61927', 'P62424')"
"('Q04206', 'P01589')"
"('P01574', 'Q99665')"
"('Q9NS87', 'Q12873')"
"('Q07955', 'Q14103')"
"('P20226', 'P49736')"
"('P46459', 'O14764')"
"('P49368', 'Q9P0V3')"
"('P08567', 'P51659')"
"('Q9Y6Y0', 'P62995')"
"('O75716', 'O75116')"
"('Q86YS3', 'Q5VTD9')"
"('P08047', 'P29353')"
"('P01100', 'P03372')"
"('Q9Y572', 'P29692')"
"('P31689', 'O95989')"
"('Q5T3J3', 'Q9UGL9')"
"('O14497', 'P06400')"
"('O75015', 'P30273')"
"('Q86TI0', 'P61106')"
"('Q9UJ70', 'Q15796')"
"('P53618', 'O15533')"
"('P33076', 'P22415')"
"('P01589', 'P29597')"
"('Q9Y2H0', 'P62979')"
"('Q15834', 'O94868')"
"('P46782', 'P62851')"
"('P18827', 'P21741')"
"('Q8N2H9', 'P51617')"
"('Q9Y6K9', 'Q8TCG1')"
"('Q9BQY4', 'Q9H0E2')"
"('Q9UBS3', 'P53350')"
"('P07910', 'P19525')"
"('Q01094', 'Q75NE6')"
"('P12109', 'Q9HCN6')"
"('Q08209', 'P00441')"
"('Q15750', 'Q96CA5')"
"('Q9BV47', 'P35222')"
"('P48729', 'P27348')"
"('Q9Y2W2', 'Q6Y7W6')"
"('P60709', 'Q13573')"
"('Q9UIF9', '100008588')"
"('Q8NH19', 'P38405')"
"('Q8IZL8', 'Q92731')"
"('P07602', 'P13569')"
"('Q9NTM9', 'Q6ZVK8')"
"('406906', 'Q9NRW1')"
"('P13688', 'P49023')"
"('P62891', 'Q9Y3U8')"
"('Q01658', 'O75528')"
"('Q92793', 'Q16236')"
"('Q13075', 'P42574')"
"('P23229', 'P26006')"
"('Q53G59', 'Q9UBV8')"
"('Q9P212', 'Q02156')"
"('P21246', 'O15031')"
"('P52272', 'P51991')"
"('Q93100', 'Q8TD86')"
"('Q16890', 'P31946')"
"('P18564', 'P35609')"
"('P61927', 'P62829')"
"('P17252', 'P19174')"
"('P13942', 'P26010')"
"('Q9Y2Q3', 'Q15042')"
"('P55327', 'O43399')"
"('Q9H201', 'P42566')"
"('Q05655', 'Q9HBA0')"
"('Q9NX65', 'Q9NWS9')"
"('Q96Q42', 'P16220')"
"('O60814', 'Q16777')"
"('P25940', 'Q05397')"
"('Q01094', 'Q9BXL8')"
"('P61224', 'Q13177')"
"('P62081', 'Q9UL18')"
"('Q9Y272', 'O75052')"
"('P67870', 'Q9P287')"
"('O00716', 'P41182')"
"('P23469', 'P29353')"
"('P53567', 'P15336')"
"('Q9Y375', 'P60660')"
"('P25963', 'Q00839')"
"('O60563', 'O60583')"
"('Q14315', 'P26010')"
"('P16402', 'P83916')"
"('Q9H173', 'Q8IXJ6')"
"('P03886', 'P51970')"
"('Q12906', 'P55795')"
"('P07550', 'Q8TEY7')"
"('Q13535', 'Q16851')"
"('Q02223', 'Q12933')"
"('Q09028', 'P62805')"
"('P60709', 'Q8TF72')"
"('P46778', 'Q9UQ80')"
"('Q9Y478', 'P46527')"
"('P61218', 'Q9Y535')"
"('P62899', 'P62829')"
"('O15117', 'P42768')"
"('Q9UD71', 'P51817')"
"('Q9UI30', 'Q9Y5N5')"
"('Q9Y2W1', 'Q15287')"
"('P35998', 'P17980')"
"('P10912', 'P46108')"
"('P98164', 'O75553')"
"('O15105', 'Q15796')"
