negatives
"('Q13620', 'P34931')"
"('Q03013', 'Q13432')"
"('O00217', 'Q14197')"
"('Q9P0S2', 'O75015')"
"('O00410', 'P33993')"
"('P49915', 'Q9UGJ0')"
"('O15156', 'P32969')"
"('Q9NVN8', 'P14672')"
"('P16220', 'Q9UNY4')"
"('P50616', 'P61978')"
"('P50570', 'Q9BX66')"
"('Q8NG66', 'P05067')"
"('P49715', 'O14646')"
"('Q96HH9', 'Q9NX47')"
"('Q3ZCM7', 'Q9NXC2')"
"('Q16342', 'Q9UPN7')"
"('Q9BYM8', 'Q13546')"
"('P61224', 'Q8TBJ4')"
"('P09012', 'O95400')"
"('P01106', 'Q96LW1')"
"('Q6PCD5', 'Q9Y4L1')"
"('P61956', 'O60716')"
"('P11274', 'Q96CW1')"
"('Q15075', 'O60784')"
"('Q06609', 'Q14676')"
"('P10145', 'P23396')"
"('Q96RT1', 'O15439')"
"('Q13617', 'Q9HA65')"
"('P11532', 'Q7KZI7')"
"('Q03154', 'Q5T013')"
"('O00213', 'P46531')"
"('Q86UY5', 'A8MQ03')"
"('P05771', 'Q9GZT9')"
"('P12956', 'P04083')"
"('P05067', 'Q9P0P8')"
"('P29317', 'Q8N3F8')"
"('Q06481', 'Q93074')"
"('Q16666', 'Q9BVP2')"
"('P61313', 'P46782')"
"('P13612', 'P18564')"
"('Q9Y6E7', 'P12694')"
"('Q13938', 'P12830')"
"('P62191', 'O00231')"
"('Q9NYL2', 'P01871')"
"('Q8N163', 'O14920')"
"('P52569', 'P78334')"
"('O75886', 'Q9P2K6')"
"('P41240', 'Q9UPQ9')"
"('P63241', 'Q7LFX5')"
"('Q15517', 'Q13201')"
"('Q16629', 'P84103')"
"('Q96L14', 'P61201')"
"('Q8NHP8', 'Q9NTZ6')"
"('Q13200', 'P25786')"
"('Q8ND82', 'P83916')"
"('P62424', 'Q12905')"
"('P02787', 'Q7Z333')"
"('Q15050', 'O75683')"
"('P49720', 'P25786')"
"('P61326', 'Q13523')"
"('Q16543', 'Q9P0M6')"
"('Q9UEW8', 'Q96QS3')"
"('P45984', 'Q13813')"
"('Q9HBH0', 'P11233')"
"('P62263', 'P62854')"
"('P50552', 'Q9UGI8')"
"('P24941', 'Q16658')"
"('Q8WTT2', 'Q9H9Z2')"
"('Q9Y698', 'P48730')"
"('Q9UKE5', 'P62263')"
"('P48431', 'O60563')"
"('Q9H788', 'Q9UBB9')"
"('Q01968', 'Q15773')"
"('P60981', 'O43598')"
"('Q9NZ94', 'Q8IV36')"
"('Q9H5Q4', 'P23258')"
"('Q15717', 'Q93052')"
"('Q12788', 'Q16576')"
"('O75964', 'P06576')"
"('Q8IX07', 'P56545')"
"('Q9C0D3', 'Q9NQH7')"
"('Q9UKL0', 'Q10586')"
"('Q8WUM4', 'Q9BY43')"
"('Q9NZJ0', 'P61088')"
"('Q8IWV1', 'P16410')"
"('P35998', 'Q96LY2')"
"('Q9UMR2', 'O43776')"
"('P22694', 'Q8WXS5')"
"('P06241', 'P43699')"
"('Q96JG6', 'O95721')"
"('Q8TDG2', 'P35579')"
"('O75161', 'P0DMV9')"
"('Q99973', 'P04637')"
"('Q86W56', 'P62807')"
"('O14744', 'Q9UBB5')"
"('Q13247', 'Q96GM8')"
"('Q7L576', 'Q969G2')"
"('P16949', 'Q8TCT1')"
"('Q12769', 'P04629')"
"('P12931', 'Q9UPX8')"
"('Q8IZ07', 'Q9H0E2')"
"('Q96E11', 'P43897')"
"('P50750', 'P48637')"
"('Q5MAI5', 'P07900')"
"('Q13011', 'Q6IPR1')"
"('Q8TCG1', 'P30153')"
"('Q6PI26', 'Q96HR8')"
"('P31947', 'Q9H0B6')"
"('Q9H1A3', 'Q15155')"
"('P63167', 'P63244')"
"('P14923', 'Q92905')"
"('O60259', 'Q96DA2')"
"('P62736', 'Q13616')"
"('Q66GS9', 'Q5T5Y3')"
"('P17612', 'O95166')"
"('Q9Y5Q9', 'P53350')"
"('P00568', 'Q8TEQ6')"
"('P60331', 'O76003')"
"('Q7Z2X4', 'Q8NA61')"
"('P30876', 'Q9H204')"
"('P53999', 'P41235')"
"('P61619', 'P39656')"
"('P13612', 'Q9BSD7')"
"('P61978', 'P04629')"
"('Q9UQL6', 'P55072')"
"('Q96RY7', 'O95573')"
"('P06737', 'P60520')"
"('Q8N6M0', 'Q9H0C5')"
"('O60331', 'P63010')"
"('Q13501', 'O14770')"
"('Q9NRD8', 'Q9HC29')"
"('Q9UHD2', 'Q86YT6')"
"('P67936', 'Q8TBB1')"
"('Q3MIN7', 'Q8TCP9')"
"('Q6PJW8', 'P36873')"
"('Q96AE4', 'Q9BTE6')"
"('O00541', 'P04637')"
"('Q9UJK0', 'P15408')"
"('Q8N726', 'P63279')"
"('A2RU30', 'P28290')"
"('Q12904', 'P62318')"
"('Q15717', 'Q9NUJ1')"
"('Q8TED0', 'Q9UBN7')"
"('Q04912', 'P63104')"
"('Q9BZZ5', 'O76003')"
"('P11940', 'Q13111')"
"('Q10567', 'Q86X19')"
"('Q8TDI0', 'Q9UBB5')"
"('Q9BU64', 'Q96KC2')"
"('P31943', 'Q07955')"
"('P53672', 'Q08AM6')"
"('Q00839', 'P82673')"
"('O95644', 'P43235')"
"('Q96DB2', 'P58876')"
"('P20226', 'P09086')"
"('Q9ULE0', 'P05067')"
"('Q9P2Y5', 'Q9P2W9')"
"('Q96EL2', 'Q13595')"
"('P17275', 'P35638')"
"('Q96CS3', 'P43304')"
"('P15173', 'O14744')"
"('P04150', 'P62873')"
"('Q03135', 'Q15796')"
"('P18031', 'P51692')"
"('Q93034', 'O15514')"
"('Q13099', 'P48634')"
"('Q8NBM4', 'P21796')"
"('Q9Y4X0', 'P49841')"
"('O95166', 'P20700')"
"('Q9BYU1', 'P18146')"
"('Q5T7P3', 'Q9BTY2')"
"('P48039', 'B2RTY4')"
"('O75446', 'P24385')"
"('P52788', 'Q00341')"
"('O15165', 'Q8TEY7')"
"('Q4KMG9', 'P35916')"
"('Q5VYK3', 'P09651')"
"('P43686', 'P28074')"
"('Q8TDN6', 'Q504Q3')"
"('P27348', 'P49674')"
"('Q92901', 'P61927')"
"('Q01196', 'Q92794')"
"('Q14999', 'P48643')"
"('O00560', 'Q13158')"
"('P63244', 'P19438')"
"('P21802', 'P62993')"
"('Q13162', 'P18428')"
"('O15297', 'O95661')"
"('P13747', 'Q8IZQ1')"
"('Q9Y2K6', 'O75943')"
"('P19387', 'P38398')"
"('P35268', 'P0DP23')"
"('P53611', 'Q6PGQ7')"
"('Q9H1B4', 'Q9BZI7')"
"('Q9NPF7', 'Q04206')"
"('P35244', 'Q14527')"
"('Q6A162', 'Q9GZV7')"
"('Q8N5R6', 'O75558')"
"('Q86X19', 'P48067')"
"('O15160', 'Q13573')"
"('P19484', 'P09914')"
"('Q8N4Y2', 'O95817')"
"('Q9UKX7', 'Q8NFH3')"
"('P61266', 'O00165')"
"('Q13547', 'P53779')"
"('Q8IVT5', 'P50579')"
"('Q9GZT9', 'Q9BRT8')"
"('Q8TBZ8', 'P60409')"
"('O15105', 'P36873')"
"('P18887', 'P16104')"
"('O15240', 'O60260')"
"('P62807', 'Q03188')"
"('Q15287', 'P35226')"
"('O95544', 'Q9NQT8')"
"('Q9NW82', 'Q8TAF3')"
"('P46934', 'Q9Y243')"
"('O75346', 'P15121')"
"('O60508', 'P61326')"
"('Q9GZT8', 'Q9Y620')"
"('Q9Y3Q8', 'Q9H0I2')"
"('Q9BQ89', 'P36406')"
"('Q15050', 'Q13618')"
"('Q9Y230', 'Q01780')"
"('Q8NH60', 'O60262')"
"('Q9UJU2', 'P08069')"
"('O75665', 'Q8N0Z3')"
"('Q15084', 'Q05086')"
"('Q13156', 'P05067')"
"('Q15154', 'Q9P2B7')"
"('P18146', 'O15524')"
"('Q86TC9', 'P20929')"
"('Q8IWE2', 'Q96B36')"
"('Q8WUY9', 'O15075')"
"('P27105', 'P27449')"
"('Q13557', 'Q99941')"
"('P23508', 'O95163')"
"('Q9NQC3', 'P31939')"
"('O43290', 'Q15022')"
"('O60264', 'Q9H0W5')"
"('O00418', 'P61160')"
"('P25205', 'Q03252')"
"('Q9C005', 'P58876')"
"('Q13573', 'Q9NSV4')"
"('Q63ZY3', 'P49768')"
"('O14610', 'Q9HAV0')"
"('Q13315', 'Q9BQ52')"
"('Q13233', 'P58107')"
"('Q7Z6Z7', 'O60907')"
"('P54646', 'P80188')"
"('P18206', 'P68032')"
"('P67870', 'Q03112')"
"('Q9NZI8', 'P04637')"
"('P35244', 'Q6P2E9')"
"('Q13547', 'P40763')"
"('Q13077', 'Q5T5P2')"
"('Q53EZ4', 'Q15517')"
"('P53367', 'P14735')"
"('P63165', 'Q99497')"
"('Q15785', 'Q9UHD1')"
"('P19438', 'P63279')"
"('Q5TH69', 'Q15291')"
"('P55072', 'Q9H4A5')"
"('Q9UQ35', 'O14519')"
"('O96019', 'P50991')"
"('Q16864', 'O75312')"
"('Q7Z6J8', 'Q9NVR5')"
"('Q13409', 'Q8IX12')"
"('O15182', 'Q70CQ1')"
"('O75165', 'O43747')"
"('O15145', 'Q96N67')"
"('Q5S007', 'P30048')"
"('Q7Z624', 'P49368')"
"('Q6ZT07', 'Q5VTL8')"
"('P35613', 'Q13505')"
"('Q13573', 'Q16181')"
"('Q14186', 'Q06587')"
"('P35609', 'P50461')"
"('P11021', 'Q19AV6')"
"('Q9UIW2', 'Q9H2C0')"
"('Q9P0W2', 'P51587')"
"('Q7Z6G3', 'P54646')"
"('Q96HA8', 'Q96IK5')"
"('O14980', 'P49903')"
"('Q9UIM3', 'P07900')"
"('P02538', 'Q9UBS0')"
"('Q01780', 'Q01968')"
"('Q8IY57', 'P63208')"
"('Q99558', 'P10412')"
"('Q9UBU9', 'Q8NDX6')"
"('Q96B23', 'Q9UQ88')"
"('Q92731', 'P50583')"
"('P46940', 'O14949')"
"('O75365', 'P52272')"
"('P52797', 'P08581')"
"('P31946', 'Q9NZQ3')"
"('P62714', 'P51617')"
"('P00533', 'Q99558')"
"('Q8N392', 'P17081')"
"('Q0VG06', 'Q05D60')"
"('O95758', 'Q9UHD8')"
"('Q7Z5Q5', 'Q9Y2S7')"
"('P40337', 'Q09472')"
"('P52272', 'P15927')"
"('P08708', 'Q9UBS0')"
"('P22694', 'P17568')"
"('Q9Y5R8', 'Q7Z392')"
"('P09972', 'O43181')"
"('Q99853', 'Q9NUA8')"
"('Q8NGD4', 'O60262')"
"('P28331', 'Q9NVK5')"
"('P0DMV8', 'P13760')"
"('P12755', 'P68363')"
"('P00441', 'P30044')"
"('O94868', 'Q96JH7')"
"('P30153', 'O75815')"
"('Q7Z2V1', 'Q8N1F8')"
"('Q15120', 'Q99832')"
"('Q9NPI8', 'Q13813')"
"('P46782', 'P35244')"
"('Q9H0I2', 'Q63HR2')"
"('Q6UX04', 'P49759')"
"('P07900', 'P08238')"
"('P06213', 'Q8WU20')"
"('P35610', 'Q86UK5')"
"('Q96ST3', 'Q13573')"
"('Q16584', 'Q7Z6J0')"
"('Q9BQ83', 'P68363')"
"('Q13191', 'Q99836')"
"('P52294', 'Q8IY92')"
"('P54274', 'Q8TBB5')"
"('P62258', 'P29074')"
"('P17987', 'Q16659')"
"('Q9BUN8', 'P25786')"
"('P0DMV9', 'Q9GZQ8')"
"('P02766', 'P47897')"
"('Q15238', 'P11464')"
"('Q15276', 'Q9HCH0')"
"('Q8N5G0', 'Q7L014')"
"('Q8IZQ8', 'Q9Y6Q9')"
"('P63215', 'O00459')"
"('O43237', 'Q5JU00')"
"('P27635', 'Q6NUN9')"
"('Q92536', 'Q92731')"
"('Q05397', 'P06241')"
"('Q15758', 'P19438')"
"('Q13114', 'Q06187')"
"('O00716', 'Q9UJV9')"
"('Q9H0X6', 'Q15038')"
"('P01562', 'Q09472')"
"('O15264', 'P61978')"
"('O15389', 'Q08380')"
"('Q13683', 'Q14192')"
"('P53990', 'Q9UN37')"
"('Q13895', 'Q9H2U1')"
"('O75815', 'Q9HBH7')"
"('P10398', 'P06576')"
"('Q8IVI9', 'O60341')"
"('Q9Y230', 'Q9NVE4')"
"('P10644', 'Q9HCE7')"
"('Q99728', 'P03886')"
"('P0DP24', 'Q9H095')"
"('O14980', 'O95758')"
"('Q14696', 'Q9Y5X3')"
"('P35625', 'Q15717')"
"('Q9H2G2', 'Q9NPJ6')"
"('P35609', 'P55318')"
"('Q8NHL6', 'P01889')"
"('Q13509', 'P02787')"
"('Q96P47', 'P04629')"
"('Q9Y4W2', 'Q96RG2')"
"('Q7Z6J9', 'Q9UBU9')"
"('P27694', 'P18754')"
"('P14780', 'P13611')"
"('P35680', 'P68431')"
"('P15172', 'Q13485')"
"('P07711', 'P43629')"
"('O14653', 'Q13190')"
"('P35579', 'O15145')"
"('P40763', 'P14625')"
"('Q9HCE1', 'Q02388')"
"('P62241', 'Q8TAE8')"
"('O75385', 'Q01094')"
"('P17706', 'P12931')"
"('Q15393', 'O15121')"
"('Q13131', 'P24844')"
"('P55318', 'P35453')"
"('Q13503', 'Q9BTT4')"
"('Q14318', 'P05412')"
"('Q8TEM1', 'P07550')"
"('P35579', 'P09497')"
"('Q9ULK4', 'Q15397')"
"('Q14192', 'P16220')"
"('P15336', 'P27824')"
"('Q7L0Q8', 'P16333')"
"('P30049', 'Q15008')"
"('A0JLT2', 'P52434')"
"('Q14197', 'Q7L3T8')"
"('Q9H0R3', 'O95870')"
"('P12755', 'Q07020')"
"('P28065', 'P51665')"
"('P42574', 'Q13043')"
"('P05067', 'P21291')"
"('Q96T76', 'P04843')"
"('O15516', 'Q01664')"
"('Q14203', 'P20290')"
"('O14602', 'O15372')"
"('Q9NRC8', 'Q9BXJ9')"
"('A7KAX9', 'P04629')"
"('Q14C86', 'P63104')"
"('P15336', 'Q6UUV9')"
"('Q99571', 'Q14442')"
"('Q15393', 'Q9UQE7')"
"('P05067', 'Q8IYS0')"
"('Q8NAA4', 'P04183')"
"('P23497', 'P63165')"
"('P06748', 'Q9H4L4')"
"('Q8N3R9', 'Q92905')"
"('Q9UKB1', 'Q9GZV5')"
"('Q16534', 'P18848')"
"('Q9BVJ6', 'O75494')"
"('Q13043', 'Q9H2L5')"
"('O75525', 'Q92835')"
"('Q7Z3Y8', 'Q86YV0')"
"('Q8NHC5', 'Q9P2W3')"
"('Q14118', 'O00214')"
"('O14979', 'P13639')"
"('O76071', 'P04792')"
"('Q8N9N5', 'Q96MN9')"
"('Q8NA54', 'P60329')"
"('P48454', 'P53805')"
"('Q15751', 'Q9UMW8')"
"('P62879', 'P25098')"
"('P68363', 'P0C7T8')"
"('Q96SB4', 'Q9H307')"
"('O95169', 'Q00325')"
"('P22304', 'Q8NCR0')"
"('P45973', 'Q02539')"
"('Q9H3D4', 'P08238')"
"('O15294', 'P61964')"
"('Q8WXI9', 'Q08379')"
"('P35247', 'O00206')"
"('Q9GZR5', 'Q86Y78')"
"('P01100', 'Q13823')"
"('Q9NW97', 'Q9H0M0')"
"('P42858', 'P22695')"
"('P78552', 'Q9GZU3')"
"('P07195', 'Q00796')"
"('Q16539', 'Q14721')"
"('O14490', 'Q9UPX8')"
"('O15165', 'Q76N89')"
"('P53350', 'O75665')"
"('P21673', 'P22459')"
"('P0DP23', 'P30876')"
"('P02775', 'P51681')"
"('Q5HYI8', 'Q16513')"
"('P60896', 'Q99613')"
"('Q07955', 'Q13573')"
"('P62714', 'P01241')"
"('Q8IZ21', 'P62993')"
"('P62877', 'Q14145')"
"('O75161', 'P07900')"
"('Q13362', 'Q9UPR3')"
"('P48039', 'P29992')"
"('O60573', 'Q8NA61')"
"('A6NCE7', 'O60637')"
"('P10253', 'P17174')"
"('P62820', 'Q9Y3L5')"
"('P62807', 'Q9P258')"
"('Q04724', 'Q9HC29')"
"('P15923', 'P50454')"
"('A8MQ03', 'Q15560')"
"('P43490', 'P12955')"
"('P63010', 'Q2TAY7')"
"('Q12778', 'Q86UR1')"
"('Q9P260', 'O60271')"
"('Q9H1A4', 'Q9H6Y5')"
"('Q9HCE1', 'P82664')"
"('O15259', 'P98161')"
"('Q9P0L0', 'P61421')"
"('O00159', 'P30307')"
"('Q01968', 'Q01082')"
"('Q96RU7', 'Q8NHY2')"
"('Q86YB7', 'Q5SXM8')"
"('P28288', 'O00264')"
"('Q96EQ0', 'Q99650')"
"('Q16531', 'Q96ST3')"
"('O95168', 'Q68CZ1')"
"('Q7Z7H3', 'Q9P209')"
"('P40337', 'P06454')"
"('P23229', 'O00214')"
"('Q00839', 'O60216')"
"('P49137', 'Q07352')"
"('Q15165', 'Q86X52')"
"('Q12933', 'O14879')"
"('Q13620', 'Q06830')"
"('Q99616', 'P32302')"
"('Q6NT76', 'Q92993')"
"('Q9H3R5', 'P84090')"
"('Q8N7C3', 'Q86T24')"
"('Q8N5C8', 'P62979')"
"('Q16850', 'A5X5Y0')"
"('Q5TA78', 'Q5T753')"
"('P40692', 'O15457')"
"('Q6NUQ4', 'P26842')"
"('Q9NX14', 'O00217')"
"('O75716', 'P60369')"
"('Q16643', 'Q9GZQ8')"
"('Q9P127', 'P61326')"
"('Q9NSC5', 'Q9UIG4')"
"('P40692', 'P21675')"
"('P04629', 'Q9BTE3')"
"('P16520', 'Q15759')"
"('P61289', 'O75689')"
"('P42677', 'Q9UKV8')"
"('Q9UNE7', 'P55072')"
"('P19320', 'P31948')"
"('Q86UT5', 'Q13698')"
"('Q3B820', 'Q08379')"
"('P36776', 'O75604')"
"('P07305', 'P05067')"
"('Q9NYU2', 'Q9NRD1')"
"('P04150', 'Q15717')"
"('Q96H55', 'Q9NRR3')"
"('Q99459', 'P63165')"
"('Q13043', 'Q7L7X3')"
"('Q14258', 'P12004')"
"('Q15262', 'Q92626')"
"('Q9NW38', 'Q9BRK4')"
"('Q9UKV0', 'Q9UQL6')"
"('Q96KN7', 'Q96RU7')"
"('O15211', 'P26641')"
"('P82921', 'Q96CW5')"
"('Q5QJE6', 'O75386')"
"('Q9Y6Q6', 'O43318')"
"('P06748', 'Q8IUQ4')"
"('P35626', 'Q8NHB8')"
"('P04629', 'Q16512')"
"('P60953', 'P36897')"
"('Q15906', 'Q9Y4A5')"
"('P05412', 'Q5RKV6')"
"('O60477', 'Q13416')"
"('P04792', 'P09923')"
"('O95166', 'P51659')"
"('O15294', 'Q06330')"
"('Q12906', 'Q16526')"
"('Q5JR59', 'P17036')"
"('Q9NQG1', 'O00555')"
"('P21796', 'P42858')"
"('Q15269', 'Q7Z7A1')"
"('Q9UHD8', 'Q9BZV1')"
"('Q13618', 'Q13158')"
"('P14678', 'P02751')"
"('Q9BRL6', 'P38919')"
"('P56880', 'Q8N6F1')"
"('Q8TAB5', 'Q4VCS5')"
"('O15078', 'Q86VP6')"
"('Q92997', 'Q9P2K1')"
"('Q13643', 'Q9NQL9')"
"('P78549', 'Q9HC36')"
"('Q66LE6', 'Q9BXT2')"
"('Q99962', 'P00488')"
"('O43290', 'P12270')"
"('O43303', 'Q9HCE1')"
"('Q96RD7', 'P63092')"
"('Q5TB80', 'Q6ZMI0')"
"('P43358', 'Q5SW96')"
"('Q6PIW4', 'O14713')"
"('P19022', 'Q92729')"
"('Q8TBK6', 'Q13427')"
"('P49754', 'P09497')"
"('P04637', 'O14576')"
"('Q9BYR8', 'Q6EMK4')"
"('Q9BQ69', 'Q08211')"
"('P17612', 'Q8NH51')"
"('P62714', 'P60510')"
"('P46777', 'P61313')"
"('P41271', 'Q9UMX0')"
"('Q14451', 'Q9UM73')"
"('P21917', 'O14775')"
"('Q07889', 'Q5TCZ1')"
"('Q14168', 'O95166')"
"('Q8IWX8', 'O60504')"
"('Q12778', 'Q9UPW6')"
"('Q9Y4B6', 'P55895')"
"('P17066', 'P07900')"
"('Q9Y316', 'P28300')"
"('P56556', 'P03886')"
"('Q8N163', 'Q9H9E1')"
"('P62995', 'Q13617')"
"('Q13620', 'Q02878')"
"('P06400', 'P83916')"
"('Q96EV8', 'P61923')"
"('Q96M91', 'P36406')"
"('O15265', 'Q8IUQ4')"
"('P11171', 'P62942')"
"('O43790', 'Q14532')"
"('P07196', 'P13646')"
"('Q5T4F7', 'O00744')"
"('P42771', 'P17252')"
"('Q9Y294', 'Q8IUH5')"
"('P04844', 'Q09028')"
"('P0DMU9', 'P04271')"
"('Q8N5U6', 'P54274')"
"('Q96C36', 'Q14676')"
"('Q9NR12', 'P21333')"
"('Q13309', 'Q7L5N1')"
"('Q8NAF0', 'Q5EB52')"
"('P11441', 'O75436')"
"('P07900', 'Q8TEC5')"
"('P46934', 'P49407')"
"('P12755', 'P04637')"
"('Q9UBI6', 'Q01970')"
"('O60551', 'Q8ND25')"
"('Q96KK5', 'Q96DB2')"
"('P52597', 'O95758')"
"('P55209', 'Q5C9Z4')"
"('O00189', 'P84243')"
"('Q16082', 'Q9H3M7')"
"('Q13303', 'Q9H1K1')"
"('P04629', 'P62917')"
"('Q9BYG3', 'P62244')"
"('P33991', 'Q7Z6Z7')"
"('O60264', 'P35226')"
"('P52594', 'Q9NZL4')"
"('P27361', 'P49137')"
"('P20648', 'O15400')"
"('P35244', 'Q02543')"
"('Q96JG8', 'Q8N140')"
"('P51003', 'Q86U42')"
"('Q9Y4B6', 'Q9BV73')"
"('Q9NWB1', 'Q9BX46')"
"('O14686', 'Q15291')"
"('Q13315', 'P49454')"
"('P50990', 'Q99759')"
"('Q8IYI6', 'Q01546')"
"('P50222', 'P55073')"
"('Q9BXM7', 'Q9H300')"
"('Q3SY00', 'Q9Y5V3')"
"('P18621', 'Q9UNX3')"
"('Q49A88', 'Q8NA72')"
"('P50222', 'Q96MM3')"
"('P22626', 'O00425')"
"('P22607', 'Q9Y6I3')"
"('Q9BY41', 'Q16531')"
"('O00213', 'O43719')"
"('P01871', 'Q6PD62')"
"('O75688', 'P48730')"
"('O60566', 'Q8NG31')"
"('Q16831', 'Q9BZX2')"
"('P12931', 'P29320')"
"('P52272', 'Q12986')"
"('Q15173', 'Q9Y698')"
"('P35609', 'P42766')"
"('P05067', 'Q9NQ55')"
"('P04629', 'Q96I24')"
"('Q15011', 'O75808')"
"('O95848', 'Q8TBK6')"
"('Q99727', 'P50281')"
"('P04637', 'O43623')"
"('O00425', 'P30419')"
"('Q9Y337', 'Q86XX4')"
"('Q8IVW4', 'P14373')"
"('A5PLL7', 'Q9UHD1')"
"('Q8IZI9', 'Q00653')"
"('Q9UBB9', 'Q9BWG6')"
"('O75461', 'Q01094')"
"('Q9UBU9', 'Q96F63')"
"('P63167', 'Q9UHF7')"
"('Q9BW85', 'P50222')"
"('Q9NSC5', 'O75604')"
"('O60828', 'P62857')"
"('Q96QU8', 'P00533')"
"('Q14055', 'P18827')"
"('Q7L5N1', 'Q13568')"
"('Q8IWL3', 'Q5T440')"
"('Q9HAU4', 'Q13635')"
"('Q14203', 'Q9Y448')"
"('O75438', 'O95167')"
"('P56182', 'Q8IVT5')"
"('Q8WXE1', 'Q9UJX2')"
"('Q15323', 'O76003')"
"('Q6YN16', 'O95166')"
"('Q9BTX1', 'P49790')"
"('Q9UBN4', 'P35609')"
"('P07437', 'Q96GD4')"
"('P21741', 'Q9NRR5')"
"('Q08AF3', 'P48431')"
"('O15273', 'Q12988')"
"('P48047', 'Q14999')"
"('P05408', 'Q9UMX0')"
"('Q8N5U6', 'O14933')"
"('P04629', 'Q8WU90')"
"('Q08380', 'Q96CS3')"
"('P17568', 'P03915')"
"('Q01664', 'Q96KQ7')"
"('Q13315', 'P31947')"
"('P34897', 'Q8IXQ3')"
"('P60709', 'Q13077')"
"('P14778', 'P51617')"
"('Q9H7Z3', 'Q15287')"
"('P68133', 'Q59H18')"
"('P56385', 'P10588')"
"('P02795', 'Q02127')"
"('Q8IWL3', 'Q08AM6')"
"('Q93009', 'P10071')"
"('Q96KM6', 'Q13330')"
"('Q13277', 'P18206')"
"('Q16637', 'Q9H840')"
"('P07947', 'Q6UB98')"
"('P62195', 'P55036')"
"('P55072', 'P35228')"
"('Q9Y385', 'Q86TM6')"
"('P31040', 'P13612')"
"('Q9BVP2', 'O76071')"
"('P14635', 'P53350')"
"('P43220', 'Q9P0B6')"
"('O43143', 'Q13617')"
"('Q9Y5B8', 'Q9NRM7')"
"('P40933', 'P01589')"
"('O00330', 'P33527')"
"('P54132', 'Q13573')"
"('P15822', 'Q8WVZ9')"
"('P46108', 'O14974')"
"('P57073', 'Q9HB75')"
"('Q96EQ0', 'Q9Y6R4')"
"('Q6ZN17', 'Q00577')"
"('P35998', 'P40227')"
"('O94763', 'Q9NUG6')"
"('Q92905', 'Q9Y3I1')"
"('Q8WYA6', 'Q15428')"
"('Q14974', 'Q9HCK8')"
"('Q96AQ7', 'O60543')"
"('Q9UBU8', 'Q15742')"
"('P35626', 'Q8NH51')"
"('P09017', 'P68400')"
"('Q9NPJ6', 'P35749')"
"('P01106', 'Q8IY57')"
"('Q96FW1', 'O75534')"
"('P40424', 'P31269')"
"('P22362', 'P51684')"
"('P00519', 'P22670')"
"('Q8N448', 'O94827')"
"('P51398', 'P82912')"
"('Q9Y230', 'Q9GZN1')"
"('P42768', 'O14980')"
"('Q13114', 'Q12815')"
"('Q9ULQ1', 'O00165')"
"('Q8N1F8', 'Q7Z2V1')"
"('Q9Y230', 'P16104')"
"('P85298', 'P61587')"
"('P13646', 'Q8IWZ5')"
"('Q92769', 'Q9P0K8')"
"('Q9H7B2', 'Q13601')"
"('P38606', 'P49006')"
"('P17931', 'P42167')"
"('P27708', 'P19838')"
"('Q15554', 'Q9HCC0')"
"('P50991', 'Q96AZ1')"
"('Q04864', 'Q9UJX0')"
"('P61244', 'Q96EK4')"
"('P0DMV8', 'Q8WXB1')"
"('Q9NRG7', 'P36873')"
"('A2RUU4', 'Q5JS37')"
"('Q16363', 'Q6VMQ6')"
"('P49736', 'Q13200')"
"('P42167', 'Q12888')"
"('P62136', 'Q9BZS1')"
"('Q99942', 'Q8IY26')"
"('P10599', 'P18031')"
"('Q9Y6K5', 'Q7L2E3')"
"('Q9BRA0', 'O76083')"
"('Q6ZUT3', 'P54105')"
"('Q9Y3I1', 'Q99436')"
"('Q14790', 'P10275')"
"('Q13451', 'Q8N1E6')"
"('P39019', 'P62841')"
"('Q9UKX5', 'P23229')"
"('P07204', 'P04070')"
"('P43487', 'Q8TCT1')"
"('Q9Y478', 'Q96QV1')"
"('Q8NBT0', 'Q9Y6B7')"
"('P01111', 'P27361')"
"('P10412', 'Q9NPD3')"
"('Q13618', 'P98175')"
"('Q9UIF7', 'P27695')"
"('Q9H0W5', 'Q14671')"
"('O95967', 'Q5T5A8')"
"('P25705', 'O75439')"
"('P41208', 'P48643')"
"('P63172', 'O60884')"
"('O00213', 'P04156')"
"('O75575', 'Q9NRG0')"
"('P29597', 'P16234')"
"('O43678', 'O75489')"
"('Q6NSJ5', 'Q9Y570')"
"('P15170', 'Q13596')"
"('Q92730', 'Q70SY1')"
"('P48065', 'Q04864')"
"('Q9NUQ9', 'Q13126')"
"('Q00535', 'P41236')"
"('Q96SB4', 'Q96LK0')"
"('Q9HCE1', 'Q9BZG8')"
"('Q6ZRV2', 'Q8WVB6')"
"('P37231', 'P17936')"
"('O75147', 'Q00839')"
"('Q8NFW9', 'P51159')"
"('Q14596', 'Q9H2B2')"
"('O00422', 'Q07955')"
"('P46940', 'P63104')"
"('P46926', 'O00625')"
"('P18847', 'Q10586')"
"('P61769', 'P30685')"
"('Q92956', 'Q08211')"
"('Q9BUL8', 'P54105')"
"('P11511', 'P49716')"
"('Q5TDH0', 'O14929')"
"('Q9H832', 'Q9ULK6')"
"('Q13315', 'Q09161')"
"('Q96PU5', 'Q8WV44')"
"('Q96GG9', 'O94889')"
"('P25789', 'P62987')"
"('P60411', 'Q9BYQ2')"
"('Q9UBZ4', 'O94972')"
"('P36578', 'P46781')"
