negatives
"('O95429', 'Q6PL18')"
"('Q6NUS6', 'O15121')"
"('Q7L0Q8', 'P43681')"
"('P62424', 'P62854')"
"('P46781', 'Q9NRX1')"
"('Q9NUL5', 'Q63HR2')"
"('Q9UKV3', 'O75400')"
"('Q13671', 'Q8IX06')"
"('P10082', 'Q12884')"
"('Q07020', 'P49207')"
"('Q00534', 'Q01201')"
"('P24928', 'Q7KZF4')"
"('Q9NYA1', 'Q7Z4W1')"
"('P10451', 'P26006')"
"('Q14999', 'Q9Y265')"
"('Q8NEY8', 'P43243')"
"('P08238', 'Q9H1R3')"
"('Q5T3J3', 'Q99728')"
"('Q3KNV8', 'Q6W2J9')"
"('Q9NVH2', 'Q9UL03')"
"('Q96NC0', 'O14948')"
"('P26373', 'P46783')"
"('Q9Y5J1', 'Q7KZI7')"
"('Q8N2H3', 'P12829')"
"('Q9NZQ3', 'P82933')"
"('Q9UNP9', 'P38919')"
"('O60271', 'P30291')"
"('Q00722', 'Q15599')"
"('P24941', 'Q16667')"
"('O60664', 'P51151')"
"('Q9Y2G2', 'P57730')"
"('P23258', 'P31948')"
"('Q05519', 'Q15366')"
"('Q13469', 'P27348')"
"('Q6FI13', 'Q7Z2G1')"
"('P51668', 'Q9H0M0')"
"('Q99933', 'P39687')"
"('P61247', 'Q15843')"
"('Q9UM22', 'P24592')"
"('P37802', 'Q9Y4K3')"
"('P07766', 'P27986')"
"('P68431', 'Q99873')"
"('Q8TDB6', 'P51668')"
"('Q8TDD1', 'Q9NRC8')"
"('P42336', 'Q9UII2')"
"('Q8IY67', 'O95793')"
"('Q9HAF1', 'P27635')"
"('Q9P0V3', 'O75787')"
"('P05412', 'Q9Y6Q9')"
"('O75031', 'Q8NHY3')"
"('P46940', 'O43847')"
"('P51149', 'P60369')"
"('Q9H4A9', 'Q9BTN0')"
"('P11021', 'P48039')"
"('P53350', 'Q9Y2Z0')"
"('P26373', 'Q9Y5Q9')"
"('Q8IXK0', 'Q06587')"
"('P30491', 'P61769')"
"('Q9NQ88', 'P68036')"
"('Q7L5N1', 'Q8NDI1')"
"('P38432', 'Q16594')"
"('P20849', 'P08572')"
"('Q8IXK0', 'Q9HC52')"
"('Q9BRV8', 'Q8N302')"
"('O00267', 'Q9UMR5')"
"('P04406', 'Q9BSH4')"
"('O60308', 'Q1MSJ5')"
"('Q9Y2Q3', 'Q8N1F7')"
"('Q13882', 'P17987')"
"('Q96MT4', 'Q6PKX4')"
"('P63261', 'Q9NYJ8')"
"('Q8N2Z9', 'Q9NPI8')"
"('Q9UKV8', 'P62280')"
"('Q8NBS9', 'P52209')"
"('P27361', 'P35658')"
"('Q12888', 'Q92785')"
"('Q96CS3', 'Q08380')"
"('P01106', 'Q99729')"
"('Q6UWU4', 'Q9NRD1')"
"('P15976', 'Q09472')"
"('Q5SNT2', 'P20036')"
"('P48200', 'Q9UKA1')"
"('Q9H788', 'A6NC98')"
"('Q3KQV9', 'P21912')"
"('Q8WUM0', 'Q9NRD1')"
"('Q8IVT5', 'Q16537')"
"('Q9Y2K1', 'Q9H6Z9')"
"('Q9Y5S2', 'P81605')"
"('Q5JVL4', 'Q6PF05')"
"('Q01968', 'P49755')"
"('P62263', 'P25398')"
"('Q4G0G5', 'Q9UHD9')"
"('Q9ULV4', 'P11441')"
"('P46109', 'Q5SW79')"
"('O96033', 'P63172')"
"('Q9BXP8', 'Q13485')"
"('P05067', 'Q96FN9')"
"('Q9NVI7', 'Q6ZMQ8')"
"('Q3MII6', 'P60520')"
"('P17302', 'Q9BVA1')"
"('P08631', 'Q13094')"
"('O75155', 'Q9Y275')"
"('Q9UBU9', 'A6NHJ4')"
"('P62714', 'P32121')"
"('Q96S15', 'Q96EE3')"
"('P0DI81', 'P02511')"
"('Q9Y237', 'Q96FW1')"
"('Q99963', 'O75899')"
"('Q86YT6', 'P54132')"
"('P45984', 'Q13042')"
"('Q6IN84', 'Q8TAA5')"
"('P42345', 'Q13501')"
"('P35520', 'Q6UWE0')"
"('Q9NRX2', 'P26373')"
"('Q13200', 'P58340')"
"('Q13255', 'Q12879')"
"('P19320', 'P21912')"
"('Q56UQ5', 'Q8NFW5')"
"('O43683', 'O75474')"
"('Q14181', 'P49642')"
"('Q8N137', 'O95478')"
"('P26012', 'Q9Y490')"
"('Q12933', 'P11142')"
"('P07864', 'P40925')"
"('O00217', 'O95169')"
"('P49137', 'P30307')"
"('P62263', 'Q9HC52')"
"('O95817', 'Q16775')"
"('Q9H467', 'Q12834')"
"('Q9Y2R4', 'Q9BSC4')"
"('Q5T754', 'P05187')"
"('O75475', 'Q01167')"
"('O14519', 'Q13547')"
"('P46108', 'Q9BYB0')"
"('P22694', 'O15143')"
"('O00483', 'P39210')"
"('Q14186', 'P28288')"
"('Q04864', 'Q96NJ5')"
"('P24941', 'P62829')"
"('Q9GZV8', 'O60573')"
"('P38606', 'P11310')"
"('P61221', 'P35998')"
"('Q96KN8', 'Q08379')"
"('Q15185', 'Q15293')"
"('Q9UKJ5', 'Q8NEC5')"
"('P11802', 'O14744')"
"('Q9H147', 'Q9P0K8')"
"('Q8TEW8', 'P31947')"
"('P51784', 'Q96S59')"
"('Q92538', 'O14654')"
"('Q05655', 'Q16658')"
"('Q96H55', 'O60784')"
"('P61006', 'Q7L5Y9')"
"('P34969', 'O14775')"
"('P23258', 'Q99747')"
"('Q99963', 'P52943')"
"('P22234', 'Q15365')"
"('Q6I9Y2', 'Q9UI30')"
"('P14316', 'P05161')"
"('Q9Y287', 'Q75T13')"
"('O95684', 'O00267')"
"('Q9BRK4', 'O43639')"
"('Q9NRC8', 'Q13200')"
"('O75665', 'P49959')"
"('Q92575', 'Q9P0N5')"
"('O95793', 'P06493')"
"('A5YKK6', 'P26651')"
"('Q8N5M1', 'Q99569')"
"('P48431', 'O14770')"
"('O95405', 'Q86X76')"
"('O95400', 'Q04941')"
"('P08865', 'P62266')"
"('Q6ZUS5', 'P37198')"
"('Q96E35', 'Q8TC92')"
"('Q04837', 'Q9Y3B7')"
"('Q12933', 'O15519')"
"('Q96N66', 'Q16659')"
"('P60520', 'Q07020')"
"('P55317', 'O00526')"
"('Q5TAQ9', 'Q92905')"
"('Q6PCT2', 'P14373')"
"('O75444', 'O60264')"
"('Q9H0A6', 'P49810')"
"('Q9NR30', 'P82675')"
"('Q92905', 'Q9NY93')"
"('Q9Y6X2', 'P03372')"
"('P22694', 'Q8NGP0')"
"('Q9HBG4', 'P32246')"
"('Q8IY31', 'Q9UL45')"
"('P54274', 'Q5VT79')"
"('P31040', 'P32121')"
"('Q12905', 'Q9NRC8')"
"('O60260', 'O95140')"
"('P53779', 'P35354')"
"('Q8IXK0', 'Q8TAU3')"
"('Q9BQE3', 'O95834')"
"('Q7KZN9', 'Q6P4A7')"
"('P15336', 'P08253')"
"('O43318', 'Q8N5C8')"
"('Q9Y4C2', 'Q9BV73')"
"('P47755', 'A5YKK6')"
"('P43246', 'Q15645')"
"('P35568', 'O14641')"
"('Q8IUC2', 'Q9H0F5')"
"('P07910', 'P55769')"
"('Q9Y6K9', 'P17066')"
"('P50238', 'P12532')"
"('O95985', 'Q6UY14')"
"('Q96FS4', 'O14640')"
"('Q3B726', 'P32121')"
"('P52333', 'Q92783')"
"('O00567', 'Q9NZC7')"
"('Q12923', 'Q8TEH3')"
"('O60232', 'P78371')"
"('P04198', 'P34947')"
"('P15531', 'O15160')"
"('Q15287', 'Q8IWX8')"
"('Q9Y2X8', 'Q8WVD3')"
"('Q03135', 'Q13021')"
"('Q99496', 'P22087')"
"('P21953', 'Q9UGP5')"
"('P39880', 'Q12778')"
"('O43670', 'P18146')"
"('O75342', 'P19838')"
"('Q9UQ26', 'Q9Y6V0')"
"('P20333', 'P58107')"
"('Q14161', 'Q92888')"
"('Q9Y2I6', 'P62136')"
"('P02452', 'Q13485')"
"('Q14247', 'P49407')"
"('P61604', 'P11171')"
"('Q8IY33', 'Q9Y2X9')"
"('O60493', 'O14964')"
"('Q8N684', 'Q8WUM0')"
"('O75147', 'Q14157')"
"('Q02156', 'P45984')"
"('Q9H2X0', 'Q5T754')"
"('P46776', 'Q13617')"
"('Q86YS3', 'Q5VYK3')"
"('Q9Y2T1', 'O14640')"
"('Q96PU5', 'P12757')"
"('O75306', 'P31040')"
"('P52292', 'P46527')"
"('Q96GE4', 'Q9Y2I6')"
"('Q03135', 'P02786')"
"('Q07912', 'Q15118')"
"('Q12888', 'P47756')"
"('Q8IYB3', 'P48643')"
"('P35226', 'P63261')"
"('P49746', 'P13612')"
"('Q07912', 'P06241')"
"('O15409', 'Q8WXI9')"
"('P12004', 'Q9H410')"
"('P27635', 'P62829')"
"('Q99469', 'Q86XK2')"
"('Q13151', 'P38919')"
"('O95167', 'P51970')"
"('Q5T4B2', 'Q9NW38')"
"('Q8N1F1', 'A8MQ03')"
"('P04629', 'Q8NHQ9')"
"('Q9H4L4', 'P06737')"
"('O15067', 'P26038')"
"('Q9H257', 'Q9Y247')"
"('Q7Z3C6', 'P60410')"
"('O95630', 'Q06124')"
"('P62888', 'P26373')"
"('Q15051', 'Q6ZU80')"
"('P35613', 'Q9BPY3')"
"('P49736', 'P0DP24')"
"('P22681', 'P16871')"
"('Q13470', 'P61981')"
"('Q6ZU80', 'Q5T5Y3')"
"('P17936', 'P02452')"
"('P23443', 'Q15717')"
"('Q96CW5', 'Q15365')"
"('Q53EZ4', 'Q9BQ95')"
"('P46783', 'P20226')"
"('Q8N6T7', 'Q00987')"
"('P36575', 'Q93091')"
"('P48023', 'Q6A162')"
"('O75031', 'A2VCK2')"
"('P31152', 'P01106')"
"('P40189', 'P04626')"
"('Q9NUL7', 'Q16666')"
"('A8MQ03', 'O60896')"
"('Q9P286', 'Q9NR12')"
"('Q9NYS0', 'P25963')"
"('P13798', 'Q15046')"
"('P19438', 'Q6GQQ9')"
"('Q9BV68', 'Q92530')"
"('P21802', 'P22607')"
"('Q70EL2', 'P06312')"
"('O76014', 'Q13515')"
"('Q9UIF9', 'Q9UPN9')"
"('O43609', 'Q9BQ66')"
"('Q8NGN5', 'P38405')"
"('Q92834', 'Q99615')"
"('P04629', 'Q04726')"
"('P60866', 'Q9Y450')"
"('P13984', 'P20226')"
"('O14964', 'Q9BTY7')"
"('P51654', 'P04628')"
"('O75925', 'P05412')"
"('P04264', 'Q13616')"
"('Q09028', 'Q86YT6')"
"('Q9UK17', 'P68363')"
"('Q7RTV0', 'Q9UL18')"
"('P05165', 'P60484')"
"('Q9NQC7', 'Q9UBN7')"
"('P62820', 'Q86TW2')"
"('Q86VP6', 'P36508')"
"('Q09472', 'P40763')"
"('P12956', 'Q07812')"
"('Q14995', 'P51449')"
"('O15287', 'Q14469')"
"('P41219', 'P05412')"
"('Q9Y617', 'O95470')"
"('Q16619', 'Q99062')"
"('P07099', 'Q9H3N1')"
"('Q8N5I2', 'Q9BPX3')"
"('P04004', 'Q05397')"
"('Q96H20', 'Q96G46')"
"('P34931', 'Q8NBT0')"
"('Q9HC77', 'Q9UBN7')"
"('Q13643', 'Q5T749')"
"('P38919', 'Q13618')"
"('Q03112', 'P56545')"
"('P25445', 'Q9H0H0')"
"('P62826', 'P25789')"
"('P21796', 'P22695')"
"('Q16659', 'Q9UQ07')"
"('Q13489', 'Q16695')"
"('P69905', 'P09105')"
"('Q14999', 'P23396')"
"('Q9NUQ8', 'P04629')"
"('Q8IYX8', 'O95257')"
"('P62310', 'Q9Y4Z0')"
"('O60939', 'Q9UPT5')"
"('Q6VAB6', 'Q14318')"
"('Q9NUE0', 'Q01113')"
"('O14530', 'Q99570')"
"('Q99683', 'P04049')"
"('P78423', 'P51684')"
"('O43639', 'Q5T5P2')"
"('P26640', 'P63104')"
"('P32881', 'P52333')"
"('Q01844', 'P35226')"
"('P78371', 'Q13573')"
"('Q13508', 'P53708')"
"('Q16643', 'Q92731')"
"('Q96B02', 'Q13064')"
"('P62333', 'O95433')"
"('P49407', 'P62805')"
"('O43181', 'Q16795')"
"('Q86WU2', 'Q86Y07')"
"('Q9NPB6', 'Q9Y2Z0')"
"('Q9Y282', 'Q16394')"
"('P68032', 'Q9Y5U8')"
"('Q5T160', 'Q13286')"
"('Q99570', 'Q9HCE1')"
"('O14828', 'P15927')"
"('Q9BSW2', 'Q15323')"
"('Q9H6T3', 'P60842')"
"('Q01844', 'P42765')"
"('Q99598', 'O43929')"
"('P60709', 'Q9NPI1')"
"('Q6P597', 'Q86UW9')"
"('O14796', 'Q9UIB8')"
"('Q9C002', 'P09669')"
"('P11802', 'P30153')"
"('P63010', 'Q9UKX7')"
"('P61024', 'Q0VD86')"
"('P53602', 'P63241')"
"('Q5VZK9', 'Q96B97')"
"('Q8N9N5', 'Q8WV93')"
"('P62333', 'P01106')"
"('Q9BXN2', 'P17931')"
"('P07196', 'O75604')"
"('Q8N122', 'Q9BVC4')"
"('P07099', 'P33240')"
"('Q9H2X9', 'Q9UHK0')"
"('Q9Y5J3', 'P15976')"
"('Q9BXY0', 'Q9Y3D0')"
"('Q6VAB6', 'O95619')"
"('Q9NRR4', 'O95347')"
"('Q8TC12', 'Q8WVC6')"
"('O75083', 'Q16082')"
"('O43516', 'O00401')"
"('Q9HBI0', 'P18084')"
"('P04150', 'Q14686')"
"('O14936', 'O14910')"
"('Q6W2J9', 'P51553')"
"('Q9NY65', 'Q9BVA1')"
"('Q13535', 'Q9NVP1')"
"('Q14161', 'O94989')"
"('P46779', 'P62263')"
"('Q9BSM1', 'Q9HC52')"
"('P06213', 'P28347')"
"('Q12884', 'Q7Z6Z7')"
"('Q0ZGT2', 'Q504Q3')"
"('P60981', 'O00159')"
"('P00519', 'P53999')"
"('O75469', 'O75528')"
"('P02786', 'P20963')"
"('P46108', 'Q99504')"
"('O43829', 'Q00536')"
"('Q9Y2V2', 'Q96EP5')"
"('O75964', 'P07550')"
"('P14373', 'O60504')"
"('Q99972', 'Q16775')"
"('Q5T6F2', 'Q9Y2M5')"
"('Q9Y297', 'Q16526')"
"('O95714', 'O95405')"
"('Q13155', 'Q9H0B6')"
"('O95402', 'Q14241')"
"('Q9UGC6', 'Q5T7P2')"
"('Q93097', 'Q9UP38')"
"('Q04724', 'P49703')"
"('Q14289', 'P08238')"
"('P46777', 'P62277')"
"('Q9HCE1', 'O75083')"
"('Q2TB18', 'Q9NY12')"
"('Q8N6T3', 'P04183')"
"('Q15717', 'Q8NEY1')"
"('P06681', 'P0C0L5')"
"('P61604', 'Q13188')"
"('P46108', 'Q99816')"
"('Q14997', 'P48039')"
"('P38159', 'Q9NZM3')"
"('Q5T5M9', 'Q15717')"
"('Q13535', 'O95402')"
"('Q99650', 'P29597')"
"('Q9NXF1', 'Q9C009')"
"('Q9BQS6', 'Q96F07')"
"('Q13573', 'Q9UQ35')"
"('Q9HBG4', 'P10636')"
"('O75940', 'O43395')"
"('Q6ZUM4', 'P60953')"
"('Q9NXR7', 'Q13616')"
"('P05129', 'O60503')"
"('P07437', 'P15336')"
"('P52735', 'P15498')"
"('Q15560', 'P19388')"
"('Q8NGB6', 'P62873')"
"('O15530', 'P27348')"
"('Q9UNN5', 'Q7L5D6')"
"('Q93008', 'Q9UBN7')"
"('P32969', 'P53007')"
"('P49862', 'P35219')"
"('Q9NVE4', 'Q8N6Y0')"
"('Q96CN5', 'P23508')"
"('P60409', 'Q14584')"
"('Q14145', 'Q16236')"
"('Q15287', 'P06702')"
"('Q9NQC3', 'P15927')"
"('Q14683', 'Q9BV68')"
"('Q99728', 'Q7Z2T5')"
"('O14519', 'O76071')"
"('P42702', 'P52333')"
"('P04899', 'P10145')"
"('P29353', 'O94973')"
"('Q13127', 'P62979')"
"('O15198', 'P53582')"
"('Q9Y5B9', 'O15446')"
"('Q9UBL3', 'Q8N257')"
"('Q8WXB1', 'P0DMV8')"
"('P12110', 'P18084')"
"('P04792', 'Q9H6T3')"
"('P57678', 'Q13233')"
"('P01127', 'P07910')"
"('P42345', 'O00303')"
"('Q9H1Y0', 'P23921')"
"('Q86WU2', 'P62888')"
"('Q9H3D4', 'P25705')"
"('Q9H410', 'P29590')"
"('O14775', 'Q01970')"
"('Q99459', 'Q99996')"
"('Q15714', 'O00483')"
"('P23526', 'P49023')"
"('Q15418', 'P30307')"
"('Q15459', 'Q07955')"
"('O15455', 'P08571')"
"('Q14839', 'Q9P2Y4')"
"('Q58EX7', 'P38432')"
"('O95817', 'Q99933')"
"('P78406', 'Q9H4D5')"
"('P45973', 'Q5FBB7')"
"('P08243', 'Q6P3X3')"
"('Q16637', 'P11441')"
"('P25815', 'P55036')"
"('P0DP25', 'P01241')"
"('P68104', 'Q96Q83')"
"('P40337', 'Q96B26')"
"('P63261', 'Q9Y613')"
"('P42677', 'P62753')"
"('Q96KN3', 'Q96RU7')"
"('Q16633', 'Q3SYF9')"
"('Q14697', 'P27797')"
"('O60462', 'P15692')"
"('Q15393', 'O95166')"
"('Q86X27', 'Q08AD1')"
"('Q9BRR6', 'Q86Y82')"
"('Q92956', 'P20618')"
"('Q8NFQ8', 'Q9H0F7')"
"('P62736', 'Q13618')"
"('Q86UQ4', 'P02652')"
"('Q9UHX1', 'Q01167')"
"('Q99543', 'Q9GZS3')"
"('Q8N1B4', 'P04629')"
"('Q96PM5', 'P46527')"
"('Q15466', 'P62508')"
"('O00422', 'Q9UBB4')"
"('P52888', 'P61604')"
"('Q9NRC8', 'P52565')"
"('P49459', 'Q96KM6')"
"('P05067', 'Q9UBE0')"
"('Q9NU53', 'Q10472')"
"('P61006', 'P02786')"
"('Q8TBZ2', 'P40337')"
"('P15531', 'P35226')"
"('Q8N0Y2', 'Q16204')"
"('P11498', 'P11464')"
"('Q9C0B0', 'Q15185')"
"('Q15004', 'P38398')"
"('Q92841', 'Q8WXA9')"
"('P43243', 'Q8IX01')"
"('P35606', 'Q9BW61')"
"('Q9Y399', 'Q92506')"
"('Q9Y4K3', 'P35637')"
"('P07951', 'Q92804')"
"('Q16821', 'P26678')"
"('P27986', 'P60763')"
"('Q13485', 'O15151')"
"('Q9H6K4', 'O43847')"
"('Q8TCT0', 'Q9NS91')"
"('P69905', 'O75147')"
"('P53779', 'P15407')"
"('P35658', 'P26651')"
"('Q9UHP3', 'P14625')"
"('P10644', 'Q15051')"
"('Q9H6X5', 'Q8NA61')"
"('A8MQ03', 'P24278')"
"('P61619', 'O14967')"
"('Q16777', 'Q15573')"
"('P04637', 'O60477')"
"('Q8IY92', 'Q9H6Z9')"
"('P05067', 'Q14444')"
"('Q09472', 'Q99929')"
"('O75689', 'Q05513')"
"('Q96GD3', 'Q96JK9')"
"('Q9H410', 'P53621')"
"('P61313', 'P49407')"
"('Q9NYK5', 'Q12906')"
"('Q6P582', 'Q96SN8')"
"('Q9GZS3', 'Q06124')"
"('P04792', 'P83916')"
"('Q8N5S1', 'P37235')"
"('Q12906', 'P0C0S8')"
"('P54274', 'O14654')"
"('Q9Y3F4', 'P08047')"
"('O43707', 'P26006')"
"('P15391', 'O00329')"
"('P35221', 'Q6DN90')"
"('O15533', 'P01892')"
"('Q04864', 'Q9Y6H1')"
"('Q13546', 'Q9Y4K3')"
"('Q92614', 'P14649')"
"('P45984', 'P19793')"
"('P13639', 'O60566')"
"('P55265', 'O14862')"
"('Q99614', 'P61960')"
"('Q96F86', 'P26651')"
"('P21810', 'P01375')"
"('Q16695', 'Q99733')"
"('P07437', 'Q9UQE7')"
"('Q13838', 'O43396')"
"('A1L0T0', 'Q9H8V3')"
"('P63092', 'P23786')"
"('O43918', 'P62877')"
"('P50990', 'Q9HBY8')"
"('B5ME19', 'P62854')"
"('B2RUY7', 'Q8IUC1')"
"('P31040', 'O75489')"
"('Q9UP83', 'Q12952')"
"('P10721', 'Q9HBL0')"
"('Q5SW79', 'P48729')"
"('Q9P0U3', 'O95714')"
"('O75436', 'O43865')"
"('Q12824', 'Q99626')"
"('Q13616', 'Q14498')"
"('O15119', 'Q15717')"
"('Q13107', 'O60573')"
"('Q7Z6Z7', 'P34932')"
"('P41134', 'P15172')"
"('Q15631', 'Q9UBQ0')"
"('Q9Y265', 'P08473')"
"('O75147', 'Q99459')"
"('Q13347', 'P24941')"
"('O95833', 'Q9H079')"
"('Q14019', 'Q9UK76')"
"('P05067', 'Q9HC62')"
"('Q9Y4P8', 'O60238')"
"('Q9BV99', 'Q15645')"
"('A6NIX2', 'O95835')"
"('Q32MH5', 'Q9Y2D8')"
"('Q92796', 'Q9NVX7')"
"('Q13616', 'P62857')"
"('Q9BYR9', 'Q9P0T4')"
"('P53611', 'P62070')"
"('Q06830', 'Q9NR45')"
"('Q9NU23', 'Q9BYD1')"
"('Q9Y4L5', 'P62837')"
"('Q12874', 'P43243')"
"('O75494', 'Q92542')"
"('Q5S007', 'P42684')"
"('P19838', 'P19875')"
"('Q9HCK1', 'P48431')"
"('Q99757', 'Q9BT25')"
"('Q9Y487', 'O00214')"
"('P22830', 'O00264')"
"('Q5TEC3', 'P60409')"
"('P04637', 'P16070')"
"('Q5VZM2', 'P12277')"
"('Q9ULB1', 'O43166')"
"('Q9NQ25', 'P20794')"
"('Q9NRD1', 'Q14683')"
"('Q9UL45', 'Q96BD8')"
"('P08243', 'P61221')"
"('P41235', 'P45983')"
"('Q13418', 'P49327')"
"('Q9NPD3', 'Q9UI10')"
"('P25786', 'P51946')"
"('Q92934', 'Q13153')"
"('Q92769', 'O43809')"
"('Q16630', 'Q6IN85')"
"('Q16352', 'Q969X5')"
"('P46937', 'Q06830')"
"('Q9UBX2', 'Q00839')"
"('P13473', 'Q01844')"
"('P20618', 'O95817')"
"('P39019', 'Q8NC51')"
"('O75376', 'P25942')"
"('P42694', 'Q8NDN9')"
"('P12034', 'P29317')"
"('Q96HC4', 'P57060')"
"('P30968', 'Q02410')"
"('P19320', 'P26010')"
"('O43586', 'P05408')"
"('Q92542', 'O43156')"
"('P57075', 'P35520')"
"('Q9BTM1', 'O95831')"
"('Q05513', 'P16070')"
"('Q15785', 'Q99615')"
"('P01106', 'Q96S65')"
"('O60232', 'Q9UHD9')"
"('O15321', 'P15313')"
"('Q12888', 'Q9UJX2')"
"('P61457', 'Q13936')"
"('Q15022', 'O94972')"
"('P62906', 'Q96QD9')"
"('O75530', 'Q13642')"
"('P49821', 'Q14197')"
"('Q16513', 'P41208')"
"('Q66GS9', 'Q96SK2')"
"('Q5JWF2', 'P00533')"
"('P78314', 'P02787')"
"('Q53EQ6', 'Q86WV1')"
"('Q96JN0', 'P48643')"
"('P62318', 'Q9UQ35')"
"('Q5U5X8', 'Q9UBE8')"
"('Q15034', 'Q9UBU9')"
"('P49736', 'O43175')"
"('O95168', 'P51970')"
"('P48431', 'Q9UHB9')"
"('Q96T76', 'Q8IU60')"
"('O95782', 'P15927')"
"('Q92569', 'Q9Y383')"
"('Q9P258', 'P24941')"
"('P14635', 'Q08050')"
"('Q504Q3', 'Q9UKS6')"
"('P21912', 'O95139')"
"('O75054', 'Q9H2C0')"
"('P35558', 'Q9NQX3')"
"('Q8TCT0', 'P0C853')"
"('Q8NCA9', 'Q63ZY3')"
"('Q13510', 'Q6PD74')"
"('Q9H2P0', 'Q99848')"
"('P60409', 'Q8NAP3')"
"('O43175', 'Q13043')"
"('O14980', 'Q9BQ90')"
"('Q15287', 'P35637')"
"('O43825', 'O94829')"
"('Q9BRP8', 'P62266')"
"('Q15022', 'Q9GZV8')"
"('Q9UHV7', 'O75157')"
"('Q9H6Y5', 'Q9Y315')"
"('Q14164', 'O14920')"
"('P62913', 'Q9BV73')"
"('P07900', 'Q96PH1')"
"('Q15717', 'P09131')"
"('P07992', 'Q8IY92')"
"('P60510', 'Q7Z2T5')"
"('P22694', 'Q8NH70')"
"('Q06265', 'P25787')"
"('P28799', 'O60563')"
"('Q9P2Y5', 'Q9P253')"
"('O15379', 'O43889')"
"('P55209', 'P69905')"
"('Q9HCE7', 'Q8WWY3')"
"('O75446', 'Q9UK53')"
"('P57052', 'Q9BWU0')"
"('Q13315', 'P40425')"
"('P00533', 'P17931')"
"('P19784', 'Q9H2G4')"
"('P07339', 'P28482')"
"('Q92630', 'O15066')"
"('P30050', 'Q13616')"
"('Q16849', 'Q13332')"
"('P62987', 'Q13114')"
"('Q16643', 'Q00610')"
"('P25789', 'P28062')"
"('Q9Y375', 'Q9Y2R0')"
"('Q969G2', 'O43422')"
"('Q99816', 'O43707')"
"('O94875', 'P46940')"
"('Q16718', 'Q6NUS6')"
"('P28908', 'P41182')"
"('P50914', 'P32969')"
"('Q8TBF8', 'Q9UBB9')"
"('Q96G74', 'Q1L5Z9')"
"('Q9Y5A6', 'Q3MJ62')"
"('Q6XUX3', 'P42331')"
"('P05014', 'Q9HBE5')"
"('O00267', 'Q9NZN9')"
"('P40337', 'Q92769')"
"('Q9Y6Q9', 'Q12968')"
"('P22736', 'P40337')"
"('Q96DB2', 'Q8IXH7')"
"('Q9Y224', 'Q96GG9')"
"('Q6SZW1', 'Q15388')"
"('P07996', 'P01137')"
"('P31749', 'A8MVU1')"
"('P22694', 'O43869')"
"('Q6ZVT0', 'Q6A162')"
"('Q9UMX0', 'Q8IW45')"
"('Q8IV04', 'Q8IUC0')"
"('Q6DD88', 'Q9Y5W7')"
"('P62837', 'Q9H0A0')"
"('Q8N5F7', 'Q01081')"
"('Q15370', 'Q9UHY1')"
"('Q96CB9', 'P58012')"
"('P35453', 'Q9UNA3')"
"('Q6L8G9', 'Q9BYQ3')"
"('P60866', 'P83731')"
"('Q9NRD1', 'P11117')"
"('Q92769', 'O94776')"
"('Q5QGZ9', 'O14653')"
"('Q15287', 'P62277')"
"('P27361', 'Q9NYA1')"
"('Q9H6Y2', 'Q9P2K1')"
"('P16989', 'Q92905')"
"('Q9UPN4', 'P62714')"
"('P62841', 'Q7L622')"
"('Q01955', 'P26010')"
"('P34947', 'Q9Y2T2')"
"('P45880', 'P21796')"
"('Q9NRC8', 'Q9HCS7')"
"('P39900', 'P09341')"
"('O75044', 'Q15678')"
"('P06493', 'P49915')"
"('P36776', 'Q9H0A6')"
"('P62136', 'Q8WXS5')"
"('O14949', 'Q9UM00')"
"('Q9Y3T9', 'Q9Y2R4')"
"('Q05BQ5', 'Q9NPF5')"
"('Q9UHD8', 'Q99459')"
"('O15155', 'Q8IZU0')"
"('P49116', 'Q9HBE1')"
"('P13637', 'P62820')"
"('Q659A1', 'P01859')"
"('A8MQ03', 'P16860')"
"('Q8TAP8', 'Q9NPI6')"
"('P14866', 'Q9H2P9')"
"('Q08211', 'P11387')"
"('P05067', 'Q8N2M8')"
"('P26651', 'Q9H9Z2')"
"('Q7L2J0', 'P67870')"
"('Q8N5S9', 'P84243')"
"('Q9NPJ8', 'P14618')"
"('P52272', 'P48634')"
"('Q09666', 'P54577')"
"('O14976', 'Q13470')"
"('Q8IWB4', 'P81534')"
"('P23526', 'P98082')"
"('P08151', 'Q86V81')"
"('Q13485', 'Q13642')"
"('O00214', 'A1A5C7')"
"('Q9NRD5', 'Q96DX7')"
"('Q9BXC9', 'Q93062')"
"('P40337', 'Q99832')"
"('Q15527', 'Q00613')"
"('P05120', 'Q9H0R8')"
"('Q92956', 'Q9NZL4')"
"('P02768', 'Q9UPM8')"
"('O14641', 'Q01974')"
"('Q9H6R4', 'O43818')"
"('Q9UM11', 'P25054')"
"('P19838', 'P05165')"
"('Q7Z6E9', 'P49760')"
"('Q15910', 'P42704')"
"('P04843', 'P40227')"
"('Q92905', 'O14974')"
"('P13716', 'O60684')"
"('Q9UKV8', 'Q9UIK5')"
"('O75475', 'Q15050')"
"('P02751', 'Q8WXE9')"
"('Q9NTZ6', 'P02751')"
"('Q15125', 'Q9H244')"
"('O15164', 'Q99496')"
"('O94888', 'O95071')"
"('Q9UBS0', 'Q16576')"
"('Q9H1I8', 'Q8NBT2')"
"('Q9UET6', 'O43242')"
"('Q12834', 'P62829')"
