negatives
"('P38606', 'Q96MW5')"
"('A1A5D9', 'Q6P597')"
"('Q14980', 'P06748')"
"('P22626', 'P26368')"
"('O60260', 'P00387')"
"('P51397', 'P42345')"
"('Q15717', 'Q9BWM7')"
"('Q9UHA4', 'Q9HD33')"
"('P08195', 'Q9BXB1')"
"('Q86X19', 'Q10567')"
"('Q14206', 'Q15369')"
"('P53801', 'Q9BXN2')"
"('Q6W2J9', 'Q9Y6G9')"
"('P49411', 'P62847')"
"('Q53HC9', 'P62829')"
"('Q13330', 'Q92560')"
"('Q8WXC6', 'Q9C0B0')"
"('Q9Y4B6', 'O95835')"
"('P14923', 'Q9GZV5')"
"('O75531', 'P15313')"
"('Q17RF5', 'Q9UHD9')"
"('P10275', 'Q8N5H7')"
"('Q9P0W2', 'Q9P2K3')"
"('P16234', 'Q96SB4')"
"('P55072', 'P13861')"
"('Q9BQ48', 'Q9BYD6')"
"('Q96DB2', 'Q9UBB9')"
"('P28066', 'Q86TM6')"
"('P35637', 'Q9UBE0')"
"('Q9BTW9', 'Q9UBQ0')"
"('Q3ZCM7', 'Q9H2C0')"
"('O95139', 'P51970')"
"('Q9Y3E7', 'Q7LBR1')"
"('P18146', 'Q12772')"
"('Q16635', 'O75197')"
"('P12931', 'Q9BX66')"
"('P39019', 'P63220')"
"('P16220', 'P07864')"
"('P18206', 'Q9H3Z4')"
"('P05106', 'P14555')"
"('Q9Y343', 'Q969R8')"
"('O43175', 'O75503')"
"('Q96S44', 'Q9NPF4')"
"('P25788', 'P49642')"
"('P30450', 'Q9Y678')"
"('Q9H4B6', 'Q13043')"
"('P55064', 'Q15323')"
"('P03891', 'O43674')"
"('Q13616', 'Q9H2X6')"
"('P43686', 'Q9BRP4')"
"('Q9Y376', 'P54619')"
"('Q5U651', 'O43679')"
"('P21266', 'Q008S8')"
"('P29353', 'P00403')"
"('O43633', 'Q13144')"
"('P61247', 'O95793')"
"('Q15717', 'Q96KR1')"
"('P50395', 'Q6IQ23')"
"('O14775', 'Q13200')"
"('Q13418', 'Q9NPH0')"
"('P51955', 'P62136')"
"('Q9UJM3', 'P05165')"
"('Q96HB5', 'O75031')"
"('Q9P2K3', 'Q9UJV3')"
"('Q9BVA0', 'Q9Y266')"
"('Q9H0J9', 'Q99496')"
"('P01700', 'P01857')"
"('O43264', 'O14777')"
"('P21912', 'Q9BYC9')"
"('Q9HC77', 'P18627')"
"('Q9BY32', 'P30740')"
"('Q13761', 'P25440')"
"('Q96M98', 'Q8N4N3')"
"('P24723', 'Q8N9N5')"
"('P28066', 'O60437')"
"('Q9BYV2', 'P26196')"
"('P43115', 'Q14232')"
"('Q7L5D6', 'P04629')"
"('Q8WXH2', 'P62136')"
"('Q969S8', 'Q7L7L0')"
"('O43711', 'Q7Z401')"
"('P54652', 'P36873')"
"('Q9NVA2', 'O75380')"
"('P62314', 'Q9NZC7')"
"('Q8N6T3', 'P41220')"
"('P62826', 'O60684')"
"('P62280', 'B5ME19')"
"('Q12888', 'Q9UJX6')"
"('Q9BWU1', 'Q15648')"
"('Q86X19', 'Q5VW38')"
"('Q08379', 'Q15561')"
"('Q9H2X0', 'P18075')"
"('P11802', 'P15923')"
"('O94822', 'Q9HBV2')"
"('Q00839', 'P22087')"
"('P78527', 'Q13045')"
"('O15320', 'Q8IWL3')"
"('Q13619', 'P16403')"
"('O75317', 'Q53GS9')"
"('O75558', 'Q96MY7')"
"('P17024', 'Q68D86')"
"('P09471', 'P04899')"
"('P04629', 'Q15386')"
"('Q99519', 'P22459')"
"('P13612', 'P46781')"
"('Q969G3', 'P63261')"
"('Q92481', 'Q96RK1')"
"('P31943', 'Q9BQ52')"
"('Q00534', 'O15234')"
"('P23511', 'Q16514')"
"('Q93009', 'P55055')"
"('Q9UBX1', 'O15392')"
"('O00471', 'Q13586')"
"('P52732', 'Q5VVJ2')"
"('Q9P2P5', 'P04637')"
"('P00338', 'P55263')"
"('O75347', 'Q96FW1')"
"('P11717', 'P51148')"
"('O75015', 'P24071')"
"('Q8NFH3', 'Q99567')"
"('P16220', 'P09016')"
"('Q5RKV6', 'Q9P0J0')"
"('Q8IZD4', 'Q96IK1')"
"('P41236', 'Q13564')"
"('P05141', 'P04629')"
"('P34897', 'Q9Y239')"
"('P05129', 'Q3MJ16')"
"('O95967', 'Q9NRQ2')"
"('P42677', 'P63220')"
"('O43175', 'Q13595')"
"('O75525', 'Q6ZVK8')"
"('Q96HN2', 'Q99697')"
"('P08670', 'Q99757')"
"('P08238', 'P10398')"
"('P62979', 'P05386')"
"('P08238', 'Q96QP1')"
"('Q9H2J4', 'P50990')"
"('P01106', 'Q63HR2')"
"('O95782', 'O14980')"
"('Q96CW5', 'O60488')"
"('Q9NS91', 'Q93009')"
"('O94913', 'Q16630')"
"('P19838', 'P35354')"
"('P07900', 'Q9UIM3')"
"('Q9H6J7', 'Q9NRR5')"
"('Q5FBB7', 'P53350')"
"('P17676', 'Q15717')"
"('P15923', 'P55036')"
"('Q9Y3Y2', 'O15259')"
"('O76003', 'Q6UY14')"
"('Q01831', 'P23025')"
"('Q16659', 'Q01196')"
"('Q04759', 'P35236')"
"('P50150', 'P53779')"
"('Q6NUQ1', 'Q92878')"
"('Q9H492', 'P13861')"
"('Q96IX5', 'P11441')"
"('P11171', 'P01298')"
"('Q9NQW6', 'Q9BSK4')"
"('P25098', 'P23945')"
"('Q9HA65', 'Q9BPW8')"
"('P08727', 'Q7RTS7')"
"('P41182', 'Q9UL17')"
"('Q9BT92', 'P19012')"
"('Q9H492', 'Q5VTL8')"
"('P35244', 'Q460N5')"
"('Q92930', 'O95758')"
"('P05067', 'Q8TAZ6')"
"('Q96NL6', 'Q8NDC0')"
"('P50221', 'P50402')"
"('Q9BWG6', 'Q6PI77')"
"('Q99832', 'O60232')"
"('Q15046', 'P84098')"
"('P38936', 'P08138')"
"('O95500', 'P56856')"
"('Q8TDR0', 'Q12962')"
"('O14744', 'Q03001')"
"('P04075', 'P05062')"
"('P84103', 'O14646')"
"('Q8NCL4', 'Q9Y3D8')"
"('Q12904', 'P05412')"
"('P04053', 'Q9UMS4')"
"('O95257', 'P29622')"
"('Q96PU5', 'Q9Y4G8')"
"('Q9NXG2', 'P14921')"
"('P04629', 'O14744')"
"('P43351', 'P68104')"
"('P13647', 'O00459')"
"('Q99661', 'Q6ZW49')"
"('P84243', 'Q15022')"
"('O14980', 'Q12857')"
"('Q96LL9', 'O95182')"
"('O00203', 'P59780')"
"('P33993', 'Q92905')"
"('Q92785', 'Q12888')"
"('Q96NG8', 'Q96NY8')"
"('Q8IUF1', 'O43301')"
"('P12830', 'O15105')"
"('Q14999', 'P15924')"
"('P32969', 'O43660')"
"('O60493', 'P16333')"
"('O95561', 'Q9UGP4')"
"('Q9UJX4', 'Q9UPP1')"
"('Q9Y2K5', 'P31946')"
"('Q6P1J9', 'Q7L523')"
"('Q13107', 'Q16637')"
"('P01106', 'P61073')"
"('P24071', 'P12314')"
"('Q8WYH8', 'Q9NS73')"
"('Q9H6R7', 'Q9Y265')"
"('Q14657', 'Q9NZT2')"
"('P17987', 'Q93008')"
"('P06748', 'Q8N4Q1')"
"('O95295', 'A1L4K1')"
"('P39023', 'Q92597')"
"('P27348', 'Q13310')"
"('P27635', 'Q9HAF1')"
"('Q9P1Z2', 'P46934')"
"('Q8NGL3', 'O60262')"
"('P54257', 'Q15388')"
"('Q02878', 'Q13618')"
"('Q5VWG9', 'Q15542')"
"('Q6EMK4', 'Q05519')"
"('O75031', 'Q8NE01')"
"('Q9Y4K3', 'P48556')"
"('Q07157', 'P07437')"
"('P00533', 'Q9NRD1')"
"('Q3KPI0', 'P11362')"
"('Q92616', 'Q8WWX0')"
"('P61421', 'P17568')"
"('Q9BPZ7', 'Q9ULJ3')"
"('P49207', 'P60520')"
"('P78344', 'O00303')"
"('Q08211', 'Q01130')"
"('O00487', 'P61289')"
"('Q05682', 'P35579')"
"('Q92692', 'Q8TEW0')"
"('Q14451', 'O43257')"
"('Q13535', 'Q9BVJ6')"
"('O60307', 'P20042')"
"('B2RNN3', 'P0C862')"
"('Q14093', 'P23508')"
"('Q13185', 'O60879')"
"('P04908', 'P56524')"
"('Q96N16', 'Q9UHR6')"
"('P61353', 'Q9NY93')"
"('P24941', 'P35222')"
"('P12270', 'O00422')"
"('P25054', 'P01876')"
"('Q8IX12', 'O95400')"
"('Q07627', 'Q9BYR9')"
"('P40763', 'P26358')"
"('Q96D46', 'Q06210')"
"('Q8N3U4', 'Q9UJ98')"
"('Q14192', 'Q9UBR4')"
"('Q15637', 'Q86UK7')"
"('O14776', 'P18146')"
"('Q06609', 'P35749')"
"('Q15172', 'P31314')"
"('O95793', 'Q92572')"
"('P04406', 'P38936')"
"('O43559', 'P27658')"
"('Q12982', 'O43889')"
"('P17947', 'Q9NNX6')"
"('Q9NUX5', 'Q9H816')"
"('Q92569', 'O76041')"
"('Q8TEP8', 'Q5BJF6')"
"('P05412', 'Q92922')"
"('P61956', 'Q09472')"
"('Q9UFG5', 'O95678')"
"('Q8TAD8', 'O60508')"
"('Q70Z35', 'Q7Z6Z7')"
"('Q8IY92', 'Q8WWY3')"
"('P10828', 'P24385')"
"('P05412', 'P35268')"
"('P62249', 'Q5TC82')"
"('P36578', 'P62945')"
"('Q9Y2A9', 'Q86WK6')"
"('A6NH00', 'P38405')"
"('Q70UQ0', 'Q7Z7H5')"
"('P48431', 'P19784')"
"('Q9BPY3', 'O75344')"
"('Q5T447', 'Q15003')"
"('Q9BYD6', 'Q9NRX2')"
"('P62191', 'P55036')"
"('Q14112', 'P32249')"
"('O14964', 'Q7Z3B4')"
"('O14908', 'P49795')"
"('Q96GC5', 'Q8IVT5')"
"('Q14584', 'P60369')"
"('I6L899', 'Q96IP4')"
"('P52701', 'P25490')"
"('P56545', 'O75362')"
"('Q99661', 'Q96K58')"
"('P27707', 'P30520')"
"('Q15424', 'Q86VM9')"
"('O14827', 'Q15788')"
"('Q13895', 'Q13155')"
"('Q14694', 'Q5D1E8')"
"('O95503', 'Q9NZI8')"
"('A8MV81', 'Q15560')"
"('Q13136', 'O60941')"
"('Q9NQT8', 'Q9NXE8')"
"('Q9ULV5', 'Q9Y2Z0')"
"('P14625', 'P00533')"
"('P49768', 'P35408')"
"('P08100', 'P25686')"
"('Q9BYR8', 'Q9BXF9')"
"('P23634', 'Q8TCT9')"
"('Q8N2W9', 'Q15796')"
"('Q92841', 'Q9BV73')"
"('P09012', 'Q93034')"
"('Q13432', 'Q8TF65')"
"('Q15797', 'Q9UJW3')"
"('Q9UET6', 'O75844')"
"('P54578', 'Q9Y371')"
"('P14635', 'P24941')"
"('O00410', 'P62750')"
"('Q9HCH5', 'P09651')"
"('P06748', 'P62701')"
"('P23109', 'O95166')"
"('Q9GZL7', 'P49903')"
"('P15311', 'Q15717')"
"('P49754', 'P08238')"
"('O43765', 'Q96FW1')"
"('O00303', 'P68104')"
"('P26715', 'O95452')"
"('Q6PIL6', 'Q16552')"
"('P49792', 'O75643')"
"('O60684', 'P22087')"
"('Q3SY84', 'Q2M2I5')"
"('O95433', 'P62333')"
"('Q13586', 'Q96GX1')"
"('P41214', 'P12081')"
"('P45984', 'Q12933')"
"('O14810', 'P62937')"
"('Q92731', 'Q9H0A0')"
"('P18146', 'Q9UKV0')"
"('P49418', 'O14964')"
"('P43686', 'P60900')"
"('P46060', 'Q92614')"
"('P53350', 'P46934')"
"('P47755', 'Q6IQ23')"
"('P04629', 'P78371')"
"('Q9NYF5', 'P62258')"
"('Q9BYJ4', 'P51948')"
"('P23588', 'O60678')"
"('Q96SR6', 'Q13263')"
"('P12004', 'Q9GZQ8')"
"('Q9Y6H1', 'Q12849')"
"('P27694', 'Q9Y446')"
"('P49642', 'Q9Y230')"
"('O75056', 'Q14247')"
"('Q8WUK0', 'Q9UJZ1')"
"('P23771', 'Q11130')"
"('O00625', 'P23528')"
"('Q9Y5S9', 'Q92620')"
"('O14964', 'Q96HW7')"
"('Q8TBB1', 'Q9Y250')"
"('Q07889', 'Q9UKS6')"
"('Q9UIG0', 'P11473')"
"('Q8N1B4', 'Q9NVH1')"
"('Q96C00', 'Q8TAD8')"
"('Q9H2X6', 'Q92793')"
"('Q9Y3E0', 'P27105')"
"('P52597', 'Q96GG9')"
"('P62136', 'Q9UKF6')"
"('Q6UWR7', 'Q92990')"
"('P61160', 'O75787')"
"('Q9NYK5', 'Q13405')"
"('Q96A35', 'Q9BZE1')"
"('O14503', 'Q12873')"
"('P62140', 'P78332')"
"('P09972', 'Q99714')"
"('O15392', 'P55211')"
"('Q96DE5', 'O75031')"
"('P04808', 'Q9Y252')"
"('P28749', 'P43364')"
"('P56279', 'Q0VD86')"
"('P49407', 'Q8NG84')"
"('P04792', 'Q96FC7')"
"('Q5T4S7', 'O94888')"
"('P62937', 'Q9BTM1')"
"('Q15750', 'P53778')"
"('Q5T9L3', 'P41143')"
"('O14757', 'Q12888')"
"('Q12905', 'Q9NRX2')"
"('P46939', 'Q6PJG9')"
"('P0DP23', 'Q99459')"
"('Q92844', 'P62158')"
"('Q07912', 'Q9NYZ3')"
"('P82912', 'P62266')"
"('Q00005', 'O60359')"
"('O43293', 'Q8TDR4')"
"('Q96SQ5', 'Q8WV44')"
"('P12931', 'Q05513')"
"('P27348', 'Q8WYL5')"
"('Q15648', 'O95377')"
"('Q96A35', 'Q02224')"
"('P61964', 'Q99877')"
"('Q9Y3C5', 'Q969T4')"
"('Q9NRY4', 'P04629')"
"('P23258', 'P62241')"
"('Q96PV7', 'P49841')"
"('Q00839', 'Q15397')"
"('P49716', 'Q13547')"
"('Q96BI3', 'Q14469')"
"('O75936', 'Q14571')"
"('Q13535', 'O60245')"
"('Q96H55', 'Q76I76')"
"('Q13618', 'Q9HCJ0')"
"('Q99962', 'Q9Y5K6')"
"('P03372', 'P04406')"
"('Q7Z3S9', 'Q9H6L2')"
"('P38919', 'Q9Y2W1')"
"('P78527', 'Q03112')"
"('P46778', 'P18621')"
"('Q13507', 'Q14573')"
"('P37840', 'P10636')"
"('Q9BU20', 'P12268')"
"('P68400', 'P31947')"
"('P03372', 'Q9Y2X3')"
"('Q9BT92', 'Q13619')"
"('Q96LK0', 'O95684')"
"('P55769', 'Q12789')"
"('P21333', 'P60033')"
"('P27694', 'Q04323')"
"('Q13188', 'Q96IK5')"
"('Q15796', 'O00231')"
"('Q96T91', 'Q8WXG9')"
"('Q96DA0', 'P12830')"
"('Q8IYF3', 'Q8N443')"
"('P23229', 'P0DP23')"
"('P63173', 'P50914')"
"('Q9BWT7', 'Q5TAP6')"
"('Q9H492', 'Q15025')"
"('P51668', 'P50613')"
"('O75575', 'Q9P287')"
"('Q9UKN8', 'O75530')"
"('P29218', 'Q9BW91')"
"('P08670', 'Q5RL73')"
"('Q07955', 'O60508')"
"('P31749', 'P19174')"
"('P05067', 'Q6MZN7')"
"('Q99880', 'Q96A08')"
"('Q8N1W1', 'Q13148')"
"('Q8WUN7', 'P02814')"
"('P34932', 'P37840')"
"('Q9NUP9', 'Q9UM82')"
"('Q96RI1', 'P68431')"
"('Q15554', 'Q9P2F6')"
"('O15131', 'P34896')"
"('P62847', 'P62424')"
"('O60216', 'Q16531')"
"('Q96JH7', 'O95922')"
"('Q86W50', 'Q7L2J0')"
"('P15170', 'Q96P09')"
"('Q9H211', 'Q9UNN5')"
"('Q5T124', 'Q9NYB9')"
"('Q9NPC4', 'Q5VST6')"
"('Q96FW1', 'P09936')"
"('O00635', 'P40937')"
"('P54577', 'P03372')"
"('Q92905', 'Q9ULG6')"
"('Q15018', 'O15084')"
"('Q9Y6K9', 'Q16643')"
"('P05019', 'P35968')"
"('P54136', 'P19320')"
"('O75190', 'Q9H5X1')"
"('P51687', 'Q0VD86')"
"('P61289', 'Q8TF50')"
"('Q9UL18', 'P36542')"
"('P21333', 'P10242')"
"('Q9H063', 'P30281')"
"('O75608', 'P55809')"
"('Q9UHK0', 'P08247')"
"('P62310', 'P19320')"
"('P49821', 'Q9P0J0')"
"('P17947', 'P09874')"
"('P63261', 'Q96GM5')"
"('P60520', 'Q9NR30')"
"('P04637', 'P61086')"
"('Q13465', 'Q15797')"
"('Q6IA86', 'Q9BRP4')"
"('P19320', 'P32322')"
"('P47929', 'Q04837')"
"('Q9UQL6', 'O43593')"
"('Q13409', 'P68366')"
"('Q96KP4', 'P09622')"
"('P48745', 'Q96KP6')"
"('O95166', 'Q2NL82')"
"('Q15034', 'P22392')"
"('Q9ULJ7', 'Q9HCE7')"
"('P40855', 'P07919')"
"('O43422', 'O76076')"
"('Q6YN16', 'Q14164')"
"('Q9UKB1', 'Q9BVQ7')"
"('Q00534', 'Q6UB98')"
"('Q8NBS9', 'P27348')"
"('Q92831', 'P68431')"
"('Q01844', 'Q03426')"
"('O95573', 'P07948')"
"('Q9Y2L8', 'Q96J01')"
"('O75800', 'Q9ULT6')"
"('Q13884', 'Q14149')"
"('O15516', 'P61244')"
"('P35251', 'P12956')"
"('P11586', 'P41219')"
"('P57078', 'Q9BW72')"
"('Q9UBE8', 'Q8N3Y7')"
"('Q96R05', 'Q96JZ2')"
"('P17612', 'P61586')"
"('Q9BSJ6', 'Q6A162')"
"('P22736', 'Q9Y2T1')"
"('Q15382', 'Q13535')"
"('O75969', 'P13861')"
"('P46379', 'Q9NPY3')"
"('P19320', 'Q9NVP1')"
"('Q8IXH7', 'P14854')"
"('P42025', 'Q9H2J4')"
"('Q9UBB5', 'Q92769')"
"('Q6ZUS5', 'O60341')"
"('Q5UIP0', 'Q15047')"
"('P78347', 'Q9UI95')"
"('Q14160', 'Q9BT09')"
"('P36969', 'P21796')"
"('P27635', 'O95816')"
"('Q12931', 'Q9P209')"
"('Q9Y2Y4', 'Q15723')"
"('Q15654', 'Q9HBW0')"
"('P49286', 'Q14204')"
"('P19438', 'Q8N752')"
"('P17612', 'Q03135')"
"('Q9BTM1', 'O95831')"
"('P22612', 'Q8NGL0')"
"('Q9NP92', 'Q9BYD6')"
"('O14965', 'Q9BXL5')"
"('Q8IYS1', 'O14924')"
"('O60271', 'Q9UQE7')"
"('Q9H165', 'Q9Y6X2')"
"('Q9NXV6', 'O14979')"
"('P06401', 'P38936')"
"('O14543', 'Q9NP31')"
"('O00213', 'Q8TF74')"
"('P62140', 'Q8TDG2')"
"('Q9BQ75', 'P21453')"
"('O43294', 'P49023')"
"('O14975', 'P27348')"
"('P63208', 'Q93034')"
"('Q4VC31', 'Q9Y3D7')"
"('Q16629', 'P51003')"
"('Q504Q3', 'P62244')"
"('Q9BXM7', 'P78527')"
"('P14136', 'P05067')"
"('Q8N9N5', 'P25791')"
"('O43749', 'P62873')"
"('P16591', 'P07900')"
"('Q02241', 'P49916')"
"('Q16594', 'Q15596')"
"('P05067', 'Q8TB45')"
"('P46777', 'P50914')"
"('Q8TE76', 'P34897')"
"('Q99728', 'Q9Y5V3')"
"('Q9UNQ2', 'P67809')"
"('P22681', 'P17066')"
"('P42331', 'P61586')"
"('Q96AE4', 'P15531')"
"('P49418', 'O43426')"
"('P80404', 'P00338')"
"('Q86WV1', 'Q9UBK9')"
"('O14787', 'Q9UBU9')"
"('Q9Y2V2', 'P31749')"
"('P12532', 'P0DP23')"
"('Q8TBC4', 'Q8IU85')"
"('Q68EM7', 'P32121')"
"('Q14004', 'O43395')"
"('P19105', 'O95758')"
"('P78368', 'P18846')"
"('P04179', 'Q13177')"
"('P62424', 'P31947')"
"('Q9HBM1', 'O75626')"
"('Q9Y672', 'Q03431')"
"('P05412', 'Q9NW13')"
"('P20618', 'Q14164')"
"('O43561', 'O75791')"
"('O60749', 'P62068')"
"('P37837', 'Q13185')"
"('Q15051', 'Q9Y6N5')"
"('Q13885', 'P27708')"
"('Q13315', 'P46100')"
"('P52815', 'P62424')"
"('Q5JSJ4', 'Q9NVM9')"
"('Q9UBI6', 'P25116')"
"('Q9UKY7', 'Q96PU8')"
"('P08758', 'O43670')"
"('Q9NVS2', 'Q9BYD3')"
"('P0DMV8', 'Q9BXA6')"
"('P53350', 'Q86VQ0')"
"('P46934', 'Q99683')"
"('P00558', 'P50238')"
"('Q6P2H3', 'Q66GS9')"
"('Q13203', 'Q9BUR4')"
"('Q7Z6Z7', 'P98175')"
"('P62191', 'Q9Y5K8')"
"('O43586', 'Q96GM5')"
"('O75818', 'A4D2B8')"
"('P07332', 'O75051')"
"('Q92905', 'P07814')"
"('Q9UJU2', 'Q9NQB0')"
"('Q9NQ48', 'Q8TAM2')"
"('Q2KHM9', 'Q9NVX0')"
"('Q9NZC7', 'Q9UPN6')"
"('O95166', 'O75533')"
"('P09001', 'Q8N5N7')"
"('Q15843', 'P78395')"
"('P03372', 'Q4FZB7')"
"('O43306', 'Q6P5W5')"
"('P04271', 'P0DMU8')"
"('P78527', 'Q6P1J9')"
"('P78344', 'O76071')"
"('P68104', 'P20073')"
"('O95872', 'A6ZKI3')"
"('Q8TF42', 'P48741')"
"('O00571', 'P07951')"
"('P49841', 'Q92574')"
"('O43559', 'P48745')"
"('P49736', 'P04083')"
"('Q96EP1', 'P49792')"
"('Q7L190', 'Q9P2F8')"
"('P18827', 'O75063')"
"('Q9NVV9', 'O43189')"
"('Q15744', 'P20292')"
"('Q8WVC0', 'P61218')"
"('Q02833', 'Q9Y6X8')"
"('P21127', 'Q15696')"
"('P82979', 'O15400')"
"('Q5BJF6', 'O75420')"
"('P19320', 'Q9Y5K6')"
"('Q8IWZ5', 'Q8NA54')"
"('P01100', 'Q92769')"
"('Q16539', 'O75676')"
"('Q13444', 'P35625')"
"('Q06330', 'P20226')"
"('Q13283', 'Q13867')"
"('Q9UJM3', 'Q9NP72')"
"('P01127', 'P29317')"
"('Q9UPQ8', 'Q9NZQ7')"
"('P09874', 'P61978')"
"('O75533', 'P35244')"
"('Q7Z4L5', 'Q96FT9')"
"('Q9NWT1', 'Q9Y3B9')"
"('P43487', 'P20823')"
"('P41236', 'P31947')"
"('Q86UA6', 'Q6WCQ1')"
"('P09651', 'Q86X55')"
"('Q9Y3C1', 'Q9BQ04')"
"('P51805', 'P40692')"
"('O15530', 'P45983')"
"('P40337', 'Q6ZRY4')"
"('Q9H2C0', 'P52732')"
"('P07951', 'Q9ULT8')"
"('Q04726', 'Q9NQB0')"
"('O15371', 'O60739')"
"('Q3ZCM7', 'O43237')"
"('Q92925', 'P18031')"
"('Q13620', 'O75592')"
"('O43920', 'P51148')"
"('P18545', 'Q96JM7')"
"('Q9HC77', 'Q9BVS4')"
"('P62266', 'Q99558')"
"('P09912', 'Q00978')"
"('Q8N3P4', 'P04629')"
"('Q5VWX1', 'O00560')"
"('Q9NUL5', 'P26371')"
"('Q96H55', 'P62140')"
"('O95678', 'Q96A72')"
"('O60361', 'Q8NCR9')"
"('O00257', 'O60315')"
"('O15078', 'Q9UPN4')"
"('Q6NUN9', 'Q13418')"
"('P62906', 'P84098')"
"('Q9BTY7', 'Q13451')"
"('O43752', 'Q13190')"
"('Q15388', 'Q92542')"
"('Q8IV61', 'P01116')"
"('Q9Y6I7', 'Q15369')"
"('Q04206', 'Q9ULK4')"
"('O14543', 'P08069')"
"('Q9NZL9', 'O60733')"
"('Q9C0C9', 'Q2KHM9')"
"('Q99832', 'Q12834')"
"('P30304', 'P30508')"
"('Q5T5A8', 'P60411')"
"('Q8WZ73', 'Q9Y5K5')"
"('O95905', 'P43115')"
"('Q13724', 'Q8TAP6')"
"('Q5T2D2', 'P20340')"
"('Q01196', 'O14933')"
"('Q13263', 'P43357')"
"('P60033', 'P13667')"
"('A8MQ03', 'Q6ZR03')"
"('P46783', 'Q02878')"
"('P35408', 'P61218')"
"('P30050', 'P17931')"
"('Q9NU53', 'P36894')"
"('P61289', 'P35579')"
"('Q04917', 'Q96NE9')"
"('Q9H3D4', 'Q9BZG8')"
"('Q0PNE2', 'P28074')"
"('Q8WYN0', 'Q6UWW0')"
"('Q9NVZ3', 'O15084')"
"('P19838', 'P62701')"
"('Q9Y5L0', 'Q05086')"
"('Q01664', 'Q9Y6J0')"
"('Q9Y4A5', 'O43524')"
"('Q9Y2V2', 'P04183')"
"('P01303', 'Q9BXA5')"
"('Q13118', 'Q96BZ8')"
"('Q96CM8', 'Q8IUN9')"
"('Q96JB2', 'Q6PD62')"
"('Q15717', 'Q8N4V1')"
"('Q9BXB1', 'P46777')"
"('Q9Y5M8', 'Q93084')"
"('P51610', 'Q92560')"
"('Q8N335', 'Q8TD30')"
"('O95983', 'Q9UPN9')"
"('P55347', 'Q8TDH9')"
"('O43242', 'O00233')"
"('Q9UKV8', 'P61513')"
"('O76024', 'P28066')"
"('O95568', 'P37108')"
"('P12956', 'Q13416')"
"('O43172', 'Q01081')"
"('Q9UET6', 'Q15185')"
"('P30038', 'P23528')"
"('Q9NWX6', 'Q8N336')"
"('P10321', 'P43629')"
"('O43474', 'Q969P5')"
"('Q8IYX8', 'Q12933')"
"('P00403', 'Q9H0U4')"
"('Q12965', 'Q96CN7')"
"('P25815', 'Q15582')"
"('P15153', 'P45983')"
"('P04629', 'Q9Y4H2')"
"('P00966', 'P37802')"
"('Q8IZ69', 'Q96RG2')"
"('P10275', 'P18074')"
"('Q15750', 'Q8WUK0')"
"('O15020', 'P46940')"
"('Q14164', 'Q96AG4')"
"('Q9BV40', 'P40692')"
"('P35226', 'Q9BZL1')"
"('Q2TAY7', 'Q14999')"
"('Q96PU5', 'P27348')"
"('P32881', 'Q01113')"
"('O75376', 'O95684')"
"('Q92597', 'P12956')"
"('O75381', 'Q9BS16')"
"('Q15021', 'Q92747')"
"('P28472', 'Q9NQX3')"
"('O95786', 'P51668')"
"('Q9H9V4', 'Q13404')"
"('Q14534', 'O43889')"
"('Q9ULM3', 'Q01664')"
"('Q86UZ6', 'Q8WXI9')"
"('Q15361', 'Q15797')"
"('P46060', 'P05412')"
"('Q92625', 'Q9H4E7')"
"('Q9NQC3', 'Q2M389')"
"('Q14790', 'P17676')"
"('Q2KHM9', 'Q9HAT0')"
"('O00444', 'Q9BV73')"
"('P78362', 'P49207')"
"('Q7RTV0', 'Q99496')"
"('Q9H492', 'P84103')"
"('P08571', 'Q15646')"
"('P55081', 'P26367')"
"('P12081', 'Q9BTE6')"
"('Q9NRC8', 'Q13620')"
"('Q86UK5', 'Q9Y266')"
"('Q14161', 'Q9NR46')"
"('Q6P9B9', 'Q9BQ15')"
"('P01100', 'P32519')"
"('Q8WZ19', 'Q9H040')"
"('Q9BTV6', 'Q9HCE1')"
"('P84103', 'Q9Y5E9')"
"('P49755', 'P35606')"
"('Q9P0N5', 'Q9Y678')"
"('P00540', 'Q9NR09')"
"('Q9NZB2', 'P52799')"
"('Q13330', 'P46379')"
"('Q14746', 'Q9Y2V7')"
"('O95218', 'O95155')"
"('O00139', 'P46531')"
"('P63167', 'Q14678')"
"('P07814', 'P35249')"
"('Q15365', 'P14618')"
"('P06748', 'Q6PK04')"
"('Q15154', 'Q96MT8')"
"('P84077', 'Q9UPQ3')"
"('Q9UBX3', 'Q15910')"
"('Q15717', 'Q96BD6')"
"('P23508', 'P00491')"
"('P42575', 'Q13546')"
"('P19012', 'O75771')"
"('Q02790', 'O15259')"
"('P07686', 'Q12982')"
"('Q96JN8', 'O94966')"
"('Q86VN1', 'Q03169')"
"('P49917', 'Q9Y573')"
"('Q14999', 'P31943')"
"('Q15910', 'Q96P63')"
"('P51668', 'Q68DV7')"
"('P63261', 'P08238')"
"('O15360', 'O14879')"
"('Q9H9S0', 'Q1KMD3')"
"('Q9Y5V3', 'Q05D60')"
"('Q9Y6H6', 'Q8NBJ4')"
"('Q9H0F6', 'Q96BN8')"
"('Q8IWL3', 'P19387')"
"('Q93034', 'P61313')"
"('P09972', 'P17540')"
"('Q86X19', 'P52569')"
"('Q15047', 'Q13111')"
"('O14965', 'Q13127')"
