negatives
"('P0C5Z0', 'Q9UQL6')"
"('Q6P3W6', 'Q96MW5')"
"('Q8IXK0', 'O00257')"
"('P07948', 'P14770')"
"('Q16663', 'P49238')"
"('Q15835', 'P51677')"
"('P61020', 'Q9H223')"
"('A0JLT2', 'Q15528')"
"('Q8IX03', 'P35240')"
"('P42336', 'P23443')"
"('Q9BQY4', 'P78337')"
"('Q9Y3C5', 'P51668')"
"('Q15287', 'P68400')"
"('P04183', 'Q5TA45')"
"('O60216', 'Q14683')"
"('Q8WV16', 'Q16531')"
"('P18206', 'P20618')"
"('Q8N3C0', 'P12980')"
"('Q13190', 'Q7L5N1')"
"('28934', 'P28749')"
"('Q12933', 'Q9C0A6')"
"('Q16877', 'P67870')"
"('Q9BPY3', 'Q7Z699')"
"('Q92769', 'Q13363')"
"('Q7Z4H7', 'Q9UGN5')"
"('Q86TG7', 'Q96KM6')"
"('P52798', 'P08138')"
"('Q09472', 'O00327')"
"('P20226', 'Q15650')"
"('P20671', 'Q969S8')"
"('Q8NG31', 'P62136')"
"('Q504T8', 'Q9NYL2')"
"('Q15796', 'Q9Y6N5')"
"('P30084', 'P16035')"
"('P08047', 'P98161')"
"('Q8N349', 'P38405')"
"('P22392', 'O00232')"
"('O60260', 'P68402')"
"('P49716', 'P37231')"
"('O96014', 'O14904')"
"('O00459', 'P36897')"
"('P38936', 'O14576')"
"('Q9H814', 'P15498')"
"('O95104', 'O75554')"
"('P01579', 'P16220')"
"('P04839', 'P14780')"
"('P0CG47', 'P13569')"
"('Q9NQT5', 'Q5RKV6')"
"('P19838', 'P62158')"
"('P51677', 'P04899')"
"('P62834', 'Q8WWW0')"
"('Q9Y2U8', 'Q15797')"
"('Q13237', 'Q9UPR5')"
"('P62873', 'O60503')"
"('P35626', 'Q96KK4')"
"('P51884', 'P61812')"
"('Q13480', 'P20936')"
"('Q9C005', 'Q5QNW6')"
"('Q00005', 'Q92841')"
"('P10914', 'P05161')"
"('P27348', 'O60603')"
"('P63279', 'P48552')"
"('P47869', 'O60296')"
"('Q02410', 'P05067')"
"('P08069', 'Q9NQ66')"
"('P04839', 'P14316')"
"('O43318', 'P14868')"
"('Q93097', 'Q9H461')"
"('Q15653', 'P0CG47')"
"('Q6NUN9', 'P30519')"
"('Q9HA65', 'Q7Z478')"
"('P17252', 'Q13522')"
"('P30480', 'P35637')"
"('Q92956', 'Q9NZL4')"
"('P01019', 'P40763')"
"('P35222', 'P09651')"
"('Q03135', 'P61586')"
"('Q16787', 'P26010')"
"('P11473', 'P48552')"
"('O96000', 'O95169')"
"('P61981', 'Q4FZB7')"
"('P13569', 'Q6UVK1')"
"('P30480', 'Q9NP97')"
"('Q96AP7', 'P57739')"
"('O43281', 'P62993')"
"('P28749', 'Q9UPP1')"
"('P62877', 'Q9NXK8')"
"('O14640', 'Q9HAU4')"
"('P12107', 'P56199')"
"('P61927', 'P62917')"
"('O94761', 'P39748')"
"('P20936', 'P21860')"
"('Q9Y572', 'Q3ZCQ8')"
"('P46109', 'Q05397')"
"('O60814', 'Q8WUI4')"
"('Q13263', 'Q9Y4K3')"
"('P09471', 'Q86XP0')"
"('Q96DB2', 'Q99880')"
"('P01241', 'P61247')"
"('P18146', 'P26367')"
"('Q14919', 'Q9HBM6')"
"('Q13573', 'Q9UHX1')"
"('Q16795', 'Q9Y375')"
"('Q9BWU1', 'Q8TDY2')"
"('P01106', 'Q01973')"
"('O00522', 'P00533')"
"('Q7L5N1', 'Q96SN7')"
"('Q99459', 'P61081')"
"('Q13573', 'P23258')"
"('Q8IVF5', 'Q9H4E5')"
"('Q13617', 'P27105')"
"('P18146', 'Q9Y2Y6')"
"('Q9Y468', 'P28749')"
"('Q00005', 'Q8N1N4')"
"('Q96S59', 'Q9Y478')"
"('Q9NQP4', 'Q99759')"
"('Q9NXE4', 'Q9HAW0')"
"('Q08945', 'P06899')"
"('Q8TBK6', 'O75400')"
"('P25788', 'P28066')"
"('O94874', 'P61077')"
"('P62993', 'Q5HYK7')"
"('Q16620', 'P22001')"
"('O95967', 'P04637')"
"('Q13007', 'P42702')"
"('P16104', 'Q14676')"
"('O95832', 'Q8NI35')"
"('Q92793', 'P35680')"
"('P06241', 'P78314')"
"('O95139', 'O95182')"
"('P08138', 'Q9HBG4')"
"('P46092', 'P63096')"
"('P60520', 'P04843')"
"('Q9C000', 'Q9ULZ3')"
"('P48634', 'Q14697')"
"('O95400', 'Q2TAY7')"
"('P09651', 'Q92561')"
"('P04150', 'Q15654')"
"('P51398', 'Q15788')"
"('P22694', 'Q14571')"
"('P53618', 'P20333')"
"('Q14831', 'P09471')"
"('Q969F2', 'O14641')"
"('P43403', 'P00519')"
"('Q13177', 'P21266')"
"('O75578', 'Q9UKX5')"
"('P45983', 'P12956')"
"('O76071', 'Q9Y3D0')"
"('P51636', 'P41134')"
"('O95630', 'Q9Y3E7')"
"('Q3ZCM7', 'Q6PEY2')"
"('Q9Y328', 'Q8N357')"
"('Q00610', 'O00291')"
"('P26373', 'P62910')"
"('O00264', 'P28288')"
"('Q03060', 'P18848')"
"('P55072', 'O00221')"
"('O00459', 'P62736')"
"('Q01201', 'Q00839')"
"('Q8WYL5', 'Q9Y281')"
"('Q07020', 'Q15843')"
"('P06241', 'Q9Y4K4')"
"('P25787', 'P01106')"
"('O76071', 'O60762')"
"('P62837', 'Q6Q0C0')"
"('Q9BUQ8', 'P55769')"
"('Q9NZC7', 'P07942')"
"('Q52LW3', 'P84095')"
"('P04141', 'P38484')"
"('A8K6C2', 'P48357')"
"('Q4G0J3', 'Q8IY92')"
"('Q9H7E9', 'Q96AW1')"
"('Q96HP0', 'P17081')"
"('406991', 'O75159')"
"('Q07889', 'P22681')"
"('P18124', 'P61513')"
"('P43220', 'P63092')"
"('P46937', 'Q07812')"
"('O75822', 'Q16890')"
"('Q13033', 'P23508')"
"('Q8TBC4', 'Q13564')"
"('Q9NQT8', 'P41182')"
"('Q13216', 'Q15560')"
"('Q13523', 'Q12988')"
"('Q9UQE7', 'Q7Z5K2')"
"('Q9P2W3', 'Q08462')"
"('Q86YM7', 'Q13255')"
"('P19387', 'Q9H3P2')"
"('O14493', 'Q8NI35')"
"('Q5TCZ1', 'Q07889')"
"('Q13617', 'P43360')"
"('Q13765', 'Q9BWH2')"
"('Q16531', 'Q99459')"
"('Q9Y3R0', 'P04150')"
"('O60921', 'O60671')"
"('O75461', 'P99999')"
"('Q9NY27', 'P15927')"
"('Q06190', 'Q5T6C5')"
"('P35609', 'P26232')"
"('O15519', 'Q02750')"
"('P02686', 'Q96KB5')"
"('P31689', 'P19256')"
"('P78509', 'P26010')"
"('P02647', 'P06576')"
"('P62633', 'P18146')"
"('Q92540', 'Q96Q15')"
"('Q15008', 'O00232')"
"('Q9Y547', 'P40337')"
"('P06702', 'P00533')"
"('P15882', 'Q15078')"
"('O75581', 'P0CG47')"
"('Q07912', 'P16333')"
"('O43719', 'P63162')"
"('Q9Y2Q3', 'O94874')"
"('P52756', 'O43143')"
"('O60508', 'Q08170')"
"('Q8IZC6', 'P13612')"
"('Q9Y210', 'P06241')"
"('P29350', 'Q06187')"
"('Q08945', 'P18146')"
"('Q8IZI9', 'Q00653')"
"('Q92769', 'P01137')"
"('P63244', 'P05556')"
"('P06730', 'Q9NRG4')"
"('Q9Y4G2', 'P50453')"
"('Q7Z6J0', 'P63000')"
"('P11940', 'Q14201')"
"('Q5U651', 'P01112')"
"('Q9H3N1', 'Q9Y320')"
"('P49792', 'P01106')"
"('P08588', 'Q5JY77')"
"('Q05516', 'Q9NP79')"
"('P23508', 'Q99759')"
"('Q9UKF6', 'O95639')"
"('P01889', 'P15121')"
"('Q9NRI5', 'Q02833')"
"('P04899', 'Q16539')"
"('Q53T94', 'Q9Y2S0')"
"('P56192', 'P13805')"
"('Q9H5I1', 'P62993')"
"('O00232', 'Q9UNM6')"
"('P00533', 'P19174')"
"('P30480', 'P04080')"
"('P11171', 'Q13526')"
"('Q6P2C8', 'Q9Y2X0')"
"('P08047', 'P17096')"
"('Q04724', 'P36405')"
"('P21731', 'Q14344')"
"('Q9UKR5', 'P20073')"
"('P28749', 'P20248')"
"('P35606', 'Q9HAW0')"
"('P07333', 'P49716')"
"('Q9NYW2', 'A8MTJ3')"
"('Q99732', 'P42226')"
"('P18754', 'O75815')"
"('Q5JY77', 'Q6IB77')"
"('P50591', 'P25445')"
"('Q8N163', 'O75365')"
"('P21815', 'Q05397')"
"('O60262', 'Q13936')"
"('P49716', 'Q9Y5Q3')"
"('O00585', 'P51677')"
"('Q92598', 'P68366')"
"('P15036', 'O75376')"
"('Q9Y250', 'P61218')"
"('P14649', 'Q9Y572')"
"('P62714', 'P05783')"
"('P22612', 'Q8NER1')"
"('O94927', 'P41220')"
"('Q12830', 'Q09028')"
"('Q8IYD1', 'Q9H1J1')"
"('P49459', 'Q6P1J9')"
"('P05783', 'Q9H0H5')"
"('Q99706', 'Q13761')"
"('P07996', 'P61812')"
"('P52735', 'P21860')"
"('Q9UMX1', 'P17096')"
"('Q9Y6E0', 'O60506')"
"('O75030', 'Q9UJU2')"
"('P63104', 'P23396')"
"('P78396', 'Q14697')"
"('P52434', 'Q9P2G9')"
"('P24394', 'P43405')"
"('Q96A00', 'P04156')"
"('O15357', 'Q06190')"
"('574493', 'Q9UNQ0')"
"('O75197', 'Q9NPG1')"
"('P18206', 'Q13277')"
"('Q99684', 'P26583')"
"('Q8NFH3', 'Q8TCT6')"
"('O75530', 'P26010')"
"('Q7LDG7', 'Q9P2K9')"
"('Q96ED9', 'Q8N5R6')"
"('Q9GZN7', 'Q9P2H0')"
"('Q01658', 'O43318')"
"('O43281', 'P16333')"
"('P62750', 'Q9UL18')"
"('P68366', 'P30622')"
"('Q9NRJ4', 'P27986')"
"('Q86WJ1', 'Q99459')"
"('P53567', 'Q10587')"
"('Q13535', 'P02545')"
"('O15514', 'P30876')"
"('P49841', 'Q15404')"
"('P01106', 'Q9NZF1')"
"('P42338', 'P50993')"
"('P05111', 'P09529')"
"('P35268', 'O15479')"
"('Q9BV38', 'Q16637')"
"('Q9Y230', 'Q8NBZ0')"
"('Q16629', 'Q13573')"
"('P35638', 'Q9NPF7')"
"('P62140', 'P16220')"
"('Q9UNF0', 'Q9ULH1')"
"('Q9P2S2', 'Q8NFZ4')"
"('Q13409', 'Q13509')"
"('Q15834', 'P25786')"
"('P30203', 'Q13740')"
"('Q9NY61', 'P06400')"
"('P21452', 'O95837')"
"('P22087', 'Q9NX58')"
"('P43403', 'O43516')"
"('P06748', 'P49450')"
"('P25024', 'P30679')"
"('P18848', 'P35637')"
"('O00291', 'P46783')"
"('O75084', 'O14640')"
"('Q53HC9', 'O15121')"
"('Q14565', 'Q9BUH8')"
"('P62273', 'P62857')"
"('P20226', 'Q53T94')"
"('P51970', 'P03886')"
"('P25942', 'Q9NYJ8')"
"('Q99459', 'Q15365')"
"('Q9NRD5', 'P78348')"
"('P62805', 'P0C0S5')"
"('Q9H222', 'P16333')"
"('P04049', 'P53778')"
"('Q99731', 'P46094')"
"('P31150', 'Q9NRR5')"
"('O14920', 'O15111')"
"('Q8NFH5', 'P52948')"
"('Q9GZT6', 'O95994')"
"('P10911', 'P15531')"
"('O75159', 'Q9UM73')"
"('O95409', 'P08151')"
"('Q96T58', 'Q13153')"
"('P01106', 'P13612')"
"('Q9NRI5', 'O15442')"
"('Q9UBN6', 'P35580')"
"('Q5T3J3', 'Q15714')"
"('P84098', 'P05386')"
"('Q9Y4R8', 'Q15714')"
"('P35222', 'P31751')"
"('P42331', 'Q96L33')"
"('P52597', 'P52272')"
"('Q04917', 'Q7L576')"
"('Q05655', 'Q13164')"
"('Q969T4', 'Q14157')"
"('P07900', 'Q9H7B4')"
"('O14818', 'P28066')"
"('Q8IYD8', 'Q9H9A7')"
"('Q13111', 'Q99877')"
"('Q04912', 'P62136')"
"('P05129', 'Q9UKL4')"
"('P31371', 'P35916')"
"('P08754', 'P50151')"
"('O15360', 'Q9NPD8')"
"('O43909', 'P27986')"
"('Q15700', 'O95477')"
"('P08708', 'P62266')"
"('Q8WWQ8', 'P27361')"
"('P49765', 'P21802')"
"('P01562', 'P40238')"
"('Q9H9G7', 'Q01804')"
"('P12931', 'P31946')"
"('P49238', 'O95644')"
"('Q9UIG0', 'Q9Y5J5')"
"('Q96LM6', 'Q93062')"
"('Q12904', 'Q9UET6')"
"('Q14289', 'Q01844')"
"('P52798', 'P22607')"
"('Q9ULA0', 'Q9UJU6')"
"('Q13315', 'P40692')"
"('O75379', 'Q13277')"
"('Q9NRX3', 'P61956')"
"('P09919', 'P32927')"
"('Q9BWC9', 'Q92993')"
"('P62081', 'P42677')"
"('Q13315', 'O60281')"
"('P84022', 'Q15329')"
"('O00501', 'P57739')"
"('Q13257', 'O75365')"
"('Q07890', 'P42338')"
"('Q9Y2X7', 'P41220')"
"('P60228', 'Q9GZR7')"
"('P49959', 'O94762')"
"('Q86YP4', 'Q13573')"
"('P01375', 'Q32MZ4')"
"('P62714', 'Q9UF02')"
"('Q9P0V3', 'P05549')"
"('Q14164', 'P61966')"
"('P58012', 'P46695')"
"('Q9ULU4', 'P49674')"
"('Q8IZD9', 'O00212')"
"('P00734', 'P07359')"
"('P30989', 'P30679')"
"('O60927', 'P62140')"
"('O43921', 'P54764')"
"('Q04206', 'P05412')"
"('O43318', 'P62877')"
"('P05412', 'Q04206')"
"('Q01082', 'Q13813')"
"('Q92837', 'P49716')"
"('P50395', 'Q92956')"
"('Q9NS25', 'Q8NHH9')"
"('Q9UQK1', 'Q9Y243')"
"('P06899', 'Q9UBL3')"
"('Q13432', 'Q13387')"
"('P12544', 'P55085')"
"('Q9NZ42', 'P46531')"
"('Q9P107', 'P52198')"
"('P13501', 'P15336')"
"('P17612', 'P53778')"
"('P17405', 'P55210')"
"('P63215', 'P43657')"
"('P09619', 'Q92569')"
"('P36897', 'P84095')"
"('P32927', 'O00459')"
"('P62993', 'P20273')"
"('P06241', 'P29322')"
"('P52948', 'Q96KG9')"
"('P14927', 'P43358')"
"('P21917', 'P61952')"
"('P19438', 'P07900')"
"('P41235', 'O95273')"
"('P63151', 'Q01668')"
"('Q15788', 'Q9NRJ4')"
"('Q15653', 'Q9Y5M8')"
"('P06400', 'P15336')"
"('P01876', 'P02787')"
"('P05129', 'P50150')"
"('P50151', 'Q16539')"
"('P07437', 'P68366')"
"('P53803', 'P52434')"
"('Q96LR2', 'Q8NEF3')"
"('P23526', 'O75815')"
"('Q9NPI1', 'Q99459')"
"('Q9BPY3', 'P08670')"
"('Q13617', 'Q9UK73')"
"('O95294', 'P10301')"
"('574493', 'P15692')"
"('Q9ULK5', 'Q96B18')"
"('P62805', 'Q9BZK7')"
"('Q9H0R8', 'Q8WXU2')"
"('O95059', 'O75818')"
"('Q6WCQ1', 'Q16643')"
"('Q86UW1', 'P54253')"
"('Q9ULA0', 'Q6UY14')"
"('Q9UNS1', 'P61586')"
"('P31689', 'P51636')"
"('P09327', 'P62714')"
"('Q8IX04', 'Q9Y4K3')"
"('O43242', 'Q16401')"
"('O14543', 'Q9HC73')"
"('Q8NI27', 'Q96FV9')"
"('P12956', 'Q96EB6')"
"('O43752', 'O15400')"
"('Q9NR80', 'O14640')"
"('P53985', 'Q9Y4K3')"
"('Q9NPF5', 'O43257')"
"('P33240', 'O14530')"
"('O14497', 'O96019')"
"('Q9HC29', 'Q99558')"
"('Q15365', 'Q8TBK6')"
"('P18124', 'P40429')"
"('P49720', 'P20618')"
"('Q15334', 'Q96AP0')"
"('P27986', 'O60885')"
"('P31947', 'Q9UPU9')"
"('P20936', 'Q13480')"
"('P11308', 'Q6P1J9')"
"('P05114', 'Q9Y4A5')"
"('Q16659', 'Q12852')"
"('P32121', 'Q8NH05')"
"('O75940', 'Q9Y3B4')"
"('P62316', 'O95782')"
"('Q6NXE6', 'P43360')"
"('P61073', 'P43403')"
"('Q9ULK5', 'Q92997')"
"('O95696', 'P08670')"
"('Q9UMX0', 'P52789')"
"('P84022', 'P50616')"
"('P62837', 'Q9NVW2')"
"('Q9NRR5', 'P68104')"
"('Q6PI98', 'Q9Y230')"
"('Q8IYF3', 'P38936')"
"('Q9UGN5', 'Q68DC2')"
"('Q15370', 'Q15714')"
"('Q16539', 'P27361')"
"('P62195', 'P35998')"
"('P40197', 'P14770')"
"('Q13547', 'P22670')"
"('Q5RKV6', 'Q07021')"
"('O43427', 'Q9Y6B7')"
"('Q8IU54', 'P10914')"
"('P20963', 'O14931')"
"('Q16643', 'O00267')"
"('P17252', 'O14610')"
"('P29353', 'Q07890')"
"('O00463', 'Q13546')"
"('Q9BTT4', 'Q9NPJ6')"
"('Q9H7Z6', 'P16104')"
"('P04049', 'Q6TCH7')"
"('Q13257', 'Q9H1A4')"
"('P31939', 'P24941')"
"('Q2M3C7', 'Q9NYA1')"
"('Q9ULV8', 'Q8WYR1')"
"('Q86Y13', 'Q08945')"
"('Q08334', 'P29597')"
"('P49642', 'P08238')"
"('P61247', 'Q9NVP2')"
"('Q9NR55', 'Q96BA8')"
"('P08754', 'Q9NQ66')"
"('Q9H7D0', 'P48643')"
"('P12956', 'P08107')"
"('P10809', 'Q07812')"
"('P63000', 'Q2M1Z3')"
"('Q13573', 'Q9H9A6')"
"('Q12986', 'P55795')"
"('P27708', 'Q00005')"
"('P11229', 'P63218')"
"('P51532', 'Q10586')"
"('Q96Q83', 'O95619')"
"('Q9HCT0', 'P22455')"
"('Q14203', 'Q8TCX1')"
"('P62191', 'Q9BRP4')"
"('P49841', 'Q9P1Y5')"
"('B1A4H9', 'Q8IU57')"
"('P82930', 'P58062')"
"('P20963', 'P52333')"
"('Q99962', 'Q9BWN1')"
"('P19174', 'Q9NP31')"
"('P20749', 'Q00653')"
"('P05787', 'Q16695')"
"('P61247', 'P23508')"
"('Q96RT1', 'O95477')"
"('P50570', 'P09429')"
"('Q13416', 'Q13573')"
"('P42345', 'P05771')"
"('Q96EP1', 'Q96B02')"
"('P63165', 'Q8NCR3')"
"('P01106', 'O94864')"
"('P30041', 'P16104')"
"('Q00266', 'P03372')"
"('P20248', 'P24941')"
"('P01614', 'P02787')"
"('P01270', 'Q99689')"
"('P22105', 'P31431')"
"('P25054', 'O94979')"
"('Q9BQ70', 'P21673')"
"('P01732', 'O43561')"
"('P19174', 'Q15139')"
"('Q9NWV8', 'P46736')"
"('Q9C0H9', 'P12931')"
"('P09919', 'P24394')"
"('O60262', 'P51828')"
"('P26010', 'P06756')"
"('Q13188', 'P47897')"
"('Q9P2R6', 'Q96KQ7')"
"('P43403', 'P20138')"
"('Q13315', 'P49454')"
"('Q07812', 'P99999')"
"('Q99832', 'P60510')"
"('Q9NQB0', 'Q02535')"
"('O95402', 'O00472')"
"('P54259', 'P46379')"
"('Q07021', 'P61981')"
"('Q96IZ7', 'Q9P1U1')"
"('Q96JB6', 'Q15645')"
"('P35228', 'P17535')"
"('Q01094', 'P19525')"
"('P04637', 'Q8N3C0')"
"('P0C1Z6', 'Q96CJ1')"
"('P11532', 'P60709')"
"('Q9UM73', 'P27986')"
"('Q13555', 'P16220')"
"('O14640', 'P34925')"
"('Q8NDV3', 'Q9UQE7')"
"('O95931', 'O95503')"
"('Q13573', 'P68366')"
"('Q9H1J7', 'O96014')"
"('P16220', 'Q96CH1')"
"('Q15796', 'Q5XPI4')"
"('P62244', 'P61247')"
"('O43541', 'O75582')"
"('P46063', 'Q8IW19')"
"('Q92925', 'Q8NFD5')"
"('O76071', 'Q9BWH6')"
"('O14818', 'Q9GZN1')"
"('O75385', 'P60520')"
"('P55055', 'P19793')"
"('P00519', 'O15085')"
"('Q8N720', 'Q5JR59')"
"('Q9UPS6', 'Q6UXN9')"
"('O60671', 'O60260')"
"('Q13315', 'Q99708')"
"('O60921', 'P00492')"
"('Q96ID5', 'O95059')"
"('P62834', 'P05107')"
"('P11488', 'P16499')"
"('P23142', 'P02751')"
"('Q8IUQ4', 'P33176')"
"('Q9NPC1', 'P29992')"
"('P10912', 'P52333')"
"('P41597', 'P63096')"
"('Q8NAV1', 'Q15287')"
"('Q53ET0', 'P31749')"
"('P61927', 'P62910')"
"('Q92620', 'Q13242')"
"('O43676', 'P51970')"
"('P61978', 'O43251')"
"('P40937', 'Q99459')"
"('Q07157', 'P35609')"
"('Q9NRA1', 'Q02763')"
"('P05067', 'Q9UQF2')"
"('Q14573', 'Q9UQM7')"
"('Q8NET5', 'P43405')"
"('Q09472', 'P12755')"
"('Q16891', 'Q9H7E9')"
"('P04637', 'Q9H160')"
"('Q9Y6K8', 'O60701')"
"('Q06830', 'Q9Y6P5')"
"('O60814', 'Q9P0U4')"
"('P38398', 'Q13315')"
"('Q13315', 'O14757')"
"('P22612', 'Q13698')"
"('P49721', 'Q9Y4K3')"
"('P30480', 'Q13263')"
"('P06239', 'P42338')"
"('Q9NV70', 'Q13439')"
"('P04439', 'P43628')"
"('O95967', 'P46379')"
"('Q01105', 'P29372')"
"('O14543', 'Q01344')"
"('Q9Y272', 'Q9HAV0')"
"('Q9H814', 'O95257')"
"('Q9UJT9', 'P63208')"
"('P50552', 'P42768')"
"('Q9GZP0', 'P35916')"
"('P46108', 'Q9UN73')"
"('P25942', 'O00463')"
"('P07947', 'P06241')"
"('P00505', 'P23508')"
"('P62330', 'O75533')"
"('P51817', 'Q02930')"
"('P42566', 'P07949')"
"('Q16695', 'Q2TAY7')"
"('P16520', 'Q8NFM4')"
"('Q13554', 'P29474')"
"('P02461', 'P18827')"
"('P61289', 'Q06323')"
"('P25054', 'P20073')"
"('Q6WCQ1', 'P11021')"
"('Q13501', 'Q9NWM8')"
"('Q99459', 'Q9UBP9')"
"('Q13257', 'O15479')"
"('Q9HCK5', 'P36542')"
"('P14314', 'Q9Y4K3')"
"('P20226', 'P14921')"
"('P55157', 'O75326')"
"('Q9UKY1', 'O14798')"
"('P04637', 'P11388')"
"('Q6UX53', 'P18146')"
"('Q12904', 'Q16539')"
"('Q14790', 'Q13490')"
"('P61513', 'P61313')"
"('P46934', 'P22607')"
"('P84103', 'A0JLT2')"
"('Q9Y619', 'Q99741')"
"('O60739', 'P26583')"
"('O75800', 'Q9NZQ3')"
"('Q92583', 'P32302')"
"('P35227', 'Q8IXK0')"
"('Q9BT40', 'P02766')"
"('P01860', 'Q9Y6K9')"
"('O75147', 'Q8WZ42')"
"('P59768', 'P27361')"
"('P01106', 'O14818')"
"('P16333', 'Q14185')"
"('O75044', 'P62745')"
"('Q16778', 'Q9UPS6')"
"('P23508', 'P43897')"
"('Q7Z434', 'O14879')"
"('Q99623', 'P08183')"
"('Q92945', '406885')"
"('P17544', 'P17275')"
"('Q9H4I2', 'P54253')"
"('P01730', 'P06729')"
"('O15530', 'Q9Y243')"
"('Q14118', 'P11532')"
"('Q9Y2I6', 'Q7Z3B3')"
"('Q9Y617', 'Q9Y4K3')"
"('P05109', 'Q14690')"
"('Q9Y6M9', 'O95168')"
"('Q6WCQ1', 'O00159')"
"('Q5VTB9', 'P51965')"
"('O60739', 'P24752')"
"('Q71U36', 'Q96AH8')"
"('P26010', 'P49023')"
"('Q00765', 'O95989')"
"('P11940', 'Q8NDV7')"
"('P01568', 'Q9HC73')"
"('O75626', 'P42226')"
"('Q8N5D0', 'Q9ULK4')"
"('P56182', 'P21673')"
"('P08621', 'Q15796')"
"('P62424', 'P62899')"
"('P08648', 'O00214')"
"('Q8WXA9', 'P67809')"
"('Q9P086', 'O60244')"
"('O00585', 'P51686')"
"('P62316', 'Q16695')"
"('Q9Y5X1', 'Q07889')"
"('P15311', 'Q9Y696')"
"('Q13751', 'Q16610')"
"('Q04864', 'P11021')"
"('P58401', 'Q9GZR7')"
"('Q96ST3', 'Q16576')"
"('P00533', 'P63104')"
"('P35658', 'Q96HA1')"
"('Q9UKX7', 'Q9NRG9')"
"('Q5JTH9', 'Q9NR30')"
"('O60493', 'P23508')"
"('Q9Y6Q1', 'P21281')"
"('P67870', 'P07199')"
"('P61328', 'P11362')"
"('Q9BWW9', 'P16333')"
"('P06400', 'P17480')"
"('P08588', 'Q99962')"
"('Q13233', 'Q71U36')"
"('P08887', 'Q96JP5')"
"('Q8WZA2', 'P45984')"
"('Q02878', 'P18621')"
"('P57721', 'P78537')"
"('Q13315', 'Q02880')"
"('P30480', 'P42771')"
"('O60684', 'P61604')"
"('P62158', 'Q13936')"
"('P98160', 'O43597')"
"('Q92830', 'P06899')"
"('P41220', 'Q9ULJ8')"
"('Q96G25', 'Q9NWA0')"
"('Q14185', 'Q15744')"
"('P60953', 'P06702')"
"('O75815', 'Q01105')"
"('Q7L014', 'P78362')"
"('Q9NPI8', 'O15360')"
"('Q13155', 'Q96AE4')"
"('P47869', 'P46459')"
"('P28749', 'Q96QB1')"
"('P18146', 'P21926')"
"('O60684', 'P00367')"
"('Q03135', 'P16144')"
"('P25391', 'P18564')"
"('Q16204', 'P01112')"
"('P13645', 'P31749')"
"('Q13572', 'P18146')"
"('O00168', 'P05023')"
"('Q9UL03', 'Q09161')"
"('Q86UT6', 'Q9Y4K3')"
"('P51956', 'P52735')"
"('Q9HAW0', 'Q9UHI6')"
"('Q9HCM4', 'O94817')"
"('P02768', 'Q9BUN8')"
"('P43364', 'Q7Z614')"
"('P19320', 'P13498')"
"('P11142', 'P30793')"
"('O43182', 'Q96L33')"
"('P25398', 'P62857')"
"('P62995', 'Q15428')"
"('Q9BQE3', 'Q92974')"
"('P68431', 'Q96T88')"
"('O00585', 'P46094')"
"('Q9UPW5', 'P99999')"
"('Q9NVI1', 'P0CG48')"
"('P45985', 'O75369')"
"('P36873', 'P04049')"
"('P50402', 'O75376')"
"('O95084', 'P62937')"
"('Q6QNY1', 'O95295')"
"('Q01831', 'O15527')"
"('P04899', 'P48051')"
"('Q99497', 'P10275')"
"('O75159', 'P42229')"
"('P04183', 'Q9H324')"
"('P08134', 'Q969H4')"
"('Q9BQA1', 'Q96GM8')"
"('Q99879', 'Q16777')"
"('P62888', 'P62987')"
"('P07948', 'P10721')"
"('P25787', 'P17980')"
"('Q13489', 'P98170')"
"('P26012', 'Q9HBI0')"
"('Q9UQC2', 'P42336')"
"('P46459', 'P08575')"
"('P01889', 'Q8NHL6')"
"('Q13547', 'Q99880')"
"('Q9UFF9', 'Q14201')"
"('Q01995', 'P08069')"
"('P02745', 'P00736')"
"('Q15834', 'Q96GM5')"
"('P11047', 'P05106')"
"('Q05086', 'P07602')"
"('Q96BY6', 'P60763')"
"('O75365', 'Q5SRE5')"
"('P61960', 'P52566')"
"('Q99496', 'P61077')"
"('Q99704', 'Q92835')"
"('P09629', 'P40424')"
"('P62910', 'P62945')"
"('Q9P2I0', 'P33240')"
"('Q9ULR0', 'Q9HCS7')"
"('Q99547', 'P50570')"
"('Q92995', '6702')"
"('Q9Y2J2', 'O14936')"
"('Q15654', 'P61626')"
"('Q86VP6', 'P63104')"
"('Q9UBZ9', 'Q14192')"
"('Q9NS56', 'P29590')"
"('P21796', 'Q07817')"
"('P04278', 'Q15155')"
"('O14763', 'Q13546')"
"('P63096', 'P16520')"
"('O00238', 'Q7Z6B7')"
"('P60953', 'O95793')"
"('Q15007', 'P63104')"
"('Q9H293', 'Q9Y4K3')"
"('O14576', 'P68363')"
"('P56746', 'O95471')"
"('P62873', 'O14827')"
"('A0JLT2', 'Q9Y265')"
"('Q6SZW1', 'Q9Y4L1')"
"('Q5TAQ9', 'P52294')"
"('P07437', 'Q14164')"
"('P62140', 'Q9UKF6')"
"('O43390', 'Q07955')"
"('Q13185', 'Q9UER7')"
"('P61244', 'P04198')"
"('Q8TB52', 'P25054')"
"('Q9H9B1', 'P68431')"
"('Q02078', 'P61956')"
"('Q13231', 'P08246')"
"('P63092', 'P61952')"
"('P31785', 'P14784')"
"('Q10586', 'Q10587')"
"('P32121', 'Q8NGE9')"
