negatives
"('Q9P2K8', 'Q9BY44')"
"('Q99459', 'Q9NYF8')"
"('P82663', 'Q9NR30')"
"('P08670', 'P07196')"
"('Q14240', 'P78344')"
"('Q03167', 'O14908')"
"('Q9UKL0', 'Q13573')"
"('P10275', 'P51843')"
"('O43908', 'Q6H3X3')"
"('P04637', 'P08581')"
"('P29460', 'P17181')"
"('P07910', 'P04141')"
"('P12270', 'P28482')"
"('O75159', 'P40238')"
"('Q14790', 'Q9UHD2')"
"('P08069', 'P03372')"
"('P12980', 'Q9NR99')"
"('O43707', 'O00151')"
"('Q15102', 'Q8TBB1')"
"('P01567', 'P17181')"
"('Q9P212', 'Q13554')"
"('Q6PD62', 'O15198')"
"('Q13113', 'Q7L5N1')"
"('Q9BRA2', 'P01308')"
"('P40763', 'P02679')"
"('Q9Y333', 'O94906')"
"('P25788', 'Q00653')"
"('Q8TEX9', 'P01106')"
"('O43318', 'Q15759')"
"('Q8IWL3', 'Q8NFJ9')"
"('P09486', 'Q14790')"
"('P04275', 'Q96KM6')"
"('Q14789', 'P35080')"
"('P25787', 'Q14164')"
"('Q00839', 'P25963')"
"('Q08209', 'P14316')"
"('P26010', 'Q9Y490')"
"('Q08043', 'P63261')"
"('Q96F24', 'P19793')"
"('P56750', 'O75508')"
"('Q15475', 'P11487')"
"('P21796', 'Q14197')"
"('Q9NS87', 'Q9P2H0')"
"('P16871', 'P07237')"
"('Q14565', 'Q9BUH8')"
"('Q8NHR9', 'P63261')"
"('O00422', 'O43665')"
"('Q15834', 'Q96GM5')"
"('P57735', 'P53680')"
"('O75815', 'P39023')"
"('Q9ULV8', 'Q6UXL0')"
"('Q9P2W3', 'P11229')"
"('P61956', 'P20827')"
"('Q16629', 'Q07955')"
"('Q9Y6N7', 'Q16539')"
"('Q9BV68', 'P53350')"
"('P51654', 'P56705')"
"('P22234', 'Q12873')"
"('Q96B02', 'Q13064')"
"('P47914', 'P18124')"
"('Q96S59', 'Q9Y478')"
"('Q99459', 'Q96I25')"
"('Q9Y4X3', 'P51679')"
"('Q9UBI6', 'O95467')"
"('P62937', 'P16471')"
"('Q9NRR5', 'P33240')"
"('Q9HAU5', 'P15170')"
"('P63104', 'Q13501')"
"('Q9NQU5', 'P04049')"
"('Q8ND25', 'O75800')"
"('P01241', 'P54819')"
"('Q92633', 'O14775')"
"('Q13547', 'Q15583')"
"('P18124', 'P26373')"
"('Q15811', 'Q6ZUJ8')"
"('Q14118', 'P62979')"
"('Q6P2Q9', 'O75643')"
"('P01116', 'P68104')"
"('Q9H0E9', 'P19793')"
"('O43513', 'Q9NX70')"
"('P04406', 'P63167')"
"('Q92574', 'P20936')"
"('Q9UBD9', 'Q6UXL0')"
"('P32121', 'Q8NGQ4')"
"('O95872', 'Q8TCT9')"
"('P63000', 'P52564')"
"('Q92833', 'P43694')"
"('P16220', 'P01903')"
"('P61956', 'Q12873')"
"('P01100', 'P05231')"
"('P17612', 'P19838')"
"('Q9UBC3', 'Q96KQ7')"
"('Q15758', 'Q9Y2Q3')"
"('Q13526', 'P37840')"
"('Q9NVI1', 'P01106')"
"('Q9UNL4', 'Q6IE81')"
"('O60262', 'Q13368')"
"('Q92945', '406881')"
"('Q9H0E9', 'P0C0S5')"
"('P30480', 'Q9UQE7')"
"('P18077', 'P83731')"
"('442920', 'P00519')"
"('Q9UET6', 'P28074')"
"('P63010', 'P58107')"
"('P28070', 'Q99436')"
"('Q02156', 'Q9NRA0')"
"('Q86WV1', 'Q13094')"
"('Q96KK5', 'Q96DB2')"
"('407006', 'Q9NX09')"
"('P00748', 'Q9NPY3')"
"('P10827', 'Q92793')"
"('Q8IZC6', 'P53708')"
"('Q7L5D6', 'P46379')"
"('O00591', 'Q9H0R8')"
"('Q5FWF4', 'P16220')"
"('O95197', 'P11142')"
"('P55347', 'P00749')"
"('P42680', 'Q92729')"
"('P51532', 'Q9UKL0')"
"('Q15428', 'O43684')"
"('P39019', 'P62263')"
"('P01243', 'P84022')"
"('P18124', 'Q02543')"
"('P25490', 'P62805')"
"('P62136', 'P06400')"
"('P40425', 'P31269')"
"('P04406', 'Q12906')"
"('P02647', 'Q9UJW9')"
"('Q13227', 'P78396')"
"('Q14152', 'P19532')"
"('P27348', 'Q9Y4H2')"
"('Q13243', 'Q16629')"
"('P09874', 'Q9NUW8')"
"('Q92733', 'Q13356')"
"('P30954', 'Q9Y4K3')"
"('Q9UBT2', 'Q8TDN6')"
"('P41091', 'P30480')"
"('Q14203', 'P42224')"
"('P36897', 'Q9NWN3')"
"('Q9Y3U8', 'P18077')"
"('P02775', 'P25025')"
"('Q5VTD9', 'Q6NUQ1')"
"('P19320', 'P15311')"
"('Q8WXD9', 'Q9UM73')"
"('Q9Y478', 'O14818')"
"('Q01201', 'Q13489')"
"('P17676', 'Q16520')"
"('P63220', 'P46782')"
"('Q14191', 'P63279')"
"('Q14BN4', 'P67775')"
"('Q7Z591', 'Q6Y7W6')"
"('O60663', 'P51116')"
"('P52597', 'P31943')"
"('O60732', 'P35269')"
"('Q16531', 'P02768')"
"('P49815', 'P08107')"
"('P62158', 'O14730')"
"('O15392', 'O14980')"
"('Q09472', 'P68431')"
"('Q9H4B7', 'Q71U36')"
"('O14717', 'P51681')"
"('Q13464', 'Q99755')"
"('P49662', 'O95347')"
"('P06396', 'P21796')"
"('Q9UKE5', 'P51572')"
"('P31943', 'P67809')"
"('P54253', 'Q9Y2K5')"
"('Q29RF7', 'P58753')"
"('O75940', 'Q01844')"
"('Q13671', 'P00519')"
"('Q96Q05', 'P18146')"
"('P16333', 'O43918')"
"('P63104', 'Q8NHH9')"
"('Q7L5N1', 'Q09472')"
"('Q9UKB1', 'P08151')"
"('P12956', 'P56182')"
"('P01106', 'P56182')"
"('P14784', 'P55884')"
"('Q92535', 'Q14442')"
"('P04201', 'Q13424')"
"('Q9NS64', 'Q86UX6')"
"('P27986', 'P61981')"
"('Q96MX0', 'Q5EB52')"
"('P16333', 'P47928')"
"('P78423', 'P51681')"
"('P01571', 'P31785')"
"('O43390', 'O60508')"
"('Q7Z7M8', 'Q92796')"
"('P08246', 'P10144')"
"('Q06787', 'Q9UL18')"
"('P43364', 'P20809')"
"('Q9HBG4', 'Q13625')"
"('P18669', 'P12004')"
"('Q07021', 'Q99759')"
"('P43364', 'Q9Y2X8')"
"('Q07960', 'P17081')"
"('O60504', 'O14641')"
"('Q08211', 'Q13247')"
"('O95863', 'P0CG48')"
"('P23470', 'P49023')"
"('P10645', 'O60925')"
"('P08567', 'O95810')"
"('P35268', 'P60709')"
"('P52298', 'Q14164')"
"('P52907', 'P23508')"
"('Q99558', 'Q9UNE0')"
"('Q9UBS4', 'Q8IWV7')"
"('Q13098', 'Q7L5N1')"
"('Q12933', 'Q8TBB1')"
"('Q08881', 'Q13283')"
"('Q13625', 'Q92843')"
"('P62269', 'P62241')"
"('P30154', 'P54289')"
"('P16104', 'P24534')"
"('Q96MA1', 'Q9NWB1')"
"('P35269', 'O60732')"
"('Q9UJY5', 'P0CG48')"
"('P01350', 'P02787')"
"('P07996', 'P01137')"
"('P13612', 'O75578')"
"('P63092', 'O95622')"
"('Q12933', 'Q9NVF7')"
"('P51805', 'Q92730')"
"('Q9UKV8', 'P15880')"
"('P01375', 'Q9Y5S8')"
"('Q9Y3A3', 'O60383')"
"('P10144', 'Q9H853')"
"('P10398', 'O43187')"
"('Q99933', 'P10276')"
"('P12755', 'O15379')"
"('Q8NHZ8', 'Q13042')"
"('O96017', 'P30307')"
"('Q9Y3F4', 'P14678')"
"('Q92956', 'Q08211')"
"('Q9Y6K9', 'P52907')"
"('P51532', 'Q01201')"
"('Q6ZW49', 'P61964')"
"('Q16254', 'Q8N682')"
"('O60603', 'P08571')"
"('Q562R1', 'P38432')"
"('P10828', 'Q8WYR1')"
"('Q15014', 'P78527')"
"('P43686', 'Q15654')"
"('Q13164', 'P01106')"
"('P78396', 'Q15008')"
"('Q8TAQ2', 'O15360')"
"('O43639', 'P30530')"
"('P0CG48', 'Q9NVI1')"
"('Q8IWF7', 'P02792')"
"('O95484', 'Q9UDY2')"
"('28900', 'P27448')"
"('Q99062', 'P29597')"
"('P13612', 'P08648')"
"('P18847', 'P01215')"
"('Q15038', 'P29400')"
"('P01579', 'P31785')"
"('P84022', 'O60315')"
"('Q9BXS5', 'P07910')"
"('Q8IXH7', 'P10606')"
"('Q9UL18', 'Q9H0A0')"
"('P31749', 'O43187')"
"('P52758', 'O15131')"
"('Q9Y2J2', 'P12931')"
"('P30480', 'Q9UL25')"
"('Q9H467', 'O14920')"
"('Q9Y281', 'P62993')"
"('Q9Y3A3', 'Q9NVK5')"
"('P62854', 'P62851')"
"('P61978', 'P49863')"
"('P05388', 'P63104')"
"('P27694', 'Q6PCD5')"
"('P04628', 'O75030')"
"('Q02779', 'P35232')"
"('Q15306', 'P17947')"
"('P62333', 'Q14997')"
"('Q15834', 'Q9NS73')"
"('O14965', 'Q9UD71')"
"('Q8N3U4', 'Q7Z5K2')"
"('Q9UBP5', 'Q13547')"
"('P10586', 'Q92529')"
"('O60566', 'Q9UJX4')"
"('Q14209', 'Q14186')"
"('P28340', 'Q15054')"
"('Q9NS37', 'O43889')"
"('O95248', 'O15530')"
"('Q9UHB7', 'Q12933')"
"('P54725', 'P07108')"
"('Q9HCK5', 'O14744')"
"('Q9UM73', 'P40763')"
"('P04637', 'P55209')"
"('Q9UHR5', 'Q9BRX9')"
"('Q16659', 'Q8IX03')"
"('P05121', 'P24593')"
"('P21246', 'Q15013')"
"('O95999', 'P45984')"
"('Q9NS91', 'P12004')"
"('Q9BY11', 'Q53SF7')"
"('Q07869', 'Q96AQ7')"
"('P01891', 'Q9Y4L1')"
"('Q12888', 'Q13315')"
"('O94972', 'P62256')"
"('Q9Y478', 'Q9BUM1')"
"('Q9NV70', 'Q9NRI5')"
"('P03905', 'P03886')"
"('O76093', 'Q02763')"
"('P54274', 'P04632')"
"('Q8IZD9', 'P52198')"
"('Q9H2X6', 'Q13233')"
"('P05107', 'Q03405')"
"('Q9Y4A5', 'Q9Y605')"
"('Q05655', 'P19883')"
"('P01024', 'O00187')"
"('O14543', 'P40189')"
"('Q9Y383', 'P49641')"
"('O15264', 'O43524')"
"('Q9UHI6', 'Q9HAW0')"
"('Q99759', 'P08670')"
"('P22736', 'Q9HCK4')"
"('Q14683', 'P49662')"
"('Q9H2H0', 'O14640')"
"('Q9Y4G8', 'O14807')"
"('Q13535', 'P24928')"
"('Q9NYY1', 'P26951')"
"('Q13639', 'O95467')"
"('P31689', 'Q9H9G7')"
"('P30480', 'Q9UI30')"
"('P17676', 'Q15306')"
"('Q13315', 'P54274')"
"('Q6Q0C0', 'P68036')"
"('Q9BPX5', 'P61160')"
"('P14174', 'Q14164')"
"('P05067', 'P55212')"
"('P19404', 'O75489')"
"('P52948', 'O15504')"
"('O95139', 'Q9UI09')"
"('Q9C000', 'O15553')"
"('Q99933', 'Q9Y618')"
"('P55010', 'B5ME19')"
"('Q9NYL9', 'Q99759')"
"('O43927', 'P26641')"
"('P20908', 'P05556')"
"('P11229', 'P62873')"
"('O60291', 'Q8WVN8')"
"('Q13415', 'P78396')"
"('P13667', 'P30101')"
"('Q9NPP4', 'P62195')"
"('407021', 'P56817')"
"('Q9HCK5', 'P83731')"
"('P61586', 'Q9NZN5')"
"('Q99075', 'P26447')"
"('P0C0S5', 'Q08945')"
"('P61952', 'Q9UKY1')"
"('P45985', 'Q9UPT6')"
"('406906', 'Q96RU8')"
"('Q14164', 'P11940')"
"('Q92831', 'O43524')"
"('P42702', 'P26992')"
"('Q9BSB4', 'O75506')"
"('P28070', 'O15162')"
"('O76080', 'P54727')"
"('P19838', 'P10415')"
"('Q99961', 'P16234')"
"('Q99466', 'Q9Y2E6')"
"('P22090', 'P63220')"
"('O75461', 'Q09028')"
"('P35222', 'P15941')"
"('P30511', 'P01732')"
"('Q07157', 'O95500')"
"('Q8ND90', 'Q96L34')"
"('Q9UBP5', 'Q92922')"
"('Q99558', 'P49407')"
"('P02768', 'P55001')"
"('P55036', 'Q9H175')"
"('O95630', 'O75886')"
"('O60675', 'P17544')"
"('P01100', 'P13631')"
"('Q15276', 'P20338')"
"('P32121', 'P63151')"
"('Q9HC24', 'Q13505')"
"('Q9Y5P8', 'O60359')"
"('P22612', 'P13569')"
"('P04350', 'Q9NY65')"
"('Q9NNX6', 'P22301')"
"('Q12873', 'Q13573')"
"('Q9H1I8', 'Q96JH8')"
"('P10914', 'P17676')"
"('P39023', 'P61927')"
"('Q9UHD8', 'Q9Y4K3')"
"('Q13315', 'P23921')"
"('Q8IYB3', 'O43390')"
"('P53567', 'P17544')"
"('P20138', 'Q13191')"
"('P04156', 'O94985')"
"('406901', 'Q00534')"
"('P41597', 'P51681')"
"('Q92633', 'O95467')"
"('P17252', 'P11234')"
"('Q16665', 'O14746')"
"('Q8NAV1', 'Q14181')"
"('P62805', 'O15315')"
"('Q9Y2X0', 'Q15648')"
"('Q96B02', 'P26442')"
"('P18124', 'P62906')"
"('Q00613', 'Q92769')"
"('O00232', 'O00231')"
"('Q9NX58', 'P22087')"
"('Q12824', 'Q9UJX2')"
"('Q8NFH5', 'Q99567')"
"('Q15369', 'P62875')"
"('Q13444', 'P06241')"
"('P04222', 'P61769')"
"('Q9NX14', 'O75438')"
"('O43678', 'O95298')"
"('Q16629', 'Q12986')"
"('Q9H4K1', 'Q9Y620')"
"('Q9Y3A3', 'Q14BN4')"
"('Q86YP4', 'Q99459')"
"('O43353', 'Q7Z434')"
"('P10599', 'P01889')"
"('P26196', 'Q9UKV8')"
"('Q96MW5', 'P83436')"
"('P16152', 'O15264')"
"('P54253', 'Q2TAL8')"
"('Q9H0E3', 'P84022')"
"('Q9P2H0', 'Q8NC44')"
"('P46100', 'Q96KM6')"
"('Q92997', 'P78337')"
"('Q9Y4K3', 'O43242')"
"('P18146', 'Q96S97')"
"('P26012', 'P12814')"
"('Q8N1F7', 'Q96T60')"
"('Q16663', 'P46092')"
"('P36897', 'O00212')"
"('Q15155', 'Q01780')"
"('Q12824', 'Q86U86')"
"('P62333', 'Q00653')"
"('Q9P104', 'O60238')"
"('O75365', 'P57088')"
"('Q16663', 'P32246')"
"('Q8WWW0', 'Q00987')"
"('Q99880', 'Q96KK5')"
"('Q9Y239', 'Q9Y5V3')"
"('P01112', 'O43318')"
"('O43172', 'P56134')"
"('P63220', 'P39019')"
"('Q15047', 'Q9H5F2')"
"('P12644', 'Q96NZ8')"
"('Q8WUI4', 'Q99880')"
"('P62312', 'Q9Y4Z0')"
"('P63220', 'P62277')"
"('P69892', 'P69905')"
"('P05783', 'P02671')"
"('Q969R5', 'Q8WUB8')"
"('Q13309', 'P46527')"
"('Q8IYF1', 'P49910')"
"('Q15811', 'Q05193')"
"('O95989', 'P50542')"
"('Q92844', 'P04264')"
"('P46781', 'P22090')"
"('P38646', 'Q15750')"
"('P25440', 'Q99459')"
"('Q06124', 'Q92569')"
"('Q6UB35', 'Q15714')"
"('P25791', 'P15976')"
"('O94868', 'Q96QZ7')"
"('Q13625', 'Q9HBG4')"
"('O14544', 'P40763')"
"('Q6UXH1', 'Q00535')"
"('Q8TD84', 'Q8TDG2')"
"('O00463', 'Q92956')"
"('P08631', 'Q92556')"
"('Q96R67', 'P38405')"
"('Q9UBT7', 'P49716')"
"('P26232', 'Q04917')"
"('P04183', 'Q05516')"
"('O14936', 'P41134')"
"('Q99623', 'Q8IXH7')"
"('P61289', 'P11021')"
"('P25025', 'P61981')"
"('Q93009', 'Q99426')"
"('P04632', 'P11802')"
"('Q14315', 'Q13153')"
"('Q13485', 'O15198')"
"('Q04759', 'P53779')"
"('O95409', 'P10070')"
"('P61978', 'P63279')"
"('Q05193', 'P12931')"
"('Q9BZL4', 'P60660')"
"('Q15022', 'P28749')"
"('Q93009', 'Q01201')"
"('P56748', 'P56856')"
"('P99999', 'P23508')"
"('P32121', 'Q8NGS7')"
"('Q04771', 'P53778')"
"('P49715', 'P35558')"
"('P17612', 'P45983')"
"('Q13315', 'Q13769')"
"('P38159', 'Q14011')"
"('P30260', 'Q13526')"
"('P68400', 'P49427')"
"('P31751', 'Q16821')"
"('P50148', 'P49841')"
"('P78344', 'P98170')"
"('Q9BRK5', 'P04183')"
"('P68036', 'Q7Z419')"
"('Q96FJ2', 'O96015')"
"('P05771', 'Q15361')"
"('O75716', 'Q15583')"
"('Q99459', 'P78347')"
"('Q8NC60', 'Q13322')"
"('Q8WUM4', 'P23508')"
"('P62993', 'Q9UKW4')"
"('Q92997', 'Q7Z7J5')"
"('Q15185', 'Q9HCK5')"
"('P05783', 'Q07889')"
"('P01889', 'Q9GZT3')"
"('P62310', 'Q969L4')"
"('P05113', 'P16471')"
"('Q8IY92', 'Q9P015')"
"('O14776', 'Q8N2W9')"
"('P80162', 'P49238')"
"('P30153', 'P05771')"
"('P51610', 'Q99880')"
"('Q9NWT1', 'Q9UL18')"
"('P08138', 'Q00994')"
"('P10827', 'Q9Y618')"
"('O14964', 'O95405')"
"('Q8IYD8', 'Q8NB91')"
"('P63104', 'A8K0R7')"
"('Q969G2', 'Q16385')"
"('P46781', 'P42677')"
"('Q9NRD5', 'Q5SW24')"
"('O00401', 'Q99963')"
"('Q07889', 'O43561')"
"('Q96Q27', 'Q93034')"
"('P05771', 'Q96KS0')"
"('Q92878', 'P78527')"
"('P35080', 'Q13332')"
"('O14944', 'Q15303')"
"('Q7Z4P5', 'Q16671')"
"('P49841', 'Q01844')"
"('O00257', 'P78364')"
"('O15504', 'Q9NRG9')"
"('P22607', 'Q9ULV8')"
"('Q9Y4K3', 'P08581')"
"('P15153', 'Q13485')"
"('P32121', 'Q96R08')"
"('P15153', 'P63261')"
"('P01730', 'O00220')"
"('Q92547', 'Q07864')"
"('P62266', 'P62280')"
"('Q9H0U6', 'Q14197')"
"('Q9H4D5', 'Q9NPJ8')"
"('Q00653', 'P40763')"
"('P68400', 'P53999')"
"('O60341', 'O94776')"
"('Q9UJY1', 'O14558')"
"('P43243', 'Q9UKV8')"
"('P50222', 'Q9Y512')"
"('Q12906', 'Q13573')"
"('P04629', 'Q92569')"
"('Q8TBB1', 'Q9H832')"
"('P18564', 'O43707')"
"('Q9NPB9', 'P19838')"
"('Q8N264', 'P08134')"
"('P35609', 'P18206')"
"('Q96FZ7', 'P40818')"
"('Q96LZ3', 'P41594')"
"('Q9UBU9', 'P78406')"
"('P11274', 'Q13588')"
"('Q16576', 'P06400')"
"('P05388', 'Q13573')"
"('Q04206', 'O95071')"
"('P17252', 'P29597')"
"('O75367', 'Q9UQL6')"
"('P42768', 'Q9Y2R2')"
"('Q9GZX7', 'P40227')"
"('P02461', 'P16070')"
"('O14920', 'P04637')"
"('P07333', 'P48736')"
"('P27986', 'O15530')"
"('O43734', 'O43318')"
"('Q96ST3', 'O75446')"
"('P37802', 'P24941')"
"('Q14562', 'Q9UHR5')"
"('Q53ET0', 'P15336')"
"('P26583', 'P09086')"
"('Q9Y2Q3', 'P33991')"
"('P18146', 'O75477')"
"('P21673', 'Q7L5N1')"
"('Q7Z419', 'P49716')"
"('P01127', 'P07333')"
"('P61218', 'Q9NWA0')"
"('P61587', 'P31947')"
"('O75800', 'P22392')"
"('P63104', 'P00403')"
"('P25440', 'Q9NPF5')"
"('P50616', 'Q8NE35')"
"('P05107', 'Q9Y624')"
"('Q13573', 'Q13247')"
"('P06753', 'P51911')"
"('P09661', 'P11387')"
"('P05771', 'P59768')"
"('P60709', 'P15311')"
"('Q9Y2X0', 'P48443')"
"('Q15788', 'P51398')"
"('Q96KQ7', 'Q9Y6K1')"
"('A8MW92', 'P68431')"
"('O75448', 'P41235')"
"('Q8N257', 'P61964')"
"('Q9H467', 'P03372')"
"('P12318', 'Q8NHJ6')"
"('P08107', 'P12830')"
"('P68402', 'P11171')"
"('Q9Y5K5', 'P48556')"
"('P04637', 'Q13330')"
"('Q99614', 'P84996')"
"('Q9Y5B9', 'P50750')"
"('Q86V81', 'Q13838')"
"('P16220', 'P63279')"
"('O43439', 'Q96HA8')"
"('Q8WU20', 'P62993')"
"('P07202', 'P40189')"
"('Q9NX65', 'Q9NWS9')"
"('P05771', 'P18564')"
"('O14508', 'P01589')"
"('P05787', 'O75503')"
"('P26651', 'Q9NPI6')"
"('Q96Q83', 'Q9UBU8')"
"('P98095', 'Q96GW7')"
"('P16473', 'P11021')"
"('Q08380', 'Q14164')"
"('P61218', 'O15514')"
"('Q14164', 'P60900')"
"('P01732', 'P06239')"
"('P05112', 'Q08334')"
"('Q9UHX1', 'P35225')"
"('Q9H160', 'P84243')"
"('P49910', 'O14641')"
"('P14678', 'Q8WXD5')"
"('O95819', 'O76021')"
"('P40692', 'Q5T1H1')"
"('Q9H204', 'O43586')"
"('P04156', 'Q15776')"
"('P12956', 'P11021')"
"('P01106', 'P11021')"
"('P62807', 'Q9UKV0')"
"('P57739', 'P56747')"
"('Q9UBN7', 'Q8TAM1')"
"('Q14683', 'Q9NTI5')"
"('P22612', 'Q9UK08')"
"('Q9BUJ2', 'Q9Y3C6')"
"('P16220', 'P27707')"
"('P08567', 'P00488')"
"('P01579', 'O15105')"
"('Q9UJY4', 'Q99523')"
"('P42574', 'P78527')"
"('P40692', 'Q8WXE1')"
"('O14610', 'P42338')"
"('P48443', 'P27707')"
"('P62258', 'Q05639')"
"('O95977', 'P63096')"
"('P07942', 'P10070')"
"('Q13464', 'O14950')"
"('P34947', 'P08588')"
"('Q09028', 'Q12830')"
"('P35372', 'P16520')"
"('P25942', 'P24394')"
"('Q9Y5V3', 'Q9H0E2')"
"('Q13191', 'Q9H0H5')"
"('P78329', 'P62993')"
"('Q99460', 'Q9UBN6')"
"('Q93079', 'P62993')"
"('P51693', 'P08670')"
"('Q9UNE7', 'P10275')"
"('P27540', 'Q9Y618')"
"('O15519', 'Q99558')"
"('O43741', 'P04035')"
"('O15118', 'Q9H1C4')"
"('P62273', 'P15880')"
"('Q8NBJ4', 'Q9BQ52')"
"('P67870', 'O75716')"
"('Q14103', 'P61981')"
"('P40763', 'Q06187')"
"('P84022', 'P05108')"
"('P38936', 'Q96N67')"
"('O60739', 'P30049')"
"('Q8NFM4', 'P22612')"
"('P37231', 'Q15848')"
"('O14974', 'Q14005')"
"('P16220', 'P61018')"
"('A6NMZ7', 'Q9HCN6')"
"('Q92845', 'O43809')"
"('P41240', 'P23470')"
"('P17947', 'Q15744')"
"('O95757', 'P30480')"
"('Q02040', 'Q99750')"
"('Q96C90', 'O75116')"
"('P27986', 'Q6PIZ9')"
"('Q8IX03', 'Q5T3J3')"
"('Q9C0C7', 'P51784')"
"('Q8IX03', 'Q5UIP0')"
"('P17252', 'P14598')"
"('Q96A83', 'P20226')"
"('O76064', 'P38398')"
"('P52701', 'Q10586')"
"('Q9UQL6', 'Q16777')"
"('O60258', 'P08581')"
"('Q14116', 'O95256')"
"('P04626', 'Q9Y2R2')"
"('Q8NBZ0', 'P62805')"
"('P42568', 'Q5UIP0')"
"('P62195', 'Q14CS0')"
"('Q15717', 'O00206')"
"('P09038', 'P68400')"
"('Q13263', 'Q15047')"
"('Q9BY76', 'O15511')"
"('P10644', 'Q9Y6D6')"
"('P41235', 'P10275')"
"('O60383', 'Q9UN74')"
"('P14136', 'P05067')"
"('O15379', 'Q96A08')"
"('P63173', 'P18621')"
"('P18031', 'O14939')"
"('P19525', 'Q9UPY3')"
"('P20333', 'P53007')"
"('Q16236', 'P0CG47')"
"('Q13616', 'Q13573')"
"('Q12851', 'Q13162')"
"('P50150', 'Q13936')"
"('Q9H4H8', 'P49674')"
"('Q9NR55', 'P53567')"
"('P28749', 'O15047')"
"('Q9BY11', 'Q8IZC4')"
"('P48552', 'P19793')"
"('Q14134', 'Q9BSW2')"
"('P25788', 'Q9P2G9')"
"('407047', 'P55316')"
"('P21673', 'Q96I25')"
"('P23396', 'P62249')"
"('P53680', 'Q15149')"
"('Q14644', 'Q15628')"
"('P04183', 'Q6P0Q8')"
"('P32969', 'P05386')"
"('Q96RR4', 'Q9UGI9')"
"('P16333', 'Q14118')"
"('P55774', 'P51685')"
"('P06241', 'P15391')"
"('P15927', 'Q9NZC9')"
"('Q9NR56', 'P31943')"
"('Q9NZN3', 'O95721')"
"('O75925', 'Q96RG2')"
"('Q13573', 'Q99729')"
"('Q13164', 'P35354')"
"('Q13136', 'Q99459')"
"('P10599', 'Q06830')"
"('A0JLT2', 'Q9Y2X0')"
"('Q92561', 'P51681')"
"('P62851', 'P62753')"
"('P84243', 'Q86U86')"
"('P29350', 'Q8WV28')"
"('Q9UQM7', 'P48058')"
"('P27986', 'Q07889')"
"('Q9BU76', 'Q9H190')"
"('Q13315', 'Q5TAX3')"
"('P62879', 'O95622')"
"('O43353', 'Q13469')"
"('Q8IU57', 'P29597')"
"('P02686', 'O75716')"
"('P60900', 'Q14164')"
"('P54259', 'Q15654')"
"('Q9BRX2', 'Q99459')"
"('Q06787', 'Q13137')"
"('Q9NRI5', 'P07437')"
"('P15863', 'P50222')"
"('Q9UNA1', 'O00255')"
"('P37802', 'P11171')"
"('Q13315', 'Q96B23')"
"('Q02978', 'P38936')"
"('O95433', 'Q15078')"
"('Q15831', 'Q96CW1')"
"('Q9P2G9', 'P05387')"
"('O75569', 'Q03701')"
"('Q9NX58', 'Q15323')"
"('Q15628', 'P60709')"
"('P01889', 'P22309')"
"('Q9H8Y8', 'Q9Y620')"
"('P08670', 'O00255')"
"('Q15014', 'Q6NV75')"
"('P18206', 'P63261')"
"('P01588', 'Q99062')"
"('P46379', 'Q9UBS4')"
"('Q9UM73', 'P20936')"
"('P0CG47', 'Q9UJ41')"
"('Q8NCD3', 'P62805')"
"('O95810', 'Q6ZVK8')"
"('P0CG48', 'P23246')"
"('Q15797', 'P18146')"
"('Q16288', 'P29353')"
"('P19105', 'O60739')"
"('Q99623', 'Q08380')"
"('407040', 'O00548')"
"('Q03164', 'P46527')"
"('Q9UL26', 'Q15075')"
"('Q04206', 'Q00403')"
"('Q92665', 'P56537')"
"('P01023', 'P01138')"
"('Q16539', 'P67775')"
"('Q9Y3S1', 'P55157')"
"('O00257', 'P29590')"
"('O43556', 'Q13326')"
"('Q9Y4K3', 'P55209')"
"('Q8IY92', 'P68400')"
"('O43353', 'Q01469')"
"('Q7Z6Z7', 'Q99459')"
"('O76071', 'O00159')"
"('Q02556', 'O15455')"
"('O15042', 'Q13595')"
"('P52735', 'P00533')"
"('P35568', 'P24394')"
"('Q8TBB1', 'Q66K89')"
"('Q04206', 'Q15672')"
"('Q12904', 'P62330')"
"('P38919', 'Q09161')"
"('Q9UGJ1', 'P14136')"
"('Q99459', 'P11021')"
"('P19256', 'Q15011')"
"('O15534', 'P56645')"
"('Q9P0L0', 'Q96TC7')"
"('P35626', 'P0C7T3')"
"('P10114', 'P49354')"
"('P10276', 'Q15648')"
"('Q9H2X3', 'P10600')"
"('P63218', 'O00555')"
"('Q13326', 'Q92629')"
"('P35626', 'P51679')"
"('P63151', 'P23443')"
"('Q92831', 'Q9UBG7')"
"('Q15366', 'Q10570')"
"('P53779', 'P23219')"
"('P53618', 'Q9UBF2')"
"('P20073', 'Q14194')"
"('P62993', 'P25106')"
"('Q15796', 'O60664')"
"('P18146', 'Q8WU17')"
"('P26368', 'Q99590')"
"('P82914', 'Q92552')"
"('P10721', 'P07947')"
"('Q9NXR8', 'P0C0S5')"
"('P17252', 'P47712')"
"('P32969', 'P62750')"
"('P00519', 'Q8TAS1')"
"('Q8WWR8', 'Q9BQY4')"
"('Q99436', 'P20618')"
"('Q8N8V2', 'P61604')"
"('Q16659', 'P33981')"
"('P19525', 'Q9H0E2')"
"('O14788', 'Q15910')"
"('Q07912', 'P46934')"
"('P49407', 'Q12772')"
"('P08572', 'P04183')"
"('Q9HCS7', 'Q03468')"
