negatives
"('P34932', 'Q13217')"
"('Q6PI48', 'Q13155')"
"('Q99728', 'P55081')"
"('Q13557', 'O15084')"
"('P50552', 'P42768')"
"('Q9BZE9', 'Q92890')"
"('P17612', 'P48436')"
"('P01568', 'P15260')"
"('Q5TA82', 'Q92504')"
"('Q6DD88', 'Q9H5H4')"
"('P15336', 'Q99871')"
"('P78317', 'Q15554')"
"('Q96ER9', 'Q6P4A8')"
"('O75604', 'P19438')"
"('Q9NPJ8', 'Q9H4D5')"
"('Q96JG6', 'Q15032')"
"('Q04724', 'Q13761')"
"('P54727', 'O95967')"
"('Q8WU79', 'Q96A09')"
"('O15381', 'Q14194')"
"('O00469', 'P01106')"
"('Q15797', 'Q9BRH9')"
"('P56537', 'P01241')"
"('Q93034', 'Q9Y576')"
"('Q8NDB6', 'P43364')"
"('P48039', 'O14893')"
"('P20936', 'Q13480')"
"('P48960', 'Q8WVE6')"
"('Q92905', 'P05107')"
"('P43115', 'O95905')"
"('P21333', 'Q5T5U3')"
"('Q9BWM7', 'Q9UBU9')"
"('O14788', 'Q8TAM1')"
"('Q96PG8', 'P00533')"
"('P05813', 'Q93062')"
"('P25874', 'O60361')"
"('Q01094', 'P04637')"
"('P81605', 'Q92624')"
"('Q8TBE1', 'P40198')"
"('Q02241', 'Q9Y6K9')"
"('Q86VP6', 'Q9H0A0')"
"('O75083', 'Q96I15')"
"('Q9Y262', 'P04629')"
"('Q9UBT6', 'Q9BXY0')"
"('Q13148', 'O15226')"
"('P35637', 'Q15758')"
"('P16104', 'Q7Z6Z7')"
"('Q7Z434', 'Q14790')"
"('Q9BXI2', 'O76064')"
"('Q02156', 'Q16625')"
"('P62805', 'P16104')"
"('Q01844', 'Q9H4I2')"
"('Q14978', 'P34947')"
"('P24539', 'Q9UJZ1')"
"('O60939', 'P24468')"
"('P10644', 'P00533')"
"('P28698', 'Q13952')"
"('P41250', 'Q06323')"
"('Q8IY92', 'Q9UL15')"
"('Q01860', 'P52701')"
"('Q96AP0', 'Q96G03')"
"('P0C7P0', 'Q9H857')"
"('Q53S58', 'Q2NL82')"
"('Q9GZR7', 'Q09472')"
"('Q13424', 'P23610')"
"('Q13255', 'O00505')"
"('Q9UGJ1', 'P19012')"
"('Q9NYK5', 'Q96DV4')"
"('P04004', 'P05106')"
"('Q92499', 'O75147')"
"('P31749', 'Q9H4A3')"
"('Q05639', 'Q9Y572')"
"('P14770', 'Q8N5M9')"
"('Q96GG9', 'Q9UGP5')"
"('Q9H1Y0', 'Q96A65')"
"('Q86WB0', 'Q9UM73')"
"('P36542', 'P62736')"
"('P26358', 'P09486')"
"('Q13573', 'Q13617')"
"('Q02878', 'P62263')"
"('Q14914', 'P17174')"
"('P14373', 'Q9Y385')"
"('P61218', 'Q8N5U6')"
"('P02766', 'P02753')"
"('Q9Y535', 'Q15366')"
"('Q15306', 'Q9H6S0')"
"('Q9NZ01', 'Q53GQ0')"
"('A6NHT5', 'Q96FJ0')"
"('P60709', 'P07355')"
"('Q9UJW0', 'P42025')"
"('P46777', 'P83881')"
"('P60484', 'Q19T08')"
"('O95274', 'Q15021')"
"('P20963', 'P42229')"
"('Q9UBU9', 'Q14202')"
"('Q969Q6', 'Q6ZU80')"
"('P60412', 'P50222')"
"('Q9P2F6', 'Q07889')"
"('O95398', 'P63010')"
"('O43670', 'Q7KZF4')"
"('Q9P0W2', 'P05067')"
"('O43617', 'Q7Z392')"
"('Q5U5X0', 'P05067')"
"('P02686', 'P50613')"
"('P03372', 'Q15003')"
"('P09874', 'Q6UWZ7')"
"('Q5T749', 'Q8TBB1')"
"('Q15654', 'Q12756')"
"('Q05048', 'P38398')"
"('Q9NUQ7', 'O60506')"
"('Q13489', 'Q13077')"
"('Q8NBN7', 'Q9H0U4')"
"('O95741', 'P38936')"
"('Q00987', 'Q99836')"
"('O15269', 'P01106')"
"('P41227', 'Q5TDH0')"
"('O95208', 'Q15311')"
"('Q08499', 'Q08AF8')"
"('Q9P086', 'O60244')"
"('O75925', 'P12980')"
"('P12814', 'P60033')"
"('Q07889', 'Q13683')"
"('Q6NVU6', 'Q9UHD9')"
"('Q9UL15', 'Q13200')"
"('Q96AV8', 'Q9Y265')"
"('Q07869', 'Q9BV79')"
"('O94972', 'Q7L590')"
"('Q08345', 'P19022')"
"('P0DP23', 'P32121')"
"('Q9BRG1', 'Q04864')"
"('P20073', 'Q96FW1')"
"('P51668', 'P14373')"
"('P78348', 'Q6NUS6')"
"('Q96A49', 'P12830')"
"('P55851', 'P20930')"
"('Q9UK97', 'Q13616')"
"('Q92905', 'O75534')"
"('Q86YF9', 'Q15172')"
"('O14980', 'Q9HD67')"
"('P09497', 'Q00610')"
"('Q00987', 'P49407')"
"('Q9P2I0', 'Q13618')"
"('Q96AG4', 'Q8NBM4')"
"('Q8WVJ2', 'Q9Y536')"
"('Q9BZL3', 'O95406')"
"('O00232', 'Q13200')"
"('P17482', 'P05412')"
"('Q96SI9', 'O75553')"
"('P16234', 'P60484')"
"('P09651', 'P35228')"
"('Q9Y312', 'O95905')"
"('Q9UNQ2', 'O95817')"
"('Q9HCE1', 'P50851')"
"('Q13158', 'Q15648')"
"('P35637', 'Q96P66')"
"('Q07869', 'Q15067')"
"('P38398', 'Q15366')"
"('P62891', 'Q6ZN18')"
"('P19387', 'O00267')"
"('Q8IZD9', 'Q9H4E5')"
"('P17947', 'P01584')"
"('Q96DI7', 'Q53GS9')"
"('P05067', 'P61081')"
"('P40424', 'P13569')"
"('P51149', 'Q99816')"
"('Q14241', 'P19388')"
"('Q9UQ80', 'P35544')"
"('P98175', 'Q9H9D4')"
"('Q01167', 'Q96DT7')"
"('O94925', 'P07384')"
"('P13010', 'P35813')"
"('O75477', 'Q96IW7')"
"('P11177', 'Q15120')"
"('Q9BUN1', 'O43186')"
"('P52888', 'Q99547')"
"('P62945', 'P61927')"
"('P20719', 'P20036')"
"('P22612', 'Q8NGA6')"
"('Q01581', 'P22307')"
"('Q9NZM1', 'Q6SPF0')"
"('P11308', 'Q15047')"
"('Q16082', 'Q14315')"
"('Q9Y2K7', 'O15105')"
"('Q14999', 'Q9UQE7')"
"('Q9NPA3', 'P02649')"
"('Q6IQ23', 'P14866')"
"('P51668', 'Q05086')"
"('P61956', 'Q86T24')"
"('P47756', 'P08151')"
"('P43405', 'P23443')"
"('Q01543', 'P63279')"
"('P39019', 'Q9NUX5')"
"('Q8IUH3', 'P49336')"
"('P46060', 'Q9NWV8')"
"('P32881', 'Q99650')"
"('P42574', 'P05787')"
"('Q8IUC1', 'Q7Z417')"
"('Q4VCS5', 'O14544')"
"('P68363', 'Q02363')"
"('O75718', 'Q99961')"
"('Q13829', 'O15160')"
"('Q53ET0', 'Q9H6Z9')"
"('O76015', 'Q3SY84')"
"('P42167', 'Q14011')"
"('Q00266', 'Q96AT9')"
"('P61006', 'P51553')"
"('Q8IXJ6', 'P51809')"
"('O76071', 'O15160')"
"('Q9BXL5', 'Q96EK4')"
"('P40337', 'P62244')"
"('Q9H6A0', 'P34932')"
"('Q15075', 'Q15276')"
"('O15379', 'Q08117')"
"('Q99729', 'Q9UJV9')"
"('O43399', 'Q7Z2Z2')"
"('Q9NYL9', 'P50225')"
"('Q96LW4', 'Q9HAW4')"
"('P78334', 'Q5JRA6')"
"('P50851', 'P57078')"
"('P32121', 'P18124')"
"('P08754', 'O15539')"
"('Q9H078', 'Q9P2Y5')"
"('Q9HAU5', 'P42285')"
"('O94925', 'P53602')"
"('P01106', 'P30279')"
"('O75143', 'Q9C0C7')"
"('Q9BRK4', 'P83876')"
"('P62487', 'O60318')"
"('Q96JX3', 'Q8IWL3')"
"('Q9UPE1', 'Q15427')"
"('P62807', 'Q99426')"
"('P35637', 'P49841')"
"('Q71F23', 'O60684')"
"('Q9H074', 'O00308')"
"('Q9BT78', 'P63104')"
"('Q9NXF7', 'Q92905')"
"('P67809', 'Q16795')"
"('Q9HC52', 'Q6ZW49')"
"('Q9UHD9', 'Q16538')"
"('Q08211', 'P26599')"
"('P08590', 'P02794')"
"('P61326', 'O76075')"
"('P51668', 'Q9BZK7')"
"('O60307', 'Q86X27')"
"('O15379', 'Q06330')"
"('Q96BD5', 'P05412')"
"('Q6P2H3', 'Q15468')"
"('O43809', 'P28702')"
"('P19838', 'P08047')"
"('O95817', 'P25788')"
"('P24928', 'P54198')"
"('Q05397', 'P49841')"
"('Q13114', 'Q01844')"
"('P20618', 'Q15714')"
"('P60370', 'P60369')"
"('Q9Y6I9', 'Q99801')"
"('Q15287', 'Q8IWX8')"
"('P04637', 'P05787')"
"('O00214', 'P13612')"
"('P00374', 'Q15388')"
"('Q9P1U1', 'Q96IZ7')"
"('Q9Y265', 'P62333')"
"('P62280', 'Q5TC82')"
"('Q92542', 'Q15388')"
"('O75569', 'Q9UPE1')"
"('P17844', 'Q93034')"
"('Q86VR2', 'O60939')"
"('Q9UET6', 'Q13618')"
"('Q01432', 'P11142')"
"('P67809', 'P13612')"
"('P04626', 'Q12913')"
"('P01185', 'Q9UBY5')"
"('Q9NZT1', 'Q16659')"
"('Q9Y2Y1', 'O75575')"
"('P05067', 'O95833')"
"('Q701N4', 'P09758')"
"('O94906', 'Q8NCN4')"
"('P06401', 'Q9Y6Q9')"
"('P61964', 'Q9H4L4')"
"('Q2TAA5', 'P62079')"
"('P55735', 'Q12769')"
"('Q8TAT6', 'Q9NQG5')"
"('P0DP25', 'P04150')"
"('Q15369', 'Q9H8Y8')"
"('Q96FV9', 'Q13123')"
"('Q7Z6M1', 'P15104')"
"('O15164', 'P21506')"
"('Q9Y3E0', 'Q96AH0')"
"('P12004', 'Q9UK53')"
"('P78371', 'P50990')"
"('Q6P087', 'P49759')"
"('Q71DI3', 'P11309')"
"('Q6P2C8', 'Q9NX70')"
"('P00533', 'Q5TH69')"
"('P01857', 'P02768')"
"('P09874', 'Q6K0P9')"
"('O00231', 'Q99717')"
"('Q96SQ5', 'Q15834')"
"('Q7Z6E9', 'Q9H492')"
"('Q92793', 'P54252')"
"('Q9UQE7', 'P30480')"
"('Q9UHD9', 'P60900')"
"('Q5R372', 'Q9H492')"
"('Q9UHD1', 'Q9Y2Z0')"
"('Q9UNZ2', 'Q6MZP7')"
"('Q14676', 'P78362')"
"('P12109', 'P01127')"
"('O43290', 'P38919')"
"('Q9BUL9', 'Q92995')"
"('A6NIX2', 'Q9H4B6')"
"('Q07157', 'Q9P127')"
"('P56880', 'P57739')"
"('Q8WXW3', 'Q8N157')"
"('P31946', 'Q8NHY2')"
"('Q86WG5', 'O14980')"
"('Q12906', 'Q9Y6G3')"
"('Q10713', 'Q8WW59')"
"('P54274', 'P15056')"
"('P61077', 'Q06587')"
"('Q9HCK1', 'Q6ZU80')"
"('Q9HCE1', 'P49761')"
"('Q99496', 'Q6DD87')"
"('P08514', 'Q9UQM7')"
"('Q8TD16', 'P53350')"
"('Q13526', 'Q13422')"
"('Q8WXH5', 'P62993')"
"('Q15022', 'Q04724')"
"('O14978', 'P49760')"
"('Q93074', 'Q9H204')"
"('Q6NYC1', 'Q4G0J3')"
"('Q13616', 'Q9UKB1')"
"('P10242', 'P51531')"
"('Q9Y3E0', 'Q07065')"
"('Q9HCE7', 'Q9UMX0')"
"('P04350', 'P25445')"
"('Q9Y3Q8', 'Q15365')"
"('Q8IWI9', 'Q969R5')"
"('Q8IZU0', 'Q15014')"
"('P03372', 'P58876')"
"('Q9UBQ5', 'O75821')"
"('Q13618', 'Q96L50')"
"('Q5C9Z4', 'P48431')"
"('O95251', 'Q9HC52')"
"('Q7L190', 'P47897')"
"('P12956', 'P49736')"
"('O75400', 'Q13618')"
"('P45973', 'Q6AHZ1')"
"('Q9BYD6', 'Q9P0P8')"
"('P47736', 'Q9Y297')"
"('Q9NQ50', 'Q8WVM8')"
"('Q96KQ7', 'O95785')"
"('Q14566', 'Q15555')"
"('P27482', 'Q9H1R3')"
"('P01137', 'Q9NRD1')"
"('P17028', 'Q9BWU0')"
"('P06748', 'P42771')"
"('Q7Z698', 'P29972')"
"('Q9Y2D0', 'P34897')"
"('Q9NPH2', 'P55795')"
"('P10276', 'P05412')"
"('P29322', 'P00519')"
"('Q96KA5', 'Q9HD33')"
"('Q969P0', 'P33778')"
"('P02771', 'O43147')"
"('Q92905', 'P09936')"
"('Q15022', 'Q969X5')"
"('P01011', 'P07288')"
"('P17612', 'P62873')"
"('O60493', 'O75970')"
"('Q07890', 'P27986')"
"('Q9Y4K3', 'Q8WY22')"
"('Q9NUX5', 'Q14093')"
"('O00562', 'P53350')"
"('Q15717', 'P13995')"
"('Q9UKA2', 'O14967')"
"('Q8WVZ9', 'Q6P1M3')"
"('P02786', 'Q96CV9')"
"('Q99497', 'Q96GY3')"
"('P41219', 'Q7Z3I7')"
"('Q8NBS9', 'Q6PJI9')"
"('P0CAP2', 'P52435')"
"('P40189', 'Q9ULZ3')"
"('Q8IUH5', 'P35520')"
"('Q8WU20', 'P62753')"
"('Q7Z7H8', 'Q8IXM3')"
"('P10636', 'P63104')"
"('P54098', 'Q9BYD3')"
"('P12757', 'P48307')"
"('Q6P4R8', 'Q15554')"
"('Q9P0N5', 'P08240')"
"('P54652', 'Q9UBE0')"
"('Q9ULV0', 'P62140')"
"('Q9UL58', 'P08238')"
"('P43361', 'Q9P031')"
"('F7VJQ1', 'Q96A73')"
"('P25098', 'Q96R69')"
"('Q9C026', 'P48730')"
"('Q9UL46', 'Q16659')"
"('Q6ZUM4', 'P61587')"
"('P05386', 'Q02543')"
"('Q15286', 'P62380')"
"('Q16611', 'Q15751')"
"('Q9HCE1', 'Q9Y2S7')"
"('P51587', 'Q06609')"
"('Q15170', 'P49915')"
"('O60244', 'Q92731')"
"('Q00887', 'Q15796')"
"('Q8WXW3', 'Q96GS4')"
"('Q9BYN0', 'O15355')"
"('P51531', 'Q13547')"
"('Q12967', 'Q92963')"
"('Q02297', 'Q8NAT1')"
"('Q86WU2', 'Q9H825')"
"('Q8IUH5', 'Q9NPQ8')"
"('Q9UHV2', 'Q9NRD5')"
"('Q9NX58', 'P46779')"
"('Q13642', 'P24593')"
"('P68371', 'P62993')"
"('P12081', 'Q96H20')"
"('Q9UBF8', 'Q8WVZ9')"
"('P16152', 'P30504')"
"('Q12933', 'P41279')"
"('Q08752', 'P29034')"
"('Q4LE39', 'P35222')"
"('O75347', 'Q9UGU5')"
"('O00219', 'Q92819')"
"('Q9NZ01', 'P31152')"
"('Q9HCE7', 'Q00403')"
"('Q13588', 'P15170')"
"('P62829', 'P62269')"
"('P45983', 'Q8WXG6')"
"('Q13077', 'P12035')"
"('P13727', 'Q495W5')"
"('Q96KQ4', 'Q99459')"
"('Q9P2B4', 'Q5VSL9')"
"('Q5T8P6', 'Q9Y6K9')"
"('P04350', 'P18858')"
"('Q01082', 'P11021')"
"('O95999', 'Q9Y6K9')"
"('Q9BWG6', 'Q6A163')"
"('Q96AG4', 'Q9H967')"
"('Q9UBT2', 'P85037')"
"('Q06455', 'Q9NSC5')"
"('P56470', 'O75031')"
"('P29353', 'P36542')"
"('Q8WXC3', 'Q9ULZ3')"
"('P60709', 'P15927')"
"('P62304', 'Q96GG9')"
"('O15350', 'Q9UQ16')"
"('P05771', 'P26012')"
"('P40429', 'P05362')"
"('P00533', 'Q14126')"
"('O75400', 'Q16630')"
"('Q99759', 'P46940')"
"('Q96CX2', 'Q9ULA0')"
"('Q96K17', 'Q9BZK3')"
"('Q5JS54', 'Q9NQR4')"
"('Q8N205', 'O75063')"
"('Q9UKD2', 'Q8IY81')"
"('Q6XYQ8', 'Q14137')"
"('O00483', 'P42356')"
"('P28070', 'P25786')"
"('Q10586', 'P12268')"
"('Q9Y675', 'P10275')"
"('Q9Y5L0', 'O75360')"
"('P48729', 'P19438')"
"('Q9NZI2', 'P10451')"
"('O15162', 'Q96ME1')"
"('Q9NW08', 'P53803')"
"('O43776', 'Q6ZU80')"
"('Q10589', 'P60033')"
"('P02533', 'P38919')"
"('P99999', 'Q9H2V7')"
"('P05412', 'P31942')"
"('O75531', 'Q8WUZ0')"
"('Q8N490', 'Q7RTS9')"
"('P22612', 'Q9H346')"
"('O95166', 'O15040')"
"('Q15024', 'P05412')"
"('Q13315', 'Q9UBF1')"
"('P0CAP2', 'Q96GD3')"
"('O95298', 'O75251')"
"('P08238', 'P49761')"
"('P52907', 'P02751')"
"('Q9Y6G3', 'Q12906')"
"('Q9H2X0', 'O14817')"
"('O00483', 'Q8NBN7')"
"('Q13200', 'P25398')"
"('P02751', 'Q99832')"
"('P48556', 'Q8IVT5')"
"('Q13535', 'O60716')"
"('P13196', 'Q5W5X9')"
"('Q6NUS6', 'Q02809')"
"('P34998', 'P0DP25')"
"('P46940', 'P52735')"
"('P32121', 'Q13813')"
"('Q9H7D7', 'Q8N1G0')"
"('P28749', 'Q06190')"
"('P22888', 'P29372')"
"('Q9UQL6', 'P63104')"
"('P20849', 'P08572')"
"('P42766', 'P62249')"
"('P45880', 'Q12931')"
"('Q8IXI1', 'Q96H55')"
"('Q03181', 'O75376')"
"('Q8WWY3', 'O14980')"
"('Q9UBN1', 'Q01968')"
"('Q96BK5', 'Q06546')"
"('Q8N684', 'Q9BPU9')"
"('Q96M27', 'O95456')"
"('Q8N4V1', 'P12268')"
"('Q16543', 'Q7L3B6')"
"('Q16539', 'P52746')"
"('O75396', 'P49736')"
"('Q9P0T4', 'Q9Y4H4')"
"('Q05639', 'P60484')"
"('P10276', 'P17947')"
"('Q9NP66', 'Q5VIR6')"
"('P52907', 'P61326')"
"('P60709', 'P61019')"
"('Q8WVJ2', 'O75426')"
"('Q14999', 'O00425')"
"('O75593', 'Q8IVW6')"
"('Q9HCY8', 'P43360')"
"('Q14161', 'Q6NSJ2')"
"('Q9BYX2', 'P18146')"
"('Q9BTW9', 'P16403')"
"('P02545', 'P33993')"
"('P26368', 'P32456')"
"('Q15468', 'Q9BXJ9')"
"('P33993', 'Q9BRK4')"
"('Q9BQ95', 'Q9BVS5')"
"('P23468', 'P31785')"
"('Q9P2J5', 'Q92844')"
"('P49427', 'Q13263')"
"('Q9UGM1', 'Q7Z417')"
"('P51991', 'Q92620')"
"('P05129', 'Q9P2D0')"
"('Q9P2J5', 'P50452')"
"('P25788', 'Q9BTD8')"
"('Q9Y2T5', 'Q96MV1')"
"('Q9H1Y0', 'P37108')"
"('P82663', 'Q92665')"
"('P43686', 'P55072')"
"('O15350', 'Q13616')"
"('Q6WCQ1', 'Q9GZR1')"
"('Q15560', 'Q96C00')"
"('P16234', 'Q92569')"
"('Q96D09', 'Q9P2H0')"
"('Q9BQ70', 'Q9UL18')"
"('Q8WW24', 'P19012')"
"('Q16584', 'O14733')"
"('Q9P086', 'Q9H944')"
"('P25098', 'Q8NGY5')"
"('Q92888', 'Q96GG9')"
"('Q16531', 'P35240')"
"('Q9Y6I4', 'Q07954')"
"('Q8IYH5', 'Q96C00')"
"('Q13573', 'Q16629')"
"('P54646', 'Q16526')"
"('P17535', 'P61158')"
"('O14980', 'Q9H668')"
"('Q16671', 'P08238')"
"('P61158', 'P03372')"
"('P04150', 'Q9Y4B4')"
"('Q13112', 'P12004')"
"('Q13948', 'Q6P5W5')"
"('Q9NP72', 'P43115')"
"('Q08AM6', 'Q9BZE0')"
"('Q92552', 'Q7Z6G3')"
"('Q01844', 'P49841')"
"('Q9Y5I3', 'P46108')"
"('Q86X19', 'Q9UIQ6')"
"('Q07020', 'P62266')"
"('Q07866', 'O60610')"
"('Q9BST9', 'Q9BQK8')"
"('Q9NR28', 'Q13114')"
"('Q9NWS0', 'Q9Y230')"
"('Q2TBE0', 'Q6NUQ1')"
"('Q7Z5K2', 'Q8N6T7')"
"('Q15022', 'P33778')"
"('P35222', 'O14490')"
"('Q5BKZ1', 'O75147')"
"('Q9UIA9', 'Q6NYC1')"
"('Q9Y4H2', 'P27348')"
"('P68104', 'P29692')"
"('Q92636', 'O95166')"
"('Q9BQD3', 'Q9H8S9')"
"('O75947', 'A1L188')"
"('Q9P2A4', 'Q96F07')"
"('P25685', 'Q13618')"
"('Q8NFZ0', 'P35244')"
"('O43865', 'Q9H8V3')"
"('P30153', 'P13639')"
"('Q9UQ35', 'P68104')"
"('Q4G0F5', 'P57768')"
"('P61353', 'Q8NHV4')"
"('Q9UID3', 'Q8TBA6')"
"('Q96CS3', 'P51151')"
"('P15036', 'Q15788')"
"('P32121', 'Q96JQ0')"
"('P07355', 'P20823')"
"('P45974', 'Q9Y5A9')"
"('Q8TES7', 'Q13423')"
"('Q09470', 'P22459')"
"('Q13283', 'P35226')"
"('Q4U2R6', 'Q9BYD3')"
"('P48594', 'Q14330')"
"('P48741', 'Q49AN0')"
"('Q92804', 'Q93034')"
"('Q86T03', 'Q8N4P2')"
"('Q9H2G2', 'Q13023')"
"('Q9Y2Y1', 'Q6ZWI9')"
"('O00429', 'Q6ZMK1')"
"('Q7L591', 'Q8WV28')"
"('Q96R45', 'P38405')"
"('P62273', 'Q9BRP8')"
"('Q86VP3', 'P31947')"
"('Q99496', 'P49792')"
"('P48556', 'Q13136')"
"('P22061', 'Q8NCN5')"
"('P49736', 'Q92945')"
"('O00159', 'P33993')"
"('P02545', 'P49711')"
"('Q00005', 'O94761')"
"('P29692', 'Q8WVB3')"
"('P22612', 'Q8NGK0')"
"('Q96E35', 'Q8IUR7')"
"('Q9UF56', 'Q9Y2M5')"
"('Q6UX41', 'Q9NV64')"
"('Q16778', 'Q13616')"
"('Q15003', 'Q15021')"
"('Q8NFD5', 'P51531')"
"('Q99816', 'Q9UK41')"
"('O95931', 'Q14781')"
"('Q00796', 'P37837')"
"('Q8N5M1', 'Q99569')"
"('Q96J02', 'Q92995')"
"('P21246', 'P56182')"
"('P04183', 'Q5D0E6')"
"('O43889', 'Q99675')"
"('P16435', 'Q9Y5M8')"
"('P16870', 'Q9BVJ6')"
"('Q9BYE3', 'Q9BYR5')"
"('P57775', 'Q04917')"
"('Q8TDG2', 'P08588')"
"('Q8NEZ4', 'O15550')"
"('P17706', 'P52630')"
"('Q96L93', 'Q15811')"
"('Q8TEU8', 'P12643')"
"('Q96HA8', 'Q6ZU15')"
"('P00973', 'Q96LA8')"
"('Q15554', 'Q9NUX5')"
"('Q9BZD4', 'Q9HCH0')"
"('Q16526', 'P13010')"
"('P10145', 'Q9H1C0')"
"('Q15172', 'P54289')"
"('Q8N0Z6', 'Q9Y312')"
"('Q99460', 'O43396')"
"('Q8TD06', 'Q9UHD9')"
"('Q13162', 'P18428')"
"('P55273', 'Q3SY00')"
"('Q9BYV2', 'P54725')"
"('Q12788', 'Q7L2E3')"
"('P23258', 'Q12834')"
"('Q15554', 'P38398')"
"('A0JLT2', 'Q9NX70')"
"('Q9Y618', 'P38936')"
"('P60568', 'P26951')"
"('Q96L14', 'Q9H7N4')"
"('Q92616', 'P28062')"
"('Q9UKE5', 'Q9UPW5')"
"('P05412', 'P61960')"
"('Q8N9I9', 'P62256')"
"('Q9H7X3', 'A8MQ03')"
"('P10275', 'O14544')"
"('Q13200', 'Q00987')"
"('P50897', 'P55072')"
"('Q9NQW6', 'P52907')"
"('Q6NXR4', 'P78527')"
"('P05549', 'O14965')"
"('O60832', 'Q15025')"
"('P07900', 'P62753')"
"('Q13315', 'P60520')"
"('Q14204', 'Q9GZM8')"
"('Q86SE5', 'Q99598')"
"('Q01085', 'Q13620')"
"('Q9NZJ4', 'Q14134')"
"('Q9BQA5', 'P34897')"
"('P20962', 'P60981')"
"('Q13485', 'Q9Y3C5')"
"('P07202', 'Q14627')"
"('Q9UPY3', 'Q13823')"
"('P06748', 'P29692')"
"('Q6PF05', 'Q5JVL4')"
"('Q86YI8', 'Q5TA50')"
"('Q6ZW49', 'P04637')"
"('O95149', 'P45378')"
"('Q96BY2', 'Q96FV9')"
"('P57078', 'P11586')"
"('Q13595', 'P38919')"
"('P00966', 'Q8WUM4')"
"('P23975', 'P60709')"
"('Q14145', 'P10415')"
"('P10809', 'P13073')"
"('Q69YQ0', 'Q9H668')"
"('Q92905', 'Q15788')"
"('Q9Y4K3', 'P45984')"
"('Q9H6Z9', 'Q13489')"
"('Q9BZF3', 'O60573')"
"('Q8IXQ5', 'P49116')"
"('P30480', 'P13693')"
"('Q8NG27', 'Q9Y2K6')"
"('Q15717', 'Q92922')"
"('Q6AZZ1', 'Q92993')"
"('Q9UN19', 'Q8WY64')"
"('Q13114', 'P41212')"
"('Q01664', 'O95785')"
"('P17024', 'Q9BVG8')"
"('Q8IU60', 'Q13501')"
"('Q86WV1', 'Q8IZT6')"
"('P68104', 'Q13630')"
"('Q96F46', 'Q5VX71')"
"('Q8N1B4', 'Q5T7W7')"
"('Q8N2S1', 'P23142')"
"('Q9UNE7', 'P56545')"
"('Q96AT1', 'O43143')"
"('P51451', 'P11912')"
"('Q8IZJ0', 'P16471')"
"('Q9Y2D8', 'Q96MT8')"
"('P62258', 'Q08495')"
"('P26045', 'P31946')"
"('P08865', 'Q02878')"
"('Q9NP66', 'O60341')"
"('P02462', 'P08648')"
"('Q9UJ90', 'P05067')"
"('O15212', 'Q6VAB6')"
"('P51858', 'P41091')"
"('P10398', 'P08238')"
"('Q5T752', 'Q9BYS1')"
"('Q16778', 'O75446')"
"('P07101', 'P61981')"
"('P48643', 'Q8IZH2')"
"('P84022', 'O14497')"
"('Q13283', 'O95786')"
"('P50222', 'Q9H7X0')"
"('Q09666', 'Q14999')"
"('P10276', 'P48443')"
"('P19784', 'Q99496')"
"('Q8IYI6', 'P11234')"
"('P24941', 'P28749')"
"('P50454', 'Q14999')"
"('Q96LR5', 'Q86Y13')"
"('O95486', 'O95487')"
"('P24468', 'P02100')"
"('Q0VD86', 'Q969Y2')"
"('Q9NR30', 'Q9Y5H9')"
"('Q04206', 'P78545')"
"('O43542', 'P09341')"
"('Q13485', 'Q2VWA4')"
"('Q13616', 'Q92499')"
"('P19338', 'Q07020')"
"('Q07912', 'P16333')"
"('Q9BX82', 'Q8N9N5')"
"('Q9BVJ6', 'P43243')"
"('P61457', 'Q3KQV9')"
"('P27708', 'P53041')"
"('P62854', 'Q9P0L0')"
"('Q8IUE6', 'Q99879')"
"('P25205', 'P37198')"
"('Q9H204', 'O00459')"
"('O00159', 'P47755')"
"('P60484', 'Q9Y2S7')"
"('P02792', 'P02794')"
"('Q9BT22', 'Q6ZVL6')"
"('Q14197', 'O75616')"
"('Q04206', 'Q9UBK9')"
"('Q9UBU9', 'O00592')"
"('P12830', 'P13010')"
"('Q96GG9', 'P31943')"
"('P31749', 'Q16512')"
"('O75746', 'P61586')"
"('P60981', 'P80404')"
"('O95785', 'Q9BQA1')"
"('Q8TEE9', 'Q96ST3')"
"('P02545', 'Q8NF91')"
"('Q9HCE1', 'O14862')"
"('Q9NUU7', 'O14980')"
"('Q7Z6Z7', 'P98175')"
"('O14829', 'Q9BVA1')"
"('P11021', 'Q9NPF4')"
"('P62829', 'Q00005')"
"('Q9NRQ2', 'Q15038')"
"('P55795', 'P63244')"
"('Q9NYF0', 'Q05655')"
"('O94979', 'O95486')"
"('P05106', 'Q14289')"
"('Q9UM00', 'Q86VP6')"
"('Q5T1M5', 'O43172')"
"('Q8IZL8', 'P15927')"
"('Q9NY65', 'P04350')"
"('O75901', 'P31151')"
"('Q5BKZ1', 'P55769')"
"('Q16635', 'Q8N3Y3')"
"('P55265', 'Q9NPD3')"
"('Q9ULK4', 'Q92731')"
"('Q9Y6G1', 'Q9UMW8')"
"('Q8NGM8', 'Q9P2W3')"
"('Q13748', 'Q5TF39')"
"('Q9H269', 'O75110')"
"('P35900', 'A8MQ03')"
"('Q92769', 'P04150')"
"('O00560', 'Q16666')"
"('P35244', 'Q14669')"
"('Q9NRD1', 'P62917')"
"('O95197', 'Q8N612')"
"('Q5HYK7', 'Q15717')"
"('P06748', 'Q8IZL8')"
